Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Workers,"Employment Status","Not in labor force",304547,"(+/- 8209 )",253788,"(+/- 6510 )",253256,"(+/- 9118 )",350436,"(+/- 9616 )",233750,"(+/- 7587 )",225546,"(+/- 7219 )",209288,"(+/- 7882 )",274332,"(+/- 6868 )",193187,"(+/- 7027 )"
Workers,"Employment Status","Civilian labor force",305709,"(+/- 8821 )",334640,"(+/- 8267 )",353998,"(+/- 9873 )",320981,"(+/- 10092 )",412473,"(+/- 10393 )",422735,"(+/- 12447 )",417036,"(+/- 11467 )",369803,"(+/- 9127 )",459518,"(+/- 11845 )"
Workers,"Employment Status","Unemployment Rate",7.4,"(+/- 0.7 )",5.7,"(+/- 0.8 )",5.9,"(+/- 0.7 )",7.5,"(+/- 0.8 )",4.2,"(+/- 0.5 )",3.5,"(+/- 0.5 )",6.8,"(+/- 0.8 )",4.6,"(+/- 0.6 )",3.7,"(+/- 0.5 )"
Workers,"Commuting to Work","Workers 16 years and over",277136,"(+/- 7831 )",317974,"(+/- 7546 )",328049,"(+/- 10001 )",294649,"(+/- 9830 )",389528,"(+/- 9954 )",401654,"(+/- 12460 )",381308,"(+/- 11272 )",348873,"(+/- 9091 )",435415,"(+/- 11846 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",208835,"(+/- 6341 )",250060,"(+/- 6833 )",251588,"(+/- 9118 )",228615,"(+/- 9184 )",297673,"(+/- 9042 )",298257,"(+/- 10928 )",280554,"(+/- 9600 )",273377,"(+/- 7617 )",328290,"(+/- 9802 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",30757,"(+/- 4107 )",27052,"(+/- 2982 )",43708,"(+/- 4210 )",31955,"(+/- 3562 )",39750,"(+/- 3771 )",35856,"(+/- 3656 )",58088,"(+/- 4561 )",36763,"(+/- 4209 )",44693,"(+/- 4697 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",2701,"(+/- 990 )",6701,"(+/- 1736 )",4993,"(+/- 1125 )",846,"(+/- 558 )",3384,"(+/- 1078 )",6864,"(+/- 1775 )",14586,"(+/- 2940 )",2220,"(+/- 751 )",11423,"(+/- 2120 )"
Workers,"Commuting to Work",Walked,10542,"(+/- 2464 )",7186,"(+/- 1391 )",5604,"(+/- 1158 )",5279,"(+/- 1547 )",2721,"(+/- 846 )",6791,"(+/- 1850 )",4732,"(+/- 1131 )",3437,"(+/- 1037 )",8984,"(+/- 1720 )"
Workers,"Commuting to Work","Other means",7821,"(+/- 1616 )",10619,"(+/- 2398 )",8724,"(+/- 1988 )",7121,"(+/- 1789 )",10046,"(+/- 1916 )",7810,"(+/- 1735 )",9144,"(+/- 1638 )",7396,"(+/- 1439 )",16347,"(+/- 2761 )"
Workers,"Commuting to Work","Worked at home",16480,"(+/- 2266 )",16356,"(+/- 1991 )",13432,"(+/- 2322 )",20833,"(+/- 2557 )",35954,"(+/- 3486 )",46076,"(+/- 4492 )",14204,"(+/- 2553 )",25680,"(+/- 2928 )",25678,"(+/- 2605 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",25.3,"(+/- 0.9 )",23.8,"(+/- 0.6 )",26.6,"(+/- 0.7 )",25.7,"(+/- 1.1 )",27.2,"(+/- 0.6 )",24.1,"(+/- 0.6 )",27.0,"(+/- 0.8 )",30.1,"(+/- 0.7 )",22.6,"(+/- 0.5 )"
Workers,Occupation,"Civilian employed population 16 years and over",283024,"(+/- 8053 )",315603,"(+/- 7678 )",332972,"(+/- 9746 )",296871,"(+/- 9642 )",395268,"(+/- 10174 )",407884,"(+/- 12169 )",388522,"(+/- 11365 )",352653,"(+/- 9048 )",442339,"(+/- 11554 )"
Workers,Occupation,"Management, business, science, and arts occupations",96869,"(+/- 5333 )",122799,"(+/- 5561 )",87468,"(+/- 6137 )",96713,"(+/- 4758 )",181150,"(+/- 7000 )",183398,"(+/- 7167 )",89499,"(+/- 5466 )",135499,"(+/- 6324 )",184899,"(+/- 7319 )"
Workers,Occupation,"Service occupations",59816,"(+/- 4170 )",72261,"(+/- 4663 )",75108,"(+/- 6065 )",65953,"(+/- 4986 )",58377,"(+/- 4321 )",70268,"(+/- 5593 )",95716,"(+/- 6842 )",58443,"(+/- 4815 )",81928,"(+/- 5983 )"
Workers,Occupation,"Sales and office occupations",64249,"(+/- 4195 )",66568,"(+/- 3915 )",71117,"(+/- 4614 )",68010,"(+/- 5645 )",98038,"(+/- 5741 )",97882,"(+/- 6032 )",85506,"(+/- 4897 )",92749,"(+/- 4849 )",105843,"(+/- 5920 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",31245,"(+/- 3166 )",25637,"(+/- 2838 )",47984,"(+/- 4372 )",32190,"(+/- 3898 )",25549,"(+/- 2862 )",26566,"(+/- 3164 )",48151,"(+/- 3679 )",26269,"(+/- 3437 )",25975,"(+/- 3403 )"
Workers,Occupation,"Production, transportation, and material moving occupations",30845,"(+/- 3342 )",28338,"(+/- 3055 )",51295,"(+/- 4007 )",34005,"(+/- 3353 )",32154,"(+/- 3189 )",29770,"(+/- 3967 )",69650,"(+/- 5056 )",39693,"(+/- 4182 )",43694,"(+/- 3667 )"
Workers,Industry,"Civilian employed population 16 years and over",283024,"(+/- 8053 )",315603,"(+/- 7678 )",332972,"(+/- 9746 )",296871,"(+/- 9642 )",395268,"(+/- 10174 )",407884,"(+/- 12169 )",388522,"(+/- 11365 )",352653,"(+/- 9048 )",442339,"(+/- 11554 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",10244,"(+/- 1831 )",3273,"(+/- 850 )",11009,"(+/- 1894 )",6155,"(+/- 1890 )",2349,"(+/- 860 )",1702,"(+/- 811 )",2636,"(+/- 1144 )",1733,"(+/- 702 )",1159,"(+/- 512 )"
Workers,Industry,Construction,18113,"(+/- 2410 )",17529,"(+/- 2282 )",30087,"(+/- 3659 )",23287,"(+/- 2832 )",25077,"(+/- 2797 )",22773,"(+/- 2625 )",37321,"(+/- 3369 )",22378,"(+/- 3231 )",24403,"(+/- 3276 )"
Workers,Industry,Manufacturing,20465,"(+/- 2626 )",18737,"(+/- 2283 )",20211,"(+/- 2824 )",17624,"(+/- 2494 )",35113,"(+/- 2891 )",22565,"(+/- 2800 )",30747,"(+/- 3155 )",23077,"(+/- 2697 )",34077,"(+/- 3347 )"
Workers,Industry,"Wholesale trade",3796,"(+/- 942 )",5369,"(+/- 1338 )",8524,"(+/- 1996 )",5747,"(+/- 1159 )",10137,"(+/- 1473 )",10182,"(+/- 1824 )",7364,"(+/- 1975 )",9441,"(+/- 1476 )",10094,"(+/- 1733 )"
Workers,Industry,"Retail trade",31640,"(+/- 3081 )",38392,"(+/- 3313 )",36738,"(+/- 3741 )",40008,"(+/- 3628 )",45997,"(+/- 4205 )",43846,"(+/- 4164 )",48616,"(+/- 3975 )",45683,"(+/- 3799 )",44294,"(+/- 4563 )"
Workers,Industry,"Transportation and warehousing, and utilities",13662,"(+/- 2115 )",12458,"(+/- 1790 )",26534,"(+/- 2964 )",16734,"(+/- 2740 )",18526,"(+/- 2162 )",18129,"(+/- 2729 )",27836,"(+/- 3260 )",21973,"(+/- 2982 )",20908,"(+/- 2474 )"
Workers,Industry,Information,2694,"(+/- 780 )",6625,"(+/- 1626 )",5359,"(+/- 1449 )",4915,"(+/- 1246 )",10408,"(+/- 1797 )",7611,"(+/- 1513 )",8201,"(+/- 1496 )",6612,"(+/- 1539 )",10740,"(+/- 1966 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",14041,"(+/- 2408 )",17453,"(+/- 2058 )",18496,"(+/- 2413 )",20565,"(+/- 2635 )",42059,"(+/- 3258 )",53988,"(+/- 4106 )",26287,"(+/- 2524 )",34146,"(+/- 3019 )",44763,"(+/- 3864 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",23888,"(+/- 3033 )",39444,"(+/- 3407 )",32892,"(+/- 3014 )",29472,"(+/- 3418 )",47365,"(+/- 3793 )",67171,"(+/- 4663 )",58869,"(+/- 5091 )",39591,"(+/- 3451 )",67586,"(+/- 4365 )"
Workers,Industry,"Educational services, and health care and social assistance",75751,"(+/- 5454 )",76106,"(+/- 4372 )",75335,"(+/- 5608 )",64558,"(+/- 3619 )",91157,"(+/- 4818 )",79452,"(+/- 5181 )",58475,"(+/- 4070 )",81730,"(+/- 4761 )",94949,"(+/- 4945 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",36122,"(+/- 3650 )",38573,"(+/- 3896 )",31963,"(+/- 3675 )",36945,"(+/- 3608 )",35944,"(+/- 3352 )",48293,"(+/- 4645 )",47918,"(+/- 5321 )",29608,"(+/- 3222 )",55332,"(+/- 5126 )"
Workers,Industry,"Other services, except public administration",13523,"(+/- 2086 )",16836,"(+/- 2294 )",18137,"(+/- 2373 )",13120,"(+/- 2327 )",16032,"(+/- 1878 )",19360,"(+/- 2902 )",22444,"(+/- 2338 )",15989,"(+/- 2010 )",19892,"(+/- 2849 )"
Workers,Industry,"Public administration",19085,"(+/- 2410 )",24808,"(+/- 2949 )",17687,"(+/- 2615 )",17741,"(+/- 2409 )",15104,"(+/- 1916 )",12812,"(+/- 1982 )",11808,"(+/- 2128 )",20692,"(+/- 2896 )",14142,"(+/- 1968 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",283024,"(+/- 8053 )",315603,"(+/- 7678 )",332972,"(+/- 9746 )",296871,"(+/- 9642 )",395268,"(+/- 10174 )",407884,"(+/- 12169 )",388522,"(+/- 11365 )",352653,"(+/- 9048 )",442339,"(+/- 11554 )"
Workers,"Class of Worker","Private wage and salary workers",204236,"(+/- 6869 )",239358,"(+/- 7965 )",258973,"(+/- 8848 )",229303,"(+/- 7875 )",328233,"(+/- 9876 )",342471,"(+/- 11478 )",326372,"(+/- 10743 )",283791,"(+/- 8240 )",372452,"(+/- 11307 )"
Workers,"Class of Worker","Government workers",60848,"(+/- 4401 )",55210,"(+/- 3460 )",53334,"(+/- 4273 )",46087,"(+/- 3882 )",46820,"(+/- 3549 )",38332,"(+/- 3107 )",35518,"(+/- 3650 )",47893,"(+/- 4489 )",45786,"(+/- 3542 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",17263,"(+/- 2541 )",20510,"(+/- 2026 )",19749,"(+/- 2561 )",20853,"(+/- 3291 )",19443,"(+/- 2327 )",26064,"(+/- 2760 )",26254,"(+/- 3128 )",20105,"(+/- 2527 )",23584,"(+/- 2895 )"
Workers,"Class of Worker","Unpaid family workers",677,"(+/- 346 )",525,"(+/- 288 )",916,"(+/- 416 )",628,"(+/- 421 )",772,"(+/- 341 )",1017,"(+/- 456 )",378,"(+/- 269 )",864,"(+/- 487 )",517,"(+/- 302 )"
Housing,"Housing Occupancy","Total housing units",348097,"(+/- 4870 )",350105,"(+/- 4011 )",280554,"(+/- 5758 )",406015,"(+/- 4980 )",335108,"(+/- 5639 )",370737,"(+/- 6405 )",271997,"(+/- 4970 )",326339,"(+/- 6007 )",346950,"(+/- 6413 )"
Housing,"Housing Occupancy","Occupied housing units",260716,"(+/- 5746 )",299328,"(+/- 4939 )",248402,"(+/- 5760 )",324737,"(+/- 6269 )",294051,"(+/- 5324 )",324886,"(+/- 6082 )",250303,"(+/- 5246 )",294239,"(+/- 4944 )",317636,"(+/- 6307 )"
Housing,"Housing Occupancy","Vacant housing units",87381,"(+/- 5375 )",50777,"(+/- 3864 )",32152,"(+/- 2835 )",81278,"(+/- 4399 )",41057,"(+/- 3729 )",45851,"(+/- 4207 )",21694,"(+/- 2276 )",32100,"(+/- 3806 )",29314,"(+/- 3593 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",2.5,"(+/- 0.7 )",2.6,"(+/- 0.8 )",1.1,"(+/- 0.5 )",2.0,"(+/- 0.6 )",1.4,"(+/- 0.5 )",1.5,"(+/- 0.5 )",1.1,"(+/- 0.5 )",1.4,"(+/- 0.5 )",1.5,"(+/- 0.6 )"
Housing,"Housing Occupancy","Rental vacancy rate",9.9,"(+/- 2.0 )",6.9,"(+/- 1.3 )",6.5,"(+/- 1.2 )",3.3,"(+/- 1.1 )",4.9,"(+/- 1.3 )",4.2,"(+/- 1.0 )",4.5,"(+/- 1.0 )",5.4,"(+/- 1.7 )",6.1,"(+/- 1.2 )"
Housing,"Housing Tenure","Occupied housing units",260716,"(+/- 5746 )",299328,"(+/- 4939 )",248402,"(+/- 5760 )",324737,"(+/- 6269 )",294051,"(+/- 5324 )",324886,"(+/- 6082 )",250303,"(+/- 5246 )",294239,"(+/- 4944 )",317636,"(+/- 6307 )"
Housing,"Housing Tenure",Owner-occupied,187925,"(+/- 5162 )",186083,"(+/- 4688 )",155270,"(+/- 4908 )",245991,"(+/- 6530 )",218480,"(+/- 4577 )",207804,"(+/- 5362 )",114911,"(+/- 4727 )",223425,"(+/- 5476 )",154478,"(+/- 3941 )"
Housing,"Housing Tenure",Renter-occupied,72791,"(+/- 4178 )",113245,"(+/- 4535 )",93132,"(+/- 4420 )",78746,"(+/- 5175 )",75571,"(+/- 4177 )",117082,"(+/- 4929 )",135392,"(+/- 5483 )",70814,"(+/- 4027 )",163158,"(+/- 6046 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.79,"(+/- 0.06 )",2.42,"(+/- 0.05 )",3.16,"(+/- 0.08 )",2.35,"(+/- 0.04 )",2.87,"(+/- 0.04 )",2.48,"(+/- 0.05 )",3.60,"(+/- 0.12 )",2.67,"(+/- 0.06 )",2.56,"(+/- 0.06 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.87,"(+/- 0.13 )",2.23,"(+/- 0.07 )",3.02,"(+/- 0.11 )",2.60,"(+/- 0.11 )",2.80,"(+/- 0.10 )",2.25,"(+/- 0.08 )",3.17,"(+/- 0.10 )",2.63,"(+/- 0.11 )",2.35,"(+/- 0.07 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",260716,"(+/- 5746 )",299328,"(+/- 4939 )",248402,"(+/- 5760 )",324737,"(+/- 6269 )",294051,"(+/- 5324 )",324886,"(+/- 6082 )",250303,"(+/- 5246 )",294239,"(+/- 4944 )",317636,"(+/- 6307 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",47121,"(+/- 3502 )",70800,"(+/- 4077 )",53257,"(+/- 3872 )",63903,"(+/- 4679 )",67423,"(+/- 3526 )",81843,"(+/- 4345 )",63679,"(+/- 3823 )",55869,"(+/- 3603 )",95807,"(+/- 5313 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",42737,"(+/- 3110 )",56250,"(+/- 3188 )",42366,"(+/- 3362 )",57750,"(+/- 4436 )",57605,"(+/- 3777 )",59545,"(+/- 4203 )",60821,"(+/- 4188 )",57915,"(+/- 3626 )",61362,"(+/- 4078 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",50428,"(+/- 3370 )",56676,"(+/- 3300 )",53239,"(+/- 3588 )",77005,"(+/- 4889 )",64294,"(+/- 2781 )",63646,"(+/- 3702 )",52404,"(+/- 3299 )",63397,"(+/- 3521 )",61572,"(+/- 3813 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",64927,"(+/- 3578 )",57672,"(+/- 3390 )",53910,"(+/- 2970 )",83827,"(+/- 4631 )",69010,"(+/- 3460 )",63809,"(+/- 3748 )",39795,"(+/- 3101 )",77746,"(+/- 4176 )",46446,"(+/- 2999 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",29693,"(+/- 2252 )",31685,"(+/- 2196 )",23651,"(+/- 2350 )",29462,"(+/- 3110 )",27615,"(+/- 2106 )",34551,"(+/- 2712 )",16743,"(+/- 2043 )",27111,"(+/- 2289 )",29206,"(+/- 2556 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",25810,"(+/- 2008 )",26245,"(+/- 2217 )",21979,"(+/- 2136 )",12790,"(+/- 1952 )",8104,"(+/- 1234 )",21492,"(+/- 2098 )",16861,"(+/- 1722 )",12201,"(+/- 1658 )",23243,"(+/- 1855 )"
Housing,Value,"Owner-occupied units",187925,"(+/- 5162 )",186083,"(+/- 4688 )",155270,"(+/- 4908 )",245991,"(+/- 6530 )",218480,"(+/- 4577 )",207804,"(+/- 5362 )",114911,"(+/- 4727 )",223425,"(+/- 5476 )",154478,"(+/- 3941 )"
Housing,Value,"Less than $50,000",27848,"(+/- 2508 )",13909,"(+/- 1991 )",13190,"(+/- 1675 )",28745,"(+/- 2759 )",14698,"(+/- 1461 )",6487,"(+/- 1168 )",7921,"(+/- 1537 )",8495,"(+/- 1279 )",5458,"(+/- 1120 )"
Housing,Value,"$50,000 to $99,999",22699,"(+/- 1818 )",14920,"(+/- 1739 )",20010,"(+/- 2004 )",21424,"(+/- 2561 )",5641,"(+/- 906 )",4341,"(+/- 1047 )",9980,"(+/- 1598 )",6241,"(+/- 1188 )",3093,"(+/- 793 )"
Housing,Value,"$100,000 to $149,999",19482,"(+/- 2075 )",27318,"(+/- 2823 )",30670,"(+/- 2732 )",25658,"(+/- 2918 )",7642,"(+/- 1058 )",7343,"(+/- 1567 )",16623,"(+/- 2007 )",13260,"(+/- 1637 )",8219,"(+/- 1618 )"
Housing,Value,"$150,000 to $199,999",26556,"(+/- 2291 )",39371,"(+/- 2983 )",31906,"(+/- 2756 )",32778,"(+/- 3226 )",16386,"(+/- 2086 )",17583,"(+/- 2101 )",31004,"(+/- 2880 )",31914,"(+/- 2795 )",16638,"(+/- 1713 )"
Housing,Value,"$200,000 to $299,999",40843,"(+/- 2908 )",49464,"(+/- 3357 )",42139,"(+/- 2938 )",71601,"(+/- 4140 )",65230,"(+/- 3412 )",43291,"(+/- 2964 )",32982,"(+/- 2359 )",79663,"(+/- 3932 )",47304,"(+/- 2949 )"
Housing,Value,"$300,000 to $499,999",34731,"(+/- 2699 )",27775,"(+/- 1782 )",13436,"(+/- 1572 )",49143,"(+/- 3592 )",84083,"(+/- 3704 )",62825,"(+/- 3505 )",12188,"(+/- 1553 )",67428,"(+/- 3243 )",51420,"(+/- 3117 )"
Housing,Value,"$500,000 to $999,999",14019,"(+/- 1589 )",11759,"(+/- 1184 )",3595,"(+/- 877 )",14453,"(+/- 1632 )",22438,"(+/- 1703 )",49891,"(+/- 2751 )",3413,"(+/- 832 )",14302,"(+/- 1415 )",18100,"(+/- 1635 )"
Housing,Value,"$1,000,000 or more",1747,"(+/- 593 )",1567,"(+/- 593 )",324,"(+/- 231 )",2189,"(+/- 745 )",2362,"(+/- 852 )",16043,"(+/- 1677 )",800,"(+/- 467 )",2122,"(+/- 734 )",4246,"(+/- 729 )"
Housing,Value,"Median (dollars)",194100,"(+/- 6536 )",196700,"(+/- 4160 )",169900,"(+/- 3748 )",217700,"(+/- 5219 )",299500,"(+/- 4858 )",367500,"(+/- 7812 )",182600,"(+/- 4790 )",265200,"(+/- 3220 )",293300,"(+/- 5363 )"
Housing,"Mortgage Status","Owner-occupied units",187925,"(+/- 5162 )",186083,"(+/- 4688 )",155270,"(+/- 4908 )",245991,"(+/- 6530 )",218480,"(+/- 4577 )",207804,"(+/- 5362 )",114911,"(+/- 4727 )",223425,"(+/- 5476 )",154478,"(+/- 3941 )"
Housing,"Mortgage Status","Housing units with a mortgage",92037,"(+/- 3827 )",110111,"(+/- 4426 )",101195,"(+/- 4412 )",142067,"(+/- 6605 )",151832,"(+/- 4293 )",140409,"(+/- 4728 )",76385,"(+/- 3976 )",151356,"(+/- 4860 )",107110,"(+/- 4093 )"
Housing,"Mortgage Status","Housing units without a mortgage",95888,"(+/- 3833 )",75972,"(+/- 3487 )",54075,"(+/- 3136 )",103924,"(+/- 5205 )",66648,"(+/- 3020 )",67395,"(+/- 3660 )",38526,"(+/- 2801 )",72069,"(+/- 3608 )",47368,"(+/- 2993 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",92037,"(+/- 3827 )",110111,"(+/- 4426 )",101195,"(+/- 4412 )",142067,"(+/- 6605 )",151832,"(+/- 4293 )",140409,"(+/- 4728 )",76385,"(+/- 3976 )",151356,"(+/- 4860 )",107110,"(+/- 4093 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",2019,"(+/- 761 )",1963,"(+/- 599 )",2039,"(+/- 718 )",5015,"(+/- 1330 )",1328,"(+/- 523 )",1376,"(+/- 482 )",1577,"(+/- 686 )",1845,"(+/- 550 )",953,"(+/- 434 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",22730,"(+/- 2440 )",25141,"(+/- 2544 )",32031,"(+/- 2682 )",38645,"(+/- 3498 )",18572,"(+/- 1643 )",16008,"(+/- 1828 )",20116,"(+/- 2324 )",25209,"(+/- 2334 )",16490,"(+/- 1840 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",32759,"(+/- 2621 )",43642,"(+/- 3325 )",42008,"(+/- 2941 )",51169,"(+/- 4106 )",40282,"(+/- 2934 )",37005,"(+/- 2743 )",31462,"(+/- 2412 )",49444,"(+/- 3566 )",37218,"(+/- 2836 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",19931,"(+/- 1877 )",21639,"(+/- 2296 )",17529,"(+/- 2404 )",30705,"(+/- 3079 )",42729,"(+/- 2885 )",27750,"(+/- 2454 )",14762,"(+/- 2059 )",38772,"(+/- 3115 )",24594,"(+/- 2160 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",7739,"(+/- 1393 )",10389,"(+/- 1404 )",5055,"(+/- 1109 )",10332,"(+/- 1742 )",25472,"(+/- 2017 )",19764,"(+/- 1999 )",4728,"(+/- 1080 )",20185,"(+/- 2470 )",13393,"(+/- 1815 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",3489,"(+/- 833 )",3421,"(+/- 912 )",1342,"(+/- 455 )",3477,"(+/- 858 )",12902,"(+/- 1575 )",14604,"(+/- 1692 )",2197,"(+/- 615 )",10499,"(+/- 1397 )",7286,"(+/- 1280 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",3370,"(+/- 936 )",3916,"(+/- 711 )",1191,"(+/- 576 )",2724,"(+/- 764 )",10547,"(+/- 1324 )",23902,"(+/- 1891 )",1543,"(+/- 616 )",5402,"(+/- 1247 )",7176,"(+/- 1276 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1332,"(+/- 31 )",1318,"(+/- 30 )",1183,"(+/- 25 )",1253,"(+/- 33 )",1665,"(+/- 21 )",1749,"(+/- 43 )",1241,"(+/- 37 )",1492,"(+/- 26 )",1485,"(+/- 31 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",95888,"(+/- 3833 )",75972,"(+/- 3487 )",54075,"(+/- 3136 )",103924,"(+/- 5205 )",66648,"(+/- 3020 )",67395,"(+/- 3660 )",38526,"(+/- 2801 )",72069,"(+/- 3608 )",47368,"(+/- 2993 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",31473,"(+/- 1908 )",10368,"(+/- 1572 )",11434,"(+/- 1292 )",24777,"(+/- 2802 )",7134,"(+/- 1105 )",5469,"(+/- 1257 )",8067,"(+/- 1197 )",8860,"(+/- 1387 )",4459,"(+/- 1109 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",25793,"(+/- 2536 )",25736,"(+/- 2089 )",18441,"(+/- 2123 )",37716,"(+/- 3167 )",18819,"(+/- 2004 )",13652,"(+/- 1597 )",12816,"(+/- 1528 )",24193,"(+/- 1997 )",12952,"(+/- 1653 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",23689,"(+/- 2191 )",24710,"(+/- 2179 )",17571,"(+/- 1939 )",28076,"(+/- 2448 )",20830,"(+/- 1800 )",21213,"(+/- 2259 )",12004,"(+/- 1993 )",24521,"(+/- 2392 )",15559,"(+/- 1980 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",8558,"(+/- 1302 )",8905,"(+/- 1377 )",5021,"(+/- 976 )",7799,"(+/- 1268 )",12736,"(+/- 1585 )",13993,"(+/- 1257 )",3804,"(+/- 855 )",10214,"(+/- 1306 )",8425,"(+/- 1339 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",3130,"(+/- 895 )",2883,"(+/- 718 )",844,"(+/- 344 )",3526,"(+/- 1173 )",4609,"(+/- 844 )",6632,"(+/- 1234 )",1373,"(+/- 522 )",2488,"(+/- 722 )",3195,"(+/- 821 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",3245,"(+/- 1101 )",3370,"(+/- 737 )",764,"(+/- 473 )",2030,"(+/- 676 )",2520,"(+/- 610 )",6436,"(+/- 948 )",462,"(+/- 247 )",1793,"(+/- 672 )",2778,"(+/- 669 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",355,"(+/- 11 )",414,"(+/- 13 )",379,"(+/- 12 )",355,"(+/- 12 )",460,"(+/- 12 )",526,"(+/- 18 )",380,"(+/- 18 )",421,"(+/- 12 )",472,"(+/- 18 )"
Housing,"Gross Rent","Occupied units paying rent",63602,"(+/- 3941 )",108359,"(+/- 4694 )",87375,"(+/- 4301 )",70772,"(+/- 5114 )",72755,"(+/- 4144 )",113724,"(+/- 4903 )",132232,"(+/- 5473 )",66999,"(+/- 4048 )",158589,"(+/- 5939 )"
Housing,"Gross Rent","Less than $500",8632,"(+/- 1314 )",6513,"(+/- 1357 )",9779,"(+/- 1682 )",7338,"(+/- 1481 )",1265,"(+/- 554 )",2686,"(+/- 984 )",9545,"(+/- 1538 )",1750,"(+/- 794 )",3897,"(+/- 1049 )"
Housing,"Gross Rent","$500 to $999",24752,"(+/- 2611 )",62107,"(+/- 3404 )",41352,"(+/- 3623 )",35888,"(+/- 3259 )",16388,"(+/- 2050 )",34917,"(+/- 3243 )",63450,"(+/- 4576 )",17375,"(+/- 2135 )",62769,"(+/- 4543 )"
Housing,"Gross Rent","$1,000 to $1,499",19364,"(+/- 2878 )",29157,"(+/- 2592 )",27341,"(+/- 2543 )",19923,"(+/- 2625 )",30495,"(+/- 2906 )",46695,"(+/- 3962 )",45389,"(+/- 3452 )",27081,"(+/- 2438 )",64038,"(+/- 4565 )"
Housing,"Gross Rent","$1,500 to $1,999",8742,"(+/- 1656 )",6647,"(+/- 1354 )",7703,"(+/- 1688 )",6425,"(+/- 1642 )",18547,"(+/- 2119 )",19219,"(+/- 2619 )",11534,"(+/- 2126 )",14861,"(+/- 1940 )",19592,"(+/- 2333 )"
Housing,"Gross Rent","$2,000 to $2,499",985,"(+/- 416 )",2867,"(+/- 904 )",993,"(+/- 593 )",958,"(+/- 497 )",4530,"(+/- 1063 )",6402,"(+/- 1326 )",1622,"(+/- 625 )",3788,"(+/- 1079 )",5411,"(+/- 1208 )"
Housing,"Gross Rent","$2,500 to $2,999",386,"(+/- 246 )",645,"(+/- 345 )",207,"(+/- 243 )",82,"(+/- 133 )",1168,"(+/- 593 )",1470,"(+/- 673 )",645,"(+/- 294 )",854,"(+/- 388 )",1854,"(+/- 804 )"
Housing,"Gross Rent","$3,000 or more",741,"(+/- 561 )",423,"(+/- 227 )",0,"(+/- 211 )",158,"(+/- 192 )",362,"(+/- 204 )",2335,"(+/- 732 )",47,"(+/- 78 )",1290,"(+/- 430 )",1028,"(+/- 440 )"
