Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
People,Ancestry,"French (except Basque)",5756,"(+/- 1499 )",8821,"(+/- 1643 )",7831,"(+/- 1702 )",4784,"(+/- 1190 )",11674,"(+/- 2038 )",14832,"(+/- 2681 )",5892,"(+/- 1559 )",8555,"(+/- 1813 )",9940,"(+/- 1656 )",7446,"(+/- 1305 )",11322,"(+/- 1955 )",16360,"(+/- 2633 )",12901,"(+/- 1570 )",14582,"(+/- 2499 )",15668,"(+/- 2581 )",16561,"(+/- 2246 )",12128,"(+/- 2025 )",14684,"(+/- 2022 )"
People,Ancestry,"French Canadian",1261,"(+/- 609 )",1761,"(+/- 791 )",1654,"(+/- 724 )",688,"(+/- 374 )",2752,"(+/- 913 )",3532,"(+/- 923 )",896,"(+/- 469 )",1764,"(+/- 605 )",2782,"(+/- 972 )",1782,"(+/- 969 )",735,"(+/- 311 )",1023,"(+/- 488 )",1291,"(+/- 548 )",4736,"(+/- 1938 )",1641,"(+/- 1228 )",2690,"(+/- 991 )",1227,"(+/- 505 )",1578,"(+/- 530 )"
People,Ancestry,German,59128,"(+/- 4524 )",49574,"(+/- 3967 )",69662,"(+/- 4931 )",37183,"(+/- 3956 )",107431,"(+/- 6127 )",158558,"(+/- 6686 )",46307,"(+/- 3501 )",86230,"(+/- 5421 )",102962,"(+/- 5760 )",93349,"(+/- 5620 )",104167,"(+/- 7404 )",138135,"(+/- 7086 )",150214,"(+/- 6932 )",194859,"(+/- 10378 )",175703,"(+/- 7083 )",177521,"(+/- 7098 )",142852,"(+/- 7059 )",199006,"(+/- 7238 )"
People,Ancestry,Greek,3887,"(+/- 1525 )",2570,"(+/- 1237 )",8908,"(+/- 2399 )",2645,"(+/- 1078 )",10865,"(+/- 1921 )",9245,"(+/- 2735 )",3177,"(+/- 1411 )",6333,"(+/- 1727 )",11982,"(+/- 2553 )",9816,"(+/- 2642 )",4656,"(+/- 1612 )",1743,"(+/- 1078 )",2371,"(+/- 783 )",10386,"(+/- 2992 )",919,"(+/- 698 )",2974,"(+/- 1424 )",2604,"(+/- 815 )",1839,"(+/- 1067 )"
People,Ancestry,Hungarian,2559,"(+/- 853 )",1074,"(+/- 549 )",1990,"(+/- 1032 )",1953,"(+/- 929 )",3256,"(+/- 1138 )",4050,"(+/- 1076 )",2418,"(+/- 1055 )",2067,"(+/- 1126 )",5682,"(+/- 1863 )",3458,"(+/- 1112 )",3045,"(+/- 838 )",1432,"(+/- 591 )",2256,"(+/- 813 )",5027,"(+/- 1135 )",982,"(+/- 504 )",968,"(+/- 465 )",1020,"(+/- 431 )",1437,"(+/- 547 )"
People,Ancestry,Irish,72997,"(+/- 6683 )",33483,"(+/- 3458 )",88138,"(+/- 5430 )",39445,"(+/- 4220 )",99783,"(+/- 4371 )",112119,"(+/- 6454 )",43525,"(+/- 3903 )",58674,"(+/- 5392 )",79801,"(+/- 5585 )",55818,"(+/- 4341 )",82107,"(+/- 6530 )",70113,"(+/- 6182 )",79775,"(+/- 4854 )",108346,"(+/- 8868 )",79163,"(+/- 5361 )",109292,"(+/- 6009 )",76545,"(+/- 4922 )",92435,"(+/- 5998 )"
People,Ancestry,Italian,32785,"(+/- 4664 )",20360,"(+/- 3029 )",57630,"(+/- 5835 )",21146,"(+/- 3249 )",64903,"(+/- 5017 )",85689,"(+/- 6836 )",24757,"(+/- 3407 )",53593,"(+/- 5046 )",51764,"(+/- 4656 )",33675,"(+/- 3314 )",49431,"(+/- 4426 )",23297,"(+/- 3317 )",22244,"(+/- 2604 )",73110,"(+/- 6881 )",17384,"(+/- 2479 )",51375,"(+/- 4807 )",25357,"(+/- 3268 )",23728,"(+/- 2976 )"
People,Ancestry,Lithuanian,6429,"(+/- 2042 )",1389,"(+/- 503 )",12870,"(+/- 2050 )",2099,"(+/- 712 )",5673,"(+/- 1363 )",5946,"(+/- 1439 )",2535,"(+/- 982 )",4560,"(+/- 1562 )",4836,"(+/- 1290 )",4482,"(+/- 1221 )",8959,"(+/- 2422 )",1981,"(+/- 955 )",1596,"(+/- 559 )",4123,"(+/- 1375 )",1143,"(+/- 412 )",3056,"(+/- 996 )",1653,"(+/- 834 )",1873,"(+/- 707 )"
People,Ancestry,Norwegian,3829,"(+/- 1127 )",2306,"(+/- 656 )",3661,"(+/- 1012 )",3771,"(+/- 944 )",8871,"(+/- 1390 )",14509,"(+/- 2346 )",5109,"(+/- 1277 )",9198,"(+/- 1713 )",10079,"(+/- 1821 )",7288,"(+/- 1569 )",5834,"(+/- 1280 )",3188,"(+/- 951 )",5338,"(+/- 1572 )",24503,"(+/- 3476 )",3524,"(+/- 964 )",23705,"(+/- 3272 )",9861,"(+/- 1857 )",7029,"(+/- 1520 )"
People,Ancestry,Polish,46070,"(+/- 4384 )",23441,"(+/- 3492 )",103013,"(+/- 6598 )",28263,"(+/- 3658 )",95975,"(+/- 6723 )",78590,"(+/- 6125 )",22438,"(+/- 2569 )",72886,"(+/- 6415 )",64905,"(+/- 5506 )",56090,"(+/- 5575 )",56849,"(+/- 4811 )",17839,"(+/- 2338 )",14604,"(+/- 2156 )",81112,"(+/- 6693 )",11617,"(+/- 1786 )",36302,"(+/- 3714 )",14375,"(+/- 1804 )",14659,"(+/- 2201 )"
People,Ancestry,Portuguese,46,"(+/- 77 )",80,"(+/- 116 )",130,"(+/- 140 )",283,"(+/- 212 )",798,"(+/- 492 )",1130,"(+/- 721 )",1325,"(+/- 1052 )",358,"(+/- 187 )",585,"(+/- 396 )",845,"(+/- 618 )",886,"(+/- 543 )",347,"(+/- 278 )",885,"(+/- 534 )",256,"(+/- 266 )",405,"(+/- 377 )",12,"(+/- 20 )",240,"(+/- 175 )",1349,"(+/- 621 )"
People,Ancestry,Russian,1880,"(+/- 763 )",803,"(+/- 405 )",3795,"(+/- 1274 )",3491,"(+/- 1206 )",13361,"(+/- 2990 )",8182,"(+/- 2018 )",5446,"(+/- 1555 )",6046,"(+/- 1898 )",17800,"(+/- 2230 )",21992,"(+/- 2771 )",4218,"(+/- 1394 )",2308,"(+/- 1303 )",2313,"(+/- 783 )",6561,"(+/- 1978 )",1395,"(+/- 706 )",2743,"(+/- 895 )",1055,"(+/- 470 )",2217,"(+/- 865 )"
People,Ancestry,Scotch-Irish,1285,"(+/- 497 )",2645,"(+/- 1028 )",1242,"(+/- 433 )",1798,"(+/- 813 )",3233,"(+/- 968 )",4982,"(+/- 1252 )",1937,"(+/- 697 )",1997,"(+/- 849 )",3221,"(+/- 1254 )",3350,"(+/- 1127 )",3114,"(+/- 1038 )",5895,"(+/- 1203 )",8008,"(+/- 1579 )",5051,"(+/- 1537 )",5862,"(+/- 1223 )",4703,"(+/- 977 )",6370,"(+/- 1728 )",7462,"(+/- 1119 )"
People,Ancestry,Scottish,3039,"(+/- 923 )",3064,"(+/- 811 )",3917,"(+/- 894 )",3172,"(+/- 736 )",9034,"(+/- 1564 )",10758,"(+/- 1740 )",4547,"(+/- 1162 )",4492,"(+/- 1089 )",7334,"(+/- 1473 )",7513,"(+/- 1721 )",6144,"(+/- 1446 )",9281,"(+/- 1988 )",11017,"(+/- 1635 )",12616,"(+/- 2695 )",10852,"(+/- 2005 )",9734,"(+/- 1503 )",11109,"(+/- 2067 )",11484,"(+/- 1892 )"
People,Ancestry,Slovak,2445,"(+/- 863 )",1357,"(+/- 713 )",5311,"(+/- 1889 )",466,"(+/- 353 )",2586,"(+/- 950 )",3809,"(+/- 1592 )",1299,"(+/- 590 )",899,"(+/- 469 )",2008,"(+/- 734 )",1902,"(+/- 645 )",2965,"(+/- 991 )",465,"(+/- 285 )",1318,"(+/- 630 )",2282,"(+/- 1134 )",323,"(+/- 204 )",2474,"(+/- 850 )",559,"(+/- 348 )",1039,"(+/- 551 )"
People,Ancestry,"Subsaharan African",10952,"(+/- 3288 )",27005,"(+/- 4716 )",2816,"(+/- 1490 )",2460,"(+/- 1538 )",4923,"(+/- 2605 )",1362,"(+/- 997 )",7583,"(+/- 2001 )",7275,"(+/- 3829 )",22162,"(+/- 5211 )",5864,"(+/- 2178 )",8245,"(+/- 2739 )",3061,"(+/- 1496 )",3772,"(+/- 1496 )",3708,"(+/- 1647 )",928,"(+/- 434 )",1760,"(+/- 805 )",9277,"(+/- 2934 )",3591,"(+/- 1635 )"
People,Ancestry,Swedish,7548,"(+/- 1519 )",7230,"(+/- 1758 )",6701,"(+/- 1560 )",5462,"(+/- 1376 )",14163,"(+/- 2310 )",22647,"(+/- 3349 )",5455,"(+/- 1366 )",13437,"(+/- 2107 )",16729,"(+/- 2028 )",12048,"(+/- 1631 )",11770,"(+/- 2141 )",3991,"(+/- 1160 )",7458,"(+/- 1335 )",24593,"(+/- 3817 )",5161,"(+/- 1025 )",39022,"(+/- 3907 )",32198,"(+/- 3297 )",12899,"(+/- 2092 )"
People,Ancestry,Swiss,420,"(+/- 266 )",416,"(+/- 329 )",1846,"(+/- 1053 )",756,"(+/- 447 )",1355,"(+/- 541 )",1116,"(+/- 436 )",1206,"(+/- 680 )",651,"(+/- 445 )",2453,"(+/- 978 )",1645,"(+/- 683 )",1624,"(+/- 987 )",1260,"(+/- 632 )",2527,"(+/- 869 )",2598,"(+/- 1330 )",3405,"(+/- 1904 )",2658,"(+/- 664 )",2700,"(+/- 672 )",4337,"(+/- 1289 )"
People,Ancestry,Ukrainian,2351,"(+/- 1154 )",693,"(+/- 439 )",2406,"(+/- 1173 )",1820,"(+/- 1208 )",8524,"(+/- 2621 )",4728,"(+/- 1321 )",3713,"(+/- 1275 )",7499,"(+/- 2500 )",7114,"(+/- 1870 )",7993,"(+/- 1725 )",2533,"(+/- 973 )",202,"(+/- 131 )",523,"(+/- 350 )",2229,"(+/- 889 )",447,"(+/- 293 )",827,"(+/- 515 )",516,"(+/- 423 )",345,"(+/- 235 )"
People,Ancestry,Welsh,656,"(+/- 345 )",720,"(+/- 358 )",860,"(+/- 450 )",1746,"(+/- 684 )",3512,"(+/- 835 )",3234,"(+/- 1333 )",1876,"(+/- 721 )",1442,"(+/- 630 )",2803,"(+/- 928 )",1822,"(+/- 756 )",2426,"(+/- 1007 )",5158,"(+/- 1168 )",2708,"(+/- 892 )",2260,"(+/- 774 )",3887,"(+/- 1269 )",2681,"(+/- 646 )",4360,"(+/- 1195 )",5723,"(+/- 1313 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",4090,"(+/- 1894 )",6712,"(+/- 3002 )",678,"(+/- 431 )",1191,"(+/- 676 )",1457,"(+/- 1016 )",1305,"(+/- 907 )",2312,"(+/- 914 )",2513,"(+/- 1534 )",7212,"(+/- 2366 )",3433,"(+/- 1574 )",1453,"(+/- 754 )",1493,"(+/- 910 )",216,"(+/- 175 )",2186,"(+/- 1027 )",316,"(+/- 240 )",356,"(+/- 248 )",374,"(+/- 273 )",271,"(+/- 208 )"
People,"Veteran Status","Civilian population 18 years and over",551811,"(+/- 13059 )",524391,"(+/- 10124 )",538169,"(+/- 12128 )",533902,"(+/- 10193 )",608356,"(+/- 13268 )",561577,"(+/- 8012 )",573204,"(+/- 13569 )",539740,"(+/- 8582 )",563867,"(+/- 11266 )",537068,"(+/- 5642 )",543536,"(+/- 8264 )",533697,"(+/- 3209 )",562664,"(+/- 5582 )",552102,"(+/- 7446 )",537415,"(+/- 4076 )",538888,"(+/- 4538 )",529300,"(+/- 5116 )",541793,"(+/- 6821 )"
People,"Veteran Status","Civilian veterans",28268,"(+/- 2337 )",29345,"(+/- 2633 )",24691,"(+/- 2435 )",10126,"(+/- 1610 )",16875,"(+/- 1822 )",26784,"(+/- 2507 )",18862,"(+/- 2191 )",20175,"(+/- 2102 )",19757,"(+/- 2081 )",31735,"(+/- 2631 )",27527,"(+/- 2302 )",54050,"(+/- 2997 )",40889,"(+/- 3066 )",35573,"(+/- 3060 )",47662,"(+/- 2414 )",42027,"(+/- 2779 )",41023,"(+/- 2269 )",44287,"(+/- 3271 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",701762,"(+/- 18182 )",688603,"(+/- 13041 )",696391,"(+/- 14164 )",699775,"(+/- 14310 )",739436,"(+/- 16192 )",725782,"(+/- 10889 )",691871,"(+/- 16764 )",703525,"(+/- 10966 )",712587,"(+/- 15383 )",692331,"(+/- 7537 )",718023,"(+/- 10194 )",668902,"(+/- 4286 )",691758,"(+/- 7957 )",738974,"(+/- 8979 )",670260,"(+/- 6028 )",672020,"(+/- 6469 )",665233,"(+/- 7318 )",686675,"(+/- 9104 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",95147,"(+/- 6243 )",87140,"(+/- 4870 )",70303,"(+/- 4628 )",54381,"(+/- 4099 )",54067,"(+/- 4120 )",57765,"(+/- 4044 )",84089,"(+/- 5959 )",57579,"(+/- 4015 )",68206,"(+/- 3950 )",65363,"(+/- 3928 )",66287,"(+/- 4165 )",112173,"(+/- 5106 )",86328,"(+/- 4716 )",59085,"(+/- 4811 )",111562,"(+/- 4583 )",83169,"(+/- 3462 )",94494,"(+/- 4391 )",85484,"(+/- 3903 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",154499,"(+/- 8771 )",169601,"(+/- 7988 )",165658,"(+/- 7308 )",167781,"(+/- 7753 )",135222,"(+/- 6928 )",168625,"(+/- 7391 )",133688,"(+/- 8408 )",167330,"(+/- 6758 )",157188,"(+/- 7112 )",166520,"(+/- 4199 )",178517,"(+/- 6151 )",149984,"(+/- 2365 )",140777,"(+/- 4072 )",189687,"(+/- 6001 )",153114,"(+/- 3110 )",145635,"(+/- 3323 )",150220,"(+/- 3890 )",157885,"(+/- 4548 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",5902,"(+/- 1450 )",5383,"(+/- 1360 )",5013,"(+/- 1212 )",5529,"(+/- 1326 )",3020,"(+/- 773 )",4941,"(+/- 1397 )",4912,"(+/- 1429 )",4870,"(+/- 1421 )",3799,"(+/- 1046 )",5339,"(+/- 1529 )",6617,"(+/- 1484 )",7189,"(+/- 1418 )",7770,"(+/- 1654 )",6033,"(+/- 1484 )",7341,"(+/- 1586 )",5931,"(+/- 1240 )",5492,"(+/- 1192 )",6357,"(+/- 1072 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",436926,"(+/- 11097 )",410861,"(+/- 9756 )",425615,"(+/- 11869 )",461525,"(+/- 9969 )",511013,"(+/- 12387 )",441467,"(+/- 7432 )",463558,"(+/- 13050 )",441602,"(+/- 9445 )",434893,"(+/- 12112 )",420223,"(+/- 6038 )",451717,"(+/- 8292 )",405010,"(+/- 3602 )",443958,"(+/- 5739 )",447654,"(+/- 7147 )",388882,"(+/- 4262 )",407264,"(+/- 4505 )",393293,"(+/- 5149 )",400980,"(+/- 6486 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",48600,"(+/- 4462 )",45410,"(+/- 3626 )",32423,"(+/- 3217 )",29320,"(+/- 2927 )",25761,"(+/- 2459 )",22271,"(+/- 2251 )",45545,"(+/- 4161 )",24542,"(+/- 2608 )",28876,"(+/- 2559 )",29062,"(+/- 3210 )",35822,"(+/- 2872 )",59191,"(+/- 4468 )",44502,"(+/- 3274 )",26865,"(+/- 3263 )",55003,"(+/- 3497 )",39196,"(+/- 2552 )",45652,"(+/- 3190 )",37051,"(+/- 2763 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",110337,"(+/- 5488 )",108141,"(+/- 4773 )",105118,"(+/- 5190 )",70469,"(+/- 4541 )",93201,"(+/- 5065 )",115690,"(+/- 4956 )",94625,"(+/- 5170 )",94593,"(+/- 4992 )",120506,"(+/- 4658 )",105588,"(+/- 3667 )",87789,"(+/- 4434 )",113908,"(+/- 2301 )",107023,"(+/- 3216 )",101633,"(+/- 4326 )",128264,"(+/- 2557 )",119121,"(+/- 2292 )",121720,"(+/- 2500 )",127810,"(+/- 2634 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",40645,"(+/- 3595 )",36347,"(+/- 2690 )",32867,"(+/- 3188 )",19532,"(+/- 2421 )",25286,"(+/- 2636 )",30553,"(+/- 2740 )",33632,"(+/- 3435 )",28167,"(+/- 2781 )",35531,"(+/- 2940 )",30962,"(+/- 2240 )",23848,"(+/- 2518 )",45793,"(+/- 2357 )",34056,"(+/- 2409 )",26187,"(+/- 2530 )",49218,"(+/- 2215 )",38042,"(+/- 2412 )",43350,"(+/- 2503 )",42076,"(+/- 2662 )"
People,"Residence 1 Year Ago","Population 1 year and over",699595,"(+/- 18000 )",686171,"(+/- 12913 )",695782,"(+/- 13748 )",694682,"(+/- 14054 )",733702,"(+/- 16204 )",722574,"(+/- 10985 )",700649,"(+/- 16742 )",698647,"(+/- 11149 )",713665,"(+/- 14924 )",703547,"(+/- 7488 )",714886,"(+/- 10490 )",678831,"(+/- 3892 )",697211,"(+/- 7798 )",733530,"(+/- 9019 )",684419,"(+/- 5600 )",676735,"(+/- 6518 )",672518,"(+/- 6841 )",692100,"(+/- 9152 )"
People,"Residence 1 Year Ago","Same house",624866,"(+/- 17956 )",614633,"(+/- 14084 )",635162,"(+/- 13682 )",626350,"(+/- 15176 )",624272,"(+/- 15440 )",653512,"(+/- 12119 )",578706,"(+/- 14854 )",613365,"(+/- 10380 )",618729,"(+/- 14628 )",612180,"(+/- 9893 )",615602,"(+/- 13164 )",586983,"(+/- 8493 )",576880,"(+/- 9579 )",655174,"(+/- 10818 )",598763,"(+/- 6366 )",601366,"(+/- 7382 )",585986,"(+/- 7472 )",606954,"(+/- 10525 )"
People,"Residence 1 Year Ago","Different house in the U.S.",72041,"(+/- 7222 )",70096,"(+/- 8392 )",57499,"(+/- 8028 )",65730,"(+/- 5307 )",105042,"(+/- 6911 )",66053,"(+/- 6033 )",115067,"(+/- 8980 )",77244,"(+/- 7934 )",88418,"(+/- 6917 )",83192,"(+/- 7142 )",96054,"(+/- 10093 )",89383,"(+/- 7438 )",115514,"(+/- 7102 )",76077,"(+/- 8529 )",84794,"(+/- 6277 )",72772,"(+/- 6002 )",85472,"(+/- 6096 )",81768,"(+/- 5963 )"
People,"Residence 1 Year Ago","Same county",57972,"(+/- 6683 )",56190,"(+/- 7837 )",44591,"(+/- 6953 )",55751,"(+/- 5314 )",77451,"(+/- 6257 )",36013,"(+/- 4429 )",86139,"(+/- 7825 )",46984,"(+/- 6402 )",64309,"(+/- 6132 )",49488,"(+/- 5797 )",58810,"(+/- 7867 )",50639,"(+/- 5689 )",65384,"(+/- 5935 )",32654,"(+/- 5527 )",50741,"(+/- 5164 )",39907,"(+/- 5567 )",54728,"(+/- 5252 )",49505,"(+/- 5283 )"
People,"Residence 1 Year Ago","Different county",14069,"(+/- 2660 )",13906,"(+/- 2271 )",12908,"(+/- 2706 )",9979,"(+/- 1780 )",27591,"(+/- 3736 )",30040,"(+/- 4303 )",28928,"(+/- 4976 )",30260,"(+/- 3675 )",24109,"(+/- 3335 )",33704,"(+/- 3844 )",37244,"(+/- 5299 )",38744,"(+/- 4193 )",50130,"(+/- 4888 )",43423,"(+/- 6974 )",34053,"(+/- 3785 )",32865,"(+/- 3438 )",30744,"(+/- 3351 )",32263,"(+/- 3344 )"
People,"Residence 1 Year Ago","Same state",4052,"(+/- 1347 )",7343,"(+/- 1676 )",8534,"(+/- 1917 )",2812,"(+/- 810 )",7935,"(+/- 1689 )",21256,"(+/- 3516 )",8969,"(+/- 2841 )",21109,"(+/- 2775 )",5628,"(+/- 1681 )",15680,"(+/- 2721 )",29539,"(+/- 5226 )",23430,"(+/- 3181 )",33859,"(+/- 3548 )",33732,"(+/- 6145 )",26357,"(+/- 3405 )",25911,"(+/- 3461 )",20931,"(+/- 3052 )",21263,"(+/- 2737 )"
People,"Residence 1 Year Ago","Different state",10017,"(+/- 2226 )",6563,"(+/- 1727 )",4374,"(+/- 1566 )",7167,"(+/- 1814 )",19656,"(+/- 3072 )",8784,"(+/- 2082 )",19959,"(+/- 3780 )",9151,"(+/- 2409 )",18481,"(+/- 3347 )",18024,"(+/- 2900 )",7705,"(+/- 2179 )",15314,"(+/- 2756 )",16271,"(+/- 2817 )",9691,"(+/- 2828 )",7696,"(+/- 1613 )",6954,"(+/- 1407 )",9813,"(+/- 1640 )",11000,"(+/- 2200 )"
People,"Residence 1 Year Ago",Abroad,2688,"(+/- 1042 )",1442,"(+/- 1442 )",3121,"(+/- 1421 )",2602,"(+/- 1092 )",4388,"(+/- 1215 )",3009,"(+/- 1093 )",6876,"(+/- 2018 )",8038,"(+/- 2434 )",6518,"(+/- 2020 )",8175,"(+/- 3009 )",3230,"(+/- 1025 )",2465,"(+/- 889 )",4817,"(+/- 1133 )",2279,"(+/- 1038 )",862,"(+/- 378 )",2597,"(+/- 1544 )",1060,"(+/- 562 )",3378,"(+/- 1265 )"
Workers,"Employment Status","Population 16 years and over",571842,"(+/- 13835 )",546533,"(+/- 10734 )",557521,"(+/- 12177 )",553505,"(+/- 10719 )",622265,"(+/- 14124 )",583109,"(+/- 8474 )",586555,"(+/- 14237 )",557013,"(+/- 9042 )",582007,"(+/- 11331 )",564523,"(+/- 6057 )",563488,"(+/- 8401 )",553039,"(+/- 3307 )",580029,"(+/- 5733 )",573400,"(+/- 7659 )",556305,"(+/- 4345 )",557199,"(+/- 4726 )",546888,"(+/- 5667 )",561083,"(+/- 7293 )"
Workers,"Employment Status","In labor force",360460,"(+/- 10587 )",332463,"(+/- 9474 )",360445,"(+/- 10804 )",384474,"(+/- 9981 )",457044,"(+/- 11760 )",398815,"(+/- 8271 )",376267,"(+/- 12131 )",397559,"(+/- 9408 )",381623,"(+/- 9096 )",377716,"(+/- 6254 )",400658,"(+/- 7654 )",333602,"(+/- 5569 )",357058,"(+/- 7804 )",398132,"(+/- 7671 )",328751,"(+/- 6260 )",354224,"(+/- 5171 )",330276,"(+/- 6327 )",347056,"(+/- 6935 )"
Workers,"Employment Status","Civilian labor force",360357,"(+/- 10556 )",332262,"(+/- 9431 )",360326,"(+/- 10786 )",384233,"(+/- 9979 )",457022,"(+/- 11760 )",398713,"(+/- 8278 )",376128,"(+/- 12123 )",397521,"(+/- 9414 )",381453,"(+/- 9110 )",370169,"(+/- 6209 )",400385,"(+/- 7648 )",330505,"(+/- 5721 )",356604,"(+/- 7793 )",398015,"(+/- 7675 )",328407,"(+/- 6223 )",354081,"(+/- 5139 )",330022,"(+/- 6321 )",346622,"(+/- 6937 )"
Workers,"Employment Status",Employed,324630,"(+/- 9634 )",299420,"(+/- 9345 )",337156,"(+/- 10150 )",360885,"(+/- 9298 )",440341,"(+/- 11655 )",385440,"(+/- 8036 )",342422,"(+/- 11563 )",382455,"(+/- 9153 )",364527,"(+/- 8807 )",352388,"(+/- 6300 )",381907,"(+/- 7385 )",310439,"(+/- 5838 )",337795,"(+/- 7813 )",383858,"(+/- 8004 )",310983,"(+/- 6377 )",337152,"(+/- 5469 )",307434,"(+/- 6054 )",334854,"(+/- 6582 )"
Workers,"Employment Status",Unemployed,35727,"(+/- 3628 )",32842,"(+/- 3612 )",23170,"(+/- 2593 )",23348,"(+/- 2751 )",16681,"(+/- 2214 )",13273,"(+/- 1868 )",33706,"(+/- 3291 )",15066,"(+/- 2176 )",16926,"(+/- 2519 )",17781,"(+/- 2697 )",18478,"(+/- 2820 )",20066,"(+/- 2231 )",18809,"(+/- 1954 )",14157,"(+/- 2699 )",17424,"(+/- 2041 )",16929,"(+/- 2329 )",22588,"(+/- 2659 )",11768,"(+/- 1760 )"
Workers,"Employment Status","Armed Forces",103,"(+/- 163 )",201,"(+/- 258 )",119,"(+/- 142 )",241,"(+/- 305 )",22,"(+/- 38 )",102,"(+/- 120 )",139,"(+/- 147 )",38,"(+/- 62 )",170,"(+/- 202 )",7547,"(+/- 1627 )",273,"(+/- 291 )",3097,"(+/- 917 )",454,"(+/- 313 )",117,"(+/- 134 )",344,"(+/- 275 )",143,"(+/- 142 )",254,"(+/- 185 )",434,"(+/- 251 )"
Workers,"Employment Status","Not in labor force",211382,"(+/- 8966 )",214070,"(+/- 7718 )",197076,"(+/- 7927 )",169031,"(+/- 7639 )",165221,"(+/- 7049 )",184294,"(+/- 5669 )",210288,"(+/- 8817 )",159454,"(+/- 6099 )",200384,"(+/- 6389 )",186807,"(+/- 5865 )",162830,"(+/- 4771 )",219437,"(+/- 5405 )",222971,"(+/- 6049 )",175268,"(+/- 6543 )",227554,"(+/- 5072 )",202975,"(+/- 4380 )",216612,"(+/- 6064 )",214027,"(+/- 6268 )"
Workers,"Employment Status","Civilian labor force",360357,"(+/- 10556 )",332262,"(+/- 9431 )",360326,"(+/- 10786 )",384233,"(+/- 9979 )",457022,"(+/- 11760 )",398713,"(+/- 8278 )",376128,"(+/- 12123 )",397521,"(+/- 9414 )",381453,"(+/- 9110 )",370169,"(+/- 6209 )",400385,"(+/- 7648 )",330505,"(+/- 5721 )",356604,"(+/- 7793 )",398015,"(+/- 7675 )",328407,"(+/- 6223 )",354081,"(+/- 5139 )",330022,"(+/- 6321 )",346622,"(+/- 6937 )"
Workers,"Employment Status","Unemployment Rate",9.9,"(+/- 0.9 )",9.9,"(+/- 1.1 )",6.4,"(+/- 0.7 )",6.1,"(+/- 0.7 )",3.6,"(+/- 0.5 )",3.3,"(+/- 0.5 )",9.0,"(+/- 0.8 )",3.8,"(+/- 0.5 )",4.4,"(+/- 0.6 )",4.8,"(+/- 0.7 )",4.6,"(+/- 0.7 )",6.1,"(+/- 0.7 )",5.3,"(+/- 0.5 )",3.6,"(+/- 0.7 )",5.3,"(+/- 0.6 )",4.8,"(+/- 0.7 )",6.8,"(+/- 0.8 )",3.4,"(+/- 0.5 )"
Workers,"Commuting to Work","Workers 16 years and over",315657,"(+/- 9207 )",291698,"(+/- 9295 )",329683,"(+/- 10164 )",356058,"(+/- 9146 )",434323,"(+/- 11869 )",378621,"(+/- 7981 )",336736,"(+/- 11216 )",375501,"(+/- 9232 )",357860,"(+/- 8618 )",352623,"(+/- 6330 )",373561,"(+/- 7578 )",308264,"(+/- 5683 )",332596,"(+/- 7767 )",377637,"(+/- 8128 )",306998,"(+/- 6462 )",330317,"(+/- 5593 )",302522,"(+/- 6047 )",330931,"(+/- 6468 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",214547,"(+/- 8143 )",211289,"(+/- 8029 )",246184,"(+/- 8056 )",200642,"(+/- 7388 )",232987,"(+/- 9006 )",292338,"(+/- 7923 )",152486,"(+/- 7472 )",297605,"(+/- 9445 )",209435,"(+/- 6958 )",266158,"(+/- 5995 )",289196,"(+/- 8554 )",257813,"(+/- 5476 )",262101,"(+/- 7876 )",306451,"(+/- 7961 )",251285,"(+/- 6509 )",278453,"(+/- 6298 )",252173,"(+/- 6148 )",278995,"(+/- 6343 )"
