Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Workers,Occupation,"Civilian employed population 16 years and over",359015,"(+/- 3969 )",389258,"(+/- 4376 )",397374,"(+/- 6532 )",372953,"(+/- 5800 )",409396,"(+/- 6500 )",394934,"(+/- 5792 )",329801,"(+/- 3901 )",320804,"(+/- 4419 )"
Workers,Occupation,"Management, business, science, and arts occupations",131632,"(+/- 4284 )",168095,"(+/- 4929 )",194887,"(+/- 5108 )",170178,"(+/- 3771 )",198476,"(+/- 5763 )",144629,"(+/- 5226 )",109495,"(+/- 3398 )",107253,"(+/- 3601 )"
Workers,Occupation,"Service occupations",61392,"(+/- 3217 )",58139,"(+/- 3774 )",50037,"(+/- 3740 )",60934,"(+/- 4023 )",72220,"(+/- 4227 )",58567,"(+/- 3546 )",54270,"(+/- 2657 )",62255,"(+/- 2707 )"
Workers,Occupation,"Sales and office occupations",70272,"(+/- 3020 )",85233,"(+/- 3868 )",92038,"(+/- 4824 )",79191,"(+/- 4429 )",82170,"(+/- 3981 )",86029,"(+/- 3873 )",67457,"(+/- 2638 )",66548,"(+/- 2935 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",34641,"(+/- 2098 )",27058,"(+/- 2276 )",17943,"(+/- 2092 )",18928,"(+/- 2115 )",14471,"(+/- 1989 )",41931,"(+/- 3231 )",40966,"(+/- 2180 )",35543,"(+/- 1839 )"
Workers,Occupation,"Production, transportation, and material moving occupations",61078,"(+/- 3046 )",50733,"(+/- 3089 )",42469,"(+/- 3256 )",43722,"(+/- 3104 )",42059,"(+/- 3726 )",63778,"(+/- 3644 )",57613,"(+/- 2253 )",49205,"(+/- 2516 )"
Workers,Industry,"Civilian employed population 16 years and over",359015,"(+/- 3969 )",389258,"(+/- 4376 )",397374,"(+/- 6532 )",372953,"(+/- 5800 )",409396,"(+/- 6500 )",394934,"(+/- 5792 )",329801,"(+/- 3901 )",320804,"(+/- 4419 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",16833,"(+/- 1503 )",5072,"(+/- 985 )",1915,"(+/- 641 )",2410,"(+/- 719 )",1498,"(+/- 650 )",5263,"(+/- 1068 )",22786,"(+/- 1234 )",9205,"(+/- 943 )"
Workers,Industry,Construction,21003,"(+/- 1812 )",21738,"(+/- 2283 )",14463,"(+/- 1838 )",16019,"(+/- 1982 )",12681,"(+/- 1751 )",35387,"(+/- 3159 )",25316,"(+/- 1668 )",25038,"(+/- 1756 )"
Workers,Industry,Manufacturing,55497,"(+/- 2761 )",48882,"(+/- 3072 )",55036,"(+/- 3892 )",44359,"(+/- 2999 )",41524,"(+/- 3406 )",62532,"(+/- 3891 )",47592,"(+/- 2217 )",34122,"(+/- 2002 )"
Workers,Industry,"Wholesale trade",8095,"(+/- 1160 )",12111,"(+/- 1632 )",13344,"(+/- 1715 )",8919,"(+/- 1248 )",10204,"(+/- 1632 )",11645,"(+/- 2101 )",11182,"(+/- 1006 )",6625,"(+/- 826 )"
Workers,Industry,"Retail trade",38120,"(+/- 2660 )",43347,"(+/- 3300 )",49260,"(+/- 3664 )",36995,"(+/- 3141 )",43289,"(+/- 3699 )",43940,"(+/- 3026 )",36933,"(+/- 2142 )",40531,"(+/- 2637 )"
Workers,Industry,"Transportation and warehousing, and utilities",13904,"(+/- 1731 )",23902,"(+/- 2390 )",14379,"(+/- 1625 )",18611,"(+/- 2427 )",16542,"(+/- 2440 )",21839,"(+/- 2303 )",17803,"(+/- 1621 )",16299,"(+/- 1431 )"
Workers,Industry,Information,5237,"(+/- 911 )",6400,"(+/- 1152 )",8442,"(+/- 1510 )",6593,"(+/- 1243 )",7493,"(+/- 1093 )",4698,"(+/- 914 )",3554,"(+/- 592 )",3680,"(+/- 678 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",14025,"(+/- 1383 )",32551,"(+/- 2362 )",46861,"(+/- 3545 )",27817,"(+/- 2189 )",33037,"(+/- 2804 )",26015,"(+/- 2537 )",15218,"(+/- 1618 )",15512,"(+/- 1491 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",22110,"(+/- 1998 )",40922,"(+/- 2823 )",53355,"(+/- 3392 )",41802,"(+/- 3123 )",64143,"(+/- 3543 )",31882,"(+/- 2955 )",16297,"(+/- 1285 )",19987,"(+/- 1802 )"
Workers,Industry,"Educational services, and health care and social assistance",111707,"(+/- 3468 )",94939,"(+/- 3940 )",86088,"(+/- 4314 )",100649,"(+/- 4239 )",105848,"(+/- 5459 )",95277,"(+/- 3732 )",86675,"(+/- 3090 )",84428,"(+/- 3214 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",25370,"(+/- 2367 )",28742,"(+/- 2861 )",28965,"(+/- 3301 )",34299,"(+/- 3230 )",43055,"(+/- 2992 )",26374,"(+/- 3053 )",20801,"(+/- 1346 )",33325,"(+/- 2625 )"
Workers,Industry,"Other services, except public administration",15009,"(+/- 1528 )",16695,"(+/- 1933 )",16889,"(+/- 2147 )",17493,"(+/- 2037 )",18696,"(+/- 1972 )",17367,"(+/- 1936 )",14661,"(+/- 1484 )",13438,"(+/- 1259 )"
Workers,Industry,"Public administration",12105,"(+/- 1421 )",13957,"(+/- 1366 )",8377,"(+/- 1397 )",16987,"(+/- 2075 )",11386,"(+/- 1335 )",12715,"(+/- 1827 )",10983,"(+/- 1199 )",18614,"(+/- 1540 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",359015,"(+/- 3969 )",389258,"(+/- 4376 )",397374,"(+/- 6532 )",372953,"(+/- 5800 )",409396,"(+/- 6500 )",394934,"(+/- 5792 )",329801,"(+/- 3901 )",320804,"(+/- 4419 )"
Workers,"Class of Worker","Private wage and salary workers",296952,"(+/- 4154 )",328344,"(+/- 4520 )",348118,"(+/- 6720 )",309507,"(+/- 6285 )",347187,"(+/- 6502 )",332403,"(+/- 5988 )",257523,"(+/- 3809 )",255390,"(+/- 4363 )"
Workers,"Class of Worker","Government workers",39354,"(+/- 2355 )",42233,"(+/- 2867 )",32800,"(+/- 2760 )",46756,"(+/- 2966 )",44267,"(+/- 3693 )",45105,"(+/- 3441 )",43056,"(+/- 2283 )",47444,"(+/- 2435 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",22122,"(+/- 1772 )",18105,"(+/- 1629 )",15793,"(+/- 1720 )",16165,"(+/- 1706 )",17486,"(+/- 1889 )",16866,"(+/- 1779 )",28113,"(+/- 1638 )",17298,"(+/- 1340 )"
Workers,"Class of Worker","Unpaid family workers",587,"(+/- 254 )",576,"(+/- 292 )",663,"(+/- 361 )",525,"(+/- 312 )",456,"(+/- 262 )",560,"(+/- 252 )",1109,"(+/- 370 )",672,"(+/- 288 )"
Housing,"Housing Occupancy","Total housing units",294916,"(+/- 1439 )",276721,"(+/- 1492 )",297695,"(+/- 3962 )",284901,"(+/- 1484 )",314415,"(+/- 3811 )",273868,"(+/- 2310 )",332937,"(+/- 1446 )",380184,"(+/- 1458 )"
Housing,"Housing Occupancy","Occupied housing units",272152,"(+/- 2563 )",264954,"(+/- 2065 )",282744,"(+/- 3775 )",271654,"(+/- 2400 )",297469,"(+/- 4175 )",257420,"(+/- 3063 )",269318,"(+/- 2799 )",278741,"(+/- 3412 )"
Housing,"Housing Occupancy","Vacant housing units",22764,"(+/- 1978 )",11767,"(+/- 1904 )",14951,"(+/- 2480 )",13247,"(+/- 2130 )",16946,"(+/- 2408 )",16448,"(+/- 2365 )",63619,"(+/- 2359 )",101443,"(+/- 3617 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.5,"(+/- 0.2 )",0.3,"(+/- 0.3 )",0.9,"(+/- 0.4 )",0.2,"(+/- 0.2 )",0.8,"(+/- 0.4 )",0.4,"(+/- 0.2 )",1.3,"(+/- 0.3 )",1.2,"(+/- 0.4 )"
Housing,"Housing Occupancy","Rental vacancy rate",5.3,"(+/- 1.3 )",3.5,"(+/- 1.5 )",4.5,"(+/- 1.9 )",5.9,"(+/- 1.5 )",3.5,"(+/- 0.8 )",3.4,"(+/- 1.6 )",6.3,"(+/- 1.4 )",4.2,"(+/- 1.3 )"
Housing,"Housing Tenure","Occupied housing units",272152,"(+/- 2563 )",264954,"(+/- 2065 )",282744,"(+/- 3775 )",271654,"(+/- 2400 )",297469,"(+/- 4175 )",257420,"(+/- 3063 )",269318,"(+/- 2799 )",278741,"(+/- 3412 )"
Housing,"Housing Tenure",Owner-occupied,199117,"(+/- 3511 )",204107,"(+/- 3037 )",209998,"(+/- 3807 )",175854,"(+/- 3413 )",158167,"(+/- 3439 )",202674,"(+/- 3131 )",202143,"(+/- 3508 )",215879,"(+/- 3305 )"
Housing,"Housing Tenure",Renter-occupied,73035,"(+/- 2893 )",60847,"(+/- 2633 )",72746,"(+/- 3643 )",95800,"(+/- 3461 )",139302,"(+/- 4182 )",54746,"(+/- 3338 )",67175,"(+/- 2650 )",62862,"(+/- 2516 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.55,"(+/- 0.03 )",2.75,"(+/- 0.03 )",2.65,"(+/- 0.04 )",2.75,"(+/- 0.04 )",2.50,"(+/- 0.05 )",2.85,"(+/- 0.04 )",2.52,"(+/- 0.03 )",2.42,"(+/- 0.03 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.02,"(+/- 0.06 )",2.33,"(+/- 0.08 )",2.22,"(+/- 0.09 )",2.26,"(+/- 0.07 )",2.17,"(+/- 0.05 )",2.41,"(+/- 0.13 )",2.04,"(+/- 0.07 )",2.03,"(+/- 0.07 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",272152,"(+/- 2563 )",264954,"(+/- 2065 )",282744,"(+/- 3775 )",271654,"(+/- 2400 )",297469,"(+/- 4175 )",257420,"(+/- 3063 )",269318,"(+/- 2799 )",278741,"(+/- 3412 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",47954,"(+/- 2498 )",39982,"(+/- 2718 )",48485,"(+/- 2747 )",50604,"(+/- 3042 )",72431,"(+/- 3256 )",37806,"(+/- 2791 )",39645,"(+/- 2155 )",43164,"(+/- 2670 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",40117,"(+/- 2607 )",44496,"(+/- 2755 )",46916,"(+/- 3193 )",44901,"(+/- 2830 )",62520,"(+/- 3735 )",44652,"(+/- 2802 )",39227,"(+/- 2016 )",38662,"(+/- 2360 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",47764,"(+/- 2538 )",52633,"(+/- 2918 )",50175,"(+/- 3276 )",52739,"(+/- 2759 )",55684,"(+/- 3315 )",50044,"(+/- 3518 )",49378,"(+/- 2085 )",48341,"(+/- 2286 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",59918,"(+/- 2762 )",60463,"(+/- 3094 )",61819,"(+/- 3350 )",52399,"(+/- 3224 )",45053,"(+/- 2496 )",58992,"(+/- 3001 )",58311,"(+/- 1880 )",66193,"(+/- 2374 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",34309,"(+/- 2194 )",37943,"(+/- 2280 )",41989,"(+/- 2533 )",35362,"(+/- 2160 )",28552,"(+/- 2105 )",35732,"(+/- 2179 )",36718,"(+/- 1771 )",40118,"(+/- 1904 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",42090,"(+/- 2199 )",29437,"(+/- 1811 )",33360,"(+/- 2398 )",35649,"(+/- 1934 )",33229,"(+/- 2148 )",30194,"(+/- 1987 )",46039,"(+/- 1572 )",42263,"(+/- 1702 )"
Housing,Value,"Owner-occupied units",199117,"(+/- 3511 )",204107,"(+/- 3037 )",209998,"(+/- 3807 )",175854,"(+/- 3413 )",158167,"(+/- 3439 )",202674,"(+/- 3131 )",202143,"(+/- 3508 )",215879,"(+/- 3305 )"
Housing,Value,"Less than $50,000",13157,"(+/- 1158 )",6248,"(+/- 1113 )",3281,"(+/- 727 )",5265,"(+/- 974 )",2694,"(+/- 672 )",7287,"(+/- 1049 )",18381,"(+/- 1100 )",13206,"(+/- 1146 )"
Housing,Value,"$50,000 to $99,999",26116,"(+/- 1746 )",3726,"(+/- 774 )",2836,"(+/- 759 )",3752,"(+/- 783 )",4584,"(+/- 972 )",4090,"(+/- 740 )",31834,"(+/- 1507 )",28114,"(+/- 1602 )"
Housing,Value,"$100,000 to $149,999",35460,"(+/- 2210 )",10867,"(+/- 1435 )",9121,"(+/- 1319 )",12093,"(+/- 1767 )",12124,"(+/- 1594 )",15898,"(+/- 1482 )",38545,"(+/- 1935 )",37006,"(+/- 2072 )"
Housing,Value,"$150,000 to $199,999",40394,"(+/- 2413 )",27217,"(+/- 1983 )",23177,"(+/- 2087 )",30805,"(+/- 2538 )",24434,"(+/- 1707 )",35092,"(+/- 2695 )",36444,"(+/- 1728 )",42166,"(+/- 2163 )"
Housing,Value,"$200,000 to $299,999",44838,"(+/- 2090 )",71619,"(+/- 3061 )",61682,"(+/- 3203 )",56390,"(+/- 2432 )",59346,"(+/- 2751 )",72134,"(+/- 2954 )",41727,"(+/- 2071 )",51979,"(+/- 2244 )"
Housing,Value,"$300,000 to $499,999",29586,"(+/- 1729 )",66217,"(+/- 3119 )",69857,"(+/- 3619 )",47505,"(+/- 2496 )",38163,"(+/- 2465 )",55031,"(+/- 2632 )",26341,"(+/- 1395 )",33207,"(+/- 1860 )"
Housing,Value,"$500,000 to $999,999",8023,"(+/- 829 )",16851,"(+/- 1402 )",34564,"(+/- 2523 )",17480,"(+/- 1671 )",13780,"(+/- 1351 )",11814,"(+/- 1197 )",7441,"(+/- 712 )",8849,"(+/- 1025 )"
Housing,Value,"$1,000,000 or more",1543,"(+/- 375 )",1362,"(+/- 390 )",5480,"(+/- 811 )",2564,"(+/- 620 )",3042,"(+/- 668 )",1328,"(+/- 482 )",1430,"(+/- 301 )",1352,"(+/- 346 )"
Housing,Value,"Median (dollars)",177600,"(+/- 3403 )",275500,"(+/- 3968 )",311200,"(+/- 7795 )",261400,"(+/- 4380 )",252900,"(+/- 4897 )",251500,"(+/- 3889 )",164200,"(+/- 2077 )",181500,"(+/- 3647 )"
Housing,"Mortgage Status","Owner-occupied units",199117,"(+/- 3511 )",204107,"(+/- 3037 )",209998,"(+/- 3807 )",175854,"(+/- 3413 )",158167,"(+/- 3439 )",202674,"(+/- 3131 )",202143,"(+/- 3508 )",215879,"(+/- 3305 )"
Housing,"Mortgage Status","Housing units with a mortgage",121361,"(+/- 2989 )",143794,"(+/- 3085 )",145438,"(+/- 3901 )",118344,"(+/- 3470 )",110898,"(+/- 3072 )",142789,"(+/- 3337 )",111875,"(+/- 2694 )",130475,"(+/- 3103 )"
Housing,"Mortgage Status","Housing units without a mortgage",77756,"(+/- 2604 )",60313,"(+/- 2844 )",64560,"(+/- 3098 )",57510,"(+/- 2916 )",47269,"(+/- 2653 )",59885,"(+/- 2887 )",90268,"(+/- 2518 )",85404,"(+/- 2415 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",121361,"(+/- 2989 )",143794,"(+/- 3085 )",145438,"(+/- 3901 )",118344,"(+/- 3470 )",110898,"(+/- 3072 )",142789,"(+/- 3337 )",111875,"(+/- 2694 )",130475,"(+/- 3103 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1949,"(+/- 468 )",424,"(+/- 251 )",506,"(+/- 366 )",589,"(+/- 323 )",336,"(+/- 187 )",780,"(+/- 378 )",2091,"(+/- 427 )",1957,"(+/- 514 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",29766,"(+/- 1921 )",12847,"(+/- 1337 )",9188,"(+/- 1502 )",10989,"(+/- 1280 )",9624,"(+/- 1345 )",15379,"(+/- 1648 )",30668,"(+/- 1686 )",32813,"(+/- 1911 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",44287,"(+/- 2291 )",38018,"(+/- 2536 )",33526,"(+/- 2456 )",34829,"(+/- 2476 )",32708,"(+/- 2396 )",43774,"(+/- 2826 )",41216,"(+/- 1933 )",48277,"(+/- 2029 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",24467,"(+/- 1454 )",42922,"(+/- 2695 )",35377,"(+/- 2413 )",32711,"(+/- 2681 )",36268,"(+/- 2484 )",45703,"(+/- 2808 )",23612,"(+/- 1448 )",27476,"(+/- 1742 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",11942,"(+/- 1191 )",24132,"(+/- 1915 )",25299,"(+/- 2464 )",18061,"(+/- 1379 )",15328,"(+/- 1451 )",22704,"(+/- 2068 )",8683,"(+/- 955 )",11906,"(+/- 1259 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",4400,"(+/- 841 )",15059,"(+/- 1607 )",18327,"(+/- 1947 )",10357,"(+/- 1291 )",7120,"(+/- 1098 )",8020,"(+/- 1188 )",3118,"(+/- 530 )",4694,"(+/- 795 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",4550,"(+/- 637 )",10392,"(+/- 1300 )",23215,"(+/- 2062 )",10808,"(+/- 1376 )",9514,"(+/- 1344 )",6429,"(+/- 962 )",2487,"(+/- 475 )",3352,"(+/- 497 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1313,"(+/- 23 )",1728,"(+/- 30 )",1909,"(+/- 42 )",1659,"(+/- 25 )",1657,"(+/- 25 )",1615,"(+/- 29 )",1253,"(+/- 20 )",1302,"(+/- 22 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",77756,"(+/- 2604 )",60313,"(+/- 2844 )",64560,"(+/- 3098 )",57510,"(+/- 2916 )",47269,"(+/- 2653 )",59885,"(+/- 2887 )",90268,"(+/- 2518 )",85404,"(+/- 2415 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",5277,"(+/- 751 )",1766,"(+/- 635 )",1882,"(+/- 679 )",1629,"(+/- 630 )",1711,"(+/- 573 )",1928,"(+/- 577 )",8391,"(+/- 979 )",8909,"(+/- 973 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",20408,"(+/- 1468 )",7033,"(+/- 1206 )",4685,"(+/- 893 )",5323,"(+/- 1037 )",4930,"(+/- 992 )",9706,"(+/- 1203 )",24472,"(+/- 1260 )",23618,"(+/- 1595 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",31182,"(+/- 1680 )",25368,"(+/- 2205 )",22314,"(+/- 2241 )",21268,"(+/- 1922 )",16018,"(+/- 1614 )",27864,"(+/- 1933 )",32020,"(+/- 1541 )",31165,"(+/- 1874 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",13483,"(+/- 1327 )",15941,"(+/- 1528 )",17565,"(+/- 1748 )",14530,"(+/- 1784 )",12528,"(+/- 1454 )",12839,"(+/- 1650 )",16214,"(+/- 989 )",14136,"(+/- 1187 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",4278,"(+/- 581 )",6073,"(+/- 992 )",8790,"(+/- 1226 )",8646,"(+/- 1476 )",5292,"(+/- 813 )",4570,"(+/- 872 )",5691,"(+/- 661 )",4822,"(+/- 718 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",3128,"(+/- 442 )",4132,"(+/- 867 )",9324,"(+/- 1355 )",6114,"(+/- 897 )",6790,"(+/- 994 )",2978,"(+/- 618 )",3480,"(+/- 360 )",2754,"(+/- 530 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",476,"(+/- 8 )",570,"(+/- 11 )",635,"(+/- 17 )",607,"(+/- 19 )",615,"(+/- 20 )",527,"(+/- 12 )",469,"(+/- 7 )",457,"(+/- 7 )"
Housing,"Gross Rent","Occupied units paying rent",68288,"(+/- 2928 )",58985,"(+/- 2649 )",70909,"(+/- 3609 )",93847,"(+/- 3422 )",136905,"(+/- 4189 )",52693,"(+/- 3329 )",61886,"(+/- 2676 )",57158,"(+/- 2594 )"
Housing,"Gross Rent","Less than $500",12164,"(+/- 1346 )",4007,"(+/- 998 )",4186,"(+/- 1020 )",10413,"(+/- 1637 )",15448,"(+/- 2001 )",4195,"(+/- 1075 )",14114,"(+/- 1182 )",14001,"(+/- 1533 )"
Housing,"Gross Rent","$500 to $999",36802,"(+/- 2497 )",18702,"(+/- 2305 )",14209,"(+/- 1874 )",36849,"(+/- 2581 )",46230,"(+/- 2980 )",25119,"(+/- 2311 )",34229,"(+/- 2296 )",28489,"(+/- 1994 )"
Housing,"Gross Rent","$1,000 to $1,499",13271,"(+/- 1657 )",24925,"(+/- 2077 )",29993,"(+/- 3049 )",30237,"(+/- 2470 )",47670,"(+/- 3130 )",15595,"(+/- 2071 )",9077,"(+/- 1430 )",9949,"(+/- 1306 )"
Housing,"Gross Rent","$1,500 to $1,999",3984,"(+/- 1015 )",8285,"(+/- 1491 )",15567,"(+/- 2039 )",12540,"(+/- 1816 )",19299,"(+/- 1857 )",6292,"(+/- 1423 )",2646,"(+/- 932 )",2633,"(+/- 632 )"
Housing,"Gross Rent","$2,000 to $2,499",454,"(+/- 250 )",2050,"(+/- 646 )",4568,"(+/- 1200 )",2144,"(+/- 554 )",5076,"(+/- 1056 )",1153,"(+/- 638 )",1223,"(+/- 464 )",1134,"(+/- 436 )"
Housing,"Gross Rent","$2,500 to $2,999",809,"(+/- 333 )",773,"(+/- 401 )",1270,"(+/- 489 )",916,"(+/- 467 )",1383,"(+/- 620 )",339,"(+/- 479 )",367,"(+/- 329 )",277,"(+/- 235 )"
Housing,"Gross Rent","$3,000 or more",804,"(+/- 475 )",243,"(+/- 168 )",1116,"(+/- 473 )",748,"(+/- 442 )",1799,"(+/- 614 )",0,"(+/- 147 )",230,"(+/- 193 )",675,"(+/- 428 )"
Housing,"Gross Rent","Median (dollars)",775,"(+/- 13 )",1124,"(+/- 29 )",1261,"(+/- 39 )",997,"(+/- 27 )",1060,"(+/- 24 )",948,"(+/- 37 )",697,"(+/- 18 )",752,"(+/- 24 )"
Housing,"Gross Rent","No rent paid",4747,"(+/- 836 )",1862,"(+/- 500 )",1837,"(+/- 650 )",1953,"(+/- 704 )",2397,"(+/- 537 )",2053,"(+/- 622 )",5289,"(+/- 579 )",5704,"(+/- 913 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",272152,"(+/- 2563 )",264954,"(+/- 2065 )",282744,"(+/- 3775 )",271654,"(+/- 2400 )",297469,"(+/- 4175 )",257420,"(+/- 3063 )",269318,"(+/- 2799 )",278741,"(+/- 3412 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",11698,"(+/- 1445 )",7275,"(+/- 1290 )",7880,"(+/- 1350 )",14782,"(+/- 1903 )",20384,"(+/- 2099 )",7845,"(+/- 1307 )",13327,"(+/- 1172 )",14285,"(+/- 1636 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",11960,"(+/- 1531 )",6479,"(+/- 1323 )",5833,"(+/- 1158 )",9183,"(+/- 1540 )",11669,"(+/- 1409 )",8311,"(+/- 1094 )",15251,"(+/- 1352 )",14458,"(+/- 1255 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",23687,"(+/- 2031 )",13540,"(+/- 1793 )",15955,"(+/- 2015 )",17093,"(+/- 1638 )",22543,"(+/- 2128 )",13795,"(+/- 1653 )",26545,"(+/- 1993 )",27945,"(+/- 1929 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",24007,"(+/- 1901 )",16432,"(+/- 1731 )",17838,"(+/- 2004 )",22398,"(+/- 1858 )",25627,"(+/- 2676 )",16259,"(+/- 1835 )",24815,"(+/- 2008 )",26969,"(+/- 1827 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",40729,"(+/- 2350 )",27924,"(+/- 2536 )",27846,"(+/- 2582 )",32107,"(+/- 2404 )",34484,"(+/- 2395 )",26771,"(+/- 2407 )",34813,"(+/- 1773 )",40578,"(+/- 2122 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",48785,"(+/- 2611 )",42012,"(+/- 2425 )",42746,"(+/- 2866 )",45284,"(+/- 2849 )",53678,"(+/- 3188 )",41634,"(+/- 3038 )",55011,"(+/- 2250 )",53479,"(+/- 2511 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",39879,"(+/- 1991 )",39530,"(+/- 2551 )",36576,"(+/- 3166 )",36616,"(+/- 2754 )",34400,"(+/- 2310 )",41263,"(+/- 2567 )",39189,"(+/- 1837 )",35859,"(+/- 1916 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",43931,"(+/- 2507 )",56939,"(+/- 2585 )",54042,"(+/- 2731 )",45079,"(+/- 2449 )",49106,"(+/- 2779 )",58620,"(+/- 2794 )",40889,"(+/- 1818 )",43100,"(+/- 1737 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",15147,"(+/- 1488 )",28318,"(+/- 2098 )",29607,"(+/- 2230 )",23254,"(+/- 2075 )",22342,"(+/- 1819 )",26045,"(+/- 2279 )",11552,"(+/- 1155 )",11932,"(+/- 1060 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",12329,"(+/- 1259 )",26505,"(+/- 2023 )",44421,"(+/- 2504 )",25858,"(+/- 1968 )",23236,"(+/- 2049 )",16877,"(+/- 1562 )",7926,"(+/- 936 )",10136,"(+/- 1078 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",61247,"(+/- 1142 )",86218,"(+/- 1686 )",90442,"(+/- 2201 )",71503,"(+/- 1491 )",65782,"(+/- 1537 )",82078,"(+/- 1696 )",58463,"(+/- 1469 )",56656,"(+/- 1165 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",80206,"(+/- 2108 )",105817,"(+/- 2141 )",125644,"(+/- 3129 )",98640,"(+/- 2450 )",91386,"(+/- 2544 )",97189,"(+/- 2249 )",73338,"(+/- 1673 )",71924,"(+/- 1386 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",668540,"(+/- 3107 )",709368,"(+/- 2924 )",721043,"(+/- 5700 )",711083,"(+/- 3645 )",712776,"(+/- 5995 )",716342,"(+/- 4897 )",654483,"(+/- 3328 )",659929,"(+/- 2392 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",638600,"(+/- 4334 )",685192,"(+/- 3868 )",694447,"(+/- 6705 )",677303,"(+/- 5805 )",669787,"(+/- 7602 )",693681,"(+/- 5959 )",621789,"(+/- 3990 )",628386,"(+/- 3721 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",515228,"(+/- 7207 )",580170,"(+/- 7359 )",595614,"(+/- 9016 )",514860,"(+/- 9755 )",492015,"(+/- 10463 )",586590,"(+/- 9107 )",473325,"(+/- 6880 )",469584,"(+/- 7317 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",224806,"(+/- 5509 )",193817,"(+/- 6923 )",195377,"(+/- 8606 )",247085,"(+/- 9007 )",248111,"(+/- 8155 )",195435,"(+/- 7973 )",259959,"(+/- 5544 )",278880,"(+/- 6248 )"
