Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE"
Workers,Industry,Information,4357,"(+/- 1359 )",2638,"(+/- 645 )",4607,"(+/- 1187 )",4427,"(+/- 1654 )",4911,"(+/- 1336 )",5970,"(+/- 1447 )",4128,"(+/- 1199 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",16862,"(+/- 2412 )",12027,"(+/- 1881 )",14590,"(+/- 1984 )",10032,"(+/- 1845 )",12735,"(+/- 2058 )",33190,"(+/- 2810 )",12300,"(+/- 2087 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",30000,"(+/- 3447 )",24362,"(+/- 2571 )",26751,"(+/- 2967 )",18480,"(+/- 2493 )",51111,"(+/- 4123 )",37973,"(+/- 3370 )",22847,"(+/- 2426 )"
Workers,Industry,"Educational services, and health care and social assistance",65591,"(+/- 4458 )",62258,"(+/- 3203 )",66965,"(+/- 4566 )",60425,"(+/- 3495 )",69526,"(+/- 4626 )",73764,"(+/- 4699 )",68310,"(+/- 4840 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",28775,"(+/- 3191 )",26817,"(+/- 2888 )",23141,"(+/- 3164 )",20230,"(+/- 2705 )",26238,"(+/- 3545 )",25185,"(+/- 3749 )",29397,"(+/- 3802 )"
Workers,Industry,"Other services, except public administration",18617,"(+/- 3405 )",14478,"(+/- 2105 )",13950,"(+/- 2379 )",17117,"(+/- 2101 )",12524,"(+/- 1976 )",19542,"(+/- 2887 )",9833,"(+/- 1719 )"
Workers,Industry,"Public administration",12421,"(+/- 2011 )",23523,"(+/- 2767 )",16096,"(+/- 2277 )",10988,"(+/- 1693 )",22821,"(+/- 2598 )",11135,"(+/- 1779 )",13541,"(+/- 2087 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",302309,"(+/- 7145 )",277754,"(+/- 6316 )",294766,"(+/- 7329 )",286219,"(+/- 6580 )",335078,"(+/- 6967 )",333425,"(+/- 8517 )",264720,"(+/- 8837 )"
Workers,"Class of Worker","Private wage and salary workers",244560,"(+/- 7005 )",208998,"(+/- 7032 )",231337,"(+/- 7176 )",227532,"(+/- 6059 )",264927,"(+/- 6925 )",274701,"(+/- 8483 )",208919,"(+/- 7280 )"
Workers,"Class of Worker","Government workers",38698,"(+/- 3691 )",51063,"(+/- 3846 )",48592,"(+/- 4169 )",37608,"(+/- 2838 )",53166,"(+/- 3908 )",40819,"(+/- 3396 )",43036,"(+/- 3343 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",18556,"(+/- 2979 )",17207,"(+/- 2086 )",14569,"(+/- 1949 )",20981,"(+/- 3128 )",16557,"(+/- 2566 )",17441,"(+/- 2554 )",12663,"(+/- 2127 )"
Workers,"Class of Worker","Unpaid family workers",495,"(+/- 346 )",486,"(+/- 452 )",268,"(+/- 216 )",98,"(+/- 117 )",428,"(+/- 261 )",464,"(+/- 273 )",102,"(+/- 99 )"
Housing,"Housing Occupancy","Total housing units",342612,"(+/- 1659 )",319106,"(+/- 2601 )",332603,"(+/- 1947 )",317421,"(+/- 1859 )",323745,"(+/- 991 )",306242,"(+/- 4626 )",332982,"(+/- 5435 )"
Housing,"Housing Occupancy","Occupied housing units",272626,"(+/- 4549 )",254315,"(+/- 3800 )",264595,"(+/- 5157 )",256963,"(+/- 4626 )",290207,"(+/- 3601 )",266268,"(+/- 5111 )",250210,"(+/- 5190 )"
Housing,"Housing Occupancy","Vacant housing units",69986,"(+/- 4434 )",64791,"(+/- 3173 )",68008,"(+/- 4922 )",60458,"(+/- 4234 )",33538,"(+/- 3298 )",39974,"(+/- 3701 )",82772,"(+/- 4097 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",2.0,"(+/- 0.6 )",2.4,"(+/- 0.6 )",2.6,"(+/- 0.8 )",1.9,"(+/- 0.6 )",0.6,"(+/- 0.3 )",1.8,"(+/- 0.6 )",1.7,"(+/- 0.7 )"
Housing,"Housing Occupancy","Rental vacancy rate",17.5,"(+/- 1.8 )",12.1,"(+/- 2.0 )",9.4,"(+/- 2.0 )",8.0,"(+/- 1.9 )",4.4,"(+/- 1.3 )",7.3,"(+/- 1.8 )",9.2,"(+/- 1.4 )"
Housing,"Housing Tenure","Occupied housing units",272626,"(+/- 4549 )",254315,"(+/- 3800 )",264595,"(+/- 5157 )",256963,"(+/- 4626 )",290207,"(+/- 3601 )",266268,"(+/- 5111 )",250210,"(+/- 5190 )"
Housing,"Housing Tenure",Owner-occupied,180163,"(+/- 4705 )",167745,"(+/- 3893 )",182223,"(+/- 5401 )",188885,"(+/- 4260 )",198891,"(+/- 4665 )",200778,"(+/- 4596 )",143572,"(+/- 4919 )"
Housing,"Housing Tenure",Renter-occupied,92463,"(+/- 4433 )",86570,"(+/- 3773 )",82372,"(+/- 5005 )",68078,"(+/- 3752 )",91316,"(+/- 4256 )",65490,"(+/- 4318 )",106638,"(+/- 4918 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.62,"(+/- 0.06 )",2.61,"(+/- 0.05 )",2.67,"(+/- 0.06 )",2.64,"(+/- 0.06 )",2.56,"(+/- 0.04 )",2.73,"(+/- 0.04 )",2.58,"(+/- 0.06 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.48,"(+/- 0.09 )",2.55,"(+/- 0.07 )",2.46,"(+/- 0.11 )",2.64,"(+/- 0.10 )",2.20,"(+/- 0.08 )",2.33,"(+/- 0.08 )",2.46,"(+/- 0.08 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",272626,"(+/- 4549 )",254315,"(+/- 3800 )",264595,"(+/- 5157 )",256963,"(+/- 4626 )",290207,"(+/- 3601 )",266268,"(+/- 5111 )",250210,"(+/- 5190 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",49002,"(+/- 2962 )",44655,"(+/- 3027 )",47030,"(+/- 3965 )",33761,"(+/- 2582 )",56148,"(+/- 3500 )",46568,"(+/- 3753 )",43998,"(+/- 3329 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",46675,"(+/- 3601 )",39882,"(+/- 2906 )",41938,"(+/- 3936 )",38241,"(+/- 2755 )",45615,"(+/- 3299 )",44761,"(+/- 3955 )",41957,"(+/- 3831 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",43579,"(+/- 3707 )",43128,"(+/- 3153 )",42882,"(+/- 3232 )",44067,"(+/- 3217 )",55487,"(+/- 4082 )",50760,"(+/- 3233 )",42115,"(+/- 3430 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",60072,"(+/- 3402 )",57608,"(+/- 2992 )",59736,"(+/- 3907 )",63296,"(+/- 3773 )",66423,"(+/- 3443 )",59562,"(+/- 3989 )",47365,"(+/- 3104 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",34849,"(+/- 2560 )",33793,"(+/- 2166 )",37270,"(+/- 3065 )",35560,"(+/- 2695 )",33317,"(+/- 2854 )",34706,"(+/- 2580 )",31647,"(+/- 2653 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",38449,"(+/- 2633 )",35249,"(+/- 2545 )",35739,"(+/- 2673 )",42038,"(+/- 2741 )",33217,"(+/- 2470 )",29911,"(+/- 2229 )",43128,"(+/- 2933 )"
Housing,Value,"Owner-occupied units",180163,"(+/- 4705 )",167745,"(+/- 3893 )",182223,"(+/- 5401 )",188885,"(+/- 4260 )",198891,"(+/- 4665 )",200778,"(+/- 4596 )",143572,"(+/- 4919 )"
Housing,Value,"Less than $50,000",19347,"(+/- 2043 )",21833,"(+/- 1904 )",27085,"(+/- 2502 )",31502,"(+/- 2810 )",16375,"(+/- 2006 )",14968,"(+/- 2049 )",30319,"(+/- 2484 )"
Housing,Value,"$50,000 to $99,999",34078,"(+/- 2481 )",42014,"(+/- 3166 )",39422,"(+/- 2510 )",44171,"(+/- 2902 )",32115,"(+/- 2952 )",21111,"(+/- 2522 )",41706,"(+/- 3143 )"
Housing,Value,"$100,000 to $149,999",34930,"(+/- 2908 )",33683,"(+/- 2425 )",31049,"(+/- 2585 )",35060,"(+/- 2814 )",34818,"(+/- 3401 )",30680,"(+/- 3145 )",23774,"(+/- 2353 )"
Housing,Value,"$150,000 to $199,999",32918,"(+/- 3362 )",25101,"(+/- 1937 )",26785,"(+/- 2667 )",29808,"(+/- 2393 )",37588,"(+/- 2667 )",31177,"(+/- 2375 )",19539,"(+/- 2160 )"
Housing,Value,"$200,000 to $299,999",30455,"(+/- 2537 )",28539,"(+/- 2311 )",31539,"(+/- 2657 )",25850,"(+/- 2934 )",43351,"(+/- 3629 )",47054,"(+/- 3127 )",19429,"(+/- 2437 )"
Housing,Value,"$300,000 to $499,999",20407,"(+/- 2304 )",13120,"(+/- 1512 )",17828,"(+/- 2212 )",15792,"(+/- 2042 )",26521,"(+/- 2467 )",37784,"(+/- 2716 )",6428,"(+/- 1242 )"
Housing,Value,"$500,000 to $999,999",6717,"(+/- 1173 )",2912,"(+/- 498 )",7611,"(+/- 1373 )",5482,"(+/- 1027 )",7238,"(+/- 1255 )",15115,"(+/- 1338 )",2185,"(+/- 651 )"
Housing,Value,"$1,000,000 or more",1311,"(+/- 458 )",543,"(+/- 217 )",904,"(+/- 423 )",1220,"(+/- 512 )",885,"(+/- 357 )",2889,"(+/- 789 )",192,"(+/- 198 )"
Housing,Value,"Median (dollars)",152100,"(+/- 3571 )",129700,"(+/- 4106 )",139500,"(+/- 4534 )",124000,"(+/- 5052 )",167300,"(+/- 4142 )",204600,"(+/- 5635 )",99700,"(+/- 4616 )"
Housing,"Mortgage Status","Owner-occupied units",180163,"(+/- 4705 )",167745,"(+/- 3893 )",182223,"(+/- 5401 )",188885,"(+/- 4260 )",198891,"(+/- 4665 )",200778,"(+/- 4596 )",143572,"(+/- 4919 )"
Housing,"Mortgage Status","Housing units with a mortgage",98352,"(+/- 4470 )",92260,"(+/- 3833 )",98876,"(+/- 4428 )",88104,"(+/- 3933 )",118542,"(+/- 5097 )",125656,"(+/- 4097 )",72577,"(+/- 3898 )"
Housing,"Mortgage Status","Housing units without a mortgage",81811,"(+/- 4228 )",75485,"(+/- 3157 )",83347,"(+/- 4151 )",100781,"(+/- 3903 )",80349,"(+/- 3692 )",75122,"(+/- 3501 )",70995,"(+/- 3220 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",98352,"(+/- 4470 )",92260,"(+/- 3833 )",98876,"(+/- 4428 )",88104,"(+/- 3933 )",118542,"(+/- 5097 )",125656,"(+/- 4097 )",72577,"(+/- 3898 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",2262,"(+/- 753 )",3644,"(+/- 850 )",3396,"(+/- 932 )",3090,"(+/- 730 )",2292,"(+/- 736 )",1743,"(+/- 715 )",1459,"(+/- 705 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",32390,"(+/- 2967 )",36938,"(+/- 2760 )",35362,"(+/- 3135 )",36814,"(+/- 3130 )",35774,"(+/- 3318 )",27604,"(+/- 2710 )",30087,"(+/- 2710 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",37358,"(+/- 2839 )",30548,"(+/- 2320 )",36090,"(+/- 3130 )",29097,"(+/- 2408 )",43293,"(+/- 3779 )",43870,"(+/- 3215 )",27924,"(+/- 2868 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",14859,"(+/- 2061 )",14256,"(+/- 1369 )",15751,"(+/- 2084 )",10143,"(+/- 1489 )",21425,"(+/- 2239 )",27600,"(+/- 2303 )",9006,"(+/- 1670 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",5229,"(+/- 1067 )",4561,"(+/- 987 )",5033,"(+/- 1015 )",4325,"(+/- 1039 )",8676,"(+/- 1336 )",11327,"(+/- 1612 )",2339,"(+/- 762 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",3481,"(+/- 1014 )",1335,"(+/- 518 )",1935,"(+/- 553 )",2326,"(+/- 859 )",4525,"(+/- 1263 )",5986,"(+/- 1226 )",1255,"(+/- 554 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",2773,"(+/- 711 )",978,"(+/- 418 )",1309,"(+/- 472 )",2309,"(+/- 895 )",2557,"(+/- 699 )",7526,"(+/- 1097 )",507,"(+/- 271 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1176,"(+/- 26 )",1076,"(+/- 29 )",1135,"(+/- 30 )",1059,"(+/- 34 )",1198,"(+/- 24 )",1373,"(+/- 33 )",1067,"(+/- 28 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",81811,"(+/- 4228 )",75485,"(+/- 3157 )",83347,"(+/- 4151 )",100781,"(+/- 3903 )",80349,"(+/- 3692 )",75122,"(+/- 3501 )",70995,"(+/- 3220 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",17741,"(+/- 2481 )",18416,"(+/- 1665 )",18289,"(+/- 1841 )",22826,"(+/- 2016 )",16345,"(+/- 2076 )",12580,"(+/- 1902 )",14282,"(+/- 1814 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",29926,"(+/- 2407 )",33017,"(+/- 2053 )",32288,"(+/- 3130 )",42944,"(+/- 3036 )",29637,"(+/- 2702 )",24551,"(+/- 2484 )",28319,"(+/- 2289 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",25243,"(+/- 2362 )",17102,"(+/- 1803 )",21432,"(+/- 2046 )",26070,"(+/- 2338 )",25363,"(+/- 2221 )",22624,"(+/- 2235 )",19816,"(+/- 2010 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",5572,"(+/- 1241 )",5124,"(+/- 1111 )",7511,"(+/- 1383 )",6210,"(+/- 1025 )",6742,"(+/- 1284 )",8708,"(+/- 1470 )",5709,"(+/- 1395 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",2049,"(+/- 863 )",1317,"(+/- 460 )",2694,"(+/- 874 )",1642,"(+/- 528 )",1752,"(+/- 648 )",3573,"(+/- 1032 )",1980,"(+/- 556 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",1280,"(+/- 416 )",509,"(+/- 209 )",1133,"(+/- 620 )",1089,"(+/- 504 )",510,"(+/- 289 )",3086,"(+/- 709 )",889,"(+/- 371 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",366,"(+/- 10 )",329,"(+/- 8 )",362,"(+/- 10 )",345,"(+/- 8 )",372,"(+/- 11 )",404,"(+/- 16 )",355,"(+/- 13 )"
Housing,"Gross Rent","Occupied units paying rent",81806,"(+/- 4236 )",77921,"(+/- 3679 )",73693,"(+/- 4635 )",57173,"(+/- 3381 )",81041,"(+/- 4246 )",60481,"(+/- 4190 )",96648,"(+/- 4808 )"
Housing,"Gross Rent","Less than $500",13114,"(+/- 1673 )",13816,"(+/- 1788 )",15341,"(+/- 1976 )",15087,"(+/- 1788 )",14247,"(+/- 1854 )",5423,"(+/- 1128 )",18549,"(+/- 2127 )"
Housing,"Gross Rent","$500 to $999",42161,"(+/- 3065 )",44209,"(+/- 2550 )",41343,"(+/- 3714 )",34896,"(+/- 2696 )",48321,"(+/- 3568 )",27360,"(+/- 3235 )",53674,"(+/- 4046 )"
Housing,"Gross Rent","$1,000 to $1,499",20906,"(+/- 2765 )",17022,"(+/- 2065 )",14538,"(+/- 2290 )",5788,"(+/- 1252 )",14538,"(+/- 2356 )",20468,"(+/- 2369 )",21323,"(+/- 2542 )"
Housing,"Gross Rent","$1,500 to $1,999",4220,"(+/- 1329 )",2442,"(+/- 823 )",2004,"(+/- 745 )",300,"(+/- 231 )",2689,"(+/- 906 )",4783,"(+/- 1205 )",2358,"(+/- 738 )"
Housing,"Gross Rent","$2,000 to $2,499",918,"(+/- 584 )",358,"(+/- 261 )",201,"(+/- 194 )",935,"(+/- 587 )",525,"(+/- 399 )",1486,"(+/- 816 )",568,"(+/- 310 )"
Housing,"Gross Rent","$2,500 to $2,999",278,"(+/- 235 )",41,"(+/- 44 )",84,"(+/- 101 )",114,"(+/- 140 )",0,"(+/- 201 )",543,"(+/- 544 )",156,"(+/- 157 )"
Housing,"Gross Rent","$3,000 or more",209,"(+/- 271 )",33,"(+/- 33 )",182,"(+/- 220 )",53,"(+/- 97 )",721,"(+/- 371 )",418,"(+/- 303 )",20,"(+/- 33 )"
Housing,"Gross Rent","Median (dollars)",844,"(+/- 34 )",778,"(+/- 23 )",765,"(+/- 19 )",657,"(+/- 19 )",766,"(+/- 22 )",969,"(+/- 24 )",794,"(+/- 28 )"
Housing,"Gross Rent","No rent paid",10657,"(+/- 1978 )",8649,"(+/- 1282 )",8679,"(+/- 1508 )",10905,"(+/- 1847 )",10275,"(+/- 2091 )",5009,"(+/- 1099 )",9990,"(+/- 1618 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",272626,"(+/- 4549 )",254315,"(+/- 3800 )",264595,"(+/- 5157 )",256963,"(+/- 4626 )",290207,"(+/- 3601 )",266268,"(+/- 5111 )",250210,"(+/- 5190 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",23918,"(+/- 3127 )",25282,"(+/- 2430 )",29780,"(+/- 3216 )",21203,"(+/- 2225 )",18096,"(+/- 2216 )",14258,"(+/- 1862 )",36621,"(+/- 3271 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",16420,"(+/- 2234 )",15983,"(+/- 1867 )",17232,"(+/- 2464 )",17159,"(+/- 2106 )",14512,"(+/- 2229 )",9547,"(+/- 1617 )",19666,"(+/- 2586 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",33427,"(+/- 3338 )",30536,"(+/- 2577 )",32337,"(+/- 2911 )",35337,"(+/- 2974 )",30460,"(+/- 3143 )",20688,"(+/- 2161 )",37108,"(+/- 3201 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",31146,"(+/- 3237 )",24481,"(+/- 2176 )",27053,"(+/- 2717 )",31107,"(+/- 2522 )",27170,"(+/- 2927 )",20069,"(+/- 2585 )",27234,"(+/- 2417 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",38292,"(+/- 3018 )",34171,"(+/- 2440 )",32313,"(+/- 3140 )",34057,"(+/- 2766 )",38341,"(+/- 3833 )",32242,"(+/- 3325 )",32135,"(+/- 3077 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",47874,"(+/- 3617 )",45426,"(+/- 3205 )",45713,"(+/- 3784 )",43117,"(+/- 2907 )",51453,"(+/- 4015 )",46890,"(+/- 3207 )",41491,"(+/- 3448 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",32354,"(+/- 2956 )",31675,"(+/- 2882 )",31069,"(+/- 3148 )",30039,"(+/- 2563 )",36207,"(+/- 3364 )",37439,"(+/- 2937 )",23689,"(+/- 2712 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",28383,"(+/- 2774 )",29838,"(+/- 2263 )",29108,"(+/- 2618 )",28728,"(+/- 2844 )",41080,"(+/- 3330 )",45968,"(+/- 3547 )",21615,"(+/- 2411 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",10952,"(+/- 1623 )",9333,"(+/- 1393 )",11427,"(+/- 1832 )",8626,"(+/- 1319 )",17934,"(+/- 1880 )",18016,"(+/- 2084 )",6087,"(+/- 1286 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",9860,"(+/- 1741 )",7590,"(+/- 1126 )",8563,"(+/- 1587 )",7590,"(+/- 1405 )",14954,"(+/- 1928 )",21151,"(+/- 2032 )",4564,"(+/- 906 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",46445,"(+/- 1908 )",48290,"(+/- 1880 )",45832,"(+/- 2249 )",45387,"(+/- 1618 )",57174,"(+/- 1697 )",66835,"(+/- 1980 )",37123,"(+/- 1788 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",65685,"(+/- 2589 )",64712,"(+/- 2243 )",64442,"(+/- 2261 )",63553,"(+/- 2183 )",77865,"(+/- 2111 )",92608,"(+/- 2811 )",52653,"(+/- 1656 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",704969,"(+/- 4422 )",657620,"(+/- 7830 )",696260,"(+/- 5529 )",679949,"(+/- 5492 )",714705,"(+/- 2058 )",704804,"(+/- 8458 )",651787,"(+/- 11937 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",618184,"(+/- 7048 )",588756,"(+/- 9195 )",631755,"(+/- 8835 )",609820,"(+/- 6558 )",652744,"(+/- 5280 )",651867,"(+/- 10320 )",575709,"(+/- 11428 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",438243,"(+/- 10461 )",422560,"(+/- 9642 )",469361,"(+/- 13782 )",444574,"(+/- 10129 )",529401,"(+/- 9112 )",534610,"(+/- 12443 )",363376,"(+/- 13306 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",274984,"(+/- 8500 )",263072,"(+/- 7916 )",264244,"(+/- 7986 )",264585,"(+/- 8629 )",231627,"(+/- 7797 )",207220,"(+/- 7291 )",284453,"(+/- 9350 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",86785,"(+/- 7201 )",68864,"(+/- 5980 )",64505,"(+/- 6113 )",70129,"(+/- 4305 )",61961,"(+/- 5285 )",52937,"(+/- 6189 )",76078,"(+/- 6637 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",172397,"(+/- 2506 )",162481,"(+/- 3575 )",164373,"(+/- 2603 )",165073,"(+/- 3437 )",169583,"(+/- 2125 )",170632,"(+/- 4593 )",158448,"(+/- 5837 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",8401,"(+/- 2564 )",4137,"(+/- 1383 )",4076,"(+/- 1337 )",7596,"(+/- 1967 )",5428,"(+/- 2132 )",4664,"(+/- 1606 )",6416,"(+/- 1784 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",12.0,"(+/- 1.3 )",12.9,"(+/- 1.2 )",13.2,"(+/- 1.7 )",13.6,"(+/- 1.3 )",9.9,"(+/- 1.2 )",7.1,"(+/- 1.1 )",18.6,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",20.7,"(+/- 2.3 )",21.6,"(+/- 2.2 )",19.8,"(+/- 2.7 )",23.8,"(+/- 2.5 )",16.4,"(+/- 2.6 )",10.9,"(+/- 2.2 )",30.6,"(+/- 3.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",17.5,"(+/- 6.3 )",19.1,"(+/- 5.0 )",16.1,"(+/- 5.8 )",25.8,"(+/- 6.1 )",20.1,"(+/- 6.6 )",13.1,"(+/- 4.8 )",33.5,"(+/- 8.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",5.0,"(+/- 1.1 )",5.7,"(+/- 1.1 )",5.3,"(+/- 1.2 )",6.8,"(+/- 1.0 )",5.2,"(+/- 1.1 )",3.6,"(+/- 0.8 )",7.4,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.8,"(+/- 2.3 )",9.5,"(+/- 2.4 )",5.8,"(+/- 1.9 )",11.2,"(+/- 2.2 )",7.0,"(+/- 2.0 )",5.0,"(+/- 1.7 )",10.5,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",9.0,"(+/- 6.8 )",8.5,"(+/- 5.6 )",1.9,"(+/- 1.6 )",7.4,"(+/- 5.1 )",9.0,"(+/- 5.5 )",9.9,"(+/- 5.2 )",15.6,"(+/- 7.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",33.4,"(+/- 4.4 )",33.2,"(+/- 4.0 )",38.8,"(+/- 5.6 )",42.4,"(+/- 4.6 )",31.7,"(+/- 4.7 )",25.2,"(+/- 5.6 )",36.2,"(+/- 3.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",45.5,"(+/- 5.7 )",43.2,"(+/- 5.9 )",48.4,"(+/- 6.9 )",55.8,"(+/- 5.3 )",45.6,"(+/- 7.0 )",32.9,"(+/- 7.4 )",51.3,"(+/- 5.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",36.5,"(+/- 19.2 )",33.3,"(+/- 11.7 )",40.7,"(+/- 16.0 )",63.4,"(+/- 12.5 )",52.9,"(+/- 17.1 )",37.1,"(+/- 19.8 )",57.6,"(+/- 12.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",17.0,"(+/- 1.4 )",18.0,"(+/- 1.2 )",18.1,"(+/- 1.4 )",17.6,"(+/- 1.2 )",12.9,"(+/- 1.2 )",10.3,"(+/- 1.2 )",24.7,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",24.9,"(+/- 2.8 )",27.1,"(+/- 2.5 )",21.9,"(+/- 2.4 )",27.5,"(+/- 2.9 )",18.0,"(+/- 2.5 )",13.1,"(+/- 2.6 )",35.8,"(+/- 3.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",24.5,"(+/- 2.8 )",26.9,"(+/- 2.5 )",21.7,"(+/- 2.4 )",27.1,"(+/- 2.9 )",17.6,"(+/- 2.5 )",12.8,"(+/- 2.6 )",35.7,"(+/- 3.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",27.2,"(+/- 5.8 )",26.8,"(+/- 4.0 )",22.8,"(+/- 4.3 )",28.4,"(+/- 5.2 )",21.5,"(+/- 5.0 )",18.4,"(+/- 4.5 )",37.4,"(+/- 5.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",23.6,"(+/- 2.9 )",26.9,"(+/- 2.8 )",21.4,"(+/- 2.5 )",26.7,"(+/- 2.9 )",16.2,"(+/- 2.6 )",10.9,"(+/- 2.6 )",35.1,"(+/- 4.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",14.6,"(+/- 1.3 )",15.3,"(+/- 1.1 )",17.0,"(+/- 1.3 )",14.7,"(+/- 0.9 )",11.5,"(+/- 1.0 )",9.5,"(+/- 1.0 )",21.5,"(+/- 1.4 )"
