Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Housing,"Gross Rent","Occupied units paying rent",150651,"(+/- 4926 )",105838,"(+/- 4038 )",122940,"(+/- 5062 )",96711,"(+/- 4421 )"
Housing,"Gross Rent","Less than $500",5839,"(+/- 996 )",7132,"(+/- 1430 )",1556,"(+/- 572 )",3333,"(+/- 878 )"
Housing,"Gross Rent","$500 to $999",77036,"(+/- 3922 )",41023,"(+/- 3287 )",19320,"(+/- 2236 )",32707,"(+/- 2876 )"
Housing,"Gross Rent","$1,000 to $1,499",56389,"(+/- 4420 )",35863,"(+/- 2785 )",61790,"(+/- 4297 )",42828,"(+/- 3297 )"
Housing,"Gross Rent","$1,500 to $1,999",9261,"(+/- 1701 )",17423,"(+/- 2709 )",33044,"(+/- 3209 )",13593,"(+/- 2075 )"
Housing,"Gross Rent","$2,000 to $2,499",1704,"(+/- 687 )",2719,"(+/- 597 )",4674,"(+/- 1140 )",3234,"(+/- 955 )"
Housing,"Gross Rent","$2,500 to $2,999",289,"(+/- 199 )",844,"(+/- 425 )",1287,"(+/- 671 )",897,"(+/- 551 )"
Housing,"Gross Rent","$3,000 or more",133,"(+/- 102 )",834,"(+/- 550 )",1269,"(+/- 759 )",119,"(+/- 141 )"
Housing,"Gross Rent","Median (dollars)",960,"(+/- 17 )",1052,"(+/- 35 )",1331,"(+/- 23 )",1125,"(+/- 23 )"
Housing,"Gross Rent","No rent paid",2846,"(+/- 783 )",3821,"(+/- 1002 )",1927,"(+/- 581 )",3525,"(+/- 835 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",255618,"(+/- 5140 )",289415,"(+/- 3591 )",316876,"(+/- 5410 )",267901,"(+/- 5389 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",29082,"(+/- 2892 )",13529,"(+/- 2024 )",12911,"(+/- 2063 )",18846,"(+/- 2110 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",14858,"(+/- 2000 )",9791,"(+/- 1546 )",7479,"(+/- 1537 )",9539,"(+/- 1684 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",33652,"(+/- 2489 )",21203,"(+/- 2285 )",18762,"(+/- 2372 )",24473,"(+/- 2772 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",34506,"(+/- 3384 )",23950,"(+/- 1986 )",23163,"(+/- 2855 )",24262,"(+/- 2689 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",41936,"(+/- 3288 )",39848,"(+/- 2885 )",40384,"(+/- 3196 )",39126,"(+/- 2755 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",46040,"(+/- 3024 )",57545,"(+/- 3348 )",58166,"(+/- 4337 )",45829,"(+/- 3290 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",24662,"(+/- 2296 )",41563,"(+/- 2885 )",47103,"(+/- 3956 )",37034,"(+/- 2862 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",19701,"(+/- 1957 )",48053,"(+/- 3476 )",54663,"(+/- 3419 )",41286,"(+/- 3319 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",5533,"(+/- 1206 )",17563,"(+/- 1731 )",26004,"(+/- 2704 )",17052,"(+/- 2060 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",5648,"(+/- 959 )",16370,"(+/- 1779 )",28241,"(+/- 2766 )",10454,"(+/- 1280 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",40175,"(+/- 1333 )",64888,"(+/- 2139 )",73507,"(+/- 3170 )",57915,"(+/- 2092 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",55047,"(+/- 1898 )",85310,"(+/- 2628 )",100933,"(+/- 3819 )",77695,"(+/- 2013 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",679434,"(+/- 17897 )",720296,"(+/- 3386 )",843137,"(+/- 15008 )",755718,"(+/- 15971 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",563725,"(+/- 15783 )",648677,"(+/- 6525 )",772624,"(+/- 15195 )",677368,"(+/- 16147 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",333439,"(+/- 10931 )",512153,"(+/- 7694 )",625719,"(+/- 14894 )",475480,"(+/- 16171 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",287026,"(+/- 12283 )",232242,"(+/- 8306 )",236963,"(+/- 9330 )",289121,"(+/- 11900 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",115709,"(+/- 7128 )",71619,"(+/- 6223 )",70513,"(+/- 7731 )",78350,"(+/- 6091 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",159216,"(+/- 8271 )",166461,"(+/- 2337 )",192159,"(+/- 8106 )",204146,"(+/- 9210 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",15566,"(+/- 2815 )",16746,"(+/- 2834 )",11550,"(+/- 3311 )",13678,"(+/- 3164 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",16.0,"(+/- 1.6 )",6.3,"(+/- 0.9 )",5.7,"(+/- 0.8 )",10.3,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",24.9,"(+/- 2.5 )",9.7,"(+/- 1.7 )",8.6,"(+/- 1.5 )",16.1,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",26.5,"(+/- 6.9 )",12.2,"(+/- 5.5 )",7.4,"(+/- 4.4 )",15.0,"(+/- 6.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",9.6,"(+/- 1.8 )",3.6,"(+/- 0.9 )",3.5,"(+/- 0.9 )",5.5,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",14.4,"(+/- 3.6 )",4.2,"(+/- 1.8 )",4.8,"(+/- 1.4 )",7.8,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",14.3,"(+/- 9.3 )",2.4,"(+/- 2.6 )",4.1,"(+/- 3.8 )",4.3,"(+/- 3.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",29.6,"(+/- 3.9 )",17.5,"(+/- 4.3 )",12.9,"(+/- 3.0 )",24.9,"(+/- 3.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",40.6,"(+/- 5.5 )",24.0,"(+/- 6.3 )",18.3,"(+/- 4.9 )",33.6,"(+/- 5.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",43.8,"(+/- 13.0 )",38.3,"(+/- 18.7 )",18.4,"(+/- 13.2 )",42.1,"(+/- 18.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",21.3,"(+/- 1.4 )",9.8,"(+/- 0.8 )",8.0,"(+/- 0.8 )",14.0,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",29.8,"(+/- 3.3 )",12.3,"(+/- 2.0 )",9.8,"(+/- 1.8 )",20.2,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",29.5,"(+/- 3.3 )",11.6,"(+/- 2.0 )",9.4,"(+/- 1.8 )",19.8,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",32.2,"(+/- 5.6 )",16.3,"(+/- 4.1 )",10.1,"(+/- 3.3 )",19.8,"(+/- 4.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",28.5,"(+/- 3.3 )",10.0,"(+/- 2.0 )",9.2,"(+/- 2.0 )",19.8,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",18.9,"(+/- 1.2 )",9.1,"(+/- 0.7 )",7.5,"(+/- 0.8 )",11.8,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",16.2,"(+/- 2.3 )",8.4,"(+/- 1.4 )",7.2,"(+/- 1.4 )",8.8,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",17.5,"(+/- 1.8 )",6.7,"(+/- 1.0 )",5.9,"(+/- 0.9 )",11.6,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",32.2,"(+/- 1.9 )",20.8,"(+/- 1.7 )",15.9,"(+/- 1.9 )",25.6,"(+/- 2.2 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",149449,"(+/- 7242 )",168805,"(+/- 4908 )",190882,"(+/- 8135 )",192166,"(+/- 9209 )"
Education,"School Enrollment","Nursery school, preschool",5574,"(+/- 1243 )",8636,"(+/- 1543 )",12151,"(+/- 2367 )",10475,"(+/- 1857 )"
Education,"School Enrollment",Kindergarten,6411,"(+/- 1287 )",8111,"(+/- 1260 )",9565,"(+/- 1465 )",9209,"(+/- 1830 )"
Education,"School Enrollment","Elementary school (grades 1-8)",69026,"(+/- 5407 )",72999,"(+/- 2385 )",82456,"(+/- 5393 )",86752,"(+/- 5603 )"
Education,"School Enrollment","High school (grades 9-12)",34547,"(+/- 3228 )",36042,"(+/- 2389 )",41022,"(+/- 3338 )",49137,"(+/- 4016 )"
Education,"School Enrollment","College or graduate school",33891,"(+/- 2823 )",43017,"(+/- 3174 )",45688,"(+/- 3672 )",36593,"(+/- 3565 )"
Education,"Educational Attainment","Population 25 years and over",466958,"(+/- 11618 )",510159,"(+/- 2789 )",605199,"(+/- 9833 )",514258,"(+/- 10056 )"
Education,"Educational Attainment","Less than 9th grade",43899,"(+/- 4144 )",19593,"(+/- 2662 )",14748,"(+/- 2699 )",31805,"(+/- 3619 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",59083,"(+/- 4696 )",31136,"(+/- 2436 )",28386,"(+/- 3612 )",45405,"(+/- 3820 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",150861,"(+/- 6592 )",131643,"(+/- 4985 )",147290,"(+/- 8105 )",151868,"(+/- 6893 )"
Education,"Educational Attainment","Some college, no degree",108778,"(+/- 6175 )",138552,"(+/- 5238 )",162441,"(+/- 7552 )",132634,"(+/- 5932 )"
Education,"Educational Attainment","Associate's degree",30536,"(+/- 3196 )",51358,"(+/- 3851 )",52940,"(+/- 3697 )",41784,"(+/- 3076 )"
Education,"Educational Attainment","Bachelor's degree",52360,"(+/- 3755 )",87639,"(+/- 4621 )",127432,"(+/- 5509 )",72244,"(+/- 4750 )"
Education,"Educational Attainment","Graduate or professional degree",21441,"(+/- 2005 )",50238,"(+/- 3255 )",71962,"(+/- 4705 )",38518,"(+/- 3234 )"
Education,"Educational Attainment","Percent high school graduate or higher",77.9,"(+/- 1.2 )",90.1,"(+/- 0.6 )",92.9,"(+/- 0.8 )",85.0,"(+/- 0.9 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",15.8,"(+/- 0.9 )",27.0,"(+/- 1.1 )",32.9,"(+/- 1.0 )",21.5,"(+/- 1.1 )"

"Source: 2018 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",426364,G,277962,G,293155,G,153697,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",25,J,145,H,59,J,58,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",90,G,9284,G,212,G,2611,J
Business,"Paid employees for pay period including March 12",Utilities,1417,J,1603,J,746,J,990,J
Business,"Paid employees for pay period including March 12",Construction,19010,G,18927,G,23054,G,14415,G
Business,"Paid employees for pay period including March 12",Manufacturing,4593,G,24660,G,10089,G,5553,G
Business,"Paid employees for pay period including March 12","Wholesale trade",6635,G,13926,G,9331,G,6403,G
Business,"Paid employees for pay period including March 12","Retail trade",47871,G,35259,G,38008,G,22299,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",13939,G,16089,G,15006,G,9514,G
Business,"Paid employees for pay period including March 12",Information,4545,G,4633,G,5761,G,2990,H
Business,"Paid employees for pay period including March 12","Finance and insurance",7279,G,7832,G,12551,G,4911,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",10742,G,5541,G,9973,G,3222,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",15903,G,13066,G,19281,G,8385,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",10991,H,3059,G,7083,G,1826,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",27300,G,19901,G,32683,G,11878,G
Business,"Paid employees for pay period including March 12","Educational services",2229,G,2362,G,4420,G,2923,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",45295,G,35136,G,28499,G,20937,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",8177,G,8183,G,10062,G,4826,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",189134,H,48901,G,57274,G,23905,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",11171,G,9421,G,9047,G,6047,G
Business,"Paid employees for pay period including March 12","Industries not classified",18,J,34,H,16,G,4,J
Business,"Annual payroll ($1,000)","Total for all sectors",17258269,G,12795768,G,12893707,G,6379840,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",2177,J,4932,H,2949,J,2215,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",4704,H,935505,G,12773,G,216835,J
Business,"Annual payroll ($1,000)",Utilities,156081,J,161757,J,81525,J,108040,J
Business,"Annual payroll ($1,000)",Construction,1056161,G,1104111,G,1373853,G,673395,G
Business,"Annual payroll ($1,000)",Manufacturing,217095,G,1548304,G,499727,G,247614,G
Business,"Annual payroll ($1,000)","Wholesale trade",345369,G,768457,G,699663,G,351704,G
Business,"Annual payroll ($1,000)","Retail trade",1391336,G,1107190,G,1082017,G,631779,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",496797,G,724117,G,807545,H,418059,G
Business,"Annual payroll ($1,000)",Information,267050,G,330826,G,416913,G,155919,H
Business,"Annual payroll ($1,000)","Finance and insurance",438906,G,657061,G,981705,G,252948,H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",519280,G,228087,G,424648,G,145894,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",913770,G,829713,G,1359577,G,605901,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",1118726,H,242158,H,639727,H,128399,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",780401,G,610884,G,961674,G,450415,G
Business,"Annual payroll ($1,000)","Educational services",90343,H,70872,G,171837,G,105648,H
Business,"Annual payroll ($1,000)","Health care and social assistance",2169605,G,1835783,G,1435615,G,1070710,H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",356947,G,231116,G,333502,G,154375,H
Business,"Annual payroll ($1,000)","Accommodation and food services",6576175,H,1087277,G,1349346,G,480431,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",357039,G,316487,G,258574,G,179339,G
Business,"Annual payroll ($1,000)","Industries not classified",307,G,1131,H,537,G,220,G
Business,"Total Establishments","Total for all sectors",18282,X,18982,X,18799,X,9945,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",5,X,30,X,7,X,13,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",8,X,107,X,15,X,45,X
Business,"Total Establishments",Utilities,19,X,55,X,18,X,31,X
Business,"Total Establishments",Construction,989,X,1816,X,1252,X,920,X
Business,"Total Establishments",Manufacturing,335,X,808,X,409,X,274,X
Business,"Total Establishments","Wholesale trade",673,X,997,X,896,X,476,X
Business,"Total Establishments","Retail trade",3033,X,2263,X,2193,X,1199,X
Business,"Total Establishments","Transportation and warehousing",344,X,590,X,367,X,340,X
Business,"Total Establishments",Information,373,X,401,X,432,X,179,X
Business,"Total Establishments","Finance and insurance",1150,X,1156,X,1268,X,537,X
Business,"Total Establishments","Real estate and rental and leasing",1301,X,1171,X,1528,X,662,X
Business,"Total Establishments","Professional, scientific, and technical services",2413,X,2455,X,2951,X,1119,X
Business,"Total Establishments","Management of companies and enterprises",187,X,101,X,155,X,45,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1291,X,1242,X,1256,X,716,X
Business,"Total Establishments","Educational services",169,X,190,X,279,X,138,X
Business,"Total Establishments","Health care and social assistance",2020,X,1912,X,2166,X,1283,X
Business,"Total Establishments","Arts, entertainment, and recreation",398,X,429,X,601,X,213,X
Business,"Total Establishments","Accommodation and food services",2272,X,1816,X,1762,X,965,X
Business,"Total Establishments","Other services (except public administration)",1289,X,1428,X,1224,X,782,X
Business,"Total Establishments","Industries not classified",13,X,15,X,20,X,8,X

"Source: 2017 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
