Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Workers,Occupation,"Civilian employed population 16 years and over",370148,"(+/- 6994 )",430643,"(+/- 4876 )",365248,"(+/- 4757 )",335798,"(+/- 5969 )",388665,"(+/- 5354 )",367724,"(+/- 4542 )",355290,"(+/- 4654 )",380200,"(+/- 4664 )"
Workers,Occupation,"Management, business, science, and arts occupations",124867,"(+/- 4902 )",198121,"(+/- 5232 )",118830,"(+/- 3905 )",114356,"(+/- 5492 )",162670,"(+/- 5284 )",121539,"(+/- 4458 )",116161,"(+/- 3187 )",132272,"(+/- 4304 )"
Workers,Occupation,"Service occupations",61271,"(+/- 4318 )",67102,"(+/- 4162 )",63404,"(+/- 3235 )",71333,"(+/- 4387 )",54473,"(+/- 3352 )",58106,"(+/- 3598 )",57949,"(+/- 2716 )",58820,"(+/- 3286 )"
Workers,Occupation,"Sales and office occupations",84606,"(+/- 4362 )",79292,"(+/- 3955 )",74934,"(+/- 3046 )",66560,"(+/- 4060 )",87256,"(+/- 3987 )",72311,"(+/- 3470 )",70194,"(+/- 2826 )",74408,"(+/- 3720 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",33062,"(+/- 2825 )",33820,"(+/- 2253 )",34921,"(+/- 1871 )",18705,"(+/- 2216 )",27108,"(+/- 2005 )",34992,"(+/- 2662 )",39497,"(+/- 2293 )",36724,"(+/- 2115 )"
Workers,Occupation,"Production, transportation, and material moving occupations",66342,"(+/- 3861 )",52308,"(+/- 3639 )",73159,"(+/- 2957 )",64844,"(+/- 3789 )",57158,"(+/- 3176 )",80776,"(+/- 4025 )",71489,"(+/- 3109 )",77976,"(+/- 3746 )"
Workers,Industry,"Civilian employed population 16 years and over",370148,"(+/- 6994 )",430643,"(+/- 4876 )",365248,"(+/- 4757 )",335798,"(+/- 5969 )",388665,"(+/- 5354 )",367724,"(+/- 4542 )",355290,"(+/- 4654 )",380200,"(+/- 4664 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",3265,"(+/- 796 )",10189,"(+/- 1783 )",14662,"(+/- 1291 )",1355,"(+/- 481 )",3492,"(+/- 830 )",9043,"(+/- 1192 )",13345,"(+/- 1231 )",9199,"(+/- 1636 )"
Workers,Industry,Construction,23896,"(+/- 2682 )",25046,"(+/- 2212 )",22704,"(+/- 1945 )",10555,"(+/- 1767 )",22843,"(+/- 2050 )",22510,"(+/- 2367 )",26332,"(+/- 1875 )",23355,"(+/- 1795 )"
Workers,Industry,Manufacturing,72028,"(+/- 4327 )",51803,"(+/- 3131 )",57967,"(+/- 2575 )",50471,"(+/- 3525 )",73331,"(+/- 3163 )",91124,"(+/- 4152 )",68184,"(+/- 2710 )",81713,"(+/- 3601 )"
Workers,Industry,"Wholesale trade",10769,"(+/- 1576 )",9003,"(+/- 1228 )",10325,"(+/- 1175 )",6387,"(+/- 1194 )",12402,"(+/- 1550 )",8345,"(+/- 1304 )",7653,"(+/- 1010 )",10700,"(+/- 1468 )"
Workers,Industry,"Retail trade",41777,"(+/- 3668 )",42079,"(+/- 2823 )",45718,"(+/- 3569 )",37313,"(+/- 2996 )",42370,"(+/- 3193 )",35982,"(+/- 2655 )",38576,"(+/- 2011 )",39041,"(+/- 3207 )"
Workers,Industry,"Transportation and warehousing, and utilities",21505,"(+/- 2520 )",14208,"(+/- 1836 )",19449,"(+/- 1740 )",19531,"(+/- 2306 )",14965,"(+/- 1665 )",16800,"(+/- 1834 )",17883,"(+/- 1406 )",18425,"(+/- 1879 )"
Workers,Industry,Information,5194,"(+/- 1123 )",10600,"(+/- 1373 )",4514,"(+/- 996 )",6186,"(+/- 974 )",7063,"(+/- 1181 )",5384,"(+/- 1160 )",4446,"(+/- 744 )",5770,"(+/- 1506 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",19199,"(+/- 1826 )",31479,"(+/- 2845 )",20427,"(+/- 1916 )",19327,"(+/- 2422 )",27734,"(+/- 2248 )",18102,"(+/- 1531 )",19024,"(+/- 1768 )",22954,"(+/- 1835 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",30897,"(+/- 2759 )",47378,"(+/- 3341 )",22752,"(+/- 1951 )",36606,"(+/- 2506 )",37918,"(+/- 2885 )",26020,"(+/- 2259 )",21415,"(+/- 1734 )",29152,"(+/- 2632 )"
Workers,Industry,"Educational services, and health care and social assistance",83881,"(+/- 4044 )",120206,"(+/- 4711 )",87949,"(+/- 3027 )",87729,"(+/- 4034 )",92220,"(+/- 3688 )",76598,"(+/- 3953 )",82174,"(+/- 3258 )",80007,"(+/- 3640 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",29848,"(+/- 2833 )",32955,"(+/- 3017 )",30852,"(+/- 2677 )",33188,"(+/- 2773 )",29081,"(+/- 2813 )",29757,"(+/- 2725 )",27772,"(+/- 1853 )",32527,"(+/- 2765 )"
Workers,Industry,"Other services, except public administration",16218,"(+/- 1734 )",16968,"(+/- 2018 )",14686,"(+/- 1653 )",16268,"(+/- 2578 )",15511,"(+/- 1868 )",15164,"(+/- 1915 )",15335,"(+/- 1358 )",16362,"(+/- 1520 )"
Workers,Industry,"Public administration",11671,"(+/- 1499 )",18729,"(+/- 1981 )",13243,"(+/- 1344 )",10882,"(+/- 1751 )",9735,"(+/- 1514 )",12895,"(+/- 1800 )",13151,"(+/- 1271 )",10995,"(+/- 1295 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",370148,"(+/- 6994 )",430643,"(+/- 4876 )",365248,"(+/- 4757 )",335798,"(+/- 5969 )",388665,"(+/- 5354 )",367724,"(+/- 4542 )",355290,"(+/- 4654 )",380200,"(+/- 4664 )"
Workers,"Class of Worker","Private wage and salary workers",318872,"(+/- 6601 )",334953,"(+/- 5902 )",296790,"(+/- 5099 )",289466,"(+/- 6302 )",339657,"(+/- 5462 )",312913,"(+/- 5368 )",286722,"(+/- 4237 )",320596,"(+/- 4545 )"
Workers,"Class of Worker","Government workers",36064,"(+/- 2844 )",76264,"(+/- 4694 )",45778,"(+/- 2883 )",33838,"(+/- 2832 )",33949,"(+/- 2514 )",37090,"(+/- 3161 )",41494,"(+/- 2331 )",38365,"(+/- 2456 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",14639,"(+/- 1959 )",18189,"(+/- 1868 )",21301,"(+/- 1605 )",12290,"(+/- 1857 )",14702,"(+/- 1662 )",16524,"(+/- 1645 )",25730,"(+/- 1742 )",20340,"(+/- 2433 )"
Workers,"Class of Worker","Unpaid family workers",573,"(+/- 362 )",1237,"(+/- 519 )",1379,"(+/- 524 )",204,"(+/- 161 )",357,"(+/- 220 )",1197,"(+/- 487 )",1344,"(+/- 394 )",899,"(+/- 372 )"
Housing,"Housing Occupancy","Total housing units",308845,"(+/- 3008 )",339061,"(+/- 1602 )",330033,"(+/- 1715 )",312592,"(+/- 2969 )",312849,"(+/- 3000 )",328794,"(+/- 1475 )",425348,"(+/- 1628 )",353196,"(+/- 1070 )"
Housing,"Housing Occupancy","Occupied housing units",279217,"(+/- 3658 )",319184,"(+/- 3086 )",292708,"(+/- 2498 )",281405,"(+/- 3288 )",297562,"(+/- 3438 )",294811,"(+/- 2979 )",305764,"(+/- 3100 )",301309,"(+/- 2698 )"
Housing,"Housing Occupancy","Vacant housing units",29628,"(+/- 3038 )",19877,"(+/- 2889 )",37325,"(+/- 2290 )",31187,"(+/- 2672 )",15287,"(+/- 1906 )",33983,"(+/- 2768 )",119584,"(+/- 3090 )",51887,"(+/- 2695 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.0,"(+/- 0.4 )",0.5,"(+/- 0.3 )",1.0,"(+/- 0.3 )",1.3,"(+/- 0.5 )",0.7,"(+/- 0.3 )",0.8,"(+/- 0.3 )",1.3,"(+/- 0.3 )",0.9,"(+/- 0.3 )"
Housing,"Housing Occupancy","Rental vacancy rate",5.2,"(+/- 1.7 )",5.0,"(+/- 1.4 )",4.7,"(+/- 1.2 )",7.5,"(+/- 1.1 )",3.4,"(+/- 1.1 )",5.0,"(+/- 1.4 )",4.9,"(+/- 1.1 )",5.7,"(+/- 1.2 )"
Housing,"Housing Tenure","Occupied housing units",279217,"(+/- 3658 )",319184,"(+/- 3086 )",292708,"(+/- 2498 )",281405,"(+/- 3288 )",297562,"(+/- 3438 )",294811,"(+/- 2979 )",305764,"(+/- 3100 )",301309,"(+/- 2698 )"
Housing,"Housing Tenure",Owner-occupied,194441,"(+/- 4289 )",196927,"(+/- 3705 )",201172,"(+/- 3412 )",127275,"(+/- 3841 )",209089,"(+/- 3801 )",210792,"(+/- 4060 )",231702,"(+/- 3132 )",221042,"(+/- 3361 )"
Housing,"Housing Tenure",Renter-occupied,84776,"(+/- 3748 )",122257,"(+/- 3912 )",91536,"(+/- 3400 )",154130,"(+/- 4231 )",88473,"(+/- 3573 )",84019,"(+/- 3462 )",74062,"(+/- 2828 )",80267,"(+/- 3737 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.62,"(+/- 0.04 )",2.51,"(+/- 0.04 )",2.48,"(+/- 0.02 )",2.60,"(+/- 0.06 )",2.60,"(+/- 0.04 )",2.44,"(+/- 0.03 )",2.38,"(+/- 0.02 )",2.51,"(+/- 0.03 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.30,"(+/- 0.08 )",2.10,"(+/- 0.05 )",2.12,"(+/- 0.06 )",2.35,"(+/- 0.05 )",1.97,"(+/- 0.06 )",2.09,"(+/- 0.06 )",1.97,"(+/- 0.05 )",2.08,"(+/- 0.07 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",279217,"(+/- 3658 )",319184,"(+/- 3086 )",292708,"(+/- 2498 )",281405,"(+/- 3288 )",297562,"(+/- 3438 )",294811,"(+/- 2979 )",305764,"(+/- 3100 )",301309,"(+/- 2698 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",43806,"(+/- 2818 )",71606,"(+/- 3863 )",51246,"(+/- 2706 )",70089,"(+/- 3912 )",52981,"(+/- 3105 )",48755,"(+/- 2869 )",44821,"(+/- 2725 )",45187,"(+/- 3039 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",42471,"(+/- 3088 )",54687,"(+/- 3137 )",45242,"(+/- 2553 )",52500,"(+/- 3162 )",42994,"(+/- 2391 )",41665,"(+/- 2581 )",41733,"(+/- 2389 )",45275,"(+/- 2913 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",48370,"(+/- 3411 )",53545,"(+/- 3142 )",47539,"(+/- 2435 )",52251,"(+/- 3299 )",53468,"(+/- 2983 )",51711,"(+/- 2947 )",52219,"(+/- 2438 )",55473,"(+/- 2936 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",69851,"(+/- 3764 )",65068,"(+/- 2921 )",65742,"(+/- 2693 )",48878,"(+/- 3379 )",64483,"(+/- 3012 )",68109,"(+/- 3164 )",74805,"(+/- 2658 )",70159,"(+/- 2759 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",37464,"(+/- 2623 )",36251,"(+/- 2260 )",38912,"(+/- 2139 )",26953,"(+/- 2038 )",42509,"(+/- 2203 )",40086,"(+/- 1940 )",43947,"(+/- 2016 )",40379,"(+/- 1792 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",37255,"(+/- 2416 )",38027,"(+/- 2226 )",44027,"(+/- 1898 )",30734,"(+/- 2017 )",41127,"(+/- 2222 )",44485,"(+/- 2086 )",48239,"(+/- 1796 )",44836,"(+/- 1862 )"
Housing,Value,"Owner-occupied units",194441,"(+/- 4289 )",196927,"(+/- 3705 )",201172,"(+/- 3412 )",127275,"(+/- 3841 )",209089,"(+/- 3801 )",210792,"(+/- 4060 )",231702,"(+/- 3132 )",221042,"(+/- 3361 )"
Housing,Value,"Less than $50,000",5646,"(+/- 967 )",6677,"(+/- 904 )",13188,"(+/- 1178 )",9312,"(+/- 1423 )",5427,"(+/- 907 )",9095,"(+/- 1302 )",13040,"(+/- 1025 )",9371,"(+/- 1024 )"
Housing,Value,"$50,000 to $99,999",15943,"(+/- 1802 )",12012,"(+/- 1167 )",27018,"(+/- 1810 )",26529,"(+/- 2107 )",6300,"(+/- 1006 )",30070,"(+/- 2108 )",39824,"(+/- 2001 )",28213,"(+/- 2047 )"
Housing,Value,"$100,000 to $149,999",32784,"(+/- 2165 )",20329,"(+/- 1744 )",44522,"(+/- 2480 )",32839,"(+/- 2130 )",22025,"(+/- 1661 )",47816,"(+/- 2634 )",45125,"(+/- 1652 )",49305,"(+/- 2597 )"
Housing,Value,"$150,000 to $199,999",33877,"(+/- 2355 )",29475,"(+/- 2224 )",43823,"(+/- 2391 )",25896,"(+/- 2022 )",39320,"(+/- 2455 )",40772,"(+/- 2497 )",43864,"(+/- 2201 )",46655,"(+/- 2494 )"
Housing,Value,"$200,000 to $299,999",57316,"(+/- 2775 )",61482,"(+/- 2698 )",44521,"(+/- 1890 )",18007,"(+/- 1634 )",67404,"(+/- 3028 )",44223,"(+/- 2426 )",49118,"(+/- 1911 )",54612,"(+/- 2753 )"
Housing,Value,"$300,000 to $499,999",37826,"(+/- 2289 )",50324,"(+/- 2677 )",22008,"(+/- 1498 )",10084,"(+/- 1081 )",51953,"(+/- 2266 )",28694,"(+/- 1824 )",30579,"(+/- 1740 )",24414,"(+/- 1877 )"
Housing,Value,"$500,000 to $999,999",9358,"(+/- 1288 )",13696,"(+/- 1141 )",5174,"(+/- 702 )",3474,"(+/- 546 )",14020,"(+/- 1270 )",8355,"(+/- 970 )",8908,"(+/- 935 )",6079,"(+/- 900 )"
Housing,Value,"$1,000,000 or more",1691,"(+/- 565 )",2932,"(+/- 587 )",918,"(+/- 211 )",1134,"(+/- 351 )",2640,"(+/- 522 )",1767,"(+/- 403 )",1244,"(+/- 285 )",2393,"(+/- 712 )"
Housing,Value,"Median (dollars)",214800,"(+/- 3534 )",241100,"(+/- 3558 )",165200,"(+/- 1954 )",142500,"(+/- 3031 )",242700,"(+/- 2997 )",169400,"(+/- 3372 )",167200,"(+/- 1847 )",171200,"(+/- 2329 )"
Housing,"Mortgage Status","Owner-occupied units",194441,"(+/- 4289 )",196927,"(+/- 3705 )",201172,"(+/- 3412 )",127275,"(+/- 3841 )",209089,"(+/- 3801 )",210792,"(+/- 4060 )",231702,"(+/- 3132 )",221042,"(+/- 3361 )"
Housing,"Mortgage Status","Housing units with a mortgage",128048,"(+/- 3913 )",132883,"(+/- 3727 )",119292,"(+/- 3522 )",85334,"(+/- 3662 )",137162,"(+/- 3343 )",130072,"(+/- 4129 )",135156,"(+/- 2931 )",135154,"(+/- 4013 )"
Housing,"Mortgage Status","Housing units without a mortgage",66393,"(+/- 2924 )",64044,"(+/- 2279 )",81880,"(+/- 2583 )",41941,"(+/- 2245 )",71927,"(+/- 2600 )",80720,"(+/- 2603 )",96546,"(+/- 2283 )",85888,"(+/- 2791 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",128048,"(+/- 3913 )",132883,"(+/- 3727 )",119292,"(+/- 3522 )",85334,"(+/- 3662 )",137162,"(+/- 3343 )",130072,"(+/- 4129 )",135156,"(+/- 2931 )",135154,"(+/- 4013 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",717,"(+/- 387 )",653,"(+/- 397 )",1645,"(+/- 556 )",659,"(+/- 332 )",401,"(+/- 256 )",1390,"(+/- 433 )",2778,"(+/- 549 )",1317,"(+/- 503 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",20653,"(+/- 2072 )",16066,"(+/- 1324 )",31419,"(+/- 2415 )",19339,"(+/- 1948 )",14742,"(+/- 1600 )",33656,"(+/- 2198 )",38293,"(+/- 1684 )",37440,"(+/- 2443 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",43187,"(+/- 2785 )",38527,"(+/- 2633 )",47147,"(+/- 2434 )",35297,"(+/- 2784 )",43544,"(+/- 2663 )",48901,"(+/- 2746 )",51121,"(+/- 2130 )",52648,"(+/- 2594 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",33182,"(+/- 2459 )",39504,"(+/- 2544 )",22544,"(+/- 1841 )",17289,"(+/- 2073 )",40247,"(+/- 2263 )",25380,"(+/- 1737 )",25370,"(+/- 1506 )",26481,"(+/- 2011 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",16972,"(+/- 1538 )",19891,"(+/- 2138 )",10164,"(+/- 1052 )",6922,"(+/- 1053 )",19425,"(+/- 1615 )",11726,"(+/- 1298 )",8749,"(+/- 960 )",10318,"(+/- 1141 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",8314,"(+/- 1054 )",9205,"(+/- 1058 )",3663,"(+/- 538 )",2168,"(+/- 455 )",8795,"(+/- 1102 )",4562,"(+/- 901 )",4157,"(+/- 548 )",3594,"(+/- 884 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",5023,"(+/- 817 )",9037,"(+/- 1132 )",2710,"(+/- 515 )",3660,"(+/- 639 )",10008,"(+/- 1011 )",4457,"(+/- 837 )",4688,"(+/- 691 )",3356,"(+/- 679 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1494,"(+/- 29 )",1630,"(+/- 24 )",1248,"(+/- 23 )",1313,"(+/- 27 )",1604,"(+/- 23 )",1275,"(+/- 26 )",1249,"(+/- 16 )",1263,"(+/- 21 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",66393,"(+/- 2924 )",64044,"(+/- 2279 )",81880,"(+/- 2583 )",41941,"(+/- 2245 )",71927,"(+/- 2600 )",80720,"(+/- 2603 )",96546,"(+/- 2283 )",85888,"(+/- 2791 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",1212,"(+/- 430 )",1803,"(+/- 516 )",5763,"(+/- 796 )",695,"(+/- 314 )",1034,"(+/- 429 )",2760,"(+/- 611 )",7663,"(+/- 921 )",4943,"(+/- 740 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",5345,"(+/- 822 )",6707,"(+/- 1249 )",19060,"(+/- 1587 )",5987,"(+/- 1019 )",5085,"(+/- 1059 )",15857,"(+/- 1352 )",25886,"(+/- 1626 )",19571,"(+/- 1563 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",26566,"(+/- 2379 )",19557,"(+/- 1599 )",33182,"(+/- 1933 )",17459,"(+/- 1549 )",28505,"(+/- 1842 )",35050,"(+/- 2188 )",38784,"(+/- 1621 )",36427,"(+/- 2345 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",20184,"(+/- 2076 )",18884,"(+/- 1418 )",16108,"(+/- 1332 )",9831,"(+/- 1116 )",23029,"(+/- 1781 )",16332,"(+/- 1269 )",14638,"(+/- 1383 )",16625,"(+/- 1578 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",7555,"(+/- 972 )",9037,"(+/- 1150 )",4674,"(+/- 772 )",4049,"(+/- 806 )",8126,"(+/- 1055 )",5847,"(+/- 883 )",5856,"(+/- 701 )",5077,"(+/- 749 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",5531,"(+/- 1048 )",8056,"(+/- 1002 )",3093,"(+/- 511 )",3920,"(+/- 674 )",6148,"(+/- 843 )",4874,"(+/- 793 )",3719,"(+/- 609 )",3245,"(+/- 800 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",601,"(+/- 16 )",643,"(+/- 17 )",491,"(+/- 9 )",562,"(+/- 16 )",610,"(+/- 11 )",513,"(+/- 10 )",470,"(+/- 7 )",491,"(+/- 9 )"
Housing,"Gross Rent","Occupied units paying rent",82571,"(+/- 3783 )",119105,"(+/- 3935 )",85662,"(+/- 3234 )",149907,"(+/- 4351 )",86651,"(+/- 3485 )",80423,"(+/- 3209 )",67732,"(+/- 2669 )",75731,"(+/- 3596 )"
Housing,"Gross Rent","Less than $500",7052,"(+/- 1389 )",6082,"(+/- 1163 )",11350,"(+/- 1312 )",13878,"(+/- 1669 )",6185,"(+/- 1277 )",10440,"(+/- 1304 )",15400,"(+/- 1641 )",7318,"(+/- 1246 )"
Housing,"Gross Rent","$500 to $999",44038,"(+/- 3046 )",51408,"(+/- 3256 )",52896,"(+/- 2826 )",91405,"(+/- 3861 )",43793,"(+/- 2930 )",54062,"(+/- 2435 )",41802,"(+/- 2208 )",54943,"(+/- 3463 )"
Housing,"Gross Rent","$1,000 to $1,499",26014,"(+/- 2382 )",45452,"(+/- 3060 )",17762,"(+/- 2320 )",35778,"(+/- 2854 )",27492,"(+/- 2452 )",12720,"(+/- 1657 )",9180,"(+/- 1139 )",11766,"(+/- 1440 )"
Housing,"Gross Rent","$1,500 to $1,999",4476,"(+/- 1159 )",11068,"(+/- 1397 )",2148,"(+/- 644 )",6966,"(+/- 1394 )",7069,"(+/- 1230 )",1729,"(+/- 667 )",1063,"(+/- 374 )",898,"(+/- 395 )"
Housing,"Gross Rent","$2,000 to $2,499",729,"(+/- 375 )",3492,"(+/- 1134 )",573,"(+/- 330 )",1497,"(+/- 613 )",1024,"(+/- 404 )",843,"(+/- 396 )",116,"(+/- 147 )",340,"(+/- 227 )"
Housing,"Gross Rent","$2,500 to $2,999",50,"(+/- 67 )",1203,"(+/- 585 )",206,"(+/- 206 )",268,"(+/- 175 )",796,"(+/- 491 )",0,"(+/- 151 )",53,"(+/- 92 )",167,"(+/- 144 )"
Housing,"Gross Rent","$3,000 or more",212,"(+/- 223 )",400,"(+/- 288 )",727,"(+/- 580 )",115,"(+/- 135 )",292,"(+/- 298 )",629,"(+/- 332 )",118,"(+/- 85 )",299,"(+/- 230 )"
Housing,"Gross Rent","Median (dollars)",914,"(+/- 18 )",1018,"(+/- 24 )",796,"(+/- 20 )",838,"(+/- 12 )",938,"(+/- 19 )",752,"(+/- 18 )",715,"(+/- 13 )",775,"(+/- 16 )"
Housing,"Gross Rent","No rent paid",2205,"(+/- 827 )",3152,"(+/- 761 )",5874,"(+/- 852 )",4223,"(+/- 983 )",1822,"(+/- 540 )",3596,"(+/- 759 )",6330,"(+/- 901 )",4536,"(+/- 738 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",279217,"(+/- 3658 )",319184,"(+/- 3086 )",292708,"(+/- 2498 )",281405,"(+/- 3288 )",297562,"(+/- 3438 )",294811,"(+/- 2979 )",305764,"(+/- 3100 )",301309,"(+/- 2698 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",12585,"(+/- 1560 )",14173,"(+/- 1869 )",14870,"(+/- 1847 )",27595,"(+/- 2605 )",11468,"(+/- 1458 )",12834,"(+/- 1606 )",14231,"(+/- 1450 )",11134,"(+/- 1441 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",11263,"(+/- 1960 )",9545,"(+/- 1662 )",14432,"(+/- 1450 )",19898,"(+/- 2064 )",8942,"(+/- 1305 )",11842,"(+/- 1454 )",14472,"(+/- 1599 )",14173,"(+/- 1449 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",21011,"(+/- 2201 )",23236,"(+/- 2262 )",27034,"(+/- 1895 )",33426,"(+/- 2752 )",20627,"(+/- 2089 )",29309,"(+/- 2674 )",29497,"(+/- 1909 )",24769,"(+/- 2177 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",23892,"(+/- 1939 )",26187,"(+/- 2394 )",30049,"(+/- 2403 )",31030,"(+/- 2717 )",24798,"(+/- 2365 )",27148,"(+/- 1907 )",32073,"(+/- 1972 )",29865,"(+/- 2404 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",34545,"(+/- 2955 )",43289,"(+/- 2640 )",39213,"(+/- 2666 )",41319,"(+/- 3204 )",37177,"(+/- 2776 )",41063,"(+/- 2829 )",43867,"(+/- 2720 )",39385,"(+/- 2287 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",50430,"(+/- 2932 )",60923,"(+/- 3166 )",60762,"(+/- 2572 )",49020,"(+/- 2821 )",53600,"(+/- 2564 )",59742,"(+/- 3173 )",59784,"(+/- 2593 )",63080,"(+/- 3074 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",41187,"(+/- 3423 )",42749,"(+/- 2868 )",42753,"(+/- 2409 )",30273,"(+/- 2531 )",40221,"(+/- 2456 )",43179,"(+/- 2326 )",44589,"(+/- 1934 )",43134,"(+/- 2666 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",50051,"(+/- 2863 )",56570,"(+/- 3227 )",42216,"(+/- 2036 )",31234,"(+/- 2369 )",53977,"(+/- 2471 )",43194,"(+/- 2489 )",43798,"(+/- 2217 )",48486,"(+/- 2764 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",19461,"(+/- 1813 )",20882,"(+/- 2043 )",12636,"(+/- 1183 )",9081,"(+/- 1163 )",23459,"(+/- 1652 )",13756,"(+/- 1322 )",13157,"(+/- 1180 )",14739,"(+/- 1378 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",14792,"(+/- 1514 )",21630,"(+/- 1708 )",8743,"(+/- 1101 )",8529,"(+/- 1146 )",23293,"(+/- 1667 )",12744,"(+/- 1223 )",10296,"(+/- 1146 )",12544,"(+/- 1630 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",67231,"(+/- 1919 )",67394,"(+/- 1431 )",57953,"(+/- 1300 )",45057,"(+/- 1469 )",70271,"(+/- 1594 )",59868,"(+/- 1363 )",57200,"(+/- 1155 )",61423,"(+/- 947 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",85516,"(+/- 2359 )",89426,"(+/- 2066 )",71746,"(+/- 1502 )",63589,"(+/- 2156 )",95385,"(+/- 2271 )",78267,"(+/- 2058 )",73533,"(+/- 1641 )",78602,"(+/- 2554 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",706762,"(+/- 5925 )",761729,"(+/- 2847 )",713230,"(+/- 3977 )",705026,"(+/- 2610 )",725126,"(+/- 4481 )",699225,"(+/- 3716 )",700986,"(+/- 3609 )",728585,"(+/- 2499 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",670864,"(+/- 7313 )",729588,"(+/- 4422 )",668983,"(+/- 4060 )",648003,"(+/- 5131 )",699016,"(+/- 5645 )",665619,"(+/- 5226 )",653076,"(+/- 4155 )",692362,"(+/- 4604 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",529290,"(+/- 9716 )",620393,"(+/- 8613 )",539600,"(+/- 6223 )",410305,"(+/- 11111 )",592460,"(+/- 7660 )",539471,"(+/- 8727 )",510244,"(+/- 6292 )",553529,"(+/- 7238 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",237768,"(+/- 7510 )",204986,"(+/- 6994 )",237781,"(+/- 6131 )",298766,"(+/- 9907 )",207331,"(+/- 6053 )",224774,"(+/- 5783 )",259620,"(+/- 5408 )",226130,"(+/- 5990 )"
