Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Housing,"Gross Rent","Occupied units paying rent",61470,"(+/- 3263 )",82043,"(+/- 3947 )",67911,"(+/- 3218 )",71599,"(+/- 3854 )"
Housing,"Gross Rent","Less than $500",5592,"(+/- 1070 )",7206,"(+/- 1269 )",4619,"(+/- 813 )",2698,"(+/- 852 )"
Housing,"Gross Rent","$500 to $999",29665,"(+/- 2234 )",36138,"(+/- 3411 )",25666,"(+/- 2142 )",19484,"(+/- 2442 )"
Housing,"Gross Rent","$1,000 to $1,499",18603,"(+/- 2400 )",26104,"(+/- 2486 )",22972,"(+/- 2359 )",33966,"(+/- 3372 )"
Housing,"Gross Rent","$1,500 to $1,999",5585,"(+/- 1106 )",10299,"(+/- 1765 )",9661,"(+/- 1374 )",12636,"(+/- 2066 )"
Housing,"Gross Rent","$2,000 to $2,499",1001,"(+/- 561 )",1568,"(+/- 633 )",2952,"(+/- 996 )",1914,"(+/- 777 )"
Housing,"Gross Rent","$2,500 to $2,999",601,"(+/- 505 )",109,"(+/- 110 )",480,"(+/- 284 )",440,"(+/- 441 )"
Housing,"Gross Rent","$3,000 or more",423,"(+/- 280 )",619,"(+/- 486 )",1561,"(+/- 695 )",461,"(+/- 329 )"
Housing,"Gross Rent","Median (dollars)",922,"(+/- 33 )",976,"(+/- 24 )",1068,"(+/- 33 )",1178,"(+/- 31 )"
Housing,"Gross Rent","No rent paid",2465,"(+/- 597 )",4239,"(+/- 1043 )",2973,"(+/- 695 )",2208,"(+/- 738 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",244538,"(+/- 3141 )",264379,"(+/- 4077 )",234958,"(+/- 3385 )",255016,"(+/- 4192 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",10498,"(+/- 1464 )",13488,"(+/- 1808 )",7981,"(+/- 1296 )",7280,"(+/- 1706 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",6406,"(+/- 1246 )",9620,"(+/- 1920 )",6477,"(+/- 1152 )",5117,"(+/- 1281 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",13524,"(+/- 1891 )",19416,"(+/- 2043 )",14880,"(+/- 1537 )",13991,"(+/- 1870 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",18418,"(+/- 1937 )",24766,"(+/- 2213 )",18144,"(+/- 1842 )",15472,"(+/- 2020 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",30365,"(+/- 2435 )",36598,"(+/- 2938 )",27113,"(+/- 2737 )",30073,"(+/- 2872 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",47730,"(+/- 3116 )",51424,"(+/- 3304 )",43308,"(+/- 3186 )",52369,"(+/- 3643 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",43488,"(+/- 3271 )",35876,"(+/- 2497 )",34105,"(+/- 2250 )",39932,"(+/- 3091 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",45051,"(+/- 2920 )",43951,"(+/- 3405 )",43099,"(+/- 2423 )",56902,"(+/- 3766 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",16317,"(+/- 1563 )",14508,"(+/- 1834 )",18782,"(+/- 1691 )",18902,"(+/- 2240 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",12741,"(+/- 1521 )",14732,"(+/- 1686 )",21069,"(+/- 2122 )",14978,"(+/- 1746 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",72123,"(+/- 1633 )",62424,"(+/- 2097 )",74706,"(+/- 1984 )",76474,"(+/- 1864 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",86711,"(+/- 2068 )",83299,"(+/- 2414 )",100537,"(+/- 3199 )",94687,"(+/- 2861 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",770128,"(+/- 5511 )",771159,"(+/- 9059 )",770128,"(+/- 6031 )",824158,"(+/- 9879 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",712712,"(+/- 7033 )",684241,"(+/- 10072 )",709478,"(+/- 6818 )",733778,"(+/- 10955 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",625859,"(+/- 9030 )",577499,"(+/- 11821 )",621206,"(+/- 8506 )",638262,"(+/- 11313 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",158665,"(+/- 6654 )",190075,"(+/- 7623 )",159744,"(+/- 7362 )",158030,"(+/- 9224 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",57416,"(+/- 5353 )",86918,"(+/- 9749 )",60650,"(+/- 4695 )",90380,"(+/- 9194 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",247590,"(+/- 3792 )",222787,"(+/- 7040 )",241417,"(+/- 5172 )",271200,"(+/- 7898 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",13829,"(+/- 2810 )",20275,"(+/- 4006 )",14745,"(+/- 2010 )",23409,"(+/- 4555 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",6.6,"(+/- 0.9 )",6.7,"(+/- 1.1 )",6.4,"(+/- 0.9 )",5.0,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.6,"(+/- 1.2 )",10.0,"(+/- 1.8 )",8.0,"(+/- 1.4 )",7.1,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",13.1,"(+/- 4.1 )",12.6,"(+/- 4.1 )",10.1,"(+/- 3.0 )",4.1,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.9,"(+/- 0.8 )",3.2,"(+/- 0.9 )",4.3,"(+/- 0.8 )",3.2,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.1,"(+/- 1.1 )",3.1,"(+/- 1.4 )",4.8,"(+/- 1.0 )",3.8,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",5.4,"(+/- 3.1 )",4.2,"(+/- 3.2 )",7.4,"(+/- 2.6 )",3.3,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",24.9,"(+/- 5.0 )",26.6,"(+/- 4.9 )",22.1,"(+/- 4.9 )",17.0,"(+/- 4.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",31.2,"(+/- 6.3 )",38.0,"(+/- 6.5 )",29.7,"(+/- 7.8 )",27.2,"(+/- 7.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",40.5,"(+/- 16.5 )",56.3,"(+/- 18.1 )",48.5,"(+/- 18.8 )",13.9,"(+/- 16.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",8.7,"(+/- 0.8 )",10.8,"(+/- 1.1 )",9.8,"(+/- 1.0 )",7.0,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",9.7,"(+/- 1.5 )",10.5,"(+/- 2.2 )",9.4,"(+/- 1.8 )",8.7,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",9.4,"(+/- 1.5 )",10.2,"(+/- 2.2 )",9.2,"(+/- 1.8 )",8.5,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",11.5,"(+/- 2.6 )",12.4,"(+/- 3.7 )",10.7,"(+/- 2.6 )",8.0,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",8.6,"(+/- 1.7 )",9.4,"(+/- 2.2 )",8.7,"(+/- 2.0 )",8.7,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",8.2,"(+/- 0.8 )",11.0,"(+/- 1.0 )",10.0,"(+/- 0.9 )",6.2,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.5,"(+/- 1.3 )",6.8,"(+/- 1.4 )",5.6,"(+/- 1.4 )",5.2,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",6.5,"(+/- 0.8 )",6.7,"(+/- 1.2 )",6.6,"(+/- 1.0 )",5.6,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",24.7,"(+/- 2.7 )",29.3,"(+/- 2.4 )",32.7,"(+/- 2.8 )",16.3,"(+/- 2.0 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",245532,"(+/- 4361 )",234274,"(+/- 7710 )",274834,"(+/- 6058 )",256512,"(+/- 7126 )"
Education,"School Enrollment","Nursery school, preschool",12370,"(+/- 1629 )",13709,"(+/- 2342 )",14528,"(+/- 1531 )",17758,"(+/- 2530 )"
Education,"School Enrollment",Kindergarten,12633,"(+/- 1464 )",11284,"(+/- 1705 )",10696,"(+/- 1491 )",13676,"(+/- 2023 )"
Education,"School Enrollment","Elementary school (grades 1-8)",106536,"(+/- 2917 )",92797,"(+/- 4560 )",100609,"(+/- 4029 )",118836,"(+/- 5836 )"
Education,"School Enrollment","High school (grades 9-12)",53797,"(+/- 2404 )",51417,"(+/- 2881 )",55219,"(+/- 2567 )",54070,"(+/- 2753 )"
Education,"School Enrollment","College or graduate school",60196,"(+/- 3115 )",65067,"(+/- 4854 )",93782,"(+/- 3755 )",52172,"(+/- 4127 )"
Education,"Educational Attainment","Population 25 years and over",455801,"(+/- 3311 )",486080,"(+/- 5967 )",429142,"(+/- 5050 )",500879,"(+/- 7409 )"
Education,"Educational Attainment","Less than 9th grade",9249,"(+/- 2077 )",14838,"(+/- 2775 )",8166,"(+/- 1766 )",15108,"(+/- 2460 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",24243,"(+/- 2965 )",28622,"(+/- 3284 )",15574,"(+/- 2009 )",26282,"(+/- 3327 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",113749,"(+/- 5498 )",115716,"(+/- 4824 )",72011,"(+/- 3921 )",121931,"(+/- 6111 )"
Education,"Educational Attainment","Some college, no degree",120561,"(+/- 4776 )",112965,"(+/- 5513 )",105415,"(+/- 4373 )",123219,"(+/- 5879 )"
Education,"Educational Attainment","Associate's degree",42467,"(+/- 3121 )",49121,"(+/- 4163 )",45600,"(+/- 3004 )",54620,"(+/- 3901 )"
Education,"Educational Attainment","Bachelor's degree",99244,"(+/- 4297 )",103256,"(+/- 5700 )",116759,"(+/- 4425 )",108302,"(+/- 5639 )"
Education,"Educational Attainment","Graduate or professional degree",46288,"(+/- 2944 )",61562,"(+/- 3777 )",65617,"(+/- 3784 )",51417,"(+/- 3549 )"
Education,"Educational Attainment","Percent high school graduate or higher",92.7,"(+/- 0.8 )",91.1,"(+/- 0.9 )",94.5,"(+/- 0.6 )",91.7,"(+/- 0.8 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",31.9,"(+/- 1.0 )",33.9,"(+/- 1.4 )",42.5,"(+/- 1.2 )",31.9,"(+/- 1.3 )"

"Source: 2018 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",239050,G,380794,G,268334,G,319916,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",214,H,118,J,51,J,40,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",2638,H,1306,H,1099,G,1654,J
Business,"Paid employees for pay period including March 12",Utilities,601,J,1919,H,743,J,441,J
Business,"Paid employees for pay period including March 12",Construction,16971,G,21543,G,15175,G,29764,G
Business,"Paid employees for pay period including March 12",Manufacturing,41442,G,38149,G,15616,G,27956,G
Business,"Paid employees for pay period including March 12","Wholesale trade",7643,G,20822,G,8275,G,16543,G
Business,"Paid employees for pay period including March 12","Retail trade",34909,G,39878,G,37399,G,42751,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",9468,G,29426,G,3331,G,8454,G
Business,"Paid employees for pay period including March 12",Information,3695,G,11180,G,16317,G,19873,G
Business,"Paid employees for pay period including March 12","Finance and insurance",8654,G,22037,G,13249,G,20375,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",4174,G,5437,G,4680,G,5109,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",15815,G,27871,G,18284,G,27638,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",2776,H,10668,H,2712,G,9992,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",13030,G,21543,G,24165,H,28434,G
Business,"Paid employees for pay period including March 12","Educational services",3412,G,6920,H,34957,J,7499,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",29364,G,44861,G,33499,G,36237,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",8882,G,5904,H,4407,G,4167,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",28321,G,38491,G,28165,G,24551,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",7020,G,32689,G,6173,G,8433,G
Business,"Paid employees for pay period including March 12","Industries not classified",21,J,32,H,37,H,5,G
Business,"Annual payroll ($1,000)","Total for all sectors",9413859,G,19041752,G,11331778,G,15116921,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",16470,H,9825,J,1070,H,2046,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",187127,H,93767,J,76552,H,135804,J
Business,"Annual payroll ($1,000)",Utilities,50636,H,202556,H,66436,J,31627,J
Business,"Annual payroll ($1,000)",Construction,803960,G,1116597,G,767867,G,1731931,G
Business,"Annual payroll ($1,000)",Manufacturing,2221600,G,2473715,G,817057,G,1500973,G
Business,"Annual payroll ($1,000)","Wholesale trade",398261,G,1315284,G,567863,G,1010040,G
Business,"Annual payroll ($1,000)","Retail trade",914193,G,1161632,G,1021403,G,1400833,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",445550,G,1650972,G,158790,G,374501,G
Business,"Annual payroll ($1,000)",Information,170654,G,795286,G,1399759,G,1252390,G
Business,"Annual payroll ($1,000)","Finance and insurance",513474,G,1666497,G,912656,G,1335080,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",159616,G,271296,G,203231,G,243674,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",814405,G,1836590,G,1052615,G,1570659,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",200326,H,1073179,H,263860,G,722193,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",382471,G,805535,G,925939,H,1082403,G
Business,"Annual payroll ($1,000)","Educational services",89187,G,222756,H,1007532,J,252639,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1207969,G,2256711,H,1382910,G,1709252,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",142945,G,138470,H,79184,G,80110,G
Business,"Annual payroll ($1,000)","Accommodation and food services",491067,G,710849,G,460351,G,391394,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",203616,G,1239472,G,165037,G,289064,G
Business,"Annual payroll ($1,000)","Industries not classified",332,H,763,H,1666,H,308,H
Business,"Total Establishments","Total for all sectors",18482,X,21844,X,19699,X,19648,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",37,X,16,X,22,X,20,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",240,X,66,X,54,X,25,X
Business,"Total Establishments",Utilities,48,X,91,X,56,X,23,X
Business,"Total Establishments",Construction,2538,X,2311,X,2120,X,2627,X
Business,"Total Establishments",Manufacturing,792,X,1017,X,641,X,916,X
Business,"Total Establishments","Wholesale trade",683,X,1091,X,712,X,1107,X
Business,"Total Establishments","Retail trade",2489,X,2587,X,2535,X,2331,X
Business,"Total Establishments","Transportation and warehousing",697,X,823,X,357,X,460,X
Business,"Total Establishments",Information,265,X,524,X,517,X,388,X
Business,"Total Establishments","Finance and insurance",1087,X,1356,X,1402,X,1380,X
Business,"Total Establishments","Real estate and rental and leasing",1326,X,1424,X,1527,X,1286,X
Business,"Total Establishments","Professional, scientific, and technical services",2179,X,2989,X,3091,X,2566,X
Business,"Total Establishments","Management of companies and enterprises",77,X,171,X,110,X,160,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1017,X,1188,X,1078,X,1231,X
Business,"Total Establishments","Educational services",237,X,281,X,364,X,312,X
Business,"Total Establishments","Health care and social assistance",1926,X,2128,X,2232,X,1978,X
Business,"Total Establishments","Arts, entertainment, and recreation",289,X,322,X,346,X,221,X
Business,"Total Establishments","Accommodation and food services",1326,X,1915,X,1359,X,1310,X
Business,"Total Establishments","Other services (except public administration)",1210,X,1532,X,1160,X,1296,X
Business,"Total Establishments","Industries not classified",19,X,12,X,16,X,11,X

"Source: 2017 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
