Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Workers,"Employment Status","Not in labor force",237855,"(+/- 5826 )",218137,"(+/- 6212 )",199302,"(+/- 6517 )",199158,"(+/- 6522 )",192420,"(+/- 6690 )",212107,"(+/- 7071 )",213139,"(+/- 8380 )",188045,"(+/- 6177 )",235741,"(+/- 6531 )"
Workers,"Employment Status","Civilian labor force",366801,"(+/- 6304 )",401847,"(+/- 8264 )",421104,"(+/- 9277 )",420617,"(+/- 7752 )",451208,"(+/- 8869 )",428162,"(+/- 7147 )",484977,"(+/- 11289 )",445398,"(+/- 7893 )",383590,"(+/- 7980 )"
Workers,"Employment Status","Unemployment Rate",4.6,"(+/- 0.6 )",4.7,"(+/- 0.6 )",6.0,"(+/- 0.7 )",4.2,"(+/- 0.5 )",3.6,"(+/- 0.5 )",4.1,"(+/- 0.6 )",6.6,"(+/- 0.8 )",4.4,"(+/- 0.5 )",4.3,"(+/- 0.6 )"
Workers,"Commuting to Work","Workers 16 years and over",345233,"(+/- 6669 )",376424,"(+/- 7679 )",389331,"(+/- 9432 )",397789,"(+/- 7963 )",428079,"(+/- 9075 )",401640,"(+/- 7454 )",443841,"(+/- 10864 )",417950,"(+/- 7640 )",358679,"(+/- 7961 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",282915,"(+/- 6521 )",295950,"(+/- 7290 )",310462,"(+/- 8777 )",296306,"(+/- 8327 )",275024,"(+/- 8547 )",303296,"(+/- 7588 )",173522,"(+/- 7064 )",263849,"(+/- 7419 )",281440,"(+/- 7355 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",26309,"(+/- 2986 )",26328,"(+/- 2751 )",30930,"(+/- 3567 )",25143,"(+/- 2904 )",30193,"(+/- 3373 )",30203,"(+/- 3283 )",27309,"(+/- 3388 )",34090,"(+/- 3807 )",34239,"(+/- 3630 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",4837,"(+/- 1296 )",7527,"(+/- 1556 )",11219,"(+/- 2034 )",31767,"(+/- 2753 )",61345,"(+/- 4438 )",26067,"(+/- 3160 )",142510,"(+/- 7236 )",69217,"(+/- 3807 )",8971,"(+/- 1583 )"
Workers,"Commuting to Work",Walked,11356,"(+/- 1771 )",17343,"(+/- 2385 )",9642,"(+/- 1897 )",12865,"(+/- 1655 )",21550,"(+/- 2773 )",13239,"(+/- 2182 )",63123,"(+/- 3743 )",21963,"(+/- 2822 )",9989,"(+/- 1846 )"
Workers,"Commuting to Work","Other means",4131,"(+/- 882 )",6828,"(+/- 1706 )",5477,"(+/- 1585 )",6769,"(+/- 1650 )",14316,"(+/- 2084 )",6102,"(+/- 1573 )",21862,"(+/- 2522 )",8834,"(+/- 1601 )",4061,"(+/- 949 )"
Workers,"Commuting to Work","Worked at home",15685,"(+/- 2234 )",22448,"(+/- 2564 )",21601,"(+/- 2322 )",24939,"(+/- 2704 )",25651,"(+/- 2477 )",22733,"(+/- 2352 )",15515,"(+/- 2110 )",19997,"(+/- 2289 )",19979,"(+/- 2219 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",23.3,"(+/- 0.6 )",29.1,"(+/- 0.6 )",29.7,"(+/- 0.6 )",32.0,"(+/- 0.6 )",32.3,"(+/- 0.7 )",32.4,"(+/- 0.8 )",32.4,"(+/- 0.6 )",33.7,"(+/- 0.7 )",27.4,"(+/- 0.7 )"
Workers,Occupation,"Civilian employed population 16 years and over",350075,"(+/- 6666 )",383131,"(+/- 7526 )",395716,"(+/- 9480 )",402996,"(+/- 8002 )",434824,"(+/- 9038 )",410662,"(+/- 7399 )",452855,"(+/- 10861 )",425766,"(+/- 7902 )",366959,"(+/- 7734 )"
Workers,Occupation,"Management, business, science, and arts occupations",135631,"(+/- 5061 )",177316,"(+/- 6433 )",167430,"(+/- 6159 )",213209,"(+/- 6528 )",256678,"(+/- 6947 )",198239,"(+/- 6085 )",220189,"(+/- 7845 )",212974,"(+/- 7138 )",138532,"(+/- 5763 )"
Workers,Occupation,"Service occupations",72098,"(+/- 4631 )",65371,"(+/- 4695 )",66671,"(+/- 4401 )",56973,"(+/- 4780 )",61491,"(+/- 4742 )",65880,"(+/- 4528 )",93217,"(+/- 6625 )",70338,"(+/- 5828 )",75588,"(+/- 4888 )"
Workers,Occupation,"Sales and office occupations",68712,"(+/- 4121 )",73525,"(+/- 4527 )",79788,"(+/- 4218 )",80096,"(+/- 4834 )",70229,"(+/- 4948 )",82629,"(+/- 4702 )",83427,"(+/- 5355 )",82657,"(+/- 5310 )",76356,"(+/- 3914 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",25608,"(+/- 2751 )",24610,"(+/- 2795 )",29893,"(+/- 3134 )",23924,"(+/- 3056 )",19905,"(+/- 2523 )",28514,"(+/- 3462 )",19793,"(+/- 3279 )",26200,"(+/- 2828 )",37536,"(+/- 2827 )"
Workers,Occupation,"Production, transportation, and material moving occupations",48026,"(+/- 3424 )",42309,"(+/- 4024 )",51934,"(+/- 4145 )",28794,"(+/- 2971 )",26521,"(+/- 2841 )",35400,"(+/- 2646 )",36229,"(+/- 3978 )",33597,"(+/- 3510 )",38947,"(+/- 3468 )"
Workers,Industry,"Civilian employed population 16 years and over",350075,"(+/- 6666 )",383131,"(+/- 7526 )",395716,"(+/- 9480 )",402996,"(+/- 8002 )",434824,"(+/- 9038 )",410662,"(+/- 7399 )",452855,"(+/- 10861 )",425766,"(+/- 7902 )",366959,"(+/- 7734 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",2212,"(+/- 827 )",2455,"(+/- 738 )",782,"(+/- 344 )",1032,"(+/- 575 )",1491,"(+/- 782 )",1840,"(+/- 794 )",439,"(+/- 311 )",1222,"(+/- 595 )",2805,"(+/- 874 )"
Workers,Industry,Construction,19152,"(+/- 2270 )",21107,"(+/- 2798 )",24355,"(+/- 2744 )",18741,"(+/- 2238 )",16763,"(+/- 2544 )",25804,"(+/- 2836 )",17982,"(+/- 2970 )",25779,"(+/- 3152 )",34278,"(+/- 3254 )"
Workers,Industry,Manufacturing,36001,"(+/- 3079 )",36544,"(+/- 3500 )",57978,"(+/- 4519 )",34044,"(+/- 2926 )",35777,"(+/- 3788 )",36835,"(+/- 2835 )",22974,"(+/- 2477 )",22663,"(+/- 2486 )",27557,"(+/- 3027 )"
Workers,Industry,"Wholesale trade",9454,"(+/- 2138 )",8555,"(+/- 1640 )",7117,"(+/- 1527 )",10884,"(+/- 1771 )",8066,"(+/- 1543 )",9871,"(+/- 1800 )",6703,"(+/- 1519 )",8572,"(+/- 1333 )",8511,"(+/- 1418 )"
Workers,Industry,"Retail trade",36245,"(+/- 3717 )",39590,"(+/- 3490 )",46160,"(+/- 4149 )",43288,"(+/- 3239 )",34810,"(+/- 3273 )",40285,"(+/- 3193 )",37684,"(+/- 4139 )",40510,"(+/- 3381 )",42209,"(+/- 3444 )"
Workers,Industry,"Transportation and warehousing, and utilities",18515,"(+/- 2250 )",18723,"(+/- 2335 )",15960,"(+/- 2168 )",14869,"(+/- 2092 )",12113,"(+/- 2197 )",16219,"(+/- 2206 )",17810,"(+/- 2429 )",16337,"(+/- 2114 )",16376,"(+/- 2022 )"
Workers,Industry,Information,5305,"(+/- 1358 )",6838,"(+/- 1366 )",8252,"(+/- 1346 )",8559,"(+/- 1339 )",14455,"(+/- 2090 )",8463,"(+/- 1406 )",9459,"(+/- 1748 )",8836,"(+/- 1476 )",6684,"(+/- 1492 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",21464,"(+/- 2358 )",23322,"(+/- 2674 )",22766,"(+/- 2452 )",32233,"(+/- 2714 )",34486,"(+/- 2867 )",28628,"(+/- 2735 )",32710,"(+/- 2993 )",44113,"(+/- 3853 )",23796,"(+/- 2202 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",30041,"(+/- 3108 )",42943,"(+/- 3382 )",54722,"(+/- 4230 )",60649,"(+/- 3682 )",81936,"(+/- 4413 )",63001,"(+/- 4468 )",76117,"(+/- 4113 )",70334,"(+/- 4386 )",41857,"(+/- 3768 )"
Workers,Industry,"Educational services, and health care and social assistance",110893,"(+/- 4764 )",123719,"(+/- 5329 )",95748,"(+/- 4659 )",114507,"(+/- 5361 )",127760,"(+/- 5070 )",105551,"(+/- 5269 )",144394,"(+/- 7144 )",115229,"(+/- 5269 )",91585,"(+/- 4204 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",29055,"(+/- 3360 )",28143,"(+/- 3099 )",33882,"(+/- 3688 )",29029,"(+/- 3237 )",32337,"(+/- 3852 )",37170,"(+/- 4027 )",48936,"(+/- 5006 )",38579,"(+/- 3760 )",38808,"(+/- 3576 )"
Workers,Industry,"Other services, except public administration",15962,"(+/- 1955 )",17278,"(+/- 2581 )",15105,"(+/- 2450 )",18854,"(+/- 2514 )",20942,"(+/- 2722 )",21950,"(+/- 2899 )",22532,"(+/- 2912 )",17434,"(+/- 2214 )",18415,"(+/- 2162 )"
Workers,Industry,"Public administration",15776,"(+/- 2488 )",13914,"(+/- 2601 )",12889,"(+/- 1577 )",16307,"(+/- 1829 )",13888,"(+/- 2013 )",15045,"(+/- 2137 )",15115,"(+/- 2505 )",16158,"(+/- 2253 )",14078,"(+/- 1829 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",350075,"(+/- 6666 )",383131,"(+/- 7526 )",395716,"(+/- 9480 )",402996,"(+/- 8002 )",434824,"(+/- 9038 )",410662,"(+/- 7399 )",452855,"(+/- 10861 )",425766,"(+/- 7902 )",366959,"(+/- 7734 )"
Workers,"Class of Worker","Private wage and salary workers",277880,"(+/- 6223 )",302907,"(+/- 7540 )",327845,"(+/- 9115 )",333288,"(+/- 8078 )",365318,"(+/- 8482 )",339080,"(+/- 6677 )",391289,"(+/- 10116 )",356559,"(+/- 7902 )",295166,"(+/- 7820 )"
Workers,"Class of Worker","Government workers",52481,"(+/- 3188 )",57481,"(+/- 4149 )",45680,"(+/- 2803 )",45687,"(+/- 3478 )",44289,"(+/- 3205 )",46589,"(+/- 3471 )",40642,"(+/- 3989 )",48805,"(+/- 4034 )",44529,"(+/- 3926 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",18925,"(+/- 2194 )",22042,"(+/- 2688 )",21636,"(+/- 2318 )",23003,"(+/- 2613 )",24592,"(+/- 3048 )",24665,"(+/- 2830 )",20466,"(+/- 3258 )",19889,"(+/- 2315 )",26822,"(+/- 2695 )"
Workers,"Class of Worker","Unpaid family workers",789,"(+/- 452 )",701,"(+/- 329 )",555,"(+/- 302 )",1018,"(+/- 617 )",625,"(+/- 305 )",328,"(+/- 227 )",458,"(+/- 312 )",513,"(+/- 369 )",442,"(+/- 268 )"
Housing,"Housing Occupancy","Total housing units",322376,"(+/- 2434 )",306991,"(+/- 3537 )",294086,"(+/- 5218 )",299759,"(+/- 4915 )",314917,"(+/- 4833 )",313077,"(+/- 3745 )",332133,"(+/- 4298 )",321743,"(+/- 5432 )",409961,"(+/- 3923 )"
Housing,"Housing Occupancy","Occupied housing units",288420,"(+/- 3318 )",280279,"(+/- 5069 )",279358,"(+/- 4718 )",279926,"(+/- 5118 )",300644,"(+/- 4826 )",294705,"(+/- 3847 )",308906,"(+/- 4821 )",301338,"(+/- 5581 )",290718,"(+/- 5418 )"
Housing,"Housing Occupancy","Vacant housing units",33956,"(+/- 2853 )",26712,"(+/- 3366 )",14728,"(+/- 2276 )",19833,"(+/- 2863 )",14273,"(+/- 2274 )",18372,"(+/- 2683 )",23227,"(+/- 2781 )",20405,"(+/- 2781 )",119243,"(+/- 4438 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.2,"(+/- 0.5 )",1.1,"(+/- 0.5 )",0.6,"(+/- 0.3 )",0.9,"(+/- 0.5 )",0.4,"(+/- 0.3 )",0.6,"(+/- 0.3 )",0.7,"(+/- 0.4 )",0.9,"(+/- 0.5 )",1.5,"(+/- 0.6 )"
Housing,"Housing Occupancy","Rental vacancy rate",3.4,"(+/- 1.2 )",5.6,"(+/- 1.6 )",4.1,"(+/- 1.1 )",4.5,"(+/- 1.4 )",3.0,"(+/- 1.1 )",2.1,"(+/- 1.0 )",2.6,"(+/- 0.5 )",3.7,"(+/- 1.2 )",4.5,"(+/- 1.3 )"
Housing,"Housing Tenure","Occupied housing units",288420,"(+/- 3318 )",280279,"(+/- 5069 )",279358,"(+/- 4718 )",279926,"(+/- 5118 )",300644,"(+/- 4826 )",294705,"(+/- 3847 )",308906,"(+/- 4821 )",301338,"(+/- 5581 )",290718,"(+/- 5418 )"
Housing,"Housing Tenure",Owner-occupied,183088,"(+/- 3853 )",180957,"(+/- 4233 )",176536,"(+/- 4536 )",199686,"(+/- 4035 )",181796,"(+/- 4973 )",204917,"(+/- 4247 )",101585,"(+/- 4484 )",180575,"(+/- 5038 )",211572,"(+/- 4948 )"
Housing,"Housing Tenure",Renter-occupied,105332,"(+/- 4102 )",99322,"(+/- 4015 )",102822,"(+/- 4362 )",80240,"(+/- 3997 )",118848,"(+/- 4516 )",89788,"(+/- 3823 )",207321,"(+/- 5035 )",120763,"(+/- 5266 )",79146,"(+/- 4276 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.60,"(+/- 0.05 )",2.72,"(+/- 0.04 )",2.84,"(+/- 0.06 )",2.83,"(+/- 0.05 )",2.69,"(+/- 0.05 )",2.75,"(+/- 0.05 )",2.70,"(+/- 0.08 )",2.77,"(+/- 0.05 )",2.59,"(+/- 0.05 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.24,"(+/- 0.07 )",2.10,"(+/- 0.07 )",2.45,"(+/- 0.07 )",2.16,"(+/- 0.09 )",2.17,"(+/- 0.06 )",2.20,"(+/- 0.07 )",2.37,"(+/- 0.05 )",2.05,"(+/- 0.06 )",2.28,"(+/- 0.09 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",288420,"(+/- 3318 )",280279,"(+/- 5069 )",279358,"(+/- 4718 )",279926,"(+/- 5118 )",300644,"(+/- 4826 )",294705,"(+/- 3847 )",308906,"(+/- 4821 )",301338,"(+/- 5581 )",290718,"(+/- 5418 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",44369,"(+/- 3547 )",42547,"(+/- 3192 )",44197,"(+/- 3170 )",39878,"(+/- 3164 )",58018,"(+/- 3785 )",39746,"(+/- 3014 )",77512,"(+/- 4587 )",51766,"(+/- 3883 )",38031,"(+/- 3099 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",39321,"(+/- 2888 )",43112,"(+/- 3107 )",43901,"(+/- 2786 )",39072,"(+/- 3430 )",44652,"(+/- 3588 )",44748,"(+/- 2865 )",61408,"(+/- 3712 )",51395,"(+/- 3770 )",40631,"(+/- 3601 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",48082,"(+/- 2695 )",51851,"(+/- 3186 )",55033,"(+/- 3714 )",49331,"(+/- 3131 )",59154,"(+/- 4238 )",53510,"(+/- 3824 )",60250,"(+/- 3784 )",59749,"(+/- 3758 )",53547,"(+/- 3781 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",64174,"(+/- 3317 )",64273,"(+/- 3895 )",60635,"(+/- 3344 )",62375,"(+/- 3227 )",58257,"(+/- 4016 )",64436,"(+/- 3575 )",57236,"(+/- 3519 )",58720,"(+/- 3544 )",65766,"(+/- 4220 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",37943,"(+/- 2956 )",36040,"(+/- 3196 )",36838,"(+/- 2649 )",43404,"(+/- 3031 )",33472,"(+/- 2930 )",40743,"(+/- 2781 )",24792,"(+/- 2421 )",36710,"(+/- 2799 )",42404,"(+/- 3018 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",54531,"(+/- 2532 )",42456,"(+/- 2531 )",38754,"(+/- 2612 )",45866,"(+/- 2688 )",47091,"(+/- 2949 )",51522,"(+/- 3201 )",27708,"(+/- 2617 )",42998,"(+/- 2655 )",50339,"(+/- 3350 )"
Housing,Value,"Owner-occupied units",183088,"(+/- 3853 )",180957,"(+/- 4233 )",176536,"(+/- 4536 )",199686,"(+/- 4035 )",181796,"(+/- 4973 )",204917,"(+/- 4247 )",101585,"(+/- 4484 )",180575,"(+/- 5038 )",211572,"(+/- 4948 )"
Housing,Value,"Less than $50,000",4802,"(+/- 845 )",2573,"(+/- 675 )",2401,"(+/- 712 )",2678,"(+/- 682 )",1482,"(+/- 628 )",2501,"(+/- 719 )",1384,"(+/- 532 )",2693,"(+/- 771 )",3234,"(+/- 819 )"
Housing,Value,"$50,000 to $99,999",7186,"(+/- 1354 )",3335,"(+/- 944 )",2173,"(+/- 672 )",2606,"(+/- 751 )",343,"(+/- 248 )",1910,"(+/- 869 )",485,"(+/- 270 )",655,"(+/- 367 )",2096,"(+/- 603 )"
Housing,Value,"$100,000 to $149,999",20933,"(+/- 2064 )",8926,"(+/- 1352 )",6058,"(+/- 1322 )",3351,"(+/- 979 )",1104,"(+/- 464 )",1053,"(+/- 452 )",516,"(+/- 353 )",2420,"(+/- 997 )",3075,"(+/- 760 )"
Housing,Value,"$150,000 to $199,999",38912,"(+/- 2823 )",19947,"(+/- 1849 )",12292,"(+/- 1514 )",6064,"(+/- 1395 )",2333,"(+/- 1045 )",4614,"(+/- 1025 )",1339,"(+/- 524 )",4186,"(+/- 1106 )",9805,"(+/- 1519 )"
Housing,Value,"$200,000 to $299,999",59303,"(+/- 3435 )",61037,"(+/- 3219 )",37550,"(+/- 2925 )",31067,"(+/- 2491 )",10453,"(+/- 1553 )",17779,"(+/- 2041 )",8906,"(+/- 1515 )",20519,"(+/- 1893 )",45552,"(+/- 3535 )"
Housing,Value,"$300,000 to $499,999",40619,"(+/- 2559 )",61254,"(+/- 3574 )",71314,"(+/- 3548 )",68913,"(+/- 3279 )",52990,"(+/- 3442 )",84126,"(+/- 3252 )",35198,"(+/- 2449 )",71890,"(+/- 3429 )",86687,"(+/- 4052 )"
Housing,Value,"$500,000 to $999,999",9683,"(+/- 1357 )",22047,"(+/- 1984 )",39399,"(+/- 2214 )",58753,"(+/- 2999 )",88882,"(+/- 3672 )",84865,"(+/- 3217 )",38226,"(+/- 2867 )",64781,"(+/- 3035 )",51514,"(+/- 2834 )"
Housing,Value,"$1,000,000 or more",1650,"(+/- 523 )",1838,"(+/- 700 )",5349,"(+/- 1171 )",26254,"(+/- 2037 )",24209,"(+/- 2190 )",8069,"(+/- 1276 )",15531,"(+/- 1969 )",13431,"(+/- 1476 )",9609,"(+/- 1377 )"
Housing,Value,"Median (dollars)",231000,"(+/- 4605 )",291600,"(+/- 4549 )",363700,"(+/- 5799 )",446500,"(+/- 10101 )",589000,"(+/- 10211 )",478800,"(+/- 5860 )",528500,"(+/- 22252 )",464100,"(+/- 7287 )",379300,"(+/- 5415 )"
Housing,"Mortgage Status","Owner-occupied units",183088,"(+/- 3853 )",180957,"(+/- 4233 )",176536,"(+/- 4536 )",199686,"(+/- 4035 )",181796,"(+/- 4973 )",204917,"(+/- 4247 )",101585,"(+/- 4484 )",180575,"(+/- 5038 )",211572,"(+/- 4948 )"
Housing,"Mortgage Status","Housing units with a mortgage",118120,"(+/- 3947 )",121677,"(+/- 4339 )",125083,"(+/- 4270 )",138102,"(+/- 3884 )",121710,"(+/- 4175 )",142468,"(+/- 4187 )",74871,"(+/- 3928 )",127493,"(+/- 4681 )",135975,"(+/- 4619 )"
Housing,"Mortgage Status","Housing units without a mortgage",64968,"(+/- 2579 )",59280,"(+/- 2433 )",51453,"(+/- 3565 )",61584,"(+/- 2805 )",60086,"(+/- 3326 )",62449,"(+/- 3290 )",26714,"(+/- 2130 )",53082,"(+/- 3224 )",75597,"(+/- 3435 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",118120,"(+/- 3947 )",121677,"(+/- 4339 )",125083,"(+/- 4270 )",138102,"(+/- 3884 )",121710,"(+/- 4175 )",142468,"(+/- 4187 )",74871,"(+/- 3928 )",127493,"(+/- 4681 )",135975,"(+/- 4619 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",700,"(+/- 359 )",174,"(+/- 150 )",98,"(+/- 116 )",282,"(+/- 214 )",50,"(+/- 84 )",182,"(+/- 150 )",221,"(+/- 169 )",476,"(+/- 323 )",331,"(+/- 280 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",13603,"(+/- 1490 )",7010,"(+/- 1244 )",4897,"(+/- 988 )",3294,"(+/- 882 )",2099,"(+/- 733 )",4400,"(+/- 865 )",2874,"(+/- 957 )",3357,"(+/- 909 )",7369,"(+/- 1296 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",36049,"(+/- 2600 )",23199,"(+/- 2603 )",21323,"(+/- 2297 )",14513,"(+/- 2094 )",9048,"(+/- 1442 )",15106,"(+/- 1781 )",8890,"(+/- 1418 )",11954,"(+/- 1666 )",21717,"(+/- 1980 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",35247,"(+/- 2528 )",38420,"(+/- 2649 )",28899,"(+/- 2729 )",24521,"(+/- 2251 )",18671,"(+/- 2304 )",23601,"(+/- 2422 )",15188,"(+/- 1949 )",25205,"(+/- 2432 )",35692,"(+/- 3026 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",16621,"(+/- 2005 )",24527,"(+/- 2735 )",26579,"(+/- 2200 )",29294,"(+/- 2356 )",23997,"(+/- 2446 )",29979,"(+/- 2389 )",16555,"(+/- 2014 )",31889,"(+/- 2645 )",28097,"(+/- 2467 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",9017,"(+/- 1492 )",13192,"(+/- 1735 )",17927,"(+/- 2160 )",21251,"(+/- 1961 )",22150,"(+/- 2188 )",25987,"(+/- 2373 )",12062,"(+/- 1835 )",22142,"(+/- 2219 )",19820,"(+/- 2109 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",6883,"(+/- 1381 )",15155,"(+/- 1637 )",25360,"(+/- 2154 )",44947,"(+/- 2905 )",45695,"(+/- 3049 )",43213,"(+/- 2871 )",19081,"(+/- 2043 )",32470,"(+/- 2530 )",22949,"(+/- 2092 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1601,"(+/- 27 )",1896,"(+/- 36 )",2138,"(+/- 43 )",2451,"(+/- 45 )",2658,"(+/- 54 )",2466,"(+/- 46 )",2310,"(+/- 57 )",2357,"(+/- 33 )",2051,"(+/- 48 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",64968,"(+/- 2579 )",59280,"(+/- 2433 )",51453,"(+/- 3565 )",61584,"(+/- 2805 )",60086,"(+/- 3326 )",62449,"(+/- 3290 )",26714,"(+/- 2130 )",53082,"(+/- 3224 )",75597,"(+/- 3435 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",1372,"(+/- 452 )",811,"(+/- 316 )",681,"(+/- 411 )",1046,"(+/- 434 )",591,"(+/- 366 )",1339,"(+/- 634 )",900,"(+/- 418 )",1152,"(+/- 502 )",2073,"(+/- 846 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",5235,"(+/- 917 )",2573,"(+/- 728 )",1062,"(+/- 412 )",1614,"(+/- 460 )",946,"(+/- 376 )",1094,"(+/- 527 )",1519,"(+/- 577 )",1580,"(+/- 496 )",4359,"(+/- 903 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",19810,"(+/- 1724 )",13665,"(+/- 1486 )",7912,"(+/- 1458 )",6597,"(+/- 1245 )",4408,"(+/- 946 )",6911,"(+/- 1087 )",5482,"(+/- 1042 )",6991,"(+/- 1234 )",15894,"(+/- 1749 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",19555,"(+/- 1707 )",18266,"(+/- 1666 )",13243,"(+/- 1691 )",14369,"(+/- 1785 )",12079,"(+/- 1621 )",14955,"(+/- 2055 )",4856,"(+/- 1031 )",13459,"(+/- 1755 )",20160,"(+/- 1895 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",9904,"(+/- 1464 )",12278,"(+/- 1505 )",10547,"(+/- 1300 )",12787,"(+/- 1671 )",13805,"(+/- 1751 )",13296,"(+/- 1592 )",4224,"(+/- 864 )",11244,"(+/- 1548 )",13969,"(+/- 1899 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",9092,"(+/- 1168 )",11687,"(+/- 1511 )",18008,"(+/- 1965 )",25171,"(+/- 2251 )",28257,"(+/- 2335 )",24854,"(+/- 2433 )",9733,"(+/- 1331 )",18656,"(+/- 2251 )",19142,"(+/- 2227 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",653,"(+/- 15 )",733,"(+/- 23 )",853,"(+/- 25 )",899,"(+/- 33 )",977,"(+/- 24 )",906,"(+/- 29 )",824,"(+/- 50 )",855,"(+/- 30 )",752,"(+/- 21 )"
Housing,"Gross Rent","Occupied units paying rent",100646,"(+/- 4091 )",95983,"(+/- 3756 )",100070,"(+/- 4333 )",77319,"(+/- 3757 )",114385,"(+/- 4424 )",85901,"(+/- 3716 )",201829,"(+/- 5221 )",116460,"(+/- 5155 )",75093,"(+/- 4079 )"
Housing,"Gross Rent","Less than $500",18355,"(+/- 2137 )",12800,"(+/- 1697 )",13605,"(+/- 1512 )",11035,"(+/- 1789 )",8940,"(+/- 1609 )",12268,"(+/- 1804 )",29516,"(+/- 2461 )",15297,"(+/- 2222 )",11500,"(+/- 1597 )"
Housing,"Gross Rent","$500 to $999",43035,"(+/- 3497 )",28536,"(+/- 2569 )",20948,"(+/- 2653 )",17593,"(+/- 2386 )",10292,"(+/- 2199 )",10815,"(+/- 1590 )",21923,"(+/- 3006 )",13087,"(+/- 2042 )",28846,"(+/- 3026 )"
Housing,"Gross Rent","$1,000 to $1,499",29886,"(+/- 2917 )",38185,"(+/- 2862 )",37126,"(+/- 3217 )",17293,"(+/- 2013 )",22677,"(+/- 2580 )",25456,"(+/- 2670 )",34724,"(+/- 3213 )",29280,"(+/- 2969 )",19995,"(+/- 2224 )"
Housing,"Gross Rent","$1,500 to $1,999",7369,"(+/- 1523 )",11004,"(+/- 1941 )",19680,"(+/- 2538 )",13807,"(+/- 1648 )",32676,"(+/- 2915 )",22397,"(+/- 2551 )",47223,"(+/- 3720 )",27289,"(+/- 2786 )",9959,"(+/- 1517 )"
Housing,"Gross Rent","$2,000 to $2,499",1030,"(+/- 552 )",3583,"(+/- 1359 )",6157,"(+/- 1369 )",7678,"(+/- 1461 )",23426,"(+/- 2311 )",9752,"(+/- 1912 )",33218,"(+/- 3405 )",16055,"(+/- 1866 )",3222,"(+/- 1004 )"
Housing,"Gross Rent","$2,500 to $2,999",290,"(+/- 232 )",1143,"(+/- 537 )",1361,"(+/- 500 )",4756,"(+/- 1273 )",9611,"(+/- 1564 )",3025,"(+/- 947 )",18984,"(+/- 2161 )",8771,"(+/- 1402 )",506,"(+/- 256 )"
Housing,"Gross Rent","$3,000 or more",681,"(+/- 456 )",732,"(+/- 663 )",1193,"(+/- 626 )",5157,"(+/- 1114 )",6763,"(+/- 1198 )",2188,"(+/- 627 )",16241,"(+/- 1952 )",6681,"(+/- 1357 )",1065,"(+/- 680 )"
