Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Workers,"Employment Status","Civilian labor force",320596,"(+/- 7246 )",374617,"(+/- 5690 )",354967,"(+/- 6922 )",406157,"(+/- 6260 )",444682,"(+/- 5899 )",379103,"(+/- 6099 )",353513,"(+/- 6673 )",326752,"(+/- 5968 )",354717,"(+/- 7737 )"
Workers,"Employment Status","Unemployment Rate",5.7,"(+/- 0.8 )",4.5,"(+/- 0.7 )",7.1,"(+/- 0.8 )",5.5,"(+/- 0.7 )",3.5,"(+/- 0.5 )",3.9,"(+/- 0.5 )",5.3,"(+/- 0.7 )",5.1,"(+/- 0.6 )",9.5,"(+/- 1.0 )"
Workers,"Commuting to Work","Workers 16 years and over",294623,"(+/- 7661 )",352106,"(+/- 6104 )",323916,"(+/- 6993 )",376947,"(+/- 6111 )",423344,"(+/- 6308 )",358134,"(+/- 6099 )",340573,"(+/- 7151 )",307085,"(+/- 6104 )",316091,"(+/- 7582 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",251175,"(+/- 7918 )",298196,"(+/- 6558 )",266811,"(+/- 7330 )",310081,"(+/- 6800 )",335654,"(+/- 6284 )",300665,"(+/- 6991 )",279413,"(+/- 6959 )",262759,"(+/- 6384 )",264470,"(+/- 8618 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",21847,"(+/- 2791 )",25568,"(+/- 2811 )",29610,"(+/- 3265 )",40378,"(+/- 3631 )",41075,"(+/- 4541 )",31628,"(+/- 3822 )",27979,"(+/- 2854 )",25645,"(+/- 2732 )",33648,"(+/- 4343 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",723,"(+/- 424 )",2592,"(+/- 1097 )",2417,"(+/- 1012 )",720,"(+/- 403 )",6196,"(+/- 1373 )",865,"(+/- 406 )",1597,"(+/- 688 )",219,"(+/- 148 )",3938,"(+/- 1176 )"
Workers,"Commuting to Work",Walked,3265,"(+/- 782 )",4923,"(+/- 1049 )",2890,"(+/- 1075 )",4769,"(+/- 2040 )",10985,"(+/- 2202 )",2755,"(+/- 848 )",3532,"(+/- 859 )",3040,"(+/- 1002 )",3899,"(+/- 1058 )"
Workers,"Commuting to Work","Other means",4943,"(+/- 1492 )",2634,"(+/- 851 )",3080,"(+/- 979 )",4353,"(+/- 1458 )",6100,"(+/- 1714 )",4520,"(+/- 1123 )",3845,"(+/- 988 )",7011,"(+/- 1931 )",3569,"(+/- 1140 )"
Workers,"Commuting to Work","Worked at home",12670,"(+/- 2245 )",18193,"(+/- 2395 )",19108,"(+/- 2485 )",16646,"(+/- 2477 )",23334,"(+/- 2818 )",17701,"(+/- 2529 )",24207,"(+/- 2806 )",8411,"(+/- 1633 )",6567,"(+/- 1506 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",23.1,"(+/- 0.8 )",23.4,"(+/- 0.5 )",24.4,"(+/- 0.8 )",27.9,"(+/- 0.7 )",25.5,"(+/- 0.5 )",28.8,"(+/- 0.6 )",27.7,"(+/- 0.7 )",24.9,"(+/- 0.6 )",22.2,"(+/- 0.5 )"
Workers,Occupation,"Civilian employed population 16 years and over",302265,"(+/- 7160 )",357884,"(+/- 6238 )",329887,"(+/- 6974 )",383967,"(+/- 6294 )",428910,"(+/- 6094 )",364136,"(+/- 5998 )",334865,"(+/- 7135 )",310150,"(+/- 6366 )",321089,"(+/- 7715 )"
Workers,Occupation,"Management, business, science, and arts occupations",97218,"(+/- 4821 )",140789,"(+/- 5641 )",114197,"(+/- 5465 )",118541,"(+/- 5706 )",180007,"(+/- 6077 )",123237,"(+/- 5049 )",134422,"(+/- 6101 )",118434,"(+/- 4912 )",92453,"(+/- 5696 )"
Workers,Occupation,"Service occupations",59388,"(+/- 4403 )",57400,"(+/- 3812 )",56810,"(+/- 3834 )",67493,"(+/- 5282 )",72504,"(+/- 4519 )",55142,"(+/- 4634 )",51334,"(+/- 4105 )",48145,"(+/- 3426 )",67728,"(+/- 4536 )"
Workers,Occupation,"Sales and office occupations",67646,"(+/- 4771 )",84914,"(+/- 4646 )",73713,"(+/- 4537 )",80250,"(+/- 5536 )",94496,"(+/- 5243 )",83327,"(+/- 3988 )",70870,"(+/- 4537 )",63918,"(+/- 3808 )",69385,"(+/- 4156 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",28234,"(+/- 3021 )",28138,"(+/- 2625 )",32541,"(+/- 3092 )",39281,"(+/- 3188 )",32121,"(+/- 3391 )",34220,"(+/- 3358 )",27362,"(+/- 2393 )",26311,"(+/- 2837 )",20010,"(+/- 2895 )"
Workers,Occupation,"Production, transportation, and material moving occupations",49779,"(+/- 3320 )",46643,"(+/- 3849 )",52626,"(+/- 3717 )",78402,"(+/- 4944 )",49782,"(+/- 4377 )",68210,"(+/- 4513 )",50877,"(+/- 4279 )",53342,"(+/- 3394 )",71513,"(+/- 4853 )"
Workers,Industry,"Civilian employed population 16 years and over",302265,"(+/- 7160 )",357884,"(+/- 6238 )",329887,"(+/- 6974 )",383967,"(+/- 6294 )",428910,"(+/- 6094 )",364136,"(+/- 5998 )",334865,"(+/- 7135 )",310150,"(+/- 6366 )",321089,"(+/- 7715 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",3162,"(+/- 1123 )",3112,"(+/- 995 )",3010,"(+/- 966 )",4188,"(+/- 1114 )",886,"(+/- 367 )",4755,"(+/- 1193 )",4414,"(+/- 929 )",4211,"(+/- 951 )",735,"(+/- 556 )"
Workers,Industry,Construction,18324,"(+/- 2557 )",21337,"(+/- 2493 )",23635,"(+/- 3321 )",28060,"(+/- 3024 )",28821,"(+/- 3455 )",28393,"(+/- 3152 )",20756,"(+/- 2248 )",19559,"(+/- 2497 )",15859,"(+/- 2567 )"
Workers,Industry,Manufacturing,45972,"(+/- 3439 )",37616,"(+/- 3293 )",46654,"(+/- 4036 )",70269,"(+/- 4563 )",35439,"(+/- 3414 )",52539,"(+/- 3725 )",50586,"(+/- 4335 )",46966,"(+/- 3735 )",26401,"(+/- 2846 )"
Workers,Industry,"Wholesale trade",4353,"(+/- 944 )",9099,"(+/- 1813 )",7957,"(+/- 1743 )",7653,"(+/- 1344 )",9769,"(+/- 1602 )",10606,"(+/- 1546 )",6722,"(+/- 1345 )",9242,"(+/- 1944 )",8860,"(+/- 1703 )"
Workers,Industry,"Retail trade",39463,"(+/- 4358 )",49095,"(+/- 3697 )",37244,"(+/- 3445 )",45475,"(+/- 4213 )",46060,"(+/- 4079 )",45269,"(+/- 3730 )",32775,"(+/- 3678 )",32640,"(+/- 3379 )",35002,"(+/- 3681 )"
Workers,Industry,"Transportation and warehousing, and utilities",14469,"(+/- 2200 )",18920,"(+/- 2315 )",21864,"(+/- 2459 )",22185,"(+/- 2753 )",17973,"(+/- 2263 )",27735,"(+/- 3832 )",15806,"(+/- 2373 )",22375,"(+/- 2120 )",50490,"(+/- 4665 )"
Workers,Industry,Information,3996,"(+/- 1340 )",5745,"(+/- 1339 )",2427,"(+/- 861 )",5788,"(+/- 1692 )",11399,"(+/- 1956 )",4891,"(+/- 1093 )",6487,"(+/- 1297 )",3054,"(+/- 765 )",2248,"(+/- 799 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",15928,"(+/- 2200 )",20340,"(+/- 2538 )",20941,"(+/- 2719 )",21060,"(+/- 2910 )",30587,"(+/- 3069 )",23082,"(+/- 2774 )",23249,"(+/- 2676 )",16724,"(+/- 1706 )",13687,"(+/- 2486 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",25609,"(+/- 3105 )",41475,"(+/- 3065 )",35966,"(+/- 3523 )",34033,"(+/- 3457 )",57565,"(+/- 4283 )",29549,"(+/- 2790 )",35991,"(+/- 3156 )",25349,"(+/- 2876 )",35859,"(+/- 3403 )"
Workers,Industry,"Educational services, and health care and social assistance",69998,"(+/- 4217 )",90526,"(+/- 4733 )",71396,"(+/- 4262 )",75700,"(+/- 4197 )",100174,"(+/- 5366 )",77026,"(+/- 4359 )",76990,"(+/- 5520 )",72320,"(+/- 4224 )",67935,"(+/- 5206 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",37955,"(+/- 3376 )",32489,"(+/- 3245 )",29634,"(+/- 3078 )",37281,"(+/- 4470 )",50776,"(+/- 4265 )",28077,"(+/- 2727 )",29146,"(+/- 3153 )",25522,"(+/- 2849 )",33429,"(+/- 3785 )"
Workers,Industry,"Other services, except public administration",13523,"(+/- 1902 )",15192,"(+/- 1912 )",17998,"(+/- 2264 )",17316,"(+/- 2466 )",22497,"(+/- 2719 )",16816,"(+/- 2477 )",15889,"(+/- 2398 )",15243,"(+/- 1992 )",14187,"(+/- 2412 )"
Workers,Industry,"Public administration",9513,"(+/- 1663 )",12938,"(+/- 1838 )",11161,"(+/- 2042 )",14959,"(+/- 2520 )",16964,"(+/- 2215 )",15398,"(+/- 1704 )",16054,"(+/- 2223 )",16945,"(+/- 2136 )",16397,"(+/- 2871 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",302265,"(+/- 7160 )",357884,"(+/- 6238 )",329887,"(+/- 6974 )",383967,"(+/- 6294 )",428910,"(+/- 6094 )",364136,"(+/- 5998 )",334865,"(+/- 7135 )",310150,"(+/- 6366 )",321089,"(+/- 7715 )"
Workers,"Class of Worker","Private wage and salary workers",243919,"(+/- 6282 )",285654,"(+/- 6052 )",259678,"(+/- 7199 )",307958,"(+/- 6864 )",355904,"(+/- 7427 )",288838,"(+/- 7377 )",260282,"(+/- 7664 )",247647,"(+/- 6501 )",267084,"(+/- 6999 )"
Workers,"Class of Worker","Government workers",38237,"(+/- 3738 )",51273,"(+/- 3523 )",42109,"(+/- 3835 )",46785,"(+/- 4045 )",42400,"(+/- 3532 )",47281,"(+/- 3631 )",49520,"(+/- 4140 )",43762,"(+/- 3261 )",40251,"(+/- 4521 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",19665,"(+/- 2262 )",20570,"(+/- 2250 )",27487,"(+/- 3478 )",28355,"(+/- 3335 )",30286,"(+/- 3238 )",27337,"(+/- 3070 )",24198,"(+/- 2441 )",18405,"(+/- 1996 )",13492,"(+/- 2325 )"
Workers,"Class of Worker","Unpaid family workers",444,"(+/- 344 )",387,"(+/- 299 )",613,"(+/- 365 )",869,"(+/- 516 )",320,"(+/- 244 )",680,"(+/- 330 )",865,"(+/- 335 )",336,"(+/- 254 )",262,"(+/- 202 )"
Housing,"Housing Occupancy","Total housing units",355315,"(+/- 1679 )",336989,"(+/- 1820 )",333867,"(+/- 2142 )",325787,"(+/- 2219 )",354215,"(+/- 1387 )",333581,"(+/- 1763 )",332235,"(+/- 1532 )",297297,"(+/- 2956 )",323126,"(+/- 3065 )"
Housing,"Housing Occupancy","Occupied housing units",288541,"(+/- 4298 )",296678,"(+/- 3420 )",288674,"(+/- 3967 )",292287,"(+/- 4432 )",313581,"(+/- 3761 )",301779,"(+/- 3702 )",283079,"(+/- 4279 )",264635,"(+/- 4073 )",273886,"(+/- 4456 )"
Housing,"Housing Occupancy","Vacant housing units",66774,"(+/- 4155 )",40311,"(+/- 3441 )",45193,"(+/- 3803 )",33500,"(+/- 3818 )",40634,"(+/- 3398 )",31802,"(+/- 3244 )",49156,"(+/- 4167 )",32662,"(+/- 2999 )",49240,"(+/- 3395 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",2.4,"(+/- 0.7 )",1.5,"(+/- 0.5 )",1.6,"(+/- 0.5 )",1.6,"(+/- 0.6 )",1.8,"(+/- 0.6 )",1.5,"(+/- 0.6 )",1.7,"(+/- 0.5 )",1.6,"(+/- 0.5 )",1.1,"(+/- 0.6 )"
Housing,"Housing Occupancy","Rental vacancy rate",9.1,"(+/- 1.7 )",6.3,"(+/- 1.8 )",7.3,"(+/- 1.6 )",5.5,"(+/- 1.7 )",9.2,"(+/- 1.8 )",7.3,"(+/- 2.0 )",5.7,"(+/- 1.8 )",8.7,"(+/- 1.7 )",7.7,"(+/- 1.3 )"
Housing,"Housing Tenure","Occupied housing units",288541,"(+/- 4298 )",296678,"(+/- 3420 )",288674,"(+/- 3967 )",292287,"(+/- 4432 )",313581,"(+/- 3761 )",301779,"(+/- 3702 )",283079,"(+/- 4279 )",264635,"(+/- 4073 )",273886,"(+/- 4456 )"
Housing,"Housing Tenure",Owner-occupied,202259,"(+/- 5017 )",202446,"(+/- 4939 )",198525,"(+/- 4452 )",200711,"(+/- 5518 )",175475,"(+/- 4395 )",220377,"(+/- 5200 )",205781,"(+/- 4020 )",190605,"(+/- 4328 )",127805,"(+/- 4532 )"
Housing,"Housing Tenure",Renter-occupied,86282,"(+/- 4984 )",94232,"(+/- 4217 )",90149,"(+/- 4042 )",91576,"(+/- 4963 )",138106,"(+/- 4668 )",81402,"(+/- 4085 )",77298,"(+/- 3174 )",74030,"(+/- 3653 )",146081,"(+/- 5338 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.48,"(+/- 0.04 )",2.57,"(+/- 0.04 )",2.56,"(+/- 0.04 )",2.72,"(+/- 0.05 )",2.50,"(+/- 0.05 )",2.59,"(+/- 0.04 )",2.77,"(+/- 0.05 )",2.64,"(+/- 0.04 )",2.60,"(+/- 0.07 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.34,"(+/- 0.10 )",2.29,"(+/- 0.07 )",2.31,"(+/- 0.08 )",2.59,"(+/- 0.09 )",2.29,"(+/- 0.06 )",2.47,"(+/- 0.07 )",2.56,"(+/- 0.10 )",2.40,"(+/- 0.08 )",2.50,"(+/- 0.07 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",288541,"(+/- 4298 )",296678,"(+/- 3420 )",288674,"(+/- 3967 )",292287,"(+/- 4432 )",313581,"(+/- 3761 )",301779,"(+/- 3702 )",283079,"(+/- 4279 )",264635,"(+/- 4073 )",273886,"(+/- 4456 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",47862,"(+/- 3877 )",61003,"(+/- 2964 )",50627,"(+/- 3607 )",54931,"(+/- 3937 )",81253,"(+/- 4449 )",58791,"(+/- 3733 )",53400,"(+/- 3786 )",44624,"(+/- 2927 )",62609,"(+/- 4179 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",40493,"(+/- 2905 )",48864,"(+/- 3112 )",46160,"(+/- 3094 )",51852,"(+/- 3935 )",61377,"(+/- 4033 )",46913,"(+/- 3030 )",48173,"(+/- 3623 )",36766,"(+/- 3129 )",54188,"(+/- 4284 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",49042,"(+/- 3853 )",53282,"(+/- 3821 )",46802,"(+/- 3267 )",56056,"(+/- 3542 )",57505,"(+/- 3707 )",56044,"(+/- 3743 )",50260,"(+/- 3659 )",46438,"(+/- 3220 )",48517,"(+/- 3991 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",64108,"(+/- 3790 )",64946,"(+/- 4084 )",63330,"(+/- 3575 )",61335,"(+/- 3467 )",59695,"(+/- 3589 )",66091,"(+/- 3815 )",64492,"(+/- 3690 )",67206,"(+/- 3559 )",49043,"(+/- 3576 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",39655,"(+/- 2687 )",32243,"(+/- 2411 )",37618,"(+/- 2607 )",36120,"(+/- 2820 )",26368,"(+/- 2128 )",36904,"(+/- 2531 )",32971,"(+/- 2658 )",37047,"(+/- 2591 )",28365,"(+/- 2785 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",47381,"(+/- 3070 )",36340,"(+/- 2858 )",44137,"(+/- 3407 )",31993,"(+/- 2567 )",27383,"(+/- 2333 )",37036,"(+/- 2609 )",33783,"(+/- 2311 )",32554,"(+/- 2067 )",31164,"(+/- 2436 )"
Housing,Value,"Owner-occupied units",202259,"(+/- 5017 )",202446,"(+/- 4939 )",198525,"(+/- 4452 )",200711,"(+/- 5518 )",175475,"(+/- 4395 )",220377,"(+/- 5200 )",205781,"(+/- 4020 )",190605,"(+/- 4328 )",127805,"(+/- 4532 )"
Housing,Value,"Less than $50,000",20418,"(+/- 2262 )",10035,"(+/- 1156 )",14717,"(+/- 2086 )",12896,"(+/- 1696 )",3728,"(+/- 716 )",14439,"(+/- 1700 )",16204,"(+/- 1993 )",16109,"(+/- 1875 )",16704,"(+/- 2159 )"
Housing,Value,"$50,000 to $99,999",38060,"(+/- 2889 )",25278,"(+/- 2256 )",33937,"(+/- 2749 )",28370,"(+/- 2222 )",6200,"(+/- 1356 )",27183,"(+/- 2502 )",32397,"(+/- 2635 )",34847,"(+/- 2387 )",42776,"(+/- 3172 )"
Housing,Value,"$100,000 to $149,999",44224,"(+/- 2931 )",38464,"(+/- 2645 )",41472,"(+/- 3513 )",30537,"(+/- 2439 )",13929,"(+/- 1877 )",32216,"(+/- 2948 )",29369,"(+/- 2624 )",31749,"(+/- 2349 )",23929,"(+/- 2679 )"
Housing,Value,"$150,000 to $199,999",40797,"(+/- 2647 )",38047,"(+/- 3426 )",37404,"(+/- 3172 )",37933,"(+/- 2881 )",28433,"(+/- 2859 )",38953,"(+/- 3381 )",25765,"(+/- 2436 )",30115,"(+/- 2851 )",20549,"(+/- 1960 )"
Housing,Value,"$200,000 to $299,999",34258,"(+/- 2391 )",46070,"(+/- 2935 )",38105,"(+/- 2703 )",52646,"(+/- 4059 )",53070,"(+/- 2990 )",51643,"(+/- 3576 )",33604,"(+/- 3033 )",35737,"(+/- 2743 )",14623,"(+/- 1847 )"
Housing,Value,"$300,000 to $499,999",16771,"(+/- 1837 )",31264,"(+/- 2385 )",22482,"(+/- 2514 )",30926,"(+/- 2852 )",43435,"(+/- 2965 )",44767,"(+/- 2499 )",36887,"(+/- 2607 )",30313,"(+/- 2289 )",6896,"(+/- 1311 )"
Housing,Value,"$500,000 to $999,999",6939,"(+/- 1325 )",9898,"(+/- 1301 )",9059,"(+/- 1360 )",5903,"(+/- 1197 )",21210,"(+/- 2001 )",9108,"(+/- 1470 )",26083,"(+/- 1773 )",9666,"(+/- 1310 )",1875,"(+/- 599 )"
Housing,Value,"$1,000,000 or more",792,"(+/- 350 )",3390,"(+/- 933 )",1349,"(+/- 487 )",1500,"(+/- 622 )",5470,"(+/- 839 )",2068,"(+/- 607 )",5472,"(+/- 999 )",2069,"(+/- 592 )",453,"(+/- 281 )"
Housing,Value,"Median (dollars)",148200,"(+/- 3369 )",183300,"(+/- 4806 )",159800,"(+/- 3459 )",186700,"(+/- 4314 )",263700,"(+/- 6132 )",196100,"(+/- 5558 )",198100,"(+/- 7342 )",169900,"(+/- 3453 )",108700,"(+/- 5484 )"
Housing,"Mortgage Status","Owner-occupied units",202259,"(+/- 5017 )",202446,"(+/- 4939 )",198525,"(+/- 4452 )",200711,"(+/- 5518 )",175475,"(+/- 4395 )",220377,"(+/- 5200 )",205781,"(+/- 4020 )",190605,"(+/- 4328 )",127805,"(+/- 4532 )"
Housing,"Mortgage Status","Housing units with a mortgage",99827,"(+/- 4635 )",116997,"(+/- 4575 )",110679,"(+/- 3929 )",119899,"(+/- 5040 )",117797,"(+/- 4527 )",130690,"(+/- 4296 )",120516,"(+/- 3776 )",111220,"(+/- 3502 )",83275,"(+/- 4091 )"
Housing,"Mortgage Status","Housing units without a mortgage",102432,"(+/- 3835 )",85449,"(+/- 3456 )",87846,"(+/- 4077 )",80812,"(+/- 4257 )",57678,"(+/- 3224 )",89687,"(+/- 4460 )",85265,"(+/- 3334 )",79385,"(+/- 3068 )",44530,"(+/- 2811 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",99827,"(+/- 4635 )",116997,"(+/- 4575 )",110679,"(+/- 3929 )",119899,"(+/- 5040 )",117797,"(+/- 4527 )",130690,"(+/- 4296 )",120516,"(+/- 3776 )",111220,"(+/- 3502 )",83275,"(+/- 4091 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",4332,"(+/- 1130 )",1257,"(+/- 485 )",2491,"(+/- 727 )",2087,"(+/- 620 )",999,"(+/- 413 )",3584,"(+/- 921 )",2141,"(+/- 595 )",2975,"(+/- 998 )",1329,"(+/- 773 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",41320,"(+/- 3029 )",36416,"(+/- 2829 )",40293,"(+/- 2994 )",35321,"(+/- 2833 )",19820,"(+/- 2592 )",37870,"(+/- 2551 )",32541,"(+/- 2366 )",29763,"(+/- 2091 )",28473,"(+/- 2653 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",35562,"(+/- 2853 )",41627,"(+/- 3252 )",40126,"(+/- 2986 )",43389,"(+/- 2994 )",43286,"(+/- 3120 )",44764,"(+/- 2931 )",33001,"(+/- 2868 )",32785,"(+/- 2449 )",33185,"(+/- 3446 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",11817,"(+/- 1805 )",19534,"(+/- 2150 )",15662,"(+/- 1809 )",26182,"(+/- 3006 )",26569,"(+/- 2630 )",24537,"(+/- 2300 )",21337,"(+/- 2367 )",21855,"(+/- 2095 )",13109,"(+/- 1788 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",3702,"(+/- 864 )",10467,"(+/- 1643 )",5703,"(+/- 1201 )",7109,"(+/- 1251 )",13011,"(+/- 1683 )",10679,"(+/- 1657 )",11767,"(+/- 1873 )",11355,"(+/- 1560 )",4469,"(+/- 1245 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",1408,"(+/- 573 )",3677,"(+/- 842 )",2017,"(+/- 600 )",3702,"(+/- 875 )",6179,"(+/- 1435 )",5111,"(+/- 1026 )",7305,"(+/- 1345 )",5127,"(+/- 943 )",1497,"(+/- 493 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",1686,"(+/- 648 )",4019,"(+/- 856 )",4387,"(+/- 807 )",2109,"(+/- 828 )",7933,"(+/- 1303 )",4145,"(+/- 1130 )",12424,"(+/- 1385 )",7360,"(+/- 1312 )",1213,"(+/- 399 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1049,"(+/- 24 )",1227,"(+/- 26 )",1125,"(+/- 24 )",1219,"(+/- 27 )",1438,"(+/- 29 )",1242,"(+/- 25 )",1367,"(+/- 42 )",1324,"(+/- 37 )",1151,"(+/- 26 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",102432,"(+/- 3835 )",85449,"(+/- 3456 )",87846,"(+/- 4077 )",80812,"(+/- 4257 )",57678,"(+/- 3224 )",89687,"(+/- 4460 )",85265,"(+/- 3334 )",79385,"(+/- 3068 )",44530,"(+/- 2811 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",26468,"(+/- 2447 )",15076,"(+/- 1803 )",17995,"(+/- 2155 )",12067,"(+/- 1603 )",2993,"(+/- 759 )",16239,"(+/- 1951 )",13897,"(+/- 1732 )",11726,"(+/- 1533 )",6234,"(+/- 1133 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",42623,"(+/- 2894 )",33151,"(+/- 2651 )",33389,"(+/- 2733 )",32926,"(+/- 2904 )",15942,"(+/- 1951 )",34273,"(+/- 2678 )",30751,"(+/- 2589 )",24762,"(+/- 2107 )",14697,"(+/- 1845 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",24273,"(+/- 2281 )",24345,"(+/- 2105 )",23534,"(+/- 2249 )",24422,"(+/- 2261 )",21373,"(+/- 2296 )",25701,"(+/- 2865 )",25635,"(+/- 1977 )",22163,"(+/- 2084 )",13516,"(+/- 1638 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",5857,"(+/- 1262 )",8572,"(+/- 1302 )",8263,"(+/- 1596 )",7452,"(+/- 1386 )",8831,"(+/- 1439 )",9224,"(+/- 1289 )",9733,"(+/- 1610 )",9142,"(+/- 1152 )",6369,"(+/- 1264 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",2012,"(+/- 654 )",2387,"(+/- 786 )",2570,"(+/- 810 )",2612,"(+/- 717 )",3169,"(+/- 852 )",2633,"(+/- 691 )",2345,"(+/- 707 )",5769,"(+/- 1236 )",1947,"(+/- 567 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",1199,"(+/- 436 )",1918,"(+/- 571 )",2095,"(+/- 632 )",1333,"(+/- 509 )",5370,"(+/- 1048 )",1617,"(+/- 560 )",2904,"(+/- 791 )",5823,"(+/- 918 )",1767,"(+/- 510 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",332,"(+/- 7 )",373,"(+/- 10 )",368,"(+/- 9 )",381,"(+/- 8 )",484,"(+/- 14 )",372,"(+/- 10 )",391,"(+/- 10 )",426,"(+/- 14 )",417,"(+/- 18 )"
Housing,"Gross Rent","Occupied units paying rent",77551,"(+/- 4783 )",87673,"(+/- 3856 )",83622,"(+/- 4109 )",84661,"(+/- 4905 )",131702,"(+/- 4723 )",73846,"(+/- 4050 )",69417,"(+/- 3287 )",68992,"(+/- 3423 )",140292,"(+/- 5452 )"
Housing,"Gross Rent","Less than $500",16988,"(+/- 2284 )",12108,"(+/- 1612 )",14480,"(+/- 1961 )",10812,"(+/- 1680 )",10950,"(+/- 1767 )",11624,"(+/- 1642 )",9366,"(+/- 1640 )",12305,"(+/- 1429 )",11445,"(+/- 1849 )"
Housing,"Gross Rent","$500 to $999",51041,"(+/- 3983 )",46742,"(+/- 3781 )",47204,"(+/- 3237 )",43020,"(+/- 3791 )",40782,"(+/- 3691 )",39350,"(+/- 3624 )",30505,"(+/- 2490 )",39201,"(+/- 3014 )",80241,"(+/- 4214 )"
Housing,"Gross Rent","$1,000 to $1,499",8328,"(+/- 1577 )",22900,"(+/- 2637 )",17059,"(+/- 2201 )",22423,"(+/- 3209 )",54428,"(+/- 3870 )",17857,"(+/- 2473 )",18846,"(+/- 2148 )",12136,"(+/- 1741 )",41235,"(+/- 3370 )"
Housing,"Gross Rent","$1,500 to $1,999",984,"(+/- 476 )",4339,"(+/- 1076 )",3619,"(+/- 1012 )",7042,"(+/- 1909 )",19222,"(+/- 2508 )",4105,"(+/- 1221 )",7405,"(+/- 1353 )",3881,"(+/- 915 )",5986,"(+/- 1254 )"
Housing,"Gross Rent","$2,000 to $2,499",28,"(+/- 50 )",874,"(+/- 402 )",781,"(+/- 495 )",1213,"(+/- 524 )",4301,"(+/- 1190 )",416,"(+/- 266 )",2153,"(+/- 807 )",986,"(+/- 673 )",941,"(+/- 560 )"
Housing,"Gross Rent","$2,500 to $2,999",81,"(+/- 92 )",161,"(+/- 191 )",113,"(+/- 145 )",151,"(+/- 261 )",1163,"(+/- 544 )",494,"(+/- 438 )",431,"(+/- 274 )",0,"(+/- 211 )",254,"(+/- 327 )"
Housing,"Gross Rent","$3,000 or more",101,"(+/- 97 )",549,"(+/- 375 )",366,"(+/- 476 )",0,"(+/- 211 )",856,"(+/- 540 )",0,"(+/- 211 )",711,"(+/- 433 )",483,"(+/- 301 )",190,"(+/- 204 )"
Housing,"Gross Rent","Median (dollars)",687,"(+/- 20 )",844,"(+/- 24 )",790,"(+/- 25 )",862,"(+/- 25 )",1110,"(+/- 26 )",813,"(+/- 33 )",900,"(+/- 37 )",736,"(+/- 18 )",881,"(+/- 17 )"
