Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",5.7,"(+/- 1.0 )",6.8,"(+/- 1.3 )",8.8,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.9,"(+/- 2.2 )",11.4,"(+/- 3.2 )",13.9,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",7.1,"(+/- 4.8 )",12.0,"(+/- 7.7 )",10.4,"(+/- 7.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",31.9,"(+/- 5.2 )",32.3,"(+/- 4.6 )",39.1,"(+/- 5.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",40.4,"(+/- 6.3 )",41.5,"(+/- 6.8 )",48.7,"(+/- 6.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",42.8,"(+/- 18.1 )",52.8,"(+/- 16.6 )",69.1,"(+/- 13.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",16.1,"(+/- 1.2 )",16.1,"(+/- 1.4 )",21.5,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",21.6,"(+/- 3.4 )",24.7,"(+/- 3.1 )",27.2,"(+/- 3.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",21.1,"(+/- 3.4 )",24.1,"(+/- 3.1 )",26.9,"(+/- 3.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",24.3,"(+/- 5.1 )",30.1,"(+/- 6.2 )",28.5,"(+/- 6.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",19.9,"(+/- 3.4 )",22.0,"(+/- 3.0 )",26.3,"(+/- 3.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",14.8,"(+/- 1.0 )",13.8,"(+/- 1.2 )",20.1,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.3,"(+/- 1.6 )",8.7,"(+/- 1.5 )",12.0,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",11.8,"(+/- 1.4 )",13.9,"(+/- 1.6 )",17.1,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",30.5,"(+/- 2.2 )",24.2,"(+/- 2.2 )",39.2,"(+/- 2.7 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",131644,"(+/- 4002 )",128778,"(+/- 3750 )",116550,"(+/- 3588 )"
Education,"School Enrollment","Nursery school, preschool",6690,"(+/- 1172 )",6819,"(+/- 1426 )",6335,"(+/- 1172 )"
Education,"School Enrollment",Kindergarten,5890,"(+/- 1200 )",7766,"(+/- 1487 )",4705,"(+/- 1176 )"
Education,"School Enrollment","Elementary school (grades 1-8)",50792,"(+/- 2431 )",57861,"(+/- 2315 )",51297,"(+/- 2202 )"
Education,"School Enrollment","High school (grades 9-12)",27240,"(+/- 1587 )",30649,"(+/- 2207 )",27551,"(+/- 1734 )"
Education,"School Enrollment","College or graduate school",41032,"(+/- 2499 )",25683,"(+/- 2534 )",26662,"(+/- 2682 )"
Education,"Educational Attainment","Population 25 years and over",427206,"(+/- 3077 )",443180,"(+/- 3688 )",410395,"(+/- 2284 )"
Education,"Educational Attainment","Less than 9th grade",10487,"(+/- 1383 )",17886,"(+/- 2274 )",22131,"(+/- 2714 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",29307,"(+/- 2384 )",35141,"(+/- 3680 )",41633,"(+/- 3516 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",171453,"(+/- 5050 )",171437,"(+/- 6549 )",165449,"(+/- 5099 )"
Education,"Educational Attainment","Some college, no degree",78476,"(+/- 4158 )",88155,"(+/- 4229 )",79870,"(+/- 3963 )"
Education,"Educational Attainment","Associate's degree",33127,"(+/- 2328 )",34272,"(+/- 3183 )",28854,"(+/- 2704 )"
Education,"Educational Attainment","Bachelor's degree",60721,"(+/- 3015 )",59857,"(+/- 4233 )",43036,"(+/- 2843 )"
Education,"Educational Attainment","Graduate or professional degree",43635,"(+/- 3200 )",36432,"(+/- 3067 )",29422,"(+/- 2975 )"
Education,"Educational Attainment","Percent high school graduate or higher",90.7,"(+/- 0.7 )",88.0,"(+/- 0.9 )",84.5,"(+/- 1.1 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",24.4,"(+/- 1.1 )",21.7,"(+/- 1.3 )",17.7,"(+/- 1.0 )"

"Source: 2018 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",206900,G,179763,G,154373,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",142,G,226,J,496,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",7215,H,3496,G,6760,H
Business,"Paid employees for pay period including March 12",Utilities,3322,H,1561,J,1339,J
Business,"Paid employees for pay period including March 12",Construction,8324,G,9716,G,5439,G
Business,"Paid employees for pay period including March 12",Manufacturing,19672,G,17520,H,11623,G
Business,"Paid employees for pay period including March 12","Wholesale trade",5998,G,6631,G,4793,G
Business,"Paid employees for pay period including March 12","Retail trade",29696,G,26506,G,25851,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",4975,H,6408,H,3047,G
Business,"Paid employees for pay period including March 12",Information,3302,H,3537,H,3123,H
Business,"Paid employees for pay period including March 12","Finance and insurance",5720,G,6720,G,3850,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",1961,G,2248,G,1544,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",9801,G,7677,G,5029,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",3152,G,1503,G,780,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",11637,G,10021,H,8155,G
Business,"Paid employees for pay period including March 12","Educational services",3778,H,4338,H,819,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",50419,G,38881,G,43490,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",3095,H,1876,G,2186,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",25576,G,22771,G,19709,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",9106,G,8112,G,6331,G
Business,"Paid employees for pay period including March 12","Industries not classified",9,G,15,J,9,J
Business,"Annual payroll ($1,000)","Total for all sectors",8657634,G,7408997,G,5741783,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",4447,G,9047,H,15574,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",603471,H,202150,G,491342,H
Business,"Annual payroll ($1,000)",Utilities,343759,G,148200,J,109889,J
Business,"Annual payroll ($1,000)",Construction,422922,G,571935,G,267365,G
Business,"Annual payroll ($1,000)",Manufacturing,1289683,G,902116,H,618046,G
Business,"Annual payroll ($1,000)","Wholesale trade",296866,G,328726,G,238002,G
Business,"Annual payroll ($1,000)","Retail trade",730590,G,654888,G,626919,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",232014,G,335781,H,133040,G
Business,"Annual payroll ($1,000)",Information,146448,H,175081,H,143105,H
Business,"Annual payroll ($1,000)","Finance and insurance",282775,G,384321,G,169129,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",68615,G,87787,G,72050,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",590552,G,442286,G,196850,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",232655,G,113105,G,43147,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",364283,G,330910,H,231808,G
Business,"Annual payroll ($1,000)","Educational services",75789,G,176041,H,18875,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2317722,H,1903237,G,1811163,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",56208,H,31935,G,39839,G
Business,"Annual payroll ($1,000)","Accommodation and food services",371907,G,377236,G,338658,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",226592,G,233665,G,176898,G
Business,"Annual payroll ($1,000)","Industries not classified",336,H,550,G,84,J
Business,"Total Establishments","Total for all sectors",12969,X,12220,X,11003,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",46,X,58,X,158,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",198,X,176,X,150,X
Business,"Total Establishments",Utilities,78,X,74,X,79,X
Business,"Total Establishments",Construction,1074,X,1157,X,851,X
Business,"Total Establishments",Manufacturing,411,X,363,X,373,X
Business,"Total Establishments","Wholesale trade",446,X,488,X,411,X
Business,"Total Establishments","Retail trade",2095,X,1854,X,2013,X
Business,"Total Establishments","Transportation and warehousing",403,X,403,X,377,X
Business,"Total Establishments",Information,209,X,233,X,205,X
Business,"Total Establishments","Finance and insurance",732,X,703,X,597,X
Business,"Total Establishments","Real estate and rental and leasing",486,X,544,X,383,X
Business,"Total Establishments","Professional, scientific, and technical services",1001,X,1039,X,724,X
Business,"Total Establishments","Management of companies and enterprises",89,X,100,X,66,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",508,X,529,X,393,X
Business,"Total Establishments","Educational services",119,X,95,X,60,X
Business,"Total Establishments","Health care and social assistance",1723,X,1524,X,1654,X
Business,"Total Establishments","Arts, entertainment, and recreation",328,X,211,X,219,X
Business,"Total Establishments","Accommodation and food services",1387,X,1216,X,1036,X
Business,"Total Establishments","Other services (except public administration)",1625,X,1438,X,1246,X
Business,"Total Establishments","Industries not classified",11,X,15,X,8,X

"Source: 2017 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
