Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE"
Housing,Value,"$200,000 to $299,999",30619,"(+/- 2325 )",50787,"(+/- 3802 )",24919,"(+/- 2472 )",64135,"(+/- 3973 )",47137,"(+/- 2838 )"
Housing,Value,"$300,000 to $499,999",95299,"(+/- 4011 )",64666,"(+/- 3426 )",85547,"(+/- 3360 )",61544,"(+/- 3671 )",73656,"(+/- 3702 )"
Housing,Value,"$500,000 to $999,999",55793,"(+/- 2970 )",29853,"(+/- 2145 )",59985,"(+/- 2803 )",20035,"(+/- 1964 )",38022,"(+/- 2624 )"
Housing,Value,"$1,000,000 or more",6250,"(+/- 1168 )",5615,"(+/- 1094 )",4391,"(+/- 843 )",3259,"(+/- 1088 )",4400,"(+/- 908 )"
Housing,Value,"Median (dollars)",399700,"(+/- 6797 )",282600,"(+/- 6588 )",413400,"(+/- 7556 )",268900,"(+/- 5238 )",335600,"(+/- 5837 )"
Housing,"Mortgage Status","Owner-occupied units",207670,"(+/- 4684 )",217943,"(+/- 4796 )",190899,"(+/- 4099 )",208590,"(+/- 5160 )",199751,"(+/- 4657 )"
Housing,"Mortgage Status","Housing units with a mortgage",145070,"(+/- 4280 )",132178,"(+/- 5093 )",136270,"(+/- 3959 )",122721,"(+/- 4484 )",131741,"(+/- 4840 )"
Housing,"Mortgage Status","Housing units without a mortgage",62600,"(+/- 3225 )",85765,"(+/- 4105 )",54629,"(+/- 3148 )",85869,"(+/- 4010 )",68010,"(+/- 4022 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",145070,"(+/- 4280 )",132178,"(+/- 5093 )",136270,"(+/- 3959 )",122721,"(+/- 4484 )",131741,"(+/- 4840 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",226,"(+/- 200 )",2222,"(+/- 872 )",486,"(+/- 323 )",839,"(+/- 435 )",1100,"(+/- 466 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",8820,"(+/- 1400 )",22724,"(+/- 2206 )",7256,"(+/- 1274 )",19186,"(+/- 2046 )",11387,"(+/- 1391 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",31021,"(+/- 2444 )",41952,"(+/- 3196 )",28900,"(+/- 2571 )",44624,"(+/- 3248 )",34883,"(+/- 3165 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",42549,"(+/- 2943 )",33103,"(+/- 2892 )",41070,"(+/- 3029 )",33062,"(+/- 2738 )",37456,"(+/- 3084 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",27728,"(+/- 2855 )",16602,"(+/- 2411 )",26512,"(+/- 2421 )",13514,"(+/- 2102 )",22786,"(+/- 2097 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",16135,"(+/- 1861 )",6991,"(+/- 1262 )",16471,"(+/- 1592 )",6359,"(+/- 1199 )",10987,"(+/- 1389 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",18591,"(+/- 1906 )",8584,"(+/- 1515 )",15575,"(+/- 1454 )",5137,"(+/- 1126 )",13142,"(+/- 1728 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1873,"(+/- 34 )",1490,"(+/- 36 )",1883,"(+/- 31 )",1465,"(+/- 31 )",1735,"(+/- 34 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",62600,"(+/- 3225 )",85765,"(+/- 4105 )",54629,"(+/- 3148 )",85869,"(+/- 4010 )",68010,"(+/- 4022 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",3451,"(+/- 1152 )",10148,"(+/- 1474 )",1662,"(+/- 680 )",10854,"(+/- 1932 )",5313,"(+/- 1176 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",5744,"(+/- 1043 )",22671,"(+/- 2257 )",4460,"(+/- 1087 )",21151,"(+/- 2057 )",10596,"(+/- 1402 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",18049,"(+/- 1743 )",31253,"(+/- 3023 )",15565,"(+/- 1603 )",30948,"(+/- 2569 )",23167,"(+/- 2404 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",16770,"(+/- 1779 )",13755,"(+/- 1673 )",17057,"(+/- 1790 )",14766,"(+/- 1712 )",14979,"(+/- 1809 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",9289,"(+/- 1157 )",4979,"(+/- 1206 )",8179,"(+/- 1171 )",4888,"(+/- 953 )",8435,"(+/- 1393 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",9297,"(+/- 1491 )",2959,"(+/- 842 )",7706,"(+/- 1172 )",3262,"(+/- 812 )",5520,"(+/- 1107 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",644,"(+/- 20 )",455,"(+/- 12 )",659,"(+/- 14 )",466,"(+/- 12 )",561,"(+/- 14 )"
Housing,"Gross Rent","Occupied units paying rent",119179,"(+/- 4398 )",106472,"(+/- 5269 )",137659,"(+/- 4478 )",118099,"(+/- 4459 )",110614,"(+/- 4299 )"
Housing,"Gross Rent","Less than $500",4547,"(+/- 1157 )",14277,"(+/- 2047 )",7944,"(+/- 1765 )",10157,"(+/- 1714 )",6935,"(+/- 1373 )"
Housing,"Gross Rent","$500 to $999",23933,"(+/- 2370 )",48087,"(+/- 3611 )",26624,"(+/- 3009 )",52239,"(+/- 3800 )",36375,"(+/- 3560 )"
Housing,"Gross Rent","$1,000 to $1,499",49966,"(+/- 3318 )",30122,"(+/- 3400 )",61112,"(+/- 3646 )",42717,"(+/- 3140 )",43023,"(+/- 2855 )"
Housing,"Gross Rent","$1,500 to $1,999",27350,"(+/- 2635 )",10063,"(+/- 2000 )",26225,"(+/- 2473 )",9800,"(+/- 1595 )",16029,"(+/- 2195 )"
Housing,"Gross Rent","$2,000 to $2,499",9959,"(+/- 1803 )",3020,"(+/- 1036 )",10804,"(+/- 1887 )",1973,"(+/- 671 )",6120,"(+/- 1378 )"
Housing,"Gross Rent","$2,500 to $2,999",1928,"(+/- 583 )",602,"(+/- 393 )",3430,"(+/- 792 )",644,"(+/- 431 )",998,"(+/- 495 )"
Housing,"Gross Rent","$3,000 or more",1496,"(+/- 568 )",301,"(+/- 220 )",1520,"(+/- 473 )",569,"(+/- 382 )",1134,"(+/- 478 )"
Housing,"Gross Rent","Median (dollars)",1328,"(+/- 25 )",921,"(+/- 26 )",1276,"(+/- 24 )",973,"(+/- 22 )",1119,"(+/- 29 )"
Housing,"Gross Rent","No rent paid",3781,"(+/- 1029 )",7821,"(+/- 1532 )",3396,"(+/- 859 )",5193,"(+/- 1089 )",2903,"(+/- 875 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",330630,"(+/- 4021 )",332236,"(+/- 4252 )",331954,"(+/- 4313 )",331882,"(+/- 3114 )",313268,"(+/- 3584 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",12180,"(+/- 1955 )",20548,"(+/- 2433 )",18423,"(+/- 2104 )",20635,"(+/- 2613 )",15243,"(+/- 2051 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",8709,"(+/- 1477 )",15178,"(+/- 1904 )",11731,"(+/- 1566 )",18303,"(+/- 2365 )",11995,"(+/- 1788 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",21573,"(+/- 2394 )",34446,"(+/- 3284 )",25133,"(+/- 2848 )",34703,"(+/- 2671 )",24268,"(+/- 2596 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",25253,"(+/- 2659 )",32102,"(+/- 3023 )",25140,"(+/- 2546 )",35679,"(+/- 2731 )",28254,"(+/- 2967 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",38979,"(+/- 2963 )",47927,"(+/- 3630 )",37444,"(+/- 2486 )",46837,"(+/- 2999 )",39444,"(+/- 2858 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",52316,"(+/- 3080 )",64735,"(+/- 3925 )",55179,"(+/- 3737 )",69034,"(+/- 4176 )",56368,"(+/- 4096 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",44182,"(+/- 3650 )",46684,"(+/- 3399 )",45625,"(+/- 3619 )",41249,"(+/- 2969 )",44533,"(+/- 3076 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",65371,"(+/- 3792 )",40889,"(+/- 2962 )",58543,"(+/- 3733 )",39105,"(+/- 2919 )",49933,"(+/- 3269 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",30400,"(+/- 2325 )",15385,"(+/- 2241 )",26597,"(+/- 2391 )",14170,"(+/- 1841 )",20236,"(+/- 2156 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",31667,"(+/- 2532 )",14342,"(+/- 1523 )",28139,"(+/- 2397 )",12167,"(+/- 1536 )",22994,"(+/- 2788 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",78111,"(+/- 2241 )",56358,"(+/- 1823 )",71602,"(+/- 1754 )",52501,"(+/- 1217 )",65506,"(+/- 1929 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",102409,"(+/- 2632 )",73897,"(+/- 1832 )",92644,"(+/- 1898 )",68827,"(+/- 1690 )",88668,"(+/- 3013 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",852301,"(+/- 5146 )",817023,"(+/- 3902 )",836492,"(+/- 7855 )",810647,"(+/- 4647 )",834613,"(+/- 6641 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",795901,"(+/- 8706 )",754476,"(+/- 6613 )",779551,"(+/- 9117 )",751798,"(+/- 7068 )",776243,"(+/- 7989 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",646416,"(+/- 9536 )",501140,"(+/- 13291 )",588927,"(+/- 11965 )",503146,"(+/- 10172 )",571127,"(+/- 11250 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",259195,"(+/- 9163 )",386515,"(+/- 11497 )",277703,"(+/- 11604 )",382537,"(+/- 8726 )",320924,"(+/- 10515 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",56400,"(+/- 6746 )",62547,"(+/- 5771 )",56941,"(+/- 5372 )",58849,"(+/- 5277 )",58370,"(+/- 5626 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",198872,"(+/- 2601 )",188325,"(+/- 2328 )",169175,"(+/- 3514 )",165266,"(+/- 2614 )",202646,"(+/- 3451 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",7220,"(+/- 2465 )",6126,"(+/- 1644 )",5206,"(+/- 1862 )",6515,"(+/- 2157 )",7824,"(+/- 2065 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",6.0,"(+/- 1.0 )",9.8,"(+/- 1.2 )",6.1,"(+/- 0.9 )",9.9,"(+/- 1.2 )",8.3,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.4,"(+/- 1.8 )",18.2,"(+/- 2.4 )",8.9,"(+/- 2.0 )",17.6,"(+/- 2.3 )",12.6,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",9.9,"(+/- 4.6 )",19.3,"(+/- 5.9 )",5.4,"(+/- 3.3 )",20.1,"(+/- 5.8 )",11.9,"(+/- 4.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.9,"(+/- 0.9 )",5.1,"(+/- 1.1 )",3.7,"(+/- 0.9 )",5.1,"(+/- 0.9 )",4.1,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.8,"(+/- 1.7 )",8.4,"(+/- 2.4 )",5.4,"(+/- 1.9 )",8.0,"(+/- 2.2 )",5.1,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",6.1,"(+/- 4.4 )",3.8,"(+/- 2.3 )",3.0,"(+/- 2.1 )",5.7,"(+/- 4.4 )",5.8,"(+/- 5.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",18.0,"(+/- 4.1 )",29.9,"(+/- 5.6 )",17.0,"(+/- 3.6 )",30.2,"(+/- 3.9 )",24.4,"(+/- 4.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",22.6,"(+/- 5.3 )",39.7,"(+/- 7.7 )",22.9,"(+/- 6.4 )",40.9,"(+/- 5.3 )",33.2,"(+/- 6.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",22.8,"(+/- 18.0 )",54.5,"(+/- 15.1 )",22.0,"(+/- 15.5 )",66.4,"(+/- 13.7 )",32.4,"(+/- 14.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",9.4,"(+/- 1.0 )",14.1,"(+/- 1.1 )",11.4,"(+/- 0.9 )",16.7,"(+/- 1.1 )",11.5,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",11.3,"(+/- 2.5 )",20.0,"(+/- 3.1 )",12.6,"(+/- 3.1 )",21.3,"(+/- 2.9 )",14.5,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",10.8,"(+/- 2.4 )",19.4,"(+/- 3.1 )",11.9,"(+/- 3.2 )",20.2,"(+/- 2.8 )",14.1,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",12.8,"(+/- 4.2 )",21.6,"(+/- 5.5 )",11.6,"(+/- 3.7 )",23.8,"(+/- 4.8 )",17.3,"(+/- 3.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",10.1,"(+/- 2.4 )",18.6,"(+/- 3.0 )",12.1,"(+/- 3.4 )",18.9,"(+/- 3.0 )",13.0,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",8.8,"(+/- 0.8 )",12.5,"(+/- 0.8 )",11.1,"(+/- 0.7 )",15.6,"(+/- 0.9 )",10.7,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",7.7,"(+/- 1.4 )",7.9,"(+/- 1.0 )",8.3,"(+/- 1.3 )",8.0,"(+/- 1.3 )",7.7,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",6.7,"(+/- 1.2 )",10.6,"(+/- 1.4 )",6.7,"(+/- 1.2 )",10.7,"(+/- 1.3 )",8.6,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",19.1,"(+/- 1.4 )",26.2,"(+/- 1.9 )",22.6,"(+/- 1.5 )",32.8,"(+/- 1.4 )",23.5,"(+/- 1.9 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",204062,"(+/- 4467 )",177644,"(+/- 4780 )",190890,"(+/- 6652 )",192806,"(+/- 4749 )",196403,"(+/- 5218 )"
Education,"School Enrollment","Nursery school, preschool",15119,"(+/- 1858 )",10425,"(+/- 1455 )",14237,"(+/- 1618 )",8994,"(+/- 1402 )",10193,"(+/- 1567 )"
Education,"School Enrollment",Kindergarten,8995,"(+/- 1572 )",9916,"(+/- 1606 )",8932,"(+/- 1690 )",6834,"(+/- 1255 )",9290,"(+/- 1655 )"
Education,"School Enrollment","Elementary school (grades 1-8)",87316,"(+/- 2470 )",80814,"(+/- 2929 )",70533,"(+/- 3172 )",69127,"(+/- 2562 )",86724,"(+/- 2796 )"
Education,"School Enrollment","High school (grades 9-12)",43343,"(+/- 2335 )",40348,"(+/- 2448 )",34829,"(+/- 2113 )",37658,"(+/- 1998 )",47456,"(+/- 2922 )"
Education,"School Enrollment","College or graduate school",49289,"(+/- 3373 )",36141,"(+/- 3501 )",62359,"(+/- 5184 )",70193,"(+/- 3606 )",42740,"(+/- 3705 )"
Education,"Educational Attainment","Population 25 years and over",597355,"(+/- 3322 )",590276,"(+/- 4008 )",613590,"(+/- 5074 )",571109,"(+/- 4052 )",580050,"(+/- 5216 )"
Education,"Educational Attainment","Less than 9th grade",20553,"(+/- 2854 )",22970,"(+/- 3022 )",23321,"(+/- 3628 )",15471,"(+/- 2326 )",24049,"(+/- 3404 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",27023,"(+/- 2972 )",43200,"(+/- 3671 )",30245,"(+/- 3160 )",38250,"(+/- 3737 )",34843,"(+/- 3308 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",113655,"(+/- 5752 )",148206,"(+/- 5668 )",114343,"(+/- 5807 )",143926,"(+/- 6226 )",135681,"(+/- 7400 )"
Education,"Educational Attainment","Some college, no degree",130440,"(+/- 4869 )",163278,"(+/- 5720 )",138779,"(+/- 5689 )",163251,"(+/- 5456 )",148845,"(+/- 6237 )"
Education,"Educational Attainment","Associate's degree",51260,"(+/- 3874 )",59099,"(+/- 4395 )",51558,"(+/- 3756 )",54691,"(+/- 3734 )",52900,"(+/- 3559 )"
Education,"Educational Attainment","Bachelor's degree",155146,"(+/- 4999 )",96340,"(+/- 4652 )",155498,"(+/- 5842 )",95433,"(+/- 4935 )",118773,"(+/- 5235 )"
Education,"Educational Attainment","Graduate or professional degree",99278,"(+/- 4847 )",57183,"(+/- 3527 )",99846,"(+/- 4501 )",60087,"(+/- 3337 )",64959,"(+/- 4119 )"
Education,"Educational Attainment","Percent high school graduate or higher",92.0,"(+/- 0.7 )",88.8,"(+/- 0.8 )",91.3,"(+/- 0.7 )",90.6,"(+/- 0.8 )",89.8,"(+/- 0.8 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",42.6,"(+/- 1.1 )",26.0,"(+/- 1.0 )",41.6,"(+/- 1.1 )",27.2,"(+/- 1.0 )",31.7,"(+/- 1.1 )"

"Source: 2018 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",386073,G,262941,G,403345,G,246414,G,277726,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",2197,H,3004,G,250,H,4619,G,2669,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",244,G,423,H,67,G,331,G,151,H
Business,"Paid employees for pay period including March 12",Utilities,1640,H,1638,H,3611,H,602,H,541,H
Business,"Paid employees for pay period including March 12",Construction,23474,G,15072,G,20793,G,13471,G,21545,G
Business,"Paid employees for pay period including March 12",Manufacturing,54880,G,28497,G,29002,G,31298,G,31016,G
Business,"Paid employees for pay period including March 12","Wholesale trade",23295,G,8089,G,21651,G,9134,G,14197,G
Business,"Paid employees for pay period including March 12","Retail trade",44963,G,42921,G,40819,G,37669,G,40968,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",7309,G,11017,G,22952,G,8681,G,8808,G
Business,"Paid employees for pay period including March 12",Information,12892,G,5418,G,10733,G,4918,G,5675,G
Business,"Paid employees for pay period including March 12","Finance and insurance",14953,H,7665,G,20443,G,7971,G,9790,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",7753,G,3958,G,8741,G,3836,G,5402,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",27695,G,10021,G,30432,G,9900,G,13080,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",26749,H,5487,H,12318,G,5317,H,3638,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",24105,G,12876,G,23731,G,13640,G,16914,G
Business,"Paid employees for pay period including March 12","Educational services",11505,G,3014,G,14616,H,2916,G,5138,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",47687,G,49892,G,66960,G,47802,G,48724,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",5648,G,6796,G,7539,G,3623,G,4696,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",35495,G,35643,G,49272,G,30164,G,31976,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",13550,G,11451,G,19381,G,10504,G,12782,G
Business,"Paid employees for pay period including March 12","Industries not classified",39,H,59,J,34,H,18,J,16,J
Business,"Annual payroll ($1,000)","Total for all sectors",24382129,G,10254563,G,20839715,G,10229748,G,12342162,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",90892,H,151346,G,18979,H,225050,G,115410,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",15093,G,25989,H,4397,G,18276,G,9431,G
Business,"Annual payroll ($1,000)",Utilities,165673,G,144781,H,371283,H,56404,H,50623,H
Business,"Annual payroll ($1,000)",Construction,1536911,G,754954,G,1333170,G,721841,G,1190584,G
Business,"Annual payroll ($1,000)",Manufacturing,4636763,G,1204145,G,1583640,G,1708114,G,1723001,G
Business,"Annual payroll ($1,000)","Wholesale trade",2058365,G,407927,G,1408498,G,501072,G,892788,G
Business,"Annual payroll ($1,000)","Retail trade",1408316,G,1234081,G,1255618,G,1048174,H,1157346,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",361062,G,527323,G,1194577,G,380449,G,412088,G
Business,"Annual payroll ($1,000)",Information,1205514,G,287294,G,891499,G,256713,G,412862,G
Business,"Annual payroll ($1,000)","Finance and insurance",1053915,G,457296,G,1890319,G,491959,G,712555,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",356922,G,142064,G,420958,G,129371,G,254063,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",2463097,H,517310,G,2398594,G,505220,G,1001605,H
Business,"Annual payroll ($1,000)","Management of companies and enterprises",3923966,H,330299,G,1118631,G,398755,H,231133,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",996306,G,417393,G,802228,G,397177,G,533399,G
Business,"Annual payroll ($1,000)","Educational services",278541,G,77034,G,497030,G,72986,G,133901,H
Business,"Annual payroll ($1,000)","Health care and social assistance",2367003,G,2446632,G,3659977,G,2406291,G,2442762,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",246428,H,126380,G,242010,G,81118,G,109706,G
Business,"Annual payroll ($1,000)","Accommodation and food services",729161,G,694888,G,1057281,G,540913,G,617781,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",486678,G,306332,G,690391,G,289535,G,340584,G
Business,"Annual payroll ($1,000)","Industries not classified",1523,H,1095,G,635,G,330,H,540,H
Business,"Total Establishments","Total for all sectors",23613,X,24455,X,26676,X,19833,X,22276,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",175,X,371,X,40,X,493,X,291,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",15,X,43,X,9,X,37,X,18,X
Business,"Total Establishments",Utilities,35,X,128,X,44,X,42,X,31,X
Business,"Total Establishments",Construction,2363,X,3104,X,2333,X,2124,X,2945,X
Business,"Total Establishments",Manufacturing,1236,X,1127,X,1132,X,1038,X,1014,X
Business,"Total Establishments","Wholesale trade",1269,X,938,X,1255,X,742,X,1023,X
Business,"Total Establishments","Retail trade",2603,X,3371,X,2926,X,2741,X,2692,X
Business,"Total Establishments","Transportation and warehousing",552,X,754,X,797,X,579,X,544,X
Business,"Total Establishments",Information,528,X,492,X,612,X,350,X,356,X
Business,"Total Establishments","Finance and insurance",1258,X,1222,X,1175,X,1010,X,1374,X
Business,"Total Establishments","Real estate and rental and leasing",1472,X,1346,X,1533,X,1094,X,1284,X
Business,"Total Establishments","Professional, scientific, and technical services",2756,X,2206,X,3717,X,1749,X,2137,X
Business,"Total Establishments","Management of companies and enterprises",217,X,115,X,192,X,95,X,112,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1411,X,1189,X,1235,X,894,X,1167,X
Business,"Total Establishments","Educational services",391,X,277,X,436,X,240,X,251,X
Business,"Total Establishments","Health care and social assistance",2914,X,2859,X,3167,X,2433,X,2699,X
Business,"Total Establishments","Arts, entertainment, and recreation",370,X,427,X,532,X,309,X,361,X
Business,"Total Establishments","Accommodation and food services",2158,X,2427,X,3032,X,2037,X,2046,X
Business,"Total Establishments","Other services (except public administration)",1871,X,2031,X,2488,X,1806,X,1918,X
Business,"Total Establishments","Industries not classified",19,X,28,X,21,X,20,X,13,X

"Source: 2017 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
