Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
People,Ancestry,"Subsaharan African",5947,"(+/- 2277 )",4757,"(+/- 1229 )",9806,"(+/- 3888 )",44997,"(+/- 8941 )",24714,"(+/- 4645 )",16015,"(+/- 4256 )",29171,"(+/- 7352 )",5540,"(+/- 2682 )",3989,"(+/- 2405 )",11451,"(+/- 4902 )",13097,"(+/- 3519 )",5934,"(+/- 1902 )",27215,"(+/- 6922 )",9841,"(+/- 3623 )"
People,Ancestry,Swedish,1870,"(+/- 749 )",1687,"(+/- 853 )",1765,"(+/- 1178 )",1315,"(+/- 605 )",2029,"(+/- 578 )",5963,"(+/- 1457 )",4871,"(+/- 1741 )",1444,"(+/- 986 )",3113,"(+/- 1008 )",2201,"(+/- 756 )",7131,"(+/- 2218 )",2000,"(+/- 983 )",1422,"(+/- 727 )",2811,"(+/- 1146 )"
People,Ancestry,Swiss,388,"(+/- 396 )",972,"(+/- 626 )",619,"(+/- 289 )",615,"(+/- 400 )",1208,"(+/- 635 )",2776,"(+/- 1279 )",1872,"(+/- 1687 )",279,"(+/- 269 )",2168,"(+/- 918 )",864,"(+/- 457 )",3376,"(+/- 2432 )",2098,"(+/- 1286 )",206,"(+/- 218 )",162,"(+/- 151 )"
People,Ancestry,Ukrainian,629,"(+/- 469 )",68,"(+/- 69 )",436,"(+/- 371 )",1462,"(+/- 821 )",1585,"(+/- 924 )",2616,"(+/- 900 )",1582,"(+/- 825 )",190,"(+/- 184 )",841,"(+/- 492 )",1043,"(+/- 999 )",1723,"(+/- 1372 )",1157,"(+/- 1345 )",266,"(+/- 325 )",558,"(+/- 446 )"
People,Ancestry,Welsh,3010,"(+/- 1132 )",1362,"(+/- 882 )",3628,"(+/- 1323 )",1871,"(+/- 886 )",2612,"(+/- 777 )",6193,"(+/- 2245 )",2404,"(+/- 1073 )",3336,"(+/- 1359 )",5048,"(+/- 1428 )",4065,"(+/- 1113 )",4406,"(+/- 1470 )",2165,"(+/- 1359 )",2122,"(+/- 1069 )",3994,"(+/- 1628 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",4357,"(+/- 1754 )",3688,"(+/- 1714 )",10164,"(+/- 5605 )",42062,"(+/- 9902 )",10383,"(+/- 2492 )",11794,"(+/- 5580 )",9977,"(+/- 3218 )",2757,"(+/- 2106 )",1358,"(+/- 1010 )",7622,"(+/- 3921 )",7938,"(+/- 3156 )",2072,"(+/- 927 )",19702,"(+/- 5023 )",4756,"(+/- 3315 )"
People,"Veteran Status","Civilian population 18 years and over",555608,"(+/- 3940 )",500891,"(+/- 5485 )",563617,"(+/- 6483 )",591229,"(+/- 12969 )",624932,"(+/- 10471 )",574043,"(+/- 9429 )",587683,"(+/- 12280 )",541326,"(+/- 5178 )",592842,"(+/- 5027 )",586884,"(+/- 9773 )",599298,"(+/- 8577 )",547801,"(+/- 4875 )",559652,"(+/- 12389 )",547913,"(+/- 2608 )"
People,"Veteran Status","Civilian veterans",60356,"(+/- 4111 )",45903,"(+/- 2754 )",51261,"(+/- 3838 )",45831,"(+/- 4451 )",32611,"(+/- 3634 )",29171,"(+/- 2539 )",33087,"(+/- 3467 )",49854,"(+/- 3651 )",50749,"(+/- 3677 )",41955,"(+/- 3483 )",39549,"(+/- 3481 )",51418,"(+/- 4049 )",44122,"(+/- 3810 )",33641,"(+/- 2668 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",716327,"(+/- 6189 )",631449,"(+/- 7472 )",731066,"(+/- 9629 )",779902,"(+/- 19160 )",783828,"(+/- 14356 )",751787,"(+/- 10773 )",799511,"(+/- 16848 )",692812,"(+/- 6707 )",757339,"(+/- 6463 )",755031,"(+/- 13049 )",774522,"(+/- 11767 )",695734,"(+/- 6549 )",751859,"(+/- 18151 )",713791,"(+/- 3868 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",101218,"(+/- 5217 )",106002,"(+/- 5185 )",100443,"(+/- 5116 )",82033,"(+/- 6066 )",90516,"(+/- 4739 )",51584,"(+/- 4605 )",53142,"(+/- 4544 )",95641,"(+/- 5636 )",113328,"(+/- 5343 )",87670,"(+/- 5048 )",74166,"(+/- 5722 )",109113,"(+/- 6479 )",84632,"(+/- 6044 )",96589,"(+/- 5728 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",174060,"(+/- 3202 )",154192,"(+/- 3767 )",175237,"(+/- 5152 )",193343,"(+/- 9053 )",167662,"(+/- 8279 )",179421,"(+/- 6729 )",215965,"(+/- 7826 )",168288,"(+/- 3374 )",171646,"(+/- 3427 )",179839,"(+/- 6036 )",180665,"(+/- 5689 )",168260,"(+/- 3237 )",197308,"(+/- 9064 )",174489,"(+/- 1808 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",9205,"(+/- 1704 )",7853,"(+/- 1518 )",6650,"(+/- 1426 )",9253,"(+/- 2686 )",6659,"(+/- 2184 )",4074,"(+/- 1195 )",4630,"(+/- 1280 )",8507,"(+/- 1914 )",8240,"(+/- 1600 )",7398,"(+/- 1484 )",7194,"(+/- 1544 )",8418,"(+/- 2162 )",8397,"(+/- 2243 )",5939,"(+/- 1588 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",435847,"(+/- 4759 )",375108,"(+/- 5842 )",443016,"(+/- 6901 )",492178,"(+/- 11444 )",531602,"(+/- 10229 )",474896,"(+/- 8709 )",500181,"(+/- 11423 )",418727,"(+/- 5255 )",444942,"(+/- 5207 )",466949,"(+/- 8904 )",493021,"(+/- 8238 )",427997,"(+/- 4954 )",470075,"(+/- 11842 )",434245,"(+/- 4089 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",54030,"(+/- 4860 )",58028,"(+/- 4153 )",54281,"(+/- 3953 )",45174,"(+/- 4606 )",53383,"(+/- 4326 )",23430,"(+/- 2951 )",26834,"(+/- 3435 )",47643,"(+/- 3842 )",52899,"(+/- 4344 )",44168,"(+/- 3655 )",35812,"(+/- 3701 )",63765,"(+/- 5261 )",46091,"(+/- 4999 )",53273,"(+/- 3990 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",106420,"(+/- 1712 )",102149,"(+/- 2989 )",112813,"(+/- 2843 )",94381,"(+/- 3761 )",84564,"(+/- 4129 )",97470,"(+/- 4162 )",83365,"(+/- 2925 )",105797,"(+/- 2506 )",140751,"(+/- 2192 )",108243,"(+/- 3661 )",100836,"(+/- 3531 )",99477,"(+/- 2523 )",84476,"(+/- 4071 )",105057,"(+/- 2483 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",37983,"(+/- 2333 )",40121,"(+/- 2541 )",39512,"(+/- 2999 )",27606,"(+/- 2931 )",30474,"(+/- 2515 )",24080,"(+/- 2686 )",21678,"(+/- 2274 )",39491,"(+/- 3262 )",52189,"(+/- 2794 )",36104,"(+/- 2903 )",31160,"(+/- 3555 )",36930,"(+/- 2486 )",30144,"(+/- 3413 )",37377,"(+/- 3024 )"
People,"Residence 1 Year Ago","Population 1 year and over",736885,"(+/- 5264 )",657799,"(+/- 6821 )",735711,"(+/- 9409 )",778260,"(+/- 19386 )",782537,"(+/- 13552 )",746612,"(+/- 10479 )",798020,"(+/- 17152 )",706470,"(+/- 6793 )",756691,"(+/- 6275 )",761334,"(+/- 13253 )",771678,"(+/- 11683 )",713836,"(+/- 6014 )",749391,"(+/- 17921 )",715238,"(+/- 3441 )"
People,"Residence 1 Year Ago","Same house",615271,"(+/- 12763 )",537401,"(+/- 9117 )",627487,"(+/- 12323 )",676284,"(+/- 19500 )",637535,"(+/- 14666 )",648069,"(+/- 11894 )",688713,"(+/- 18767 )",616626,"(+/- 10092 )",665830,"(+/- 8710 )",653143,"(+/- 14746 )",659808,"(+/- 13915 )",594703,"(+/- 10700 )",654729,"(+/- 19287 )",634204,"(+/- 8841 )"
People,"Residence 1 Year Ago","Different house in the U.S.",118015,"(+/- 11248 )",117382,"(+/- 10225 )",105120,"(+/- 9058 )",97271,"(+/- 11374 )",139286,"(+/- 8955 )",90645,"(+/- 7452 )",103013,"(+/- 10266 )",87693,"(+/- 7975 )",88180,"(+/- 8575 )",105965,"(+/- 9708 )",108696,"(+/- 7952 )",114718,"(+/- 9569 )",93152,"(+/- 10064 )",79660,"(+/- 8381 )"
People,"Residence 1 Year Ago","Same county",57428,"(+/- 9164 )",62618,"(+/- 8029 )",52545,"(+/- 7063 )",45650,"(+/- 8711 )",62606,"(+/- 6488 )",41169,"(+/- 5754 )",57098,"(+/- 9678 )",42769,"(+/- 6404 )",35386,"(+/- 5737 )",40864,"(+/- 4749 )",55313,"(+/- 6493 )",49105,"(+/- 6673 )",38828,"(+/- 6714 )",39486,"(+/- 6977 )"
People,"Residence 1 Year Ago","Different county",60587,"(+/- 6378 )",54764,"(+/- 5988 )",52575,"(+/- 6630 )",51621,"(+/- 8805 )",76680,"(+/- 7442 )",49476,"(+/- 5774 )",45915,"(+/- 6080 )",44924,"(+/- 6069 )",52794,"(+/- 6649 )",65101,"(+/- 8017 )",53383,"(+/- 6759 )",65613,"(+/- 6653 )",54324,"(+/- 8015 )",40174,"(+/- 5538 )"
People,"Residence 1 Year Ago","Same state",30961,"(+/- 4325 )",34719,"(+/- 4882 )",34252,"(+/- 5000 )",29838,"(+/- 6091 )",48551,"(+/- 6226 )",29556,"(+/- 4053 )",27869,"(+/- 4629 )",32274,"(+/- 4668 )",37362,"(+/- 4481 )",47255,"(+/- 5905 )",39072,"(+/- 5921 )",42891,"(+/- 5293 )",35929,"(+/- 6140 )",23129,"(+/- 4351 )"
People,"Residence 1 Year Ago","Different state",29626,"(+/- 4158 )",20045,"(+/- 3287 )",18323,"(+/- 3947 )",21783,"(+/- 5026 )",28129,"(+/- 3741 )",19920,"(+/- 3785 )",18046,"(+/- 4188 )",12650,"(+/- 3146 )",15432,"(+/- 4499 )",17846,"(+/- 4598 )",14311,"(+/- 3267 )",22722,"(+/- 5249 )",18395,"(+/- 4971 )",17045,"(+/- 3367 )"
People,"Residence 1 Year Ago",Abroad,3599,"(+/- 1171 )",3016,"(+/- 1111 )",3104,"(+/- 1047 )",4705,"(+/- 1906 )",5716,"(+/- 1770 )",7898,"(+/- 2845 )",6294,"(+/- 1856 )",2151,"(+/- 1653 )",2681,"(+/- 1605 )",2226,"(+/- 1036 )",3174,"(+/- 1246 )",4415,"(+/- 2165 )",1510,"(+/- 723 )",1374,"(+/- 642 )"
Workers,"Employment Status","Population 16 years and over",588158,"(+/- 3722 )",527063,"(+/- 5375 )",588530,"(+/- 6869 )",612063,"(+/- 13720 )",640689,"(+/- 10992 )",598308,"(+/- 9966 )",615516,"(+/- 12935 )",564717,"(+/- 5448 )",616768,"(+/- 5663 )",607991,"(+/- 10502 )",623383,"(+/- 9341 )",571618,"(+/- 4799 )",585474,"(+/- 12685 )",571765,"(+/- 3320 )"
Workers,"Employment Status","In labor force",369637,"(+/- 7140 )",287751,"(+/- 7688 )",351181,"(+/- 7290 )",404505,"(+/- 9313 )",428668,"(+/- 10629 )",425345,"(+/- 9644 )",426911,"(+/- 10129 )",321064,"(+/- 7132 )",369110,"(+/- 7071 )",370335,"(+/- 8787 )",426867,"(+/- 10514 )",329002,"(+/- 7570 )",395540,"(+/- 10921 )",339909,"(+/- 6687 )"
Workers,"Employment Status","Civilian labor force",355107,"(+/- 7295 )",277742,"(+/- 7685 )",349538,"(+/- 7337 )",404161,"(+/- 9320 )",428409,"(+/- 10650 )",424539,"(+/- 9597 )",426703,"(+/- 10144 )",316398,"(+/- 7311 )",368381,"(+/- 7060 )",369851,"(+/- 8774 )",425779,"(+/- 10487 )",322016,"(+/- 7702 )",395173,"(+/- 10845 )",339565,"(+/- 6680 )"
Workers,"Employment Status",Employed,333465,"(+/- 7448 )",251727,"(+/- 7881 )",335997,"(+/- 7043 )",382413,"(+/- 8601 )",404378,"(+/- 10424 )",412835,"(+/- 9629 )",411826,"(+/- 10261 )",301054,"(+/- 6769 )",354428,"(+/- 7473 )",352987,"(+/- 8780 )",408872,"(+/- 10627 )",301925,"(+/- 8039 )",375551,"(+/- 11264 )",326008,"(+/- 6546 )"
Workers,"Employment Status",Unemployed,21642,"(+/- 3147 )",26015,"(+/- 3123 )",13541,"(+/- 2463 )",21748,"(+/- 3147 )",24031,"(+/- 3129 )",11704,"(+/- 1921 )",14877,"(+/- 2825 )",15344,"(+/- 2144 )",13953,"(+/- 2653 )",16864,"(+/- 2426 )",16907,"(+/- 2526 )",20091,"(+/- 2894 )",19622,"(+/- 3401 )",13557,"(+/- 2242 )"
Workers,"Employment Status","Armed Forces",14530,"(+/- 1567 )",10009,"(+/- 1208 )",1643,"(+/- 716 )",344,"(+/- 346 )",259,"(+/- 229 )",806,"(+/- 503 )",208,"(+/- 203 )",4666,"(+/- 1119 )",729,"(+/- 516 )",484,"(+/- 347 )",1088,"(+/- 565 )",6986,"(+/- 1281 )",367,"(+/- 350 )",344,"(+/- 317 )"
Workers,"Employment Status","Not in labor force",218521,"(+/- 7274 )",239312,"(+/- 6920 )",237349,"(+/- 7031 )",207558,"(+/- 8447 )",212021,"(+/- 8109 )",172963,"(+/- 6612 )",188605,"(+/- 8395 )",243653,"(+/- 7289 )",247658,"(+/- 6531 )",237656,"(+/- 8113 )",196516,"(+/- 7863 )",242616,"(+/- 7557 )",189934,"(+/- 8712 )",231856,"(+/- 6449 )"
Workers,"Employment Status","Civilian labor force",355107,"(+/- 7295 )",277742,"(+/- 7685 )",349538,"(+/- 7337 )",404161,"(+/- 9320 )",428409,"(+/- 10650 )",424539,"(+/- 9597 )",426703,"(+/- 10144 )",316398,"(+/- 7311 )",368381,"(+/- 7060 )",369851,"(+/- 8774 )",425779,"(+/- 10487 )",322016,"(+/- 7702 )",395173,"(+/- 10845 )",339565,"(+/- 6680 )"
Workers,"Employment Status","Unemployment Rate",6.1,"(+/- 0.9 )",9.4,"(+/- 1.1 )",3.9,"(+/- 0.7 )",5.4,"(+/- 0.7 )",5.6,"(+/- 0.7 )",2.8,"(+/- 0.5 )",3.5,"(+/- 0.7 )",4.8,"(+/- 0.6 )",3.8,"(+/- 0.7 )",4.6,"(+/- 0.6 )",4.0,"(+/- 0.6 )",6.2,"(+/- 0.9 )",5.0,"(+/- 0.9 )",4.0,"(+/- 0.6 )"
Workers,"Commuting to Work","Workers 16 years and over",341146,"(+/- 7382 )",254976,"(+/- 7587 )",331646,"(+/- 7017 )",371899,"(+/- 8842 )",394780,"(+/- 10518 )",406519,"(+/- 9520 )",402191,"(+/- 10254 )",301303,"(+/- 6695 )",349608,"(+/- 7486 )",344063,"(+/- 8417 )",403145,"(+/- 10441 )",302498,"(+/- 8163 )",366157,"(+/- 11347 )",321100,"(+/- 6693 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",278497,"(+/- 8246 )",203786,"(+/- 7044 )",276407,"(+/- 7329 )",276223,"(+/- 8049 )",265383,"(+/- 9931 )",299196,"(+/- 8706 )",323825,"(+/- 9065 )",257204,"(+/- 6514 )",278568,"(+/- 7551 )",278344,"(+/- 8436 )",324467,"(+/- 9537 )",253533,"(+/- 7758 )",295190,"(+/- 11411 )",271330,"(+/- 6556 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",36367,"(+/- 4406 )",29968,"(+/- 3868 )",26593,"(+/- 3264 )",44511,"(+/- 5205 )",29714,"(+/- 4472 )",33551,"(+/- 4078 )",42348,"(+/- 5281 )",27721,"(+/- 3337 )",44257,"(+/- 4192 )",30110,"(+/- 3041 )",28136,"(+/- 3493 )",23808,"(+/- 3075 )",34044,"(+/- 4072 )",29462,"(+/- 4005 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",2436,"(+/- 1029 )",2327,"(+/- 1082 )",1612,"(+/- 808 )",16402,"(+/- 3376 )",38540,"(+/- 4747 )",15518,"(+/- 2818 )",3413,"(+/- 1067 )",195,"(+/- 153 )",977,"(+/- 585 )",3194,"(+/- 989 )",2625,"(+/- 938 )",1859,"(+/- 849 )",8560,"(+/- 1957 )",514,"(+/- 452 )"
Workers,"Commuting to Work",Walked,7308,"(+/- 1668 )",9054,"(+/- 1619 )",3612,"(+/- 1441 )",3992,"(+/- 1147 )",15310,"(+/- 2620 )",5830,"(+/- 1712 )",2659,"(+/- 1009 )",3321,"(+/- 1403 )",3212,"(+/- 1089 )",5379,"(+/- 1275 )",3118,"(+/- 1280 )",5106,"(+/- 1381 )",1555,"(+/- 842 )",3571,"(+/- 1080 )"
Workers,"Commuting to Work","Other means",4830,"(+/- 1089 )",3822,"(+/- 1220 )",8167,"(+/- 2135 )",7080,"(+/- 2290 )",13731,"(+/- 2593 )",6247,"(+/- 1953 )",3965,"(+/- 1272 )",5755,"(+/- 1543 )",3802,"(+/- 1175 )",5131,"(+/- 1275 )",8033,"(+/- 1875 )",7047,"(+/- 1897 )",6990,"(+/- 2033 )",3737,"(+/- 932 )"
Workers,"Commuting to Work","Worked at home",11708,"(+/- 2130 )",6019,"(+/- 1310 )",15255,"(+/- 2547 )",23691,"(+/- 2529 )",32102,"(+/- 3273 )",46177,"(+/- 4196 )",25981,"(+/- 2848 )",7107,"(+/- 1653 )",18792,"(+/- 2536 )",21905,"(+/- 3157 )",36766,"(+/- 3961 )",11145,"(+/- 2161 )",19818,"(+/- 3406 )",12486,"(+/- 2300 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",23.2,"(+/- 0.6 )",21.7,"(+/- 0.7 )",28.0,"(+/- 0.8 )",36.0,"(+/- 0.9 )",29.6,"(+/- 0.8 )",29.5,"(+/- 0.6 )",34.4,"(+/- 0.9 )",23.2,"(+/- 1.0 )",28.6,"(+/- 0.8 )",29.6,"(+/- 0.8 )",31.9,"(+/- 0.8 )",24.5,"(+/- 0.9 )",33.3,"(+/- 0.7 )",28.3,"(+/- 0.8 )"
Workers,Occupation,"Civilian employed population 16 years and over",333465,"(+/- 7448 )",251727,"(+/- 7881 )",335997,"(+/- 7043 )",382413,"(+/- 8601 )",404378,"(+/- 10424 )",412835,"(+/- 9629 )",411826,"(+/- 10261 )",301054,"(+/- 6769 )",354428,"(+/- 7473 )",352987,"(+/- 8780 )",408872,"(+/- 10627 )",301925,"(+/- 8039 )",375551,"(+/- 11264 )",326008,"(+/- 6546 )"
Workers,Occupation,"Management, business, science, and arts occupations",111603,"(+/- 5413 )",69882,"(+/- 4541 )",117606,"(+/- 6113 )",135238,"(+/- 7152 )",188807,"(+/- 7706 )",229203,"(+/- 6754 )",172395,"(+/- 7735 )",93979,"(+/- 5205 )",121363,"(+/- 5864 )",125618,"(+/- 5943 )",184155,"(+/- 7600 )",97454,"(+/- 6252 )",127796,"(+/- 6997 )",89827,"(+/- 5554 )"
Workers,Occupation,"Service occupations",61108,"(+/- 4346 )",57762,"(+/- 4228 )",52303,"(+/- 3503 )",69036,"(+/- 5461 )",66077,"(+/- 4876 )",45959,"(+/- 4420 )",60956,"(+/- 5339 )",50803,"(+/- 5013 )",57166,"(+/- 4542 )",59066,"(+/- 3568 )",58857,"(+/- 6063 )",53125,"(+/- 4354 )",68023,"(+/- 5288 )",53213,"(+/- 4497 )"
Workers,Occupation,"Sales and office occupations",70771,"(+/- 5225 )",51448,"(+/- 3536 )",72140,"(+/- 5408 )",83089,"(+/- 5869 )",83364,"(+/- 6238 )",88001,"(+/- 5602 )",99560,"(+/- 6777 )",68386,"(+/- 5053 )",75064,"(+/- 4538 )",75112,"(+/- 5317 )",93162,"(+/- 5152 )",67286,"(+/- 4860 )",85223,"(+/- 6428 )",73400,"(+/- 4769 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",34503,"(+/- 3582 )",24753,"(+/- 2715 )",31147,"(+/- 3514 )",33970,"(+/- 3751 )",15145,"(+/- 2255 )",24860,"(+/- 3452 )",34011,"(+/- 3853 )",36135,"(+/- 3920 )",37988,"(+/- 3298 )",35603,"(+/- 3304 )",31690,"(+/- 3940 )",32013,"(+/- 3691 )",28322,"(+/- 3615 )",37675,"(+/- 4336 )"
Workers,Occupation,"Production, transportation, and material moving occupations",55480,"(+/- 5085 )",47882,"(+/- 3630 )",62801,"(+/- 5455 )",61080,"(+/- 5108 )",50985,"(+/- 4259 )",24812,"(+/- 3119 )",44904,"(+/- 4340 )",51751,"(+/- 4490 )",62847,"(+/- 5004 )",57588,"(+/- 4960 )",41008,"(+/- 4769 )",52047,"(+/- 3510 )",66187,"(+/- 4638 )",71893,"(+/- 5351 )"
Workers,Industry,"Civilian employed population 16 years and over",333465,"(+/- 7448 )",251727,"(+/- 7881 )",335997,"(+/- 7043 )",382413,"(+/- 8601 )",404378,"(+/- 10424 )",412835,"(+/- 9629 )",411826,"(+/- 10261 )",301054,"(+/- 6769 )",354428,"(+/- 7473 )",352987,"(+/- 8780 )",408872,"(+/- 10627 )",301925,"(+/- 8039 )",375551,"(+/- 11264 )",326008,"(+/- 6546 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",4116,"(+/- 1299 )",9031,"(+/- 1651 )",2104,"(+/- 899 )",128,"(+/- 160 )",1586,"(+/- 1040 )",842,"(+/- 480 )",843,"(+/- 428 )",8258,"(+/- 1733 )",6518,"(+/- 1809 )",6486,"(+/- 1453 )",644,"(+/- 459 )",9357,"(+/- 1788 )",223,"(+/- 215 )",3084,"(+/- 1122 )"
Workers,Industry,Construction,25268,"(+/- 3579 )",13919,"(+/- 2483 )",23144,"(+/- 3145 )",23319,"(+/- 3601 )",13431,"(+/- 2197 )",27072,"(+/- 3169 )",34547,"(+/- 4050 )",21406,"(+/- 2897 )",30439,"(+/- 3016 )",26571,"(+/- 2899 )",32100,"(+/- 4135 )",20697,"(+/- 3100 )",20926,"(+/- 3793 )",24522,"(+/- 3237 )"
Workers,Industry,Manufacturing,34267,"(+/- 3081 )",29232,"(+/- 3014 )",48903,"(+/- 4954 )",31060,"(+/- 3320 )",21146,"(+/- 2376 )",26973,"(+/- 3261 )",39931,"(+/- 3565 )",37575,"(+/- 3524 )",54892,"(+/- 4383 )",37085,"(+/- 3454 )",39231,"(+/- 3775 )",33953,"(+/- 3159 )",28707,"(+/- 3856 )",70198,"(+/- 4289 )"
Workers,Industry,"Wholesale trade",6274,"(+/- 2163 )",4613,"(+/- 1126 )",9267,"(+/- 1848 )",8833,"(+/- 1986 )",9394,"(+/- 1749 )",11873,"(+/- 1766 )",13461,"(+/- 2126 )",4687,"(+/- 1132 )",11529,"(+/- 2168 )",10555,"(+/- 2317 )",10786,"(+/- 1836 )",6190,"(+/- 1519 )",10483,"(+/- 2223 )",7926,"(+/- 1458 )"
Workers,Industry,"Retail trade",39230,"(+/- 3355 )",30639,"(+/- 3169 )",38460,"(+/- 3439 )",40096,"(+/- 3787 )",35508,"(+/- 4088 )",39598,"(+/- 3580 )",48502,"(+/- 5212 )",37054,"(+/- 4012 )",44149,"(+/- 3495 )",39782,"(+/- 4102 )",45100,"(+/- 4118 )",36737,"(+/- 4104 )",40091,"(+/- 4747 )",36819,"(+/- 4073 )"
Workers,Industry,"Transportation and warehousing, and utilities",26656,"(+/- 3904 )",15831,"(+/- 2195 )",32275,"(+/- 3797 )",34635,"(+/- 3562 )",37110,"(+/- 4458 )",16932,"(+/- 2693 )",19587,"(+/- 2913 )",15109,"(+/- 2747 )",15410,"(+/- 2550 )",23169,"(+/- 2804 )",22594,"(+/- 2926 )",21417,"(+/- 2834 )",46458,"(+/- 4750 )",20210,"(+/- 3147 )"
Workers,Industry,Information,3949,"(+/- 1440 )",3120,"(+/- 1115 )",4028,"(+/- 954 )",9975,"(+/- 2195 )",13206,"(+/- 2597 )",19521,"(+/- 2441 )",15371,"(+/- 2493 )",4833,"(+/- 1716 )",6569,"(+/- 1548 )",5602,"(+/- 1588 )",11381,"(+/- 2098 )",3792,"(+/- 1266 )",8296,"(+/- 1938 )",5654,"(+/- 1387 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",16278,"(+/- 2348 )",12182,"(+/- 1736 )",20096,"(+/- 2468 )",20680,"(+/- 2956 )",28595,"(+/- 3107 )",42181,"(+/- 3895 )",29518,"(+/- 3152 )",15890,"(+/- 2275 )",15425,"(+/- 2231 )",17245,"(+/- 2657 )",31780,"(+/- 3837 )",11962,"(+/- 1947 )",21395,"(+/- 3399 )",17101,"(+/- 2598 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",30802,"(+/- 3075 )",18974,"(+/- 2944 )",28075,"(+/- 3209 )",47971,"(+/- 4614 )",79532,"(+/- 5242 )",94016,"(+/- 4816 )",61394,"(+/- 5100 )",24027,"(+/- 3820 )",36859,"(+/- 3597 )",36926,"(+/- 3417 )",71481,"(+/- 4960 )",23441,"(+/- 2940 )",42340,"(+/- 3658 )",23304,"(+/- 2936 )"
Workers,Industry,"Educational services, and health care and social assistance",68051,"(+/- 4053 )",56952,"(+/- 4393 )",63704,"(+/- 4990 )",87717,"(+/- 6305 )",81666,"(+/- 4737 )",67399,"(+/- 5045 )",76303,"(+/- 5857 )",66247,"(+/- 4759 )",72164,"(+/- 4481 )",84001,"(+/- 4761 )",75393,"(+/- 6349 )",72024,"(+/- 4813 )",81993,"(+/- 7185 )",61907,"(+/- 3881 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",41286,"(+/- 3614 )",25629,"(+/- 2722 )",31796,"(+/- 3489 )",35803,"(+/- 4053 )",47077,"(+/- 3748 )",36019,"(+/- 4194 )",39442,"(+/- 3684 )",23540,"(+/- 2682 )",27917,"(+/- 3664 )",29094,"(+/- 3153 )",38658,"(+/- 4261 )",27254,"(+/- 3742 )",36747,"(+/- 4237 )",26690,"(+/- 2909 )"
Workers,Industry,"Other services, except public administration",14978,"(+/- 2356 )",12936,"(+/- 2277 )",15152,"(+/- 2388 )",24161,"(+/- 3727 )",18651,"(+/- 2839 )",20621,"(+/- 3070 )",22210,"(+/- 3367 )",16673,"(+/- 2565 )",18319,"(+/- 2577 )",18197,"(+/- 2318 )",14935,"(+/- 1878 )",16182,"(+/- 2555 )",16632,"(+/- 3198 )",14369,"(+/- 2893 )"
Workers,Industry,"Public administration",22310,"(+/- 2562 )",18669,"(+/- 2895 )",18993,"(+/- 2492 )",18035,"(+/- 2557 )",17476,"(+/- 2359 )",9788,"(+/- 1540 )",10717,"(+/- 2129 )",25755,"(+/- 3070 )",14238,"(+/- 2258 )",18274,"(+/- 2346 )",14789,"(+/- 2052 )",18919,"(+/- 2618 )",21260,"(+/- 3528 )",14224,"(+/- 2685 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",333465,"(+/- 7448 )",251727,"(+/- 7881 )",335997,"(+/- 7043 )",382413,"(+/- 8601 )",404378,"(+/- 10424 )",412835,"(+/- 9629 )",411826,"(+/- 10261 )",301054,"(+/- 6769 )",354428,"(+/- 7473 )",352987,"(+/- 8780 )",408872,"(+/- 10627 )",301925,"(+/- 8039 )",375551,"(+/- 11264 )",326008,"(+/- 6546 )"
