Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Housing,"Gross Rent","Less than $500",11784,"(+/- 1741 )",18572,"(+/- 1887 )",11820,"(+/- 1933 )",11132,"(+/- 2206 )"
Housing,"Gross Rent","$500 to $999",40848,"(+/- 3662 )",53031,"(+/- 3632 )",38464,"(+/- 3757 )",55078,"(+/- 4600 )"
Housing,"Gross Rent","$1,000 to $1,499",15057,"(+/- 1780 )",10628,"(+/- 1731 )",17781,"(+/- 2809 )",18443,"(+/- 2950 )"
Housing,"Gross Rent","$1,500 to $1,999",1834,"(+/- 886 )",1062,"(+/- 591 )",2347,"(+/- 792 )",2958,"(+/- 1108 )"
Housing,"Gross Rent","$2,000 to $2,499",490,"(+/- 482 )",120,"(+/- 161 )",404,"(+/- 345 )",389,"(+/- 411 )"
Housing,"Gross Rent","$2,500 to $2,999",395,"(+/- 454 )",0,"(+/- 218 )",27,"(+/- 53 )",43,"(+/- 68 )"
Housing,"Gross Rent","$3,000 or more",0,"(+/- 218 )",0,"(+/- 218 )",136,"(+/- 180 )",261,"(+/- 321 )"
Housing,"Gross Rent","Median (dollars)",771,"(+/- 26 )",694,"(+/- 19 )",828,"(+/- 22 )",821,"(+/- 17 )"
Housing,"Gross Rent","No rent paid",8800,"(+/- 1735 )",13107,"(+/- 1983 )",8950,"(+/- 1767 )",8474,"(+/- 2023 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",281673,"(+/- 4649 )",252354,"(+/- 4686 )",281354,"(+/- 5083 )",293249,"(+/- 4998 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",22528,"(+/- 2291 )",31548,"(+/- 3006 )",32150,"(+/- 3043 )",31074,"(+/- 3517 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",14729,"(+/- 2230 )",20120,"(+/- 1831 )",17552,"(+/- 2459 )",18609,"(+/- 3216 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",34795,"(+/- 2861 )",37149,"(+/- 3129 )",33447,"(+/- 2986 )",35395,"(+/- 3776 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",32506,"(+/- 2936 )",31439,"(+/- 3318 )",28560,"(+/- 2753 )",30014,"(+/- 3206 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",41723,"(+/- 3103 )",34541,"(+/- 3341 )",35582,"(+/- 3736 )",42456,"(+/- 3781 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",47586,"(+/- 3189 )",42531,"(+/- 3688 )",47290,"(+/- 3531 )",51474,"(+/- 4291 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",37912,"(+/- 3157 )",26601,"(+/- 2315 )",31999,"(+/- 2951 )",34704,"(+/- 3156 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",29486,"(+/- 2776 )",18551,"(+/- 1932 )",28271,"(+/- 2809 )",32457,"(+/- 3157 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",11618,"(+/- 1751 )",5763,"(+/- 1306 )",13856,"(+/- 1947 )",9068,"(+/- 1618 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",8790,"(+/- 1471 )",4111,"(+/- 944 )",12647,"(+/- 1673 )",7998,"(+/- 1548 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",48063,"(+/- 1267 )",36899,"(+/- 1294 )",46700,"(+/- 1764 )",45341,"(+/- 1593 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",64704,"(+/- 1919 )",52436,"(+/- 1965 )",67373,"(+/- 2566 )",62267,"(+/- 2223 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",757863,"(+/- 3217 )",676672,"(+/- 7210 )",727661,"(+/- 7224 )",757477,"(+/- 2796 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",669386,"(+/- 6716 )",590867,"(+/- 7791 )",653407,"(+/- 8623 )",651862,"(+/- 7317 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",485648,"(+/- 10049 )",344086,"(+/- 10315 )",473257,"(+/- 10324 )",463498,"(+/- 11766 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",264394,"(+/- 6186 )",314752,"(+/- 7910 )",265364,"(+/- 9162 )",289959,"(+/- 10693 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",88477,"(+/- 6334 )",85805,"(+/- 6374 )",74254,"(+/- 5043 )",105615,"(+/- 6775 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",194212,"(+/- 3129 )",180364,"(+/- 3978 )",185561,"(+/- 3866 )",195940,"(+/- 2975 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",9971,"(+/- 1903 )",9729,"(+/- 2291 )",5743,"(+/- 1787 )",9986,"(+/- 2187 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",11.0,"(+/- 1.2 )",18.9,"(+/- 1.5 )",14.8,"(+/- 1.6 )",15.8,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",18.1,"(+/- 2.3 )",31.5,"(+/- 2.6 )",21.0,"(+/- 2.8 )",25.2,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",18.3,"(+/- 5.0 )",28.0,"(+/- 6.5 )",20.8,"(+/- 6.4 )",22.1,"(+/- 6.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.8,"(+/- 0.9 )",5.8,"(+/- 1.4 )",7.3,"(+/- 1.2 )",6.2,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",6.1,"(+/- 1.7 )",9.2,"(+/- 2.9 )",7.2,"(+/- 1.8 )",8.8,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",9.2,"(+/- 4.6 )",16.4,"(+/- 11.3 )",5.7,"(+/- 4.3 )",13.0,"(+/- 7.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",36.2,"(+/- 4.7 )",38.5,"(+/- 2.9 )",36.3,"(+/- 4.4 )",40.8,"(+/- 4.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",46.3,"(+/- 6.0 )",49.1,"(+/- 4.6 )",49.4,"(+/- 6.0 )",51.9,"(+/- 6.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",57.8,"(+/- 16.3 )",37.9,"(+/- 10.4 )",55.1,"(+/- 14.2 )",39.0,"(+/- 15.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",15.0,"(+/- 1.1 )",25.0,"(+/- 1.4 )",19.2,"(+/- 1.3 )",20.0,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",20.5,"(+/- 2.6 )",38.3,"(+/- 3.1 )",24.6,"(+/- 2.6 )",28.1,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",20.4,"(+/- 2.5 )",38.0,"(+/- 3.1 )",24.6,"(+/- 2.6 )",27.9,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",24.3,"(+/- 4.4 )",43.3,"(+/- 5.8 )",26.3,"(+/- 3.9 )",27.7,"(+/- 5.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",19.2,"(+/- 2.6 )",36.3,"(+/- 3.2 )",24.0,"(+/- 2.8 )",28.0,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",13.3,"(+/- 0.9 )",20.5,"(+/- 1.3 )",17.6,"(+/- 1.2 )",17.5,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",10.3,"(+/- 1.2 )",14.4,"(+/- 1.8 )",13.3,"(+/- 1.9 )",11.8,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",12.3,"(+/- 1.2 )",22.7,"(+/- 1.7 )",16.0,"(+/- 1.6 )",17.0,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",28.9,"(+/- 2.4 )",35.4,"(+/- 2.3 )",34.5,"(+/- 2.6 )",33.6,"(+/- 3.0 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",195279,"(+/- 4209 )",192303,"(+/- 5318 )",194963,"(+/- 5808 )",189801,"(+/- 4791 )"
Education,"School Enrollment","Nursery school, preschool",12296,"(+/- 2019 )",12217,"(+/- 2263 )",10574,"(+/- 2020 )",10661,"(+/- 1951 )"
Education,"School Enrollment",Kindergarten,11123,"(+/- 1822 )",10429,"(+/- 1910 )",12215,"(+/- 1649 )",10434,"(+/- 2025 )"
Education,"School Enrollment","Elementary school (grades 1-8)",82662,"(+/- 2562 )",79843,"(+/- 2965 )",79986,"(+/- 3009 )",80292,"(+/- 3480 )"
Education,"School Enrollment","High school (grades 9-12)",42593,"(+/- 2221 )",40513,"(+/- 3173 )",38875,"(+/- 2212 )",44057,"(+/- 3137 )"
Education,"School Enrollment","College or graduate school",46605,"(+/- 3477 )",49301,"(+/- 3672 )",53313,"(+/- 4463 )",44357,"(+/- 4019 )"
Education,"Educational Attainment","Population 25 years and over",508584,"(+/- 2936 )",454762,"(+/- 5017 )",497655,"(+/- 5406 )",516282,"(+/- 3837 )"
Education,"Educational Attainment","Less than 9th grade",28203,"(+/- 3114 )",27179,"(+/- 2677 )",21506,"(+/- 3039 )",23711,"(+/- 2983 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",52395,"(+/- 4037 )",49976,"(+/- 4068 )",44061,"(+/- 3640 )",41564,"(+/- 4833 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",156941,"(+/- 6268 )",138783,"(+/- 5559 )",139887,"(+/- 6875 )",153752,"(+/- 6899 )"
Education,"Educational Attainment","Some college, no degree",114649,"(+/- 5269 )",102013,"(+/- 5313 )",102898,"(+/- 6223 )",120696,"(+/- 6624 )"
Education,"Educational Attainment","Associate's degree",48957,"(+/- 3616 )",45272,"(+/- 4415 )",48834,"(+/- 3870 )",57312,"(+/- 3755 )"
Education,"Educational Attainment","Bachelor's degree",70075,"(+/- 4076 )",58897,"(+/- 3768 )",81929,"(+/- 4843 )",73800,"(+/- 4934 )"
Education,"Educational Attainment","Graduate or professional degree",37364,"(+/- 3236 )",32642,"(+/- 2980 )",58540,"(+/- 3812 )",45447,"(+/- 3996 )"
Education,"Educational Attainment","Percent high school graduate or higher",84.2,"(+/- 1.0 )",83.0,"(+/- 1.0 )",86.8,"(+/- 0.9 )",87.4,"(+/- 1.1 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",21.1,"(+/- 1.1 )",20.1,"(+/- 0.9 )",28.2,"(+/- 1.1 )",23.1,"(+/- 1.3 )"

"Source: 2018 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",234292,G,190460,G,266392,G,228351,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",938,G,930,G,2034,G,727,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",490,H,218,H,1797,G,944,H
Business,"Paid employees for pay period including March 12",Utilities,1385,G,2707,J,1985,G,3305,H
Business,"Paid employees for pay period including March 12",Construction,8286,G,8654,G,13181,G,13152,G
Business,"Paid employees for pay period including March 12",Manufacturing,53226,G,31533,G,28659,H,33061,G
Business,"Paid employees for pay period including March 12","Wholesale trade",11529,G,7362,G,12467,G,5222,G
Business,"Paid employees for pay period including March 12","Retail trade",36705,G,27694,G,39512,G,37071,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",15553,G,8699,G,10305,G,4863,G
Business,"Paid employees for pay period including March 12",Information,2681,H,2875,G,5817,H,2492,J
Business,"Paid employees for pay period including March 12","Finance and insurance",6603,H,5479,H,12964,H,6934,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2071,G,1717,G,3436,G,2554,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",5633,G,5331,G,11056,G,7873,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1456,G,1873,H,3029,G,2363,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",13941,G,7723,G,11071,G,10669,G
Business,"Paid employees for pay period including March 12","Educational services",2581,G,5516,H,5232,G,2674,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",32369,G,35574,G,55937,G,40699,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",2004,G,1487,G,2412,G,2720,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",27470,G,27031,G,33648,G,41856,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",9346,G,8015,G,11832,G,9159,G
Business,"Paid employees for pay period including March 12","Industries not classified",25,H,42,G,18,J,13,J
Business,"Annual payroll ($1,000)","Total for all sectors",8267883,G,6833105,G,10715138,G,8971844,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",39879,G,40630,G,84563,G,27344,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",29150,H,10518,G,135579,G,58810,H
Business,"Annual payroll ($1,000)",Utilities,82817,G,276437,J,150875,H,254545,H
Business,"Annual payroll ($1,000)",Construction,365665,G,393528,G,773524,G,646644,G
Business,"Annual payroll ($1,000)",Manufacturing,2267560,G,1475378,H,1236227,H,1956399,H
Business,"Annual payroll ($1,000)","Wholesale trade",555247,G,362175,G,678076,G,256328,G
Business,"Annual payroll ($1,000)","Retail trade",873643,G,646735,G,977345,G,884221,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",662470,G,382784,G,468994,G,225098,G
Business,"Annual payroll ($1,000)",Information,107701,G,132130,G,277714,H,108555,H
Business,"Annual payroll ($1,000)","Finance and insurance",354600,G,280393,G,830160,G,387130,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",67386,G,53648,G,140298,G,87630,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",283294,G,265622,G,636481,G,367587,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",98368,G,105407,H,220194,G,170398,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",379408,G,210000,G,284029,G,305449,G
Business,"Annual payroll ($1,000)","Educational services",51563,G,125611,H,138205,G,78807,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1403498,G,1357781,G,2777134,G,2100095,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",35390,H,34643,G,44867,G,52049,H
Business,"Annual payroll ($1,000)","Accommodation and food services",378417,G,486149,H,532572,H,780027,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",231485,G,193168,G,327777,G,224466,G
Business,"Annual payroll ($1,000)","Industries not classified",342,G,368,H,524,G,262,G
Business,"Total Establishments","Total for all sectors",14623,X,12596,X,17379,X,14329,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",137,X,155,X,257,X,127,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",24,X,31,X,133,X,104,X
Business,"Total Establishments",Utilities,129,X,160,X,152,X,153,X
Business,"Total Establishments",Construction,926,X,734,X,1202,X,984,X
Business,"Total Establishments",Manufacturing,766,X,407,X,527,X,443,X
Business,"Total Establishments","Wholesale trade",673,X,584,X,821,X,550,X
Business,"Total Establishments","Retail trade",3044,X,2566,X,3098,X,2836,X
Business,"Total Establishments","Transportation and warehousing",657,X,458,X,552,X,443,X
Business,"Total Establishments",Information,226,X,236,X,303,X,223,X
Business,"Total Establishments","Finance and insurance",1103,X,954,X,1515,X,1080,X
Business,"Total Establishments","Real estate and rental and leasing",509,X,524,X,734,X,616,X
Business,"Total Establishments","Professional, scientific, and technical services",949,X,836,X,1662,X,1239,X
Business,"Total Establishments","Management of companies and enterprises",57,X,66,X,137,X,91,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",571,X,441,X,687,X,534,X
Business,"Total Establishments","Educational services",139,X,142,X,174,X,129,X
Business,"Total Establishments","Health care and social assistance",1527,X,1478,X,1805,X,1565,X
Business,"Total Establishments","Arts, entertainment, and recreation",181,X,156,X,190,X,173,X
Business,"Total Establishments","Accommodation and food services",1427,X,1183,X,1518,X,1533,X
Business,"Total Establishments","Other services (except public administration)",1561,X,1461,X,1891,X,1491,X
Business,"Total Establishments","Industries not classified",17,X,24,X,21,X,15,X

"Source: 2017 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
