Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",6.2,"(+/- 1.2 )",10.0,"(+/- 1.8 )",10.0,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",9.8,"(+/- 2.8 )",11.2,"(+/- 2.5 )",14.8,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.8,"(+/- 3.8 )",13.6,"(+/- 9.4 )",16.0,"(+/- 9.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",29.2,"(+/- 4.2 )",39.6,"(+/- 5.0 )",32.4,"(+/- 4.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",41.9,"(+/- 7.2 )",53.1,"(+/- 6.8 )",40.2,"(+/- 5.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",57.8,"(+/- 16.1 )",34.1,"(+/- 16.1 )",56.3,"(+/- 12.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",17.2,"(+/- 1.4 )",21.3,"(+/- 1.5 )",19.8,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",25.6,"(+/- 3.6 )",27.4,"(+/- 2.9 )",25.8,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",24.9,"(+/- 3.6 )",27.0,"(+/- 2.8 )",25.2,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",24.5,"(+/- 5.2 )",27.0,"(+/- 5.0 )",33.9,"(+/- 5.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",25.1,"(+/- 3.9 )",26.9,"(+/- 2.8 )",22.6,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",15.0,"(+/- 1.1 )",19.3,"(+/- 1.4 )",18.0,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",11.3,"(+/- 2.0 )",15.8,"(+/- 2.1 )",12.9,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",14.3,"(+/- 1.7 )",18.5,"(+/- 1.6 )",17.7,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",26.6,"(+/- 2.0 )",33.9,"(+/- 3.0 )",28.7,"(+/- 1.8 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",166058,"(+/- 5712 )",181437,"(+/- 4723 )",174243,"(+/- 5437 )"
Education,"School Enrollment","Nursery school, preschool",9745,"(+/- 1617 )",9853,"(+/- 1435 )",8748,"(+/- 1407 )"
Education,"School Enrollment",Kindergarten,7265,"(+/- 1366 )",8667,"(+/- 1377 )",7925,"(+/- 1673 )"
Education,"School Enrollment","Elementary school (grades 1-8)",63974,"(+/- 3776 )",83224,"(+/- 2839 )",77594,"(+/- 3638 )"
Education,"School Enrollment","High school (grades 9-12)",33740,"(+/- 2201 )",37550,"(+/- 2212 )",40544,"(+/- 2785 )"
Education,"School Enrollment","College or graduate school",51334,"(+/- 4436 )",42143,"(+/- 3162 )",39432,"(+/- 3365 )"
Education,"Educational Attainment","Population 25 years and over",487426,"(+/- 4769 )",454457,"(+/- 4203 )",474598,"(+/- 4884 )"
Education,"Educational Attainment","Less than 9th grade",22054,"(+/- 3543 )",40031,"(+/- 3510 )",22263,"(+/- 2249 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",35725,"(+/- 3645 )",47681,"(+/- 3984 )",38934,"(+/- 2831 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",114789,"(+/- 6361 )",129803,"(+/- 6139 )",125431,"(+/- 5281 )"
Education,"Educational Attainment","Some college, no degree",111113,"(+/- 5356 )",107277,"(+/- 5379 )",116187,"(+/- 4811 )"
Education,"Educational Attainment","Associate's degree",36853,"(+/- 3329 )",34581,"(+/- 3207 )",42047,"(+/- 2840 )"
Education,"Educational Attainment","Bachelor's degree",89834,"(+/- 4365 )",57982,"(+/- 3975 )",73919,"(+/- 4125 )"
Education,"Educational Attainment","Graduate or professional degree",77058,"(+/- 4379 )",37102,"(+/- 3213 )",55817,"(+/- 3771 )"
Education,"Educational Attainment","Percent high school graduate or higher",88.1,"(+/- 1.0 )",80.7,"(+/- 1.1 )",87.1,"(+/- 0.8 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",34.2,"(+/- 1.2 )",20.9,"(+/- 1.2 )",27.3,"(+/- 1.0 )"

"Source: 2018 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",270874,G,170728,G,175611,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",61,J,154,H,151,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",245,J,11595,G,3446,G
Business,"Paid employees for pay period including March 12",Utilities,1442,G,1237,G,1827,H
Business,"Paid employees for pay period including March 12",Construction,18917,G,12000,G,8117,G
Business,"Paid employees for pay period including March 12",Manufacturing,12541,G,6717,G,6099,G
Business,"Paid employees for pay period including March 12","Wholesale trade",11012,G,4259,G,3751,G
Business,"Paid employees for pay period including March 12","Retail trade",35227,G,27337,G,29112,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",6635,G,6894,G,4140,G
Business,"Paid employees for pay period including March 12",Information,7847,H,1985,H,2214,G
Business,"Paid employees for pay period including March 12","Finance and insurance",10810,G,5926,G,5598,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",4289,G,2433,G,2468,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",32342,H,7320,G,16604,H
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",5051,H,928,G,947,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",17745,G,7535,G,5827,G
Business,"Paid employees for pay period including March 12","Educational services",3595,G,1946,G,3382,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",52340,G,36575,G,37241,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",5105,G,2786,G,5073,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",34949,G,25951,G,30718,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",10716,G,7139,G,8878,G
Business,"Paid employees for pay period including March 12","Industries not classified",5,G,11,J,18,J
Business,"Annual payroll ($1,000)","Total for all sectors",11733148,G,6411727,G,7150473,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",1488,H,6654,G,6563,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",16095,J,857026,G,272128,G
Business,"Annual payroll ($1,000)",Utilities,148473,H,89846,G,163994,H
Business,"Annual payroll ($1,000)",Construction,949238,G,546137,G,352066,G
Business,"Annual payroll ($1,000)",Manufacturing,617232,G,362989,G,332537,G
Business,"Annual payroll ($1,000)","Wholesale trade",577325,G,225160,G,186443,G
Business,"Annual payroll ($1,000)","Retail trade",1023946,G,701809,G,792028,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",283687,G,334048,G,183900,G
Business,"Annual payroll ($1,000)",Information,376584,H,90016,H,102261,G
Business,"Annual payroll ($1,000)","Finance and insurance",685146,G,246531,G,385631,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",171497,G,100615,G,101834,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",2404327,H,365681,G,1391125,H
Business,"Annual payroll ($1,000)","Management of companies and enterprises",295851,H,57813,G,53789,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",565396,G,320806,H,201063,G
Business,"Annual payroll ($1,000)","Educational services",113461,G,61606,H,111908,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2458103,G,1386409,G,1558039,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",116631,G,51564,G,132023,G
Business,"Annual payroll ($1,000)","Accommodation and food services",602635,G,429251,G,562663,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",325872,G,177553,G,260215,G
Business,"Annual payroll ($1,000)","Industries not classified",161,G,213,H,263,G
Business,"Total Establishments","Total for all sectors",16408,X,12942,X,14361,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",15,X,46,X,42,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",20,X,485,X,187,X
Business,"Total Establishments",Utilities,25,X,103,X,99,X
Business,"Total Establishments",Construction,1484,X,1367,X,1479,X
Business,"Total Establishments",Manufacturing,592,X,374,X,359,X
Business,"Total Establishments","Wholesale trade",820,X,433,X,441,X
Business,"Total Establishments","Retail trade",2071,X,1934,X,2327,X
Business,"Total Establishments","Transportation and warehousing",397,X,629,X,375,X
Business,"Total Establishments",Information,289,X,243,X,255,X
Business,"Total Establishments","Finance and insurance",991,X,833,X,833,X
Business,"Total Establishments","Real estate and rental and leasing",989,X,671,X,704,X
Business,"Total Establishments","Professional, scientific, and technical services",2290,X,928,X,1450,X
Business,"Total Establishments","Management of companies and enterprises",106,X,52,X,66,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",778,X,519,X,609,X
Business,"Total Establishments","Educational services",248,X,113,X,210,X
Business,"Total Establishments","Health care and social assistance",2007,X,1491,X,1643,X
Business,"Total Establishments","Arts, entertainment, and recreation",249,X,157,X,313,X
Business,"Total Establishments","Accommodation and food services",1560,X,1325,X,1525,X
Business,"Total Establishments","Other services (except public administration)",1467,X,1227,X,1434,X
Business,"Total Establishments","Industries not classified",10,X,12,X,10,X

"Source: 2017 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
