Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE"
Housing,Value,"$200,000 to $299,999",35870,"(+/- 1884 )",23212,"(+/- 1603 )",26438,"(+/- 1974 )",35654,"(+/- 2481 )",30248,"(+/- 2461 )"
Housing,Value,"$300,000 to $499,999",20605,"(+/- 1613 )",13644,"(+/- 1171 )",16723,"(+/- 1569 )",17790,"(+/- 1810 )",21059,"(+/- 1931 )"
Housing,Value,"$500,000 to $999,999",7628,"(+/- 1014 )",4865,"(+/- 707 )",4812,"(+/- 825 )",4562,"(+/- 940 )",9956,"(+/- 1255 )"
Housing,Value,"$1,000,000 or more",1693,"(+/- 435 )",1330,"(+/- 481 )",1600,"(+/- 580 )",1203,"(+/- 523 )",2395,"(+/- 599 )"
Housing,Value,"Median (dollars)",160100,"(+/- 2081 )",107300,"(+/- 2690 )",125200,"(+/- 4181 )",148900,"(+/- 4041 )",153900,"(+/- 3395 )"
Housing,"Mortgage Status","Owner-occupied units",193487,"(+/- 3364 )",200878,"(+/- 2515 )",199175,"(+/- 3676 )",193464,"(+/- 3903 )",184986,"(+/- 4191 )"
Housing,"Mortgage Status","Housing units with a mortgage",116514,"(+/- 3129 )",90331,"(+/- 2608 )",96433,"(+/- 3606 )",110111,"(+/- 3884 )",108680,"(+/- 3582 )"
Housing,"Mortgage Status","Housing units without a mortgage",76973,"(+/- 2875 )",110547,"(+/- 2815 )",102742,"(+/- 3258 )",83353,"(+/- 3588 )",76306,"(+/- 2701 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",116514,"(+/- 3129 )",90331,"(+/- 2608 )",96433,"(+/- 3606 )",110111,"(+/- 3884 )",108680,"(+/- 3582 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1162,"(+/- 369 )",3894,"(+/- 563 )",2242,"(+/- 595 )",2624,"(+/- 641 )",1422,"(+/- 519 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",25828,"(+/- 1517 )",38535,"(+/- 2171 )",32120,"(+/- 1907 )",30905,"(+/- 2225 )",27823,"(+/- 2043 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",45914,"(+/- 2476 )",28715,"(+/- 1830 )",35618,"(+/- 2636 )",41409,"(+/- 2798 )",37332,"(+/- 2291 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",24928,"(+/- 2099 )",11234,"(+/- 1242 )",14787,"(+/- 1567 )",20116,"(+/- 2004 )",18984,"(+/- 1961 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",9064,"(+/- 1113 )",4072,"(+/- 707 )",6488,"(+/- 1148 )",8109,"(+/- 1141 )",9949,"(+/- 1552 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",4344,"(+/- 791 )",1795,"(+/- 549 )",2498,"(+/- 697 )",3469,"(+/- 887 )",5170,"(+/- 879 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",5274,"(+/- 760 )",2086,"(+/- 600 )",2680,"(+/- 841 )",3479,"(+/- 900 )",8000,"(+/- 1469 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1320,"(+/- 21 )",1038,"(+/- 23 )",1162,"(+/- 22 )",1230,"(+/- 26 )",1301,"(+/- 28 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",76973,"(+/- 2875 )",110547,"(+/- 2815 )",102742,"(+/- 3258 )",83353,"(+/- 3588 )",76306,"(+/- 2701 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",8261,"(+/- 983 )",28307,"(+/- 1627 )",19531,"(+/- 1949 )",13300,"(+/- 1292 )",11940,"(+/- 1294 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",22278,"(+/- 1477 )",42298,"(+/- 2285 )",34486,"(+/- 2192 )",25049,"(+/- 1908 )",21348,"(+/- 1823 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",25307,"(+/- 1808 )",27903,"(+/- 1613 )",30427,"(+/- 2292 )",27852,"(+/- 2145 )",23224,"(+/- 1817 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",12285,"(+/- 1162 )",7984,"(+/- 816 )",12346,"(+/- 1476 )",11128,"(+/- 1439 )",10817,"(+/- 1490 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",4164,"(+/- 619 )",2466,"(+/- 526 )",3988,"(+/- 736 )",4103,"(+/- 974 )",4109,"(+/- 919 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",4678,"(+/- 780 )",1589,"(+/- 405 )",1964,"(+/- 619 )",1921,"(+/- 413 )",4868,"(+/- 873 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",457,"(+/- 10 )",341,"(+/- 5 )",388,"(+/- 10 )",421,"(+/- 11 )",436,"(+/- 10 )"
Housing,"Gross Rent","Occupied units paying rent",111271,"(+/- 3055 )",70072,"(+/- 2345 )",70692,"(+/- 3216 )",96067,"(+/- 3278 )",121491,"(+/- 3971 )"
Housing,"Gross Rent","Less than $500",11483,"(+/- 878 )",17182,"(+/- 1431 )",10561,"(+/- 1242 )",10758,"(+/- 1460 )",9404,"(+/- 1323 )"
Housing,"Gross Rent","$500 to $999",63459,"(+/- 2411 )",44537,"(+/- 1917 )",44791,"(+/- 2529 )",55593,"(+/- 3049 )",72681,"(+/- 3225 )"
Housing,"Gross Rent","$1,000 to $1,499",27782,"(+/- 1977 )",7507,"(+/- 997 )",12743,"(+/- 2159 )",23304,"(+/- 2307 )",31154,"(+/- 2830 )"
Housing,"Gross Rent","$1,500 to $1,999",6130,"(+/- 970 )",621,"(+/- 345 )",2058,"(+/- 660 )",4864,"(+/- 1323 )",6488,"(+/- 1237 )"
Housing,"Gross Rent","$2,000 to $2,499",1326,"(+/- 420 )",166,"(+/- 158 )",400,"(+/- 342 )",1265,"(+/- 749 )",773,"(+/- 401 )"
Housing,"Gross Rent","$2,500 to $2,999",480,"(+/- 282 )",8,"(+/- 14 )",139,"(+/- 172 )",220,"(+/- 154 )",195,"(+/- 167 )"
Housing,"Gross Rent","$3,000 or more",611,"(+/- 268 )",51,"(+/- 88 )",0,"(+/- 161 )",63,"(+/- 106 )",796,"(+/- 454 )"
Housing,"Gross Rent","Median (dollars)",853,"(+/- 11 )",667,"(+/- 14 )",755,"(+/- 24 )",840,"(+/- 17 )",861,"(+/- 15 )"
Housing,"Gross Rent","No rent paid",5532,"(+/- 818 )",13590,"(+/- 999 )",10337,"(+/- 1242 )",7352,"(+/- 1113 )",6916,"(+/- 1553 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",310290,"(+/- 1790 )",284540,"(+/- 2454 )",280204,"(+/- 3567 )",296883,"(+/- 3472 )",313393,"(+/- 3402 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",20008,"(+/- 1675 )",26112,"(+/- 1446 )",18982,"(+/- 2327 )",18290,"(+/- 1758 )",22057,"(+/- 2035 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",13453,"(+/- 1330 )",20568,"(+/- 1473 )",12142,"(+/- 1358 )",13144,"(+/- 1770 )",16774,"(+/- 2177 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",29616,"(+/- 2089 )",39250,"(+/- 1919 )",31541,"(+/- 2062 )",26069,"(+/- 2150 )",32761,"(+/- 2858 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",30344,"(+/- 1867 )",32476,"(+/- 1873 )",28760,"(+/- 2406 )",29975,"(+/- 2319 )",33828,"(+/- 2441 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",44826,"(+/- 2824 )",42200,"(+/- 1953 )",39209,"(+/- 2605 )",43501,"(+/- 2872 )",45673,"(+/- 3542 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",56150,"(+/- 2389 )",50241,"(+/- 1942 )",55378,"(+/- 2702 )",59234,"(+/- 3167 )",58582,"(+/- 3571 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",40215,"(+/- 2317 )",29943,"(+/- 1720 )",36063,"(+/- 2325 )",39311,"(+/- 2732 )",37251,"(+/- 2872 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",41073,"(+/- 2065 )",28417,"(+/- 1808 )",36827,"(+/- 2206 )",42566,"(+/- 2637 )",35197,"(+/- 2475 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",16218,"(+/- 1491 )",8079,"(+/- 1023 )",11841,"(+/- 1550 )",14501,"(+/- 1650 )",13674,"(+/- 1543 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",18387,"(+/- 1413 )",7254,"(+/- 1127 )",9461,"(+/- 1275 )",10292,"(+/- 1465 )",17596,"(+/- 1628 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",56454,"(+/- 1355 )",42692,"(+/- 804 )",53419,"(+/- 1278 )",56342,"(+/- 1245 )",51422,"(+/- 1098 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",78918,"(+/- 1751 )",59533,"(+/- 1374 )",69571,"(+/- 1900 )",72340,"(+/- 1833 )",76576,"(+/- 2317 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",797095,"(+/- 2329 )",730279,"(+/- 2782 )",756167,"(+/- 3796 )",765938,"(+/- 5209 )",812102,"(+/- 4159 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",691365,"(+/- 5060 )",599910,"(+/- 4915 )",658762,"(+/- 6223 )",671772,"(+/- 7427 )",691456,"(+/- 7423 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",529925,"(+/- 8068 )",394457,"(+/- 6960 )",510145,"(+/- 7337 )",529104,"(+/- 9778 )",511851,"(+/- 10569 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",256246,"(+/- 6013 )",304403,"(+/- 5813 )",252490,"(+/- 6774 )",248706,"(+/- 6665 )",273046,"(+/- 8755 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",105730,"(+/- 4754 )",130369,"(+/- 3837 )",97405,"(+/- 5997 )",94166,"(+/- 5707 )",120646,"(+/- 6255 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",211333,"(+/- 1596 )",184781,"(+/- 1850 )",198294,"(+/- 2392 )",196159,"(+/- 3469 )",220861,"(+/- 2552 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",16423,"(+/- 2002 )",21463,"(+/- 1797 )",14804,"(+/- 2181 )",14557,"(+/- 2198 )",16169,"(+/- 2825 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",10.1,"(+/- 0.8 )",14.7,"(+/- 1.0 )",9.4,"(+/- 0.9 )",9.2,"(+/- 0.9 )",13.9,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",15.6,"(+/- 1.3 )",23.5,"(+/- 1.9 )",15.0,"(+/- 1.7 )",14.4,"(+/- 1.6 )",21.2,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",13.8,"(+/- 2.9 )",27.7,"(+/- 4.7 )",18.8,"(+/- 5.1 )",17.9,"(+/- 4.5 )",18.6,"(+/- 4.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",5.1,"(+/- 0.7 )",8.2,"(+/- 0.7 )",4.4,"(+/- 0.7 )",4.3,"(+/- 0.8 )",6.8,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.2,"(+/- 1.1 )",11.6,"(+/- 1.7 )",6.1,"(+/- 1.3 )",6.1,"(+/- 1.4 )",9.5,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",6.8,"(+/- 2.7 )",12.3,"(+/- 4.5 )",5.4,"(+/- 4.2 )",2.9,"(+/- 1.9 )",4.5,"(+/- 3.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",27.7,"(+/- 2.8 )",36.8,"(+/- 3.0 )",31.5,"(+/- 3.6 )",27.4,"(+/- 3.1 )",34.9,"(+/- 4.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",36.1,"(+/- 3.3 )",49.9,"(+/- 4.2 )",41.7,"(+/- 5.2 )",34.1,"(+/- 4.3 )",45.0,"(+/- 5.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",33.2,"(+/- 8.4 )",54.3,"(+/- 8.2 )",52.5,"(+/- 11.9 )",46.9,"(+/- 12.1 )",57.8,"(+/- 10.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",13.6,"(+/- 0.8 )",19.1,"(+/- 0.9 )",14.6,"(+/- 0.8 )",13.2,"(+/- 0.9 )",17.7,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",19.2,"(+/- 1.7 )",26.4,"(+/- 2.0 )",18.3,"(+/- 1.8 )",16.7,"(+/- 1.7 )",27.4,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",18.9,"(+/- 1.7 )",25.9,"(+/- 2.0 )",18.1,"(+/- 1.8 )",16.5,"(+/- 1.7 )",27.1,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",22.4,"(+/- 2.6 )",32.3,"(+/- 3.6 )",19.4,"(+/- 3.0 )",20.0,"(+/- 3.0 )",29.3,"(+/- 4.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",17.6,"(+/- 1.8 )",23.7,"(+/- 1.9 )",17.6,"(+/- 2.2 )",15.2,"(+/- 1.7 )",26.2,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",11.7,"(+/- 0.7 )",16.9,"(+/- 0.8 )",13.4,"(+/- 0.7 )",12.1,"(+/- 0.8 )",14.3,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.9,"(+/- 0.9 )",12.5,"(+/- 1.0 )",6.8,"(+/- 1.2 )",7.9,"(+/- 1.2 )",9.0,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",11.4,"(+/- 0.9 )",15.9,"(+/- 1.0 )",10.7,"(+/- 1.0 )",9.9,"(+/- 0.9 )",16.0,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",23.0,"(+/- 1.3 )",34.5,"(+/- 1.7 )",32.3,"(+/- 2.2 )",28.6,"(+/- 2.2 )",23.9,"(+/- 2.0 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",201729,"(+/- 3327 )",171693,"(+/- 3434 )",204582,"(+/- 5091 )",209723,"(+/- 4560 )",215889,"(+/- 4125 )"
Education,"School Enrollment","Nursery school, preschool",13205,"(+/- 1228 )",12853,"(+/- 1350 )",11416,"(+/- 1309 )",12082,"(+/- 1571 )",13819,"(+/- 2043 )"
Education,"School Enrollment",Kindergarten,11563,"(+/- 1184 )",11497,"(+/- 1106 )",10620,"(+/- 1428 )",9477,"(+/- 1422 )",11704,"(+/- 1802 )"
Education,"School Enrollment","Elementary school (grades 1-8)",90940,"(+/- 1969 )",77373,"(+/- 1759 )",85120,"(+/- 2642 )",85196,"(+/- 2520 )",95868,"(+/- 2916 )"
Education,"School Enrollment","High school (grades 9-12)",42825,"(+/- 1622 )",40159,"(+/- 1732 )",43646,"(+/- 2164 )",42577,"(+/- 2157 )",42805,"(+/- 1680 )"
Education,"School Enrollment","College or graduate school",43196,"(+/- 2652 )",29811,"(+/- 1877 )",53780,"(+/- 3463 )",60391,"(+/- 3488 )",51693,"(+/- 3257 )"
Education,"Educational Attainment","Population 25 years and over",532697,"(+/- 1466 )",506693,"(+/- 2163 )",508943,"(+/- 3822 )",521913,"(+/- 4224 )",537367,"(+/- 3007 )"
Education,"Educational Attainment","Less than 9th grade",18453,"(+/- 1894 )",20864,"(+/- 1515 )",19265,"(+/- 2064 )",14260,"(+/- 1778 )",25971,"(+/- 2576 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",33926,"(+/- 2141 )",52525,"(+/- 2668 )",40093,"(+/- 2462 )",34423,"(+/- 2487 )",41480,"(+/- 3785 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",142303,"(+/- 4841 )",194321,"(+/- 3685 )",174676,"(+/- 4567 )",167929,"(+/- 6061 )",137705,"(+/- 5281 )"
Education,"Educational Attainment","Some college, no degree",128648,"(+/- 3760 )",109811,"(+/- 3658 )",118717,"(+/- 4925 )",132397,"(+/- 4684 )",124304,"(+/- 5196 )"
Education,"Educational Attainment","Associate's degree",47826,"(+/- 2642 )",41050,"(+/- 2106 )",39219,"(+/- 2640 )",40221,"(+/- 3034 )",39065,"(+/- 3346 )"
Education,"Educational Attainment","Bachelor's degree",108977,"(+/- 3767 )",59150,"(+/- 2517 )",80065,"(+/- 3958 )",81084,"(+/- 3687 )",105294,"(+/- 4947 )"
Education,"Educational Attainment","Graduate or professional degree",52564,"(+/- 3278 )",28972,"(+/- 2113 )",36908,"(+/- 2803 )",51599,"(+/- 3844 )",63548,"(+/- 4083 )"
Education,"Educational Attainment","Percent high school graduate or higher",90.2,"(+/- 0.5 )",85.5,"(+/- 0.5 )",88.3,"(+/- 0.6 )",90.7,"(+/- 0.6 )",87.4,"(+/- 0.8 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",30.3,"(+/- 0.8 )",17.4,"(+/- 0.6 )",23.0,"(+/- 1.0 )",25.4,"(+/- 1.0 )",31.4,"(+/- 1.2 )"

"Source: 2018 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",375915,G,160606,G,190208,G,207126,G,383137,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",32,G,457,G,274,G,71,H,34,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",6020,G,2249,G,12876,G,3767,G,11350,G
Business,"Paid employees for pay period including March 12",Utilities,3033,J,1704,H,1658,H,1079,G,2332,J
Business,"Paid employees for pay period including March 12",Construction,20328,G,7538,G,12666,G,11440,G,19078,G
Business,"Paid employees for pay period including March 12",Manufacturing,41305,G,22372,G,23336,G,17226,G,22123,G
Business,"Paid employees for pay period including March 12","Wholesale trade",16821,G,5520,G,8690,G,5659,G,20331,G
Business,"Paid employees for pay period including March 12","Retail trade",43664,G,26020,G,29525,G,34181,G,45382,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",15312,H,4177,G,8672,G,6766,G,14784,G
Business,"Paid employees for pay period including March 12",Information,12477,G,1861,G,3064,G,3336,G,7833,G
Business,"Paid employees for pay period including March 12","Finance and insurance",16520,G,5967,G,7665,G,8811,G,20377,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",7612,G,1340,G,2919,G,3561,G,7086,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",22753,G,4173,G,6334,G,9283,G,24422,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",14157,G,1298,G,1421,H,2857,H,19147,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",26330,G,7160,G,6336,G,9507,G,28335,G
Business,"Paid employees for pay period including March 12","Educational services",8224,G,779,H,1068,H,1905,G,9564,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",57374,G,38361,G,27053,G,37496,G,59936,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",6122,G,2509,H,4474,G,5193,H,7568,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",39762,G,20595,G,22694,G,34330,G,44979,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",18057,G,6505,G,9443,G,10635,G,18467,G
Business,"Paid employees for pay period including March 12","Industries not classified",12,J,21,J,40,H,23,J,9,J
Business,"Annual payroll ($1,000)","Total for all sectors",18199250,G,5598354,G,7584802,G,7600849,G,17947749,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",1081,H,14814,G,12563,G,3076,H,1181,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",690561,G,126757,G,922280,G,236056,G,1150572,G
Business,"Annual payroll ($1,000)",Utilities,302698,J,145630,H,130661,H,81549,G,226924,J
Business,"Annual payroll ($1,000)",Construction,1107718,G,333850,G,664445,G,618362,G,987308,G
Business,"Annual payroll ($1,000)",Manufacturing,2417750,G,1111304,G,1264165,G,969609,G,1063796,G
Business,"Annual payroll ($1,000)","Wholesale trade",1023881,G,229839,G,453262,G,266032,G,1152024,G
Business,"Annual payroll ($1,000)","Retail trade",1172924,G,635343,G,753651,G,867907,G,1274265,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",936698,H,169538,G,465839,H,312015,G,852217,G
Business,"Annual payroll ($1,000)",Information,723962,G,77487,G,124731,G,146115,H,406558,G
Business,"Annual payroll ($1,000)","Finance and insurance",1239590,G,252251,G,380403,G,411895,G,1360137,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",307687,G,41865,G,128684,G,136211,G,358270,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1673706,G,170144,G,344779,G,482829,G,1605614,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",1384396,G,96463,H,78215,G,138221,H,1631140,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",905807,G,181730,G,227842,G,291209,G,994188,G
Business,"Annual payroll ($1,000)","Educational services",258796,G,13823,H,38539,G,43282,G,255757,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2755868,G,1451891,G,941625,G,1608125,G,3091545,H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",147193,H,65817,H,115346,H,138082,H,299118,H
Business,"Annual payroll ($1,000)","Accommodation and food services",621835,G,342385,G,309627,G,571952,G,710465,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",526817,G,137136,G,227728,G,277697,G,526435,G
Business,"Annual payroll ($1,000)","Industries not classified",282,G,287,G,417,H,625,J,235,G
Business,"Total Establishments","Total for all sectors",21621,X,13053,X,17272,X,16742,X,24522,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",10,X,63,X,59,X,23,X,11,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",352,X,226,X,952,X,492,X,706,X
Business,"Total Establishments",Utilities,51,X,96,X,106,X,63,X,52,X
Business,"Total Establishments",Construction,1857,X,1101,X,1836,X,1643,X,1915,X
Business,"Total Establishments",Manufacturing,940,X,594,X,633,X,468,X,722,X
Business,"Total Establishments","Wholesale trade",1259,X,491,X,807,X,596,X,1380,X
Business,"Total Establishments","Retail trade",2640,X,2258,X,2556,X,2482,X,3054,X
Business,"Total Establishments","Transportation and warehousing",494,X,424,X,773,X,492,X,562,X
Business,"Total Establishments",Information,425,X,235,X,259,X,238,X,373,X
Business,"Total Establishments","Finance and insurance",1542,X,1015,X,1184,X,1213,X,1856,X
Business,"Total Establishments","Real estate and rental and leasing",1093,X,426,X,713,X,874,X,1300,X
Business,"Total Establishments","Professional, scientific, and technical services",2626,X,963,X,1334,X,1650,X,3112,X
Business,"Total Establishments","Management of companies and enterprises",198,X,58,X,59,X,71,X,207,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1216,X,462,X,715,X,751,X,1356,X
Business,"Total Establishments","Educational services",234,X,45,X,102,X,153,X,222,X
Business,"Total Establishments","Health care and social assistance",2402,X,1753,X,1631,X,2107,X,3140,X
Business,"Total Establishments","Arts, entertainment, and recreation",280,X,162,X,215,X,226,X,286,X
Business,"Total Establishments","Accommodation and food services",1914,X,1236,X,1458,X,1581,X,2147,X
Business,"Total Establishments","Other services (except public administration)",2076,X,1426,X,1866,X,1609,X,2105,X
Business,"Total Establishments","Industries not classified",12,X,19,X,14,X,10,X,16,X

"Source: 2017 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
