Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Housing,"Gross Rent","Less than $500",14461,"(+/- 1551 )",13956,"(+/- 1669 )",9446,"(+/- 1563 )",14247,"(+/- 1730 )"
Housing,"Gross Rent","$500 to $999",45275,"(+/- 3044 )",50670,"(+/- 3648 )",53064,"(+/- 2825 )",52448,"(+/- 3013 )"
Housing,"Gross Rent","$1,000 to $1,499",11280,"(+/- 1423 )",20838,"(+/- 2633 )",25509,"(+/- 2443 )",10111,"(+/- 1489 )"
Housing,"Gross Rent","$1,500 to $1,999",2411,"(+/- 820 )",4230,"(+/- 1122 )",5277,"(+/- 1212 )",2032,"(+/- 750 )"
Housing,"Gross Rent","$2,000 to $2,499",472,"(+/- 234 )",1053,"(+/- 438 )",1227,"(+/- 646 )",277,"(+/- 216 )"
Housing,"Gross Rent","$2,500 to $2,999",186,"(+/- 290 )",123,"(+/- 152 )",97,"(+/- 121 )",171,"(+/- 168 )"
Housing,"Gross Rent","$3,000 or more",164,"(+/- 161 )",528,"(+/- 361 )",517,"(+/- 346 )",830,"(+/- 413 )"
Housing,"Gross Rent","Median (dollars)",715,"(+/- 20 )",797,"(+/- 22 )",867,"(+/- 18 )",714,"(+/- 15 )"
Housing,"Gross Rent","No rent paid",6162,"(+/- 999 )",5332,"(+/- 908 )",4893,"(+/- 1163 )",6835,"(+/- 1106 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",311514,"(+/- 2968 )",313626,"(+/- 3670 )",330429,"(+/- 3201 )",312304,"(+/- 3526 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",15775,"(+/- 1597 )",21030,"(+/- 2326 )",14826,"(+/- 1784 )",17801,"(+/- 1945 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",14809,"(+/- 1617 )",14691,"(+/- 1842 )",11370,"(+/- 1494 )",13820,"(+/- 1588 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",26846,"(+/- 2083 )",31621,"(+/- 2724 )",26671,"(+/- 2445 )",29079,"(+/- 2086 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",29489,"(+/- 2302 )",30478,"(+/- 2548 )",28781,"(+/- 2784 )",30944,"(+/- 2541 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",41698,"(+/- 2574 )",43752,"(+/- 3269 )",41121,"(+/- 3106 )",45230,"(+/- 2761 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",63948,"(+/- 3627 )",56859,"(+/- 2874 )",61340,"(+/- 3438 )",62159,"(+/- 2852 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",46326,"(+/- 2513 )",41344,"(+/- 2712 )",47348,"(+/- 3268 )",46926,"(+/- 2722 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",44593,"(+/- 2301 )",45894,"(+/- 3000 )",57196,"(+/- 3705 )",42376,"(+/- 2248 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",14863,"(+/- 1662 )",12793,"(+/- 1427 )",21445,"(+/- 2362 )",13358,"(+/- 1493 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",13167,"(+/- 1368 )",15164,"(+/- 1496 )",20331,"(+/- 2186 )",10611,"(+/- 1390 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",59788,"(+/- 1651 )",55239,"(+/- 1692 )",66630,"(+/- 1690 )",56622,"(+/- 1426 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",76064,"(+/- 1669 )",75829,"(+/- 1980 )",85436,"(+/- 2016 )",70888,"(+/- 1655 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",762881,"(+/- 2228 )",772557,"(+/- 2127 )",834509,"(+/- 1976 )",743082,"(+/- 1902 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",735306,"(+/- 3667 )",730599,"(+/- 4903 )",795041,"(+/- 5519 )",705044,"(+/- 3877 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",574173,"(+/- 8762 )",566387,"(+/- 8558 )",639063,"(+/- 9561 )",548124,"(+/- 7947 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",277107,"(+/- 7073 )",283125,"(+/- 7469 )",274893,"(+/- 8660 )",266791,"(+/- 7027 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",27575,"(+/- 2805 )",41958,"(+/- 4418 )",39468,"(+/- 5553 )",38038,"(+/- 3588 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",188735,"(+/- 1794 )",190605,"(+/- 2348 )",221270,"(+/- 2011 )",180152,"(+/- 1949 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",2726,"(+/- 815 )",8102,"(+/- 1983 )",5492,"(+/- 2242 )",4702,"(+/- 1310 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",7.1,"(+/- 0.8 )",8.7,"(+/- 1.0 )",6.5,"(+/- 0.8 )",6.4,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",12.6,"(+/- 1.7 )",15.4,"(+/- 1.9 )",9.6,"(+/- 1.5 )",10.0,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",14.2,"(+/- 4.2 )",16.7,"(+/- 5.1 )",7.6,"(+/- 3.6 )",14.9,"(+/- 5.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.4,"(+/- 0.5 )",4.0,"(+/- 0.9 )",3.2,"(+/- 0.7 )",2.7,"(+/- 0.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",3.5,"(+/- 1.0 )",7.0,"(+/- 1.9 )",3.9,"(+/- 1.2 )",2.3,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",2.4,"(+/- 1.9 )",9.2,"(+/- 5.0 )",4.8,"(+/- 3.5 )",1.8,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",30.3,"(+/- 4.4 )",30.0,"(+/- 4.4 )",21.4,"(+/- 3.6 )",26.1,"(+/- 3.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",38.0,"(+/- 5.7 )",40.1,"(+/- 5.3 )",26.7,"(+/- 4.9 )",31.4,"(+/- 4.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",39.4,"(+/- 14.1 )",43.6,"(+/- 14.0 )",16.5,"(+/- 10.7 )",50.4,"(+/- 14.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",11.1,"(+/- 0.9 )",13.2,"(+/- 1.0 )",9.7,"(+/- 0.9 )",11.0,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",13.7,"(+/- 2.0 )",17.6,"(+/- 2.3 )",11.2,"(+/- 1.8 )",12.0,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",13.4,"(+/- 2.0 )",17.1,"(+/- 2.3 )",10.6,"(+/- 1.8 )",11.6,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",14.0,"(+/- 2.9 )",19.7,"(+/- 3.7 )",11.0,"(+/- 2.7 )",13.7,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",13.1,"(+/- 2.2 )",16.2,"(+/- 2.3 )",10.4,"(+/- 2.1 )",10.8,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",10.3,"(+/- 0.7 )",11.9,"(+/- 0.8 )",9.2,"(+/- 0.8 )",10.8,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.5,"(+/- 0.9 )",8.1,"(+/- 1.0 )",6.8,"(+/- 1.0 )",7.0,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",7.8,"(+/- 1.0 )",9.6,"(+/- 1.1 )",7.0,"(+/- 1.0 )",6.9,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",23.1,"(+/- 1.8 )",25.8,"(+/- 1.7 )",20.2,"(+/- 1.7 )",25.6,"(+/- 1.5 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",191736,"(+/- 3507 )",196793,"(+/- 4045 )",211078,"(+/- 4531 )",191988,"(+/- 3446 )"
Education,"School Enrollment","Nursery school, preschool",13643,"(+/- 1694 )",13031,"(+/- 1654 )",13815,"(+/- 1884 )",11831,"(+/- 1181 )"
Education,"School Enrollment",Kindergarten,10200,"(+/- 1289 )",9390,"(+/- 1342 )",11380,"(+/- 1413 )",10696,"(+/- 1354 )"
Education,"School Enrollment","Elementary school (grades 1-8)",78676,"(+/- 2272 )",80044,"(+/- 2150 )",93553,"(+/- 2190 )",74901,"(+/- 2083 )"
Education,"School Enrollment","High school (grades 9-12)",39259,"(+/- 1729 )",38918,"(+/- 1781 )",48683,"(+/- 2274 )",37466,"(+/- 1863 )"
Education,"School Enrollment","College or graduate school",49958,"(+/- 3447 )",55410,"(+/- 3481 )",43647,"(+/- 3513 )",57094,"(+/- 2462 )"
Education,"Educational Attainment","Population 25 years and over",520840,"(+/- 1908 )",520211,"(+/- 2365 )",563735,"(+/- 1880 )",500006,"(+/- 2474 )"
Education,"Educational Attainment","Less than 9th grade",15081,"(+/- 1806 )",14959,"(+/- 1981 )",17571,"(+/- 2623 )",17341,"(+/- 1744 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",25059,"(+/- 2524 )",25903,"(+/- 2475 )",23503,"(+/- 2379 )",23232,"(+/- 1988 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",170611,"(+/- 4874 )",165930,"(+/- 4709 )",151315,"(+/- 5882 )",161413,"(+/- 3607 )"
Education,"Educational Attainment","Some college, no degree",105883,"(+/- 4186 )",108224,"(+/- 4482 )",112406,"(+/- 3994 )",107824,"(+/- 3808 )"
Education,"Educational Attainment","Associate's degree",62575,"(+/- 3216 )",56986,"(+/- 3298 )",63623,"(+/- 4384 )",64813,"(+/- 3131 )"
Education,"Educational Attainment","Bachelor's degree",98178,"(+/- 4242 )",92393,"(+/- 4003 )",135834,"(+/- 5683 )",87037,"(+/- 3884 )"
Education,"Educational Attainment","Graduate or professional degree",43453,"(+/- 2659 )",55816,"(+/- 3218 )",59483,"(+/- 4376 )",38346,"(+/- 2152 )"
Education,"Educational Attainment","Percent high school graduate or higher",92.3,"(+/- 0.6 )",92.1,"(+/- 0.6 )",92.7,"(+/- 0.5 )",91.9,"(+/- 0.6 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",27.2,"(+/- 1.0 )",28.5,"(+/- 0.9 )",34.6,"(+/- 1.2 )",25.1,"(+/- 0.9 )"
