Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Workers,"Employment Status","Civilian labor force",349799,"(+/- 5960 )",363883,"(+/- 5304 )",385267,"(+/- 4577 )",390553,"(+/- 5919 )",416473,"(+/- 7216 )",352896,"(+/- 5364 )",384840,"(+/- 7158 )",356371,"(+/- 5232 )",387953,"(+/- 5797 )"
Workers,"Employment Status","Unemployment Rate",5.5,"(+/- 0.7 )",4.1,"(+/- 0.5 )",3.6,"(+/- 0.5 )",3.6,"(+/- 0.5 )",3.3,"(+/- 0.5 )",3.9,"(+/- 0.5 )",6.9,"(+/- 0.8 )",4.5,"(+/- 0.6 )",4.3,"(+/- 0.6 )"
Workers,"Commuting to Work","Workers 16 years and over",323425,"(+/- 5647 )",342835,"(+/- 5685 )",363603,"(+/- 4966 )",364641,"(+/- 6338 )",398157,"(+/- 7715 )",333332,"(+/- 5559 )",351353,"(+/- 7523 )",334526,"(+/- 5061 )",363150,"(+/- 5856 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",273523,"(+/- 6248 )",277998,"(+/- 5558 )",299006,"(+/- 5910 )",297118,"(+/- 6825 )",329955,"(+/- 8093 )",281267,"(+/- 5553 )",288890,"(+/- 8059 )",285114,"(+/- 5731 )",298335,"(+/- 5978 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",22329,"(+/- 2841 )",38184,"(+/- 3549 )",36384,"(+/- 3400 )",34641,"(+/- 3504 )",29757,"(+/- 3567 )",28027,"(+/- 3294 )",32978,"(+/- 4099 )",28563,"(+/- 2916 )",31852,"(+/- 3871 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",7663,"(+/- 1427 )",1643,"(+/- 621 )",1637,"(+/- 748 )",3772,"(+/- 1146 )",1013,"(+/- 521 )",1498,"(+/- 539 )",7765,"(+/- 1747 )",1480,"(+/- 647 )",2982,"(+/- 966 )"
Workers,"Commuting to Work",Walked,4131,"(+/- 1059 )",7969,"(+/- 1186 )",5998,"(+/- 1185 )",7327,"(+/- 1551 )",6614,"(+/- 1369 )",6763,"(+/- 1205 )",6971,"(+/- 1307 )",7803,"(+/- 1232 )",8219,"(+/- 1647 )"
Workers,"Commuting to Work","Other means",4998,"(+/- 1310 )",5958,"(+/- 1360 )",7150,"(+/- 1672 )",6378,"(+/- 1783 )",4380,"(+/- 1313 )",4913,"(+/- 1016 )",6134,"(+/- 1578 )",3703,"(+/- 1174 )",3954,"(+/- 1263 )"
Workers,"Commuting to Work","Worked at home",10781,"(+/- 1504 )",11083,"(+/- 1759 )",13428,"(+/- 2057 )",15405,"(+/- 2182 )",26438,"(+/- 3065 )",10864,"(+/- 1842 )",8615,"(+/- 1629 )",7863,"(+/- 1204 )",17808,"(+/- 2283 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",28.9,"(+/- 0.7 )",21.5,"(+/- 0.5 )",21.7,"(+/- 0.6 )",23.7,"(+/- 0.7 )",25.1,"(+/- 0.5 )",24.0,"(+/- 0.6 )",23.9,"(+/- 0.7 )",22.1,"(+/- 0.6 )",24.8,"(+/- 0.6 )"
Workers,Occupation,"Civilian employed population 16 years and over",330448,"(+/- 5665 )",348971,"(+/- 5725 )",371375,"(+/- 4709 )",376298,"(+/- 6280 )",402866,"(+/- 7515 )",339046,"(+/- 5405 )",358162,"(+/- 7549 )",340226,"(+/- 5015 )",371377,"(+/- 5732 )"
Workers,Occupation,"Management, business, science, and arts occupations",104621,"(+/- 5046 )",107663,"(+/- 3672 )",111579,"(+/- 4685 )",133268,"(+/- 5126 )",195175,"(+/- 6667 )",110047,"(+/- 5588 )",108835,"(+/- 5621 )",108483,"(+/- 3812 )",137456,"(+/- 5881 )"
Workers,Occupation,"Service occupations",61259,"(+/- 4162 )",52277,"(+/- 4062 )",58886,"(+/- 3741 )",60368,"(+/- 4592 )",54390,"(+/- 4205 )",58402,"(+/- 3919 )",62575,"(+/- 4921 )",60286,"(+/- 3920 )",62635,"(+/- 4729 )"
Workers,Occupation,"Sales and office occupations",69332,"(+/- 3847 )",72913,"(+/- 3842 )",76572,"(+/- 3708 )",75997,"(+/- 4641 )",88359,"(+/- 5370 )",67077,"(+/- 3932 )",82628,"(+/- 4878 )",63920,"(+/- 3984 )",75461,"(+/- 4854 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",32009,"(+/- 2744 )",30257,"(+/- 2855 )",30706,"(+/- 2504 )",32593,"(+/- 2744 )",19680,"(+/- 2231 )",32607,"(+/- 2997 )",30539,"(+/- 2878 )",32362,"(+/- 2781 )",36535,"(+/- 3467 )"
Workers,Occupation,"Production, transportation, and material moving occupations",63227,"(+/- 3999 )",85861,"(+/- 4581 )",93632,"(+/- 4525 )",74072,"(+/- 4144 )",45262,"(+/- 3232 )",70913,"(+/- 4354 )",73585,"(+/- 4912 )",75175,"(+/- 4006 )",59290,"(+/- 3349 )"
Workers,Industry,"Civilian employed population 16 years and over",330448,"(+/- 5665 )",348971,"(+/- 5725 )",371375,"(+/- 4709 )",376298,"(+/- 6280 )",402866,"(+/- 7515 )",339046,"(+/- 5405 )",358162,"(+/- 7549 )",340226,"(+/- 5015 )",371377,"(+/- 5732 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",1646,"(+/- 809 )",4630,"(+/- 1102 )",5283,"(+/- 1478 )",5556,"(+/- 1244 )",2530,"(+/- 1001 )",7389,"(+/- 1527 )",842,"(+/- 476 )",9578,"(+/- 1524 )",3542,"(+/- 1033 )"
Workers,Industry,Construction,21341,"(+/- 2122 )",19550,"(+/- 2337 )",21916,"(+/- 2150 )",26712,"(+/- 3437 )",18854,"(+/- 2604 )",20337,"(+/- 2226 )",21557,"(+/- 2779 )",18737,"(+/- 2172 )",27138,"(+/- 2729 )"
Workers,Industry,Manufacturing,54344,"(+/- 3352 )",99032,"(+/- 4919 )",98305,"(+/- 4230 )",72729,"(+/- 4841 )",51770,"(+/- 3688 )",72495,"(+/- 4100 )",44122,"(+/- 4354 )",73091,"(+/- 4462 )",63436,"(+/- 3757 )"
Workers,Industry,"Wholesale trade",6929,"(+/- 1423 )",7939,"(+/- 1707 )",10217,"(+/- 1780 )",8673,"(+/- 1704 )",9005,"(+/- 1602 )",8081,"(+/- 1615 )",10492,"(+/- 2320 )",8316,"(+/- 1398 )",6636,"(+/- 1307 )"
Workers,Industry,"Retail trade",38449,"(+/- 2909 )",36039,"(+/- 2968 )",38372,"(+/- 3174 )",41452,"(+/- 3430 )",41139,"(+/- 3714 )",35634,"(+/- 3353 )",46921,"(+/- 4644 )",36364,"(+/- 2986 )",39435,"(+/- 3608 )"
Workers,Industry,"Transportation and warehousing, and utilities",23082,"(+/- 2183 )",15287,"(+/- 2066 )",15958,"(+/- 1944 )",20886,"(+/- 2312 )",18128,"(+/- 2536 )",17125,"(+/- 2323 )",30131,"(+/- 3584 )",18669,"(+/- 2342 )",18324,"(+/- 2335 )"
Workers,Industry,Information,2962,"(+/- 867 )",4241,"(+/- 959 )",4913,"(+/- 1076 )",5316,"(+/- 1400 )",7284,"(+/- 1457 )",3949,"(+/- 1060 )",5169,"(+/- 1083 )",3528,"(+/- 885 )",4461,"(+/- 1033 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",16172,"(+/- 2074 )",13802,"(+/- 1823 )",17904,"(+/- 1666 )",16611,"(+/- 2196 )",36019,"(+/- 3519 )",17300,"(+/- 2140 )",21273,"(+/- 3299 )",12388,"(+/- 1773 )",21368,"(+/- 2761 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",28993,"(+/- 2835 )",21181,"(+/- 2038 )",28200,"(+/- 2894 )",29021,"(+/- 3336 )",51596,"(+/- 4145 )",22269,"(+/- 2495 )",38841,"(+/- 4025 )",21570,"(+/- 2146 )",27767,"(+/- 2562 )"
Workers,Industry,"Educational services, and health care and social assistance",76441,"(+/- 3878 )",74458,"(+/- 3652 )",75615,"(+/- 3511 )",89055,"(+/- 4964 )",99577,"(+/- 5176 )",81163,"(+/- 3786 )",71555,"(+/- 4683 )",76862,"(+/- 4034 )",90362,"(+/- 4491 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",32924,"(+/- 2961 )",26377,"(+/- 2842 )",29878,"(+/- 2741 )",29511,"(+/- 3141 )",32229,"(+/- 3610 )",27042,"(+/- 2459 )",37610,"(+/- 3959 )",27354,"(+/- 3006 )",37866,"(+/- 3492 )"
Workers,Industry,"Other services, except public administration",16278,"(+/- 2506 )",17329,"(+/- 2206 )",16288,"(+/- 1972 )",18476,"(+/- 2643 )",19308,"(+/- 2252 )",13650,"(+/- 1974 )",15437,"(+/- 2094 )",18838,"(+/- 1821 )",13410,"(+/- 1806 )"
Workers,Industry,"Public administration",10887,"(+/- 1701 )",9106,"(+/- 1432 )",8526,"(+/- 1410 )",12300,"(+/- 1901 )",15427,"(+/- 1884 )",12612,"(+/- 1729 )",14212,"(+/- 2355 )",14931,"(+/- 1906 )",17632,"(+/- 2069 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",330448,"(+/- 5665 )",348971,"(+/- 5725 )",371375,"(+/- 4709 )",376298,"(+/- 6280 )",402866,"(+/- 7515 )",339046,"(+/- 5405 )",358162,"(+/- 7549 )",340226,"(+/- 5015 )",371377,"(+/- 5732 )"
Workers,"Class of Worker","Private wage and salary workers",286746,"(+/- 5767 )",303487,"(+/- 5410 )",325512,"(+/- 5154 )",311094,"(+/- 6428 )",344142,"(+/- 7177 )",286199,"(+/- 5722 )",308702,"(+/- 7506 )",286921,"(+/- 5667 )",301075,"(+/- 6486 )"
Workers,"Class of Worker","Government workers",32114,"(+/- 2776 )",29285,"(+/- 2568 )",28608,"(+/- 2456 )",47278,"(+/- 3615 )",38150,"(+/- 3607 )",36388,"(+/- 3147 )",35715,"(+/- 3486 )",37425,"(+/- 2899 )",52327,"(+/- 3617 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",11368,"(+/- 1665 )",15897,"(+/- 2023 )",16691,"(+/- 2103 )",17348,"(+/- 2267 )",19881,"(+/- 2894 )",16050,"(+/- 1967 )",13565,"(+/- 2294 )",15521,"(+/- 1930 )",17118,"(+/- 2504 )"
Workers,"Class of Worker","Unpaid family workers",220,"(+/- 191 )",302,"(+/- 223 )",564,"(+/- 512 )",578,"(+/- 358 )",693,"(+/- 503 )",409,"(+/- 298 )",180,"(+/- 234 )",359,"(+/- 262 )",857,"(+/- 586 )"
Housing,"Housing Occupancy","Total housing units",311047,"(+/- 1420 )",309712,"(+/- 2028 )",323808,"(+/- 1530 )",321823,"(+/- 2183 )",333524,"(+/- 3974 )",317609,"(+/- 1630 )",337244,"(+/- 3467 )",325176,"(+/- 1799 )",323633,"(+/- 2251 )"
Housing,"Housing Occupancy","Occupied housing units",276543,"(+/- 3121 )",276707,"(+/- 3821 )",288583,"(+/- 3213 )",292185,"(+/- 3460 )",306483,"(+/- 4181 )",286401,"(+/- 3803 )",292119,"(+/- 4747 )",287940,"(+/- 3511 )",292208,"(+/- 3633 )"
Housing,"Housing Occupancy","Vacant housing units",34504,"(+/- 2760 )",33005,"(+/- 3522 )",35225,"(+/- 2908 )",29638,"(+/- 3062 )",27041,"(+/- 2837 )",31208,"(+/- 3298 )",45125,"(+/- 3545 )",37236,"(+/- 3484 )",31425,"(+/- 3322 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.3,"(+/- 0.5 )",1.4,"(+/- 0.5 )",1.3,"(+/- 0.4 )",1.8,"(+/- 0.7 )",1.6,"(+/- 0.6 )",1.3,"(+/- 0.4 )",0.8,"(+/- 0.4 )",1.2,"(+/- 0.4 )",1.0,"(+/- 0.5 )"
Housing,"Housing Occupancy","Rental vacancy rate",6.3,"(+/- 1.6 )",5.3,"(+/- 1.5 )",7.1,"(+/- 1.5 )",4.5,"(+/- 1.1 )",6.6,"(+/- 1.7 )",5.8,"(+/- 1.8 )",8.6,"(+/- 1.4 )",7.8,"(+/- 1.8 )",5.9,"(+/- 1.3 )"
Housing,"Housing Tenure","Occupied housing units",276543,"(+/- 3121 )",276707,"(+/- 3821 )",288583,"(+/- 3213 )",292185,"(+/- 3460 )",306483,"(+/- 4181 )",286401,"(+/- 3803 )",292119,"(+/- 4747 )",287940,"(+/- 3511 )",292208,"(+/- 3633 )"
Housing,"Housing Tenure",Owner-occupied,197892,"(+/- 4099 )",196866,"(+/- 3808 )",213263,"(+/- 3395 )",203926,"(+/- 4301 )",215888,"(+/- 4846 )",205538,"(+/- 3853 )",150873,"(+/- 4957 )",204721,"(+/- 4227 )",202782,"(+/- 4530 )"
Housing,"Housing Tenure",Renter-occupied,78651,"(+/- 3732 )",79841,"(+/- 3770 )",75320,"(+/- 3607 )",88259,"(+/- 3985 )",90595,"(+/- 4273 )",80863,"(+/- 3925 )",141246,"(+/- 5214 )",83219,"(+/- 4640 )",89426,"(+/- 4495 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.58,"(+/- 0.04 )",2.58,"(+/- 0.04 )",2.65,"(+/- 0.03 )",2.67,"(+/- 0.04 )",2.63,"(+/- 0.04 )",2.50,"(+/- 0.03 )",2.70,"(+/- 0.06 )",2.51,"(+/- 0.04 )",2.66,"(+/- 0.04 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.38,"(+/- 0.09 )",2.42,"(+/- 0.08 )",2.25,"(+/- 0.06 )",2.19,"(+/- 0.07 )",2.21,"(+/- 0.09 )",2.26,"(+/- 0.08 )",2.39,"(+/- 0.07 )",2.12,"(+/- 0.07 )",2.14,"(+/- 0.06 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",276543,"(+/- 3121 )",276707,"(+/- 3821 )",288583,"(+/- 3213 )",292185,"(+/- 3460 )",306483,"(+/- 4181 )",286401,"(+/- 3803 )",292119,"(+/- 4747 )",287940,"(+/- 3511 )",292208,"(+/- 3633 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",43860,"(+/- 3170 )",45720,"(+/- 3317 )",51488,"(+/- 3255 )",60028,"(+/- 3270 )",66711,"(+/- 4143 )",52886,"(+/- 3732 )",81498,"(+/- 4981 )",54102,"(+/- 3778 )",59913,"(+/- 3945 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",41176,"(+/- 2851 )",39696,"(+/- 3056 )",45064,"(+/- 2523 )",46077,"(+/- 3977 )",51645,"(+/- 3786 )",41752,"(+/- 3019 )",53029,"(+/- 3715 )",40402,"(+/- 3109 )",50470,"(+/- 3387 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",46322,"(+/- 3113 )",51592,"(+/- 3356 )",54439,"(+/- 2879 )",54119,"(+/- 3163 )",62642,"(+/- 4195 )",47612,"(+/- 3310 )",48423,"(+/- 3619 )",53873,"(+/- 3626 )",51621,"(+/- 3179 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",63608,"(+/- 3129 )",61264,"(+/- 3146 )",61780,"(+/- 3261 )",65284,"(+/- 3746 )",63149,"(+/- 3870 )",63568,"(+/- 3527 )",52921,"(+/- 3076 )",61701,"(+/- 3753 )",60482,"(+/- 3436 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",36023,"(+/- 2758 )",37176,"(+/- 2716 )",38221,"(+/- 2318 )",34153,"(+/- 2496 )",32465,"(+/- 2323 )",34918,"(+/- 2492 )",27077,"(+/- 2661 )",33819,"(+/- 2200 )",34243,"(+/- 2515 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",45554,"(+/- 2413 )",41259,"(+/- 2420 )",37591,"(+/- 2051 )",32524,"(+/- 2522 )",29871,"(+/- 2425 )",45665,"(+/- 2553 )",29171,"(+/- 2848 )",44043,"(+/- 2618 )",35479,"(+/- 2636 )"
Housing,Value,"Owner-occupied units",197892,"(+/- 4099 )",196866,"(+/- 3808 )",213263,"(+/- 3395 )",203926,"(+/- 4301 )",215888,"(+/- 4846 )",205538,"(+/- 3853 )",150873,"(+/- 4957 )",204721,"(+/- 4227 )",202782,"(+/- 4530 )"
Housing,Value,"Less than $50,000",13459,"(+/- 1767 )",17038,"(+/- 1977 )",17782,"(+/- 1514 )",14391,"(+/- 1914 )",13137,"(+/- 1406 )",21029,"(+/- 1761 )",12903,"(+/- 1571 )",23936,"(+/- 2263 )",12460,"(+/- 1644 )"
Housing,Value,"$50,000 to $99,999",34442,"(+/- 2789 )",47138,"(+/- 3016 )",51671,"(+/- 2588 )",38771,"(+/- 2511 )",26383,"(+/- 2255 )",54188,"(+/- 3468 )",38067,"(+/- 2704 )",54319,"(+/- 3465 )",31462,"(+/- 2390 )"
Housing,Value,"$100,000 to $149,999",39509,"(+/- 2742 )",46890,"(+/- 3057 )",50132,"(+/- 2832 )",47803,"(+/- 2789 )",28188,"(+/- 2162 )",43703,"(+/- 2633 )",46810,"(+/- 2903 )",43452,"(+/- 3094 )",47685,"(+/- 2930 )"
Housing,Value,"$150,000 to $199,999",39272,"(+/- 2745 )",36163,"(+/- 2550 )",35219,"(+/- 2500 )",40581,"(+/- 3034 )",37577,"(+/- 2863 )",36911,"(+/- 3000 )",27755,"(+/- 3169 )",34686,"(+/- 2814 )",41092,"(+/- 2668 )"
Housing,Value,"$200,000 to $299,999",41482,"(+/- 3006 )",28558,"(+/- 2164 )",32414,"(+/- 2492 )",37191,"(+/- 2832 )",46104,"(+/- 3131 )",29419,"(+/- 2277 )",13687,"(+/- 1860 )",28776,"(+/- 2716 )",41631,"(+/- 2718 )"
Housing,Value,"$300,000 to $499,999",21391,"(+/- 2406 )",14109,"(+/- 1481 )",18247,"(+/- 1596 )",19160,"(+/- 1908 )",46349,"(+/- 3204 )",15406,"(+/- 1975 )",7990,"(+/- 1462 )",14420,"(+/- 1585 )",21226,"(+/- 2093 )"
Housing,Value,"$500,000 to $999,999",6732,"(+/- 1348 )",5580,"(+/- 1084 )",6316,"(+/- 1120 )",5031,"(+/- 1212 )",15659,"(+/- 1804 )",4235,"(+/- 872 )",2914,"(+/- 793 )",4213,"(+/- 901 )",6196,"(+/- 1291 )"
Housing,Value,"$1,000,000 or more",1605,"(+/- 638 )",1390,"(+/- 463 )",1482,"(+/- 749 )",998,"(+/- 518 )",2491,"(+/- 845 )",647,"(+/- 415 )",747,"(+/- 416 )",919,"(+/- 446 )",1030,"(+/- 406 )"
Housing,Value,"Median (dollars)",162500,"(+/- 2892 )",136400,"(+/- 2826 )",136800,"(+/- 2483 )",151000,"(+/- 3253 )",204900,"(+/- 5691 )",131100,"(+/- 3856 )",126300,"(+/- 2884 )",127000,"(+/- 4295 )",159700,"(+/- 2990 )"
Housing,"Mortgage Status","Owner-occupied units",197892,"(+/- 4099 )",196866,"(+/- 3808 )",213263,"(+/- 3395 )",203926,"(+/- 4301 )",215888,"(+/- 4846 )",205538,"(+/- 3853 )",150873,"(+/- 4957 )",204721,"(+/- 4227 )",202782,"(+/- 4530 )"
Housing,"Mortgage Status","Housing units with a mortgage",126955,"(+/- 4004 )",123120,"(+/- 3457 )",138989,"(+/- 3927 )",137637,"(+/- 4049 )",152952,"(+/- 4890 )",130200,"(+/- 4073 )",100149,"(+/- 4241 )",122820,"(+/- 3727 )",133468,"(+/- 4281 )"
Housing,"Mortgage Status","Housing units without a mortgage",70937,"(+/- 3463 )",73746,"(+/- 3365 )",74274,"(+/- 3561 )",66289,"(+/- 3765 )",62936,"(+/- 2785 )",75338,"(+/- 3868 )",50724,"(+/- 3591 )",81901,"(+/- 3072 )",69314,"(+/- 3564 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",126955,"(+/- 4004 )",123120,"(+/- 3457 )",138989,"(+/- 3927 )",137637,"(+/- 4049 )",152952,"(+/- 4890 )",130200,"(+/- 4073 )",100149,"(+/- 4241 )",122820,"(+/- 3727 )",133468,"(+/- 4281 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1720,"(+/- 579 )",4465,"(+/- 973 )",4812,"(+/- 891 )",3736,"(+/- 899 )",2183,"(+/- 623 )",3905,"(+/- 819 )",2994,"(+/- 900 )",4503,"(+/- 933 )",3561,"(+/- 987 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",36342,"(+/- 2951 )",55486,"(+/- 3000 )",64024,"(+/- 3310 )",49699,"(+/- 3197 )",33547,"(+/- 2444 )",55872,"(+/- 3124 )",39970,"(+/- 2835 )",55745,"(+/- 3152 )",44483,"(+/- 3058 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",50219,"(+/- 2877 )",41444,"(+/- 2667 )",44475,"(+/- 2620 )",51803,"(+/- 3099 )",48832,"(+/- 3098 )",44009,"(+/- 3033 )",40654,"(+/- 3056 )",40050,"(+/- 2687 )",50703,"(+/- 3234 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",23520,"(+/- 2195 )",12671,"(+/- 1460 )",15894,"(+/- 1703 )",18877,"(+/- 2261 )",33150,"(+/- 3179 )",17632,"(+/- 2073 )",11443,"(+/- 1582 )",13586,"(+/- 1448 )",20890,"(+/- 2352 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",7862,"(+/- 1295 )",4760,"(+/- 919 )",5756,"(+/- 1307 )",8243,"(+/- 1494 )",14880,"(+/- 1717 )",5924,"(+/- 1268 )",3096,"(+/- 996 )",5381,"(+/- 1218 )",7939,"(+/- 1281 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",3845,"(+/- 847 )",2181,"(+/- 847 )",1473,"(+/- 626 )",2778,"(+/- 898 )",10412,"(+/- 1921 )",1786,"(+/- 654 )",993,"(+/- 461 )",1663,"(+/- 587 )",2728,"(+/- 799 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",3447,"(+/- 621 )",2113,"(+/- 591 )",2555,"(+/- 684 )",2501,"(+/- 856 )",9948,"(+/- 1540 )",1072,"(+/- 474 )",999,"(+/- 456 )",1892,"(+/- 711 )",3164,"(+/- 786 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1237,"(+/- 21 )",1015,"(+/- 21 )",1006,"(+/- 21 )",1122,"(+/- 19 )",1414,"(+/- 28 )",1050,"(+/- 24 )",1069,"(+/- 22 )",1012,"(+/- 25 )",1146,"(+/- 19 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",70937,"(+/- 3463 )",73746,"(+/- 3365 )",74274,"(+/- 3561 )",66289,"(+/- 3765 )",62936,"(+/- 2785 )",75338,"(+/- 3868 )",50724,"(+/- 3591 )",81901,"(+/- 3072 )",69314,"(+/- 3564 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",5873,"(+/- 1048 )",13640,"(+/- 1627 )",12942,"(+/- 1552 )",9146,"(+/- 1261 )",6571,"(+/- 1097 )",11639,"(+/- 1679 )",5325,"(+/- 1026 )",11056,"(+/- 1478 )",7497,"(+/- 1132 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",22196,"(+/- 2321 )",29934,"(+/- 2664 )",25897,"(+/- 2060 )",24612,"(+/- 2173 )",17004,"(+/- 2087 )",26298,"(+/- 2216 )",17899,"(+/- 2373 )",28969,"(+/- 2089 )",24532,"(+/- 2077 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",26956,"(+/- 2241 )",19321,"(+/- 1797 )",25515,"(+/- 2054 )",21900,"(+/- 2229 )",20830,"(+/- 2097 )",24874,"(+/- 2228 )",18849,"(+/- 2475 )",27251,"(+/- 1922 )",25824,"(+/- 2412 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",11097,"(+/- 1836 )",6379,"(+/- 1265 )",6539,"(+/- 946 )",7364,"(+/- 1244 )",10558,"(+/- 1545 )",8146,"(+/- 1413 )",5834,"(+/- 1164 )",8826,"(+/- 1282 )",7401,"(+/- 1362 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",2813,"(+/- 803 )",1965,"(+/- 620 )",1898,"(+/- 499 )",2308,"(+/- 690 )",4000,"(+/- 798 )",2645,"(+/- 890 )",1546,"(+/- 662 )",3245,"(+/- 865 )",2498,"(+/- 861 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",2002,"(+/- 628 )",2507,"(+/- 866 )",1483,"(+/- 732 )",959,"(+/- 465 )",3973,"(+/- 877 )",1736,"(+/- 560 )",1271,"(+/- 667 )",2554,"(+/- 752 )",1562,"(+/- 546 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",450,"(+/- 13 )",366,"(+/- 10 )",391,"(+/- 8 )",397,"(+/- 12 )",472,"(+/- 18 )",399,"(+/- 12 )",421,"(+/- 19 )",405,"(+/- 10 )",416,"(+/- 11 )"
Housing,"Gross Rent","Occupied units paying rent",73154,"(+/- 3622 )",75292,"(+/- 3519 )",70311,"(+/- 3482 )",84580,"(+/- 3940 )",87105,"(+/- 4254 )",74616,"(+/- 3867 )",137647,"(+/- 5210 )",77008,"(+/- 4278 )",84046,"(+/- 4507 )"
Housing,"Gross Rent","Less than $500",7913,"(+/- 1525 )",10745,"(+/- 1361 )",9303,"(+/- 1307 )",8842,"(+/- 1421 )",5958,"(+/- 1303 )",13332,"(+/- 1895 )",9675,"(+/- 1542 )",14387,"(+/- 1728 )",10413,"(+/- 1415 )"
Housing,"Gross Rent","$500 to $999",40770,"(+/- 2898 )",51725,"(+/- 3272 )",49987,"(+/- 2944 )",54566,"(+/- 3302 )",37931,"(+/- 3138 )",43959,"(+/- 3025 )",86004,"(+/- 4707 )",49458,"(+/- 3608 )",48047,"(+/- 3766 )"
Housing,"Gross Rent","$1,000 to $1,499",19875,"(+/- 2389 )",10811,"(+/- 1890 )",9228,"(+/- 1713 )",17344,"(+/- 2013 )",31111,"(+/- 2722 )",13404,"(+/- 2223 )",34588,"(+/- 3827 )",10670,"(+/- 1857 )",20280,"(+/- 2364 )"
Housing,"Gross Rent","$1,500 to $1,999",3370,"(+/- 1136 )",1283,"(+/- 490 )",1140,"(+/- 423 )",2848,"(+/- 1069 )",9151,"(+/- 1672 )",2376,"(+/- 710 )",5675,"(+/- 1369 )",1753,"(+/- 821 )",3099,"(+/- 1064 )"
Housing,"Gross Rent","$2,000 to $2,499",829,"(+/- 451 )",652,"(+/- 375 )",453,"(+/- 325 )",431,"(+/- 340 )",1680,"(+/- 828 )",491,"(+/- 456 )",1193,"(+/- 762 )",443,"(+/- 382 )",1539,"(+/- 765 )"
Housing,"Gross Rent","$2,500 to $2,999",177,"(+/- 197 )",76,"(+/- 125 )",69,"(+/- 112 )",167,"(+/- 195 )",1201,"(+/- 670 )",623,"(+/- 475 )",219,"(+/- 216 )",18,"(+/- 33 )",214,"(+/- 337 )"
Housing,"Gross Rent","$3,000 or more",220,"(+/- 183 )",0,"(+/- 198 )",131,"(+/- 127 )",382,"(+/- 300 )",73,"(+/- 106 )",431,"(+/- 477 )",293,"(+/- 229 )",279,"(+/- 184 )",454,"(+/- 357 )"
Housing,"Gross Rent","Median (dollars)",881,"(+/- 23 )",776,"(+/- 20 )",746,"(+/- 12 )",803,"(+/- 20 )",997,"(+/- 26 )",762,"(+/- 18 )",851,"(+/- 14 )",731,"(+/- 18 )",836,"(+/- 21 )"
