Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Workers,Occupation,"Civilian employed population 16 years and over",361270,"(+/- 7683 )",395237,"(+/- 8207 )",400339,"(+/- 7219 )",347273,"(+/- 5835 )",387394,"(+/- 7065 )",370825,"(+/- 6789 )",353731,"(+/- 6580 )",305530,"(+/- 7355 )"
Workers,Occupation,"Management, business, science, and arts occupations",147690,"(+/- 5476 )",197945,"(+/- 6603 )",142493,"(+/- 6007 )",122234,"(+/- 5278 )",142237,"(+/- 6239 )",135947,"(+/- 4638 )",121608,"(+/- 5517 )",89373,"(+/- 4951 )"
Workers,Occupation,"Service occupations",70325,"(+/- 4766 )",51678,"(+/- 4355 )",66862,"(+/- 4145 )",62759,"(+/- 4365 )",67808,"(+/- 4188 )",55365,"(+/- 3887 )",60243,"(+/- 3732 )",58747,"(+/- 3970 )"
Workers,Occupation,"Sales and office occupations",76091,"(+/- 4623 )",92489,"(+/- 4782 )",90062,"(+/- 4517 )",72386,"(+/- 4266 )",85451,"(+/- 4158 )",79862,"(+/- 3994 )",82822,"(+/- 4374 )",63851,"(+/- 4023 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",17950,"(+/- 2116 )",22289,"(+/- 2469 )",44434,"(+/- 3571 )",34751,"(+/- 2770 )",34709,"(+/- 3783 )",34696,"(+/- 2805 )",29893,"(+/- 2869 )",35886,"(+/- 2547 )"
Workers,Occupation,"Production, transportation, and material moving occupations",49214,"(+/- 4496 )",30836,"(+/- 2559 )",56488,"(+/- 3636 )",55143,"(+/- 3668 )",57189,"(+/- 4244 )",64955,"(+/- 3584 )",59165,"(+/- 3552 )",57673,"(+/- 4333 )"
Workers,Industry,"Civilian employed population 16 years and over",361270,"(+/- 7683 )",395237,"(+/- 8207 )",400339,"(+/- 7219 )",347273,"(+/- 5835 )",387394,"(+/- 7065 )",370825,"(+/- 6789 )",353731,"(+/- 6580 )",305530,"(+/- 7355 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",1515,"(+/- 710 )",3028,"(+/- 793 )",5393,"(+/- 1285 )",9837,"(+/- 1405 )",2647,"(+/- 782 )",10974,"(+/- 1326 )",6408,"(+/- 1845 )",13441,"(+/- 1822 )"
Workers,Industry,Construction,14579,"(+/- 2279 )",23036,"(+/- 2444 )",33227,"(+/- 3330 )",24260,"(+/- 2323 )",26928,"(+/- 3057 )",25798,"(+/- 2510 )",23450,"(+/- 3041 )",22664,"(+/- 2033 )"
Workers,Industry,Manufacturing,33671,"(+/- 3389 )",43975,"(+/- 3449 )",51869,"(+/- 3859 )",37325,"(+/- 2993 )",36533,"(+/- 3103 )",47733,"(+/- 2905 )",42547,"(+/- 3145 )",40138,"(+/- 3427 )"
Workers,Industry,"Wholesale trade",8971,"(+/- 1515 )",12529,"(+/- 1613 )",11230,"(+/- 1832 )",6596,"(+/- 1198 )",8153,"(+/- 1583 )",10172,"(+/- 1428 )",9790,"(+/- 1736 )",7703,"(+/- 1373 )"
Workers,Industry,"Retail trade",35582,"(+/- 3874 )",43242,"(+/- 3472 )",45767,"(+/- 3052 )",41887,"(+/- 2771 )",40252,"(+/- 3373 )",42828,"(+/- 3382 )",46994,"(+/- 3480 )",36776,"(+/- 2731 )"
Workers,Industry,"Transportation and warehousing, and utilities",22166,"(+/- 3116 )",12920,"(+/- 2169 )",18124,"(+/- 1968 )",19006,"(+/- 2195 )",24163,"(+/- 2813 )",24379,"(+/- 2370 )",18864,"(+/- 2392 )",18285,"(+/- 2483 )"
Workers,Industry,Information,6271,"(+/- 1457 )",9412,"(+/- 1789 )",5330,"(+/- 1062 )",6396,"(+/- 1805 )",7534,"(+/- 1210 )",6143,"(+/- 1211 )",6059,"(+/- 1220 )",3368,"(+/- 1059 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",26096,"(+/- 2918 )",40897,"(+/- 2815 )",29255,"(+/- 2907 )",22686,"(+/- 2235 )",28574,"(+/- 2398 )",21461,"(+/- 2423 )",18938,"(+/- 2132 )",14839,"(+/- 2104 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",44505,"(+/- 4099 )",53878,"(+/- 3300 )",38290,"(+/- 3530 )",23446,"(+/- 2191 )",46180,"(+/- 3519 )",33218,"(+/- 2542 )",32867,"(+/- 2974 )",18266,"(+/- 2468 )"
Workers,Industry,"Educational services, and health care and social assistance",102779,"(+/- 5480 )",90876,"(+/- 5152 )",83700,"(+/- 4308 )",91352,"(+/- 4384 )",87293,"(+/- 4908 )",84089,"(+/- 4294 )",80782,"(+/- 3972 )",80229,"(+/- 4226 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",37985,"(+/- 3964 )",32395,"(+/- 3223 )",33805,"(+/- 3249 )",29741,"(+/- 3453 )",38222,"(+/- 3371 )",29426,"(+/- 2806 )",39849,"(+/- 3236 )",23564,"(+/- 2677 )"
Workers,Industry,"Other services, except public administration",15414,"(+/- 2086 )",18994,"(+/- 2161 )",20478,"(+/- 2422 )",17842,"(+/- 2183 )",21461,"(+/- 2367 )",15414,"(+/- 1779 )",17781,"(+/- 2399 )",12449,"(+/- 1773 )"
Workers,Industry,"Public administration",11736,"(+/- 2033 )",10055,"(+/- 1621 )",23871,"(+/- 2687 )",16899,"(+/- 2062 )",19454,"(+/- 2335 )",19190,"(+/- 1826 )",9402,"(+/- 1443 )",13808,"(+/- 1900 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",361270,"(+/- 7683 )",395237,"(+/- 8207 )",400339,"(+/- 7219 )",347273,"(+/- 5835 )",387394,"(+/- 7065 )",370825,"(+/- 6789 )",353731,"(+/- 6580 )",305530,"(+/- 7355 )"
Workers,"Class of Worker","Private wage and salary workers",310359,"(+/- 8510 )",347096,"(+/- 8123 )",333804,"(+/- 7613 )",264460,"(+/- 6141 )",321659,"(+/- 7240 )",299726,"(+/- 7426 )",298598,"(+/- 5995 )",238239,"(+/- 7221 )"
Workers,"Class of Worker","Government workers",35227,"(+/- 3063 )",28947,"(+/- 3025 )",46886,"(+/- 3556 )",57455,"(+/- 4189 )",45475,"(+/- 3565 )",47284,"(+/- 3072 )",31033,"(+/- 2361 )",45182,"(+/- 3384 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",15184,"(+/- 2324 )",18751,"(+/- 2171 )",18870,"(+/- 2617 )",24787,"(+/- 2471 )",19343,"(+/- 2309 )",22649,"(+/- 2017 )",22479,"(+/- 2727 )",20980,"(+/- 2151 )"
Workers,"Class of Worker","Unpaid family workers",500,"(+/- 364 )",443,"(+/- 270 )",779,"(+/- 412 )",571,"(+/- 333 )",917,"(+/- 584 )",1166,"(+/- 566 )",1621,"(+/- 633 )",1129,"(+/- 625 )"
Housing,"Housing Occupancy","Total housing units",375492,"(+/- 4201 )",316467,"(+/- 4684 )",351164,"(+/- 3135 )",355783,"(+/- 1809 )",364471,"(+/- 2490 )",337234,"(+/- 2846 )",359682,"(+/- 1608 )",346003,"(+/- 2070 )"
Housing,"Housing Occupancy","Occupied housing units",321228,"(+/- 5442 )",301587,"(+/- 4742 )",302574,"(+/- 4218 )",294174,"(+/- 3913 )",319116,"(+/- 4458 )",290010,"(+/- 4312 )",319781,"(+/- 3574 )",286336,"(+/- 3925 )"
Housing,"Housing Occupancy","Vacant housing units",54264,"(+/- 3761 )",14880,"(+/- 2378 )",48590,"(+/- 3330 )",61609,"(+/- 3770 )",45355,"(+/- 3565 )",47224,"(+/- 3353 )",39901,"(+/- 3178 )",59667,"(+/- 3648 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",3.6,"(+/- 0.7 )",1.5,"(+/- 0.5 )",1.4,"(+/- 0.5 )",2.0,"(+/- 0.5 )",1.4,"(+/- 0.5 )",1.4,"(+/- 0.4 )",0.7,"(+/- 0.3 )",2.0,"(+/- 0.5 )"
Housing,"Housing Occupancy","Rental vacancy rate",7.6,"(+/- 1.1 )",3.9,"(+/- 1.4 )",6.9,"(+/- 1.7 )",7.6,"(+/- 2.0 )",5.7,"(+/- 1.1 )",7.2,"(+/- 1.5 )",4.8,"(+/- 1.2 )",8.3,"(+/- 1.7 )"
Housing,"Housing Tenure","Occupied housing units",321228,"(+/- 5442 )",301587,"(+/- 4742 )",302574,"(+/- 4218 )",294174,"(+/- 3913 )",319116,"(+/- 4458 )",290010,"(+/- 4312 )",319781,"(+/- 3574 )",286336,"(+/- 3925 )"
Housing,"Housing Tenure",Owner-occupied,157134,"(+/- 4832 )",235266,"(+/- 5080 )",232169,"(+/- 4812 )",201126,"(+/- 4327 )",182675,"(+/- 4780 )",211100,"(+/- 4174 )",205919,"(+/- 4696 )",200465,"(+/- 4341 )"
Housing,"Housing Tenure",Renter-occupied,164094,"(+/- 5592 )",66321,"(+/- 4208 )",70405,"(+/- 4079 )",93048,"(+/- 4041 )",136441,"(+/- 5040 )",78910,"(+/- 3114 )",113862,"(+/- 4347 )",85871,"(+/- 4242 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.32,"(+/- 0.06 )",2.61,"(+/- 0.04 )",2.64,"(+/- 0.04 )",2.54,"(+/- 0.04 )",2.54,"(+/- 0.04 )",2.67,"(+/- 0.04 )",2.50,"(+/- 0.04 )",2.55,"(+/- 0.04 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.10,"(+/- 0.06 )",2.03,"(+/- 0.08 )",2.29,"(+/- 0.09 )",2.42,"(+/- 0.07 )",2.16,"(+/- 0.06 )",2.38,"(+/- 0.08 )",2.19,"(+/- 0.06 )",2.34,"(+/- 0.07 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",321228,"(+/- 5442 )",301587,"(+/- 4742 )",302574,"(+/- 4218 )",294174,"(+/- 3913 )",319116,"(+/- 4458 )",290010,"(+/- 4312 )",319781,"(+/- 3574 )",286336,"(+/- 3925 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",78810,"(+/- 4297 )",44093,"(+/- 3112 )",49525,"(+/- 3009 )",61136,"(+/- 3376 )",65204,"(+/- 3799 )",48977,"(+/- 3410 )",59666,"(+/- 3931 )",51023,"(+/- 3920 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",55236,"(+/- 4276 )",45404,"(+/- 3605 )",48015,"(+/- 3308 )",49751,"(+/- 3683 )",61269,"(+/- 3841 )",46234,"(+/- 3280 )",60122,"(+/- 3329 )",39297,"(+/- 2509 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",55921,"(+/- 4542 )",53621,"(+/- 3190 )",52503,"(+/- 3112 )",54812,"(+/- 3459 )",60040,"(+/- 3160 )",53980,"(+/- 2474 )",61733,"(+/- 3644 )",49920,"(+/- 3557 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",59266,"(+/- 4156 )",69408,"(+/- 3555 )",76721,"(+/- 3446 )",62650,"(+/- 3421 )",63166,"(+/- 3469 )",68979,"(+/- 3175 )",76166,"(+/- 4247 )",68119,"(+/- 3687 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",33098,"(+/- 2546 )",46201,"(+/- 3130 )",37948,"(+/- 2643 )",35614,"(+/- 2372 )",31721,"(+/- 2226 )",36121,"(+/- 2430 )",33310,"(+/- 2686 )",38534,"(+/- 2526 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",38897,"(+/- 2669 )",42860,"(+/- 2540 )",37862,"(+/- 2567 )",30211,"(+/- 1882 )",37716,"(+/- 2374 )",35719,"(+/- 2390 )",28784,"(+/- 2001 )",39443,"(+/- 2476 )"
Housing,Value,"Owner-occupied units",157134,"(+/- 4832 )",235266,"(+/- 5080 )",232169,"(+/- 4812 )",201126,"(+/- 4327 )",182675,"(+/- 4780 )",211100,"(+/- 4174 )",205919,"(+/- 4696 )",200465,"(+/- 4341 )"
Housing,Value,"Less than $50,000",17271,"(+/- 2099 )",5714,"(+/- 1179 )",16078,"(+/- 1946 )",19760,"(+/- 1680 )",15377,"(+/- 1837 )",21732,"(+/- 1607 )",20543,"(+/- 2080 )",30240,"(+/- 2436 )"
Housing,Value,"$50,000 to $99,999",42838,"(+/- 2874 )",6756,"(+/- 1299 )",22427,"(+/- 2119 )",35530,"(+/- 2742 )",39115,"(+/- 2693 )",33223,"(+/- 2015 )",41867,"(+/- 3482 )",51620,"(+/- 2719 )"
Housing,Value,"$100,000 to $149,999",33204,"(+/- 2847 )",26042,"(+/- 2474 )",40016,"(+/- 3302 )",40188,"(+/- 2781 )",41704,"(+/- 2938 )",33973,"(+/- 2443 )",48593,"(+/- 3251 )",38072,"(+/- 2689 )"
Housing,Value,"$150,000 to $199,999",23292,"(+/- 2777 )",39607,"(+/- 2786 )",48686,"(+/- 3285 )",37745,"(+/- 2729 )",32116,"(+/- 2725 )",41077,"(+/- 2374 )",36933,"(+/- 2479 )",31945,"(+/- 2578 )"
Housing,Value,"$200,000 to $299,999",18016,"(+/- 1761 )",67037,"(+/- 3131 )",63474,"(+/- 3500 )",39895,"(+/- 2597 )",28920,"(+/- 2519 )",45735,"(+/- 2853 )",33882,"(+/- 3168 )",28438,"(+/- 2564 )"
Housing,Value,"$300,000 to $499,999",14469,"(+/- 1839 )",59140,"(+/- 3018 )",32533,"(+/- 2933 )",19102,"(+/- 1778 )",18291,"(+/- 1425 )",26272,"(+/- 2056 )",17902,"(+/- 2076 )",14127,"(+/- 1694 )"
Housing,Value,"$500,000 to $999,999",6417,"(+/- 1092 )",25965,"(+/- 1929 )",7316,"(+/- 1160 )",7946,"(+/- 1298 )",5833,"(+/- 970 )",8014,"(+/- 1148 )",4821,"(+/- 1012 )",5042,"(+/- 889 )"
Housing,Value,"$1,000,000 or more",1627,"(+/- 866 )",5005,"(+/- 808 )",1639,"(+/- 557 )",960,"(+/- 351 )",1319,"(+/- 649 )",1074,"(+/- 378 )",1378,"(+/- 507 )",981,"(+/- 523 )"
Housing,Value,"Median (dollars)",126000,"(+/- 4741 )",255000,"(+/- 4983 )",185000,"(+/- 4813 )",155400,"(+/- 2964 )",144000,"(+/- 3366 )",168600,"(+/- 3560 )",141900,"(+/- 3400 )",120800,"(+/- 3690 )"
Housing,"Mortgage Status","Owner-occupied units",157134,"(+/- 4832 )",235266,"(+/- 5080 )",232169,"(+/- 4812 )",201126,"(+/- 4327 )",182675,"(+/- 4780 )",211100,"(+/- 4174 )",205919,"(+/- 4696 )",200465,"(+/- 4341 )"
Housing,"Mortgage Status","Housing units with a mortgage",101431,"(+/- 3992 )",156055,"(+/- 3951 )",152921,"(+/- 4852 )",115926,"(+/- 4273 )",111787,"(+/- 4422 )",123783,"(+/- 3734 )",119063,"(+/- 4305 )",105442,"(+/- 4455 )"
Housing,"Mortgage Status","Housing units without a mortgage",55703,"(+/- 3576 )",79211,"(+/- 3885 )",79248,"(+/- 3834 )",85200,"(+/- 2915 )",70888,"(+/- 3005 )",87317,"(+/- 3212 )",86856,"(+/- 4518 )",95023,"(+/- 3260 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",101431,"(+/- 3992 )",156055,"(+/- 3951 )",152921,"(+/- 4852 )",115926,"(+/- 4273 )",111787,"(+/- 4422 )",123783,"(+/- 3734 )",119063,"(+/- 4305 )",105442,"(+/- 4455 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",966,"(+/- 547 )",459,"(+/- 297 )",1933,"(+/- 585 )",2781,"(+/- 779 )",758,"(+/- 361 )",2583,"(+/- 752 )",3571,"(+/- 1089 )",5892,"(+/- 1161 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",29668,"(+/- 2764 )",15876,"(+/- 1864 )",35638,"(+/- 3024 )",39778,"(+/- 2878 )",30812,"(+/- 2459 )",31236,"(+/- 2234 )",49300,"(+/- 3568 )",47745,"(+/- 2788 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",41112,"(+/- 3152 )",49690,"(+/- 3389 )",61270,"(+/- 3273 )",43165,"(+/- 3042 )",45830,"(+/- 3142 )",43334,"(+/- 2675 )",41921,"(+/- 3007 )",32862,"(+/- 2854 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",16183,"(+/- 1741 )",37630,"(+/- 2623 )",33023,"(+/- 2245 )",19222,"(+/- 2115 )",18029,"(+/- 2053 )",25898,"(+/- 2073 )",15372,"(+/- 1686 )",12497,"(+/- 1826 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",6203,"(+/- 1052 )",21277,"(+/- 1707 )",12101,"(+/- 1547 )",6820,"(+/- 1097 )",8997,"(+/- 1247 )",11584,"(+/- 1564 )",4579,"(+/- 993 )",3776,"(+/- 925 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",3663,"(+/- 839 )",13186,"(+/- 1840 )",4552,"(+/- 957 )",1524,"(+/- 494 )",2692,"(+/- 689 )",4660,"(+/- 1079 )",2135,"(+/- 659 )",1165,"(+/- 473 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",3636,"(+/- 877 )",17937,"(+/- 1671 )",4404,"(+/- 975 )",2636,"(+/- 566 )",4669,"(+/- 875 )",4488,"(+/- 829 )",2185,"(+/- 664 )",1505,"(+/- 739 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1233,"(+/- 24 )",1639,"(+/- 34 )",1317,"(+/- 20 )",1152,"(+/- 22 )",1224,"(+/- 19 )",1319,"(+/- 24 )",1063,"(+/- 25 )",991,"(+/- 22 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",55703,"(+/- 3576 )",79211,"(+/- 3885 )",79248,"(+/- 3834 )",85200,"(+/- 2915 )",70888,"(+/- 3005 )",87317,"(+/- 3212 )",86856,"(+/- 4518 )",95023,"(+/- 3260 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",3212,"(+/- 1000 )",1595,"(+/- 583 )",7404,"(+/- 1027 )",13070,"(+/- 1622 )",5374,"(+/- 1038 )",8678,"(+/- 1087 )",15599,"(+/- 1841 )",19716,"(+/- 1667 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",17178,"(+/- 2190 )",8652,"(+/- 1495 )",24846,"(+/- 2246 )",27701,"(+/- 2107 )",17083,"(+/- 1782 )",22148,"(+/- 1597 )",28411,"(+/- 2569 )",35585,"(+/- 2316 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",21047,"(+/- 1855 )",26733,"(+/- 2133 )",28427,"(+/- 2407 )",27991,"(+/- 2101 )",27939,"(+/- 2009 )",32883,"(+/- 2210 )",29300,"(+/- 2981 )",28950,"(+/- 2148 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",8310,"(+/- 1391 )",22080,"(+/- 2037 )",14438,"(+/- 1840 )",11409,"(+/- 1420 )",12839,"(+/- 1636 )",13933,"(+/- 1507 )",9591,"(+/- 1590 )",7678,"(+/- 1185 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",3032,"(+/- 902 )",9554,"(+/- 1304 )",2676,"(+/- 830 )",2890,"(+/- 765 )",4431,"(+/- 925 )",5986,"(+/- 871 )",2408,"(+/- 809 )",2000,"(+/- 697 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",2924,"(+/- 727 )",10597,"(+/- 1525 )",1457,"(+/- 702 )",2139,"(+/- 796 )",3222,"(+/- 852 )",3689,"(+/- 937 )",1547,"(+/- 621 )",1094,"(+/- 540 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",466,"(+/- 14 )",621,"(+/- 16 )",445,"(+/- 12 )",411,"(+/- 12 )",482,"(+/- 11 )",470,"(+/- 9 )",397,"(+/- 11 )",364,"(+/- 9 )"
Housing,"Gross Rent","Occupied units paying rent",159636,"(+/- 5692 )",62947,"(+/- 4174 )",66426,"(+/- 3980 )",87424,"(+/- 3998 )",130835,"(+/- 5055 )",72289,"(+/- 3261 )",105652,"(+/- 4246 )",76486,"(+/- 3927 )"
Housing,"Gross Rent","Less than $500",13718,"(+/- 1908 )",1438,"(+/- 505 )",10364,"(+/- 1755 )",13500,"(+/- 1569 )",13303,"(+/- 2040 )",13011,"(+/- 1474 )",16097,"(+/- 2245 )",20567,"(+/- 2068 )"
Housing,"Gross Rent","$500 to $999",89663,"(+/- 5027 )",28043,"(+/- 3272 )",39167,"(+/- 3103 )",50390,"(+/- 3415 )",66448,"(+/- 3931 )",38116,"(+/- 2796 )",70503,"(+/- 4032 )",45745,"(+/- 3136 )"
Housing,"Gross Rent","$1,000 to $1,499",46817,"(+/- 4133 )",24255,"(+/- 2426 )",14458,"(+/- 2284 )",17802,"(+/- 2083 )",41245,"(+/- 2579 )",17564,"(+/- 1875 )",16917,"(+/- 2152 )",8561,"(+/- 1889 )"
Housing,"Gross Rent","$1,500 to $1,999",7559,"(+/- 1430 )",5868,"(+/- 1283 )",1868,"(+/- 625 )",3959,"(+/- 1254 )",6838,"(+/- 1311 )",3160,"(+/- 867 )",1126,"(+/- 552 )",1405,"(+/- 800 )"
Housing,"Gross Rent","$2,000 to $2,499",1565,"(+/- 682 )",1808,"(+/- 871 )",507,"(+/- 296 )",1658,"(+/- 771 )",1677,"(+/- 546 )",216,"(+/- 174 )",485,"(+/- 403 )",208,"(+/- 293 )"
Housing,"Gross Rent","$2,500 to $2,999",218,"(+/- 231 )",469,"(+/- 325 )",62,"(+/- 104 )",0,"(+/- 190 )",986,"(+/- 549 )",189,"(+/- 237 )",424,"(+/- 453 )",0,"(+/- 190 )"
Housing,"Gross Rent","$3,000 or more",96,"(+/- 130 )",1066,"(+/- 396 )",0,"(+/- 190 )",115,"(+/- 142 )",338,"(+/- 275 )",33,"(+/- 57 )",100,"(+/- 97 )",0,"(+/- 190 )"
Housing,"Gross Rent","Median (dollars)",885,"(+/- 16 )",1029,"(+/- 29 )",775,"(+/- 27 )",795,"(+/- 21 )",902,"(+/- 16 )",811,"(+/- 27 )",741,"(+/- 16 )",652,"(+/- 19 )"
Housing,"Gross Rent","No rent paid",4458,"(+/- 1131 )",3374,"(+/- 868 )",3979,"(+/- 1018 )",5624,"(+/- 1135 )",5606,"(+/- 1195 )",6621,"(+/- 1130 )",8210,"(+/- 1386 )",9385,"(+/- 1260 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",321228,"(+/- 5442 )",301587,"(+/- 4742 )",302574,"(+/- 4218 )",294174,"(+/- 3913 )",319116,"(+/- 4458 )",290010,"(+/- 4312 )",319781,"(+/- 3574 )",286336,"(+/- 3925 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",34008,"(+/- 3128 )",8269,"(+/- 1624 )",11885,"(+/- 1586 )",16523,"(+/- 1930 )",20139,"(+/- 2080 )",12390,"(+/- 1378 )",23022,"(+/- 2539 )",27317,"(+/- 2298 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",17593,"(+/- 2203 )",6795,"(+/- 1286 )",10333,"(+/- 1757 )",14138,"(+/- 1814 )",15742,"(+/- 2184 )",13771,"(+/- 1821 )",20842,"(+/- 2769 )",18972,"(+/- 2253 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",35406,"(+/- 3291 )",16624,"(+/- 2043 )",24007,"(+/- 2780 )",32833,"(+/- 2541 )",32940,"(+/- 3058 )",26236,"(+/- 2210 )",38446,"(+/- 3042 )",38979,"(+/- 2840 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",35382,"(+/- 3421 )",18961,"(+/- 1931 )",25509,"(+/- 2451 )",35919,"(+/- 2681 )",34357,"(+/- 3095 )",27845,"(+/- 2163 )",38138,"(+/- 2597 )",36705,"(+/- 2921 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",47215,"(+/- 3921 )",33307,"(+/- 2798 )",41731,"(+/- 3086 )",45005,"(+/- 3067 )",48983,"(+/- 3350 )",37365,"(+/- 2511 )",52678,"(+/- 3644 )",43268,"(+/- 2782 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",56982,"(+/- 3704 )",47746,"(+/- 3210 )",61783,"(+/- 3988 )",57210,"(+/- 3469 )",59031,"(+/- 3366 )",56989,"(+/- 3305 )",61482,"(+/- 3834 )",50754,"(+/- 3772 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",35756,"(+/- 3051 )",40702,"(+/- 2785 )",45873,"(+/- 3147 )",35670,"(+/- 2815 )",38535,"(+/- 2652 )",40699,"(+/- 2231 )",35125,"(+/- 2812 )",30726,"(+/- 2310 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",34254,"(+/- 2894 )",58034,"(+/- 3257 )",48084,"(+/- 2997 )",37727,"(+/- 2541 )",43231,"(+/- 2899 )",42934,"(+/- 2842 )",31443,"(+/- 2905 )",26789,"(+/- 2420 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",11439,"(+/- 1668 )",29611,"(+/- 2334 )",18065,"(+/- 1978 )",10418,"(+/- 1754 )",14464,"(+/- 1700 )",16966,"(+/- 1881 )",8949,"(+/- 1393 )",6716,"(+/- 1216 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",13193,"(+/- 1756 )",41538,"(+/- 2702 )",15304,"(+/- 1861 )",8731,"(+/- 1377 )",11694,"(+/- 1696 )",14815,"(+/- 1499 )",9656,"(+/- 1588 )",6110,"(+/- 1145 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",46850,"(+/- 1452 )",85654,"(+/- 2733 )",64722,"(+/- 1445 )",50838,"(+/- 1176 )",52235,"(+/- 1282 )",61209,"(+/- 945 )",45610,"(+/- 1498 )",41997,"(+/- 1378 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",66796,"(+/- 2352 )",116023,"(+/- 2882 )",80738,"(+/- 1935 )",66772,"(+/- 1862 )",70203,"(+/- 1959 )",79448,"(+/- 1743 )",63071,"(+/- 2377 )",57661,"(+/- 2369 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",719777,"(+/- 7851 )",751248,"(+/- 12151 )",781719,"(+/- 9270 )",743119,"(+/- 4270 )",764218,"(+/- 6476 )",760796,"(+/- 6773 )",775295,"(+/- 3330 )",718570,"(+/- 5518 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",648108,"(+/- 8543 )",720173,"(+/- 12243 )",723554,"(+/- 10601 )",664763,"(+/- 6546 )",675274,"(+/- 9665 )",696816,"(+/- 8171 )",683245,"(+/- 7606 )",636482,"(+/- 8551 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",465843,"(+/- 11709 )",631596,"(+/- 12020 )",599203,"(+/- 11521 )",515296,"(+/- 9017 )",519824,"(+/- 11705 )",571480,"(+/- 8600 )",495742,"(+/- 11057 )",429045,"(+/- 12034 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",258162,"(+/- 8364 )",180812,"(+/- 6513 )",215010,"(+/- 9294 )",250433,"(+/- 6699 )",244738,"(+/- 7959 )",226984,"(+/- 8165 )",280821,"(+/- 8558 )",307023,"(+/- 8012 )"
