Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Housing,"Gross Rent","Less than $500",24260,"(+/- 2634 )",12497,"(+/- 2126 )",13952,"(+/- 2170 )",16084,"(+/- 1710 )"
Housing,"Gross Rent","$500 to $999",51886,"(+/- 3459 )",60538,"(+/- 3436 )",67660,"(+/- 3734 )",46104,"(+/- 3250 )"
Housing,"Gross Rent","$1,000 to $1,499",8301,"(+/- 1510 )",19751,"(+/- 2637 )",22450,"(+/- 2553 )",6006,"(+/- 1622 )"
Housing,"Gross Rent","$1,500 to $1,999",1378,"(+/- 652 )",3366,"(+/- 1193 )",3660,"(+/- 1141 )",910,"(+/- 593 )"
Housing,"Gross Rent","$2,000 to $2,499",313,"(+/- 310 )",593,"(+/- 318 )",878,"(+/- 478 )",170,"(+/- 164 )"
Housing,"Gross Rent","$2,500 to $2,999",0,"(+/- 201 )",994,"(+/- 685 )",48,"(+/- 80 )",0,"(+/- 201 )"
Housing,"Gross Rent","$3,000 or more",81,"(+/- 102 )",0,"(+/- 201 )",31,"(+/- 53 )",97,"(+/- 64 )"
Housing,"Gross Rent","Median (dollars)",665,"(+/- 20 )",799,"(+/- 23 )",775,"(+/- 23 )",673,"(+/- 16 )"
Housing,"Gross Rent","No rent paid",12522,"(+/- 1642 )",6182,"(+/- 1377 )",6026,"(+/- 1215 )",9208,"(+/- 1246 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",282730,"(+/- 3743 )",294135,"(+/- 3879 )",309456,"(+/- 3687 )",270026,"(+/- 4633 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",25779,"(+/- 2044 )",22950,"(+/- 3140 )",19144,"(+/- 2614 )",26698,"(+/- 2515 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",20404,"(+/- 1951 )",15659,"(+/- 2342 )",15041,"(+/- 1717 )",19024,"(+/- 2060 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",40229,"(+/- 3221 )",32115,"(+/- 2722 )",31694,"(+/- 3135 )",37758,"(+/- 2909 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",35056,"(+/- 2812 )",29980,"(+/- 3065 )",32756,"(+/- 3154 )",32324,"(+/- 2673 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",42820,"(+/- 3054 )",45504,"(+/- 3668 )",45803,"(+/- 3538 )",41356,"(+/- 2837 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",51531,"(+/- 2871 )",48901,"(+/- 3911 )",58477,"(+/- 3474 )",47015,"(+/- 3288 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",28259,"(+/- 2480 )",30323,"(+/- 2450 )",37084,"(+/- 2924 )",26496,"(+/- 2547 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",25988,"(+/- 2234 )",40400,"(+/- 3266 )",38256,"(+/- 2617 )",26227,"(+/- 2231 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",7197,"(+/- 982 )",13186,"(+/- 1800 )",15297,"(+/- 2205 )",7921,"(+/- 1225 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",5467,"(+/- 1024 )",15117,"(+/- 2089 )",15904,"(+/- 1875 )",5207,"(+/- 1030 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",41553,"(+/- 1397 )",50381,"(+/- 1764 )",52799,"(+/- 1405 )",41230,"(+/- 1210 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",56247,"(+/- 1652 )",74329,"(+/- 2509 )",77378,"(+/- 2503 )",57382,"(+/- 2140 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",700936,"(+/- 3781 )",755931,"(+/- 2997 )",812366,"(+/- 4408 )",691270,"(+/- 5128 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",644363,"(+/- 5883 )",704827,"(+/- 5918 )",736948,"(+/- 7500 )",630780,"(+/- 6461 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",375764,"(+/- 9612 )",499934,"(+/- 10065 )",527075,"(+/- 9847 )",384666,"(+/- 10225 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",354505,"(+/- 8141 )",307568,"(+/- 9794 )",299729,"(+/- 8346 )",345549,"(+/- 10026 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",56573,"(+/- 4514 )",51104,"(+/- 5122 )",75418,"(+/- 6400 )",60490,"(+/- 5096 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",177531,"(+/- 2852 )",186927,"(+/- 2083 )",211049,"(+/- 2652 )",171247,"(+/- 3438 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",6774,"(+/- 1778 )",7236,"(+/- 1851 )",11460,"(+/- 2701 )",8245,"(+/- 2068 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",13.6,"(+/- 1.4 )",11.6,"(+/- 1.3 )",9.4,"(+/- 1.0 )",16.5,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",21.3,"(+/- 2.3 )",18.6,"(+/- 2.3 )",14.4,"(+/- 2.0 )",27.6,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",25.2,"(+/- 5.2 )",18.3,"(+/- 7.4 )",18.2,"(+/- 5.8 )",28.1,"(+/- 7.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",6.5,"(+/- 1.2 )",5.4,"(+/- 1.0 )",4.4,"(+/- 0.9 )",8.2,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.9,"(+/- 2.4 )",6.9,"(+/- 1.8 )",5.9,"(+/- 1.4 )",12.2,"(+/- 3.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",9.8,"(+/- 5.1 )",5.9,"(+/- 4.0 )",5.6,"(+/- 3.6 )",12.7,"(+/- 7.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",34.0,"(+/- 4.3 )",30.4,"(+/- 4.1 )",27.9,"(+/- 4.2 )",43.4,"(+/- 3.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",44.3,"(+/- 4.9 )",39.7,"(+/- 4.8 )",38.2,"(+/- 5.5 )",54.3,"(+/- 5.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",55.4,"(+/- 11.3 )",29.5,"(+/- 12.6 )",55.6,"(+/- 14.7 )",49.0,"(+/- 14.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",19.6,"(+/- 1.2 )",16.1,"(+/- 1.3 )",13.4,"(+/- 1.1 )",20.6,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",27.3,"(+/- 2.7 )",23.6,"(+/- 3.0 )",17.5,"(+/- 2.1 )",32.4,"(+/- 3.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",26.7,"(+/- 2.7 )",23.3,"(+/- 3.0 )",17.1,"(+/- 2.1 )",32.1,"(+/- 3.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",32.3,"(+/- 4.0 )",26.7,"(+/- 5.0 )",23.8,"(+/- 4.3 )",34.4,"(+/- 4.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",24.7,"(+/- 2.8 )",22.0,"(+/- 3.2 )",14.7,"(+/- 2.1 )",31.2,"(+/- 3.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",17.2,"(+/- 1.0 )",13.9,"(+/- 1.1 )",12.1,"(+/- 1.0 )",17.0,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",11.1,"(+/- 1.2 )",11.0,"(+/- 1.8 )",7.7,"(+/- 1.5 )",10.9,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",16.1,"(+/- 1.5 )",13.2,"(+/- 1.5 )",10.2,"(+/- 1.1 )",18.4,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",34.7,"(+/- 2.1 )",28.2,"(+/- 2.1 )",27.7,"(+/- 2.5 )",30.6,"(+/- 2.1 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",166546,"(+/- 4085 )",185671,"(+/- 4976 )",209375,"(+/- 4850 )",162058,"(+/- 4783 )"
Education,"School Enrollment","Nursery school, preschool",12314,"(+/- 1709 )",11529,"(+/- 1796 )",15136,"(+/- 2179 )",8612,"(+/- 1486 )"
Education,"School Enrollment",Kindergarten,8807,"(+/- 1435 )",8125,"(+/- 1407 )",10718,"(+/- 1721 )",9126,"(+/- 1413 )"
Education,"School Enrollment","Elementary school (grades 1-8)",74539,"(+/- 2599 )",78194,"(+/- 2542 )",89972,"(+/- 2598 )",72459,"(+/- 3366 )"
Education,"School Enrollment","High school (grades 9-12)",38338,"(+/- 2008 )",38628,"(+/- 2662 )",41077,"(+/- 2229 )",37402,"(+/- 2967 )"
Education,"School Enrollment","College or graduate school",32548,"(+/- 3063 )",49195,"(+/- 3959 )",52472,"(+/- 3566 )",34459,"(+/- 3160 )"
Education,"Educational Attainment","Population 25 years and over",497168,"(+/- 3239 )",513347,"(+/- 2617 )",532481,"(+/- 3272 )",478943,"(+/- 4562 )"
Education,"Educational Attainment","Less than 9th grade",26231,"(+/- 2444 )",17066,"(+/- 2194 )",30186,"(+/- 3466 )",19032,"(+/- 1959 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",46811,"(+/- 2899 )",36331,"(+/- 3376 )",38185,"(+/- 3486 )",45144,"(+/- 3694 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",190783,"(+/- 6395 )",151026,"(+/- 6371 )",160746,"(+/- 6371 )",184312,"(+/- 5582 )"
Education,"Educational Attainment","Some college, no degree",108913,"(+/- 5084 )",114592,"(+/- 5815 )",116279,"(+/- 4668 )",110884,"(+/- 4916 )"
Education,"Educational Attainment","Associate's degree",40322,"(+/- 2861 )",40276,"(+/- 3996 )",36099,"(+/- 3309 )",37446,"(+/- 3177 )"
Education,"Educational Attainment","Bachelor's degree",55491,"(+/- 3498 )",92656,"(+/- 5531 )",93383,"(+/- 5098 )",54892,"(+/- 3849 )"
Education,"Educational Attainment","Graduate or professional degree",28617,"(+/- 2407 )",61400,"(+/- 4300 )",57603,"(+/- 4136 )",27233,"(+/- 2709 )"
Education,"Educational Attainment","Percent high school graduate or higher",85.3,"(+/- 0.8 )",89.6,"(+/- 0.8 )",87.2,"(+/- 1.0 )",86.6,"(+/- 0.8 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",16.9,"(+/- 0.9 )",30.0,"(+/- 1.3 )",28.4,"(+/- 1.2 )",17.1,"(+/- 0.9 )"

"Source: 2018 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",190770,G,298960,G,333793,G,185427,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",981,G,204,H,936,G,2900,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",417,G,1649,H,592,G,1186,G
Business,"Paid employees for pay period including March 12",Utilities,1176,H,2352,G,2440,H,1353,G
Business,"Paid employees for pay period including March 12",Construction,7503,G,16142,G,14558,G,8601,G
Business,"Paid employees for pay period including March 12",Manufacturing,38426,G,20925,G,53248,G,43658,G
Business,"Paid employees for pay period including March 12","Wholesale trade",10053,G,15220,G,18844,G,4542,G
Business,"Paid employees for pay period including March 12","Retail trade",29699,G,41425,G,41585,G,27492,H
Business,"Paid employees for pay period including March 12","Transportation and warehousing",7580,G,11853,H,24972,G,7156,G
Business,"Paid employees for pay period including March 12",Information,5470,G,11663,G,4951,H,1810,G
Business,"Paid employees for pay period including March 12","Finance and insurance",5917,G,16475,G,8952,G,5950,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2245,G,4359,G,4117,G,2029,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",4110,G,13437,G,15039,G,4233,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1683,G,5859,G,30880,J,1626,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",6064,G,16113,G,14882,G,7762,G
Business,"Paid employees for pay period including March 12","Educational services",2189,G,7963,G,3392,H,2282,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",38932,G,62388,G,44010,G,33848,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",1779,G,3141,H,2762,G,2385,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",19685,G,32370,G,35815,G,19155,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",6854,G,15385,G,11802,G,7410,G
Business,"Paid employees for pay period including March 12","Industries not classified",7,J,37,H,16,J,49,H
Business,"Annual payroll ($1,000)","Total for all sectors",6713116,G,13137420,G,15182935,G,6631204,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",53486,G,6381,G,28350,G,123452,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",25158,G,127292,H,33277,G,62714,G
Business,"Annual payroll ($1,000)",Utilities,84816,H,232446,G,236711,H,115414,G
Business,"Annual payroll ($1,000)",Construction,331670,G,796406,G,695557,G,376689,G
Business,"Annual payroll ($1,000)",Manufacturing,1782903,G,1060502,G,2297812,G,2027977,G
Business,"Annual payroll ($1,000)","Wholesale trade",462942,G,853823,G,912879,G,215208,G
Business,"Annual payroll ($1,000)","Retail trade",732603,G,1129044,G,1108113,G,682931,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",335067,G,552954,G,1184372,G,298514,G
Business,"Annual payroll ($1,000)",Information,124318,G,901903,G,308681,H,75483,G
Business,"Annual payroll ($1,000)","Finance and insurance",307723,G,1241095,G,496766,G,284327,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",68495,G,182793,G,158334,G,67464,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",163283,G,774863,G,925546,G,172600,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",95522,G,321556,G,3274074,J,174942,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",152076,G,458658,G,456425,G,218020,G
Business,"Annual payroll ($1,000)","Educational services",53611,G,195722,G,78802,G,51091,H
Business,"Annual payroll ($1,000)","Health care and social assistance",1486305,G,3275644,G,2060155,G,1201305,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",34689,G,66603,H,59507,G,50133,H
Business,"Annual payroll ($1,000)","Accommodation and food services",270319,G,524210,G,559062,G,271116,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",147430,G,435186,G,307435,G,160994,G
Business,"Annual payroll ($1,000)","Industries not classified",700,J,339,G,1077,H,830,G
Business,"Total Establishments","Total for all sectors",13965,X,19183,X,19390,X,13864,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",198,X,33,X,37,X,391,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",37,X,79,X,54,X,141,X
Business,"Total Establishments",Utilities,84,X,75,X,64,X,107,X
Business,"Total Establishments",Construction,1061,X,1565,X,1680,X,1129,X
Business,"Total Establishments",Manufacturing,605,X,561,X,733,X,668,X
Business,"Total Establishments","Wholesale trade",715,X,1020,X,1047,X,516,X
Business,"Total Establishments","Retail trade",2595,X,2956,X,2847,X,2518,X
Business,"Total Establishments","Transportation and warehousing",697,X,563,X,628,X,579,X
Business,"Total Establishments",Information,231,X,346,X,331,X,212,X
Business,"Total Establishments","Finance and insurance",907,X,1397,X,1162,X,910,X
Business,"Total Establishments","Real estate and rental and leasing",592,X,996,X,964,X,525,X
Business,"Total Establishments","Professional, scientific, and technical services",895,X,2110,X,2023,X,838,X
Business,"Total Establishments","Management of companies and enterprises",61,X,136,X,891,X,66,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",424,X,923,X,904,X,478,X
Business,"Total Establishments","Educational services",89,X,234,X,198,X,101,X
Business,"Total Establishments","Health care and social assistance",1844,X,2346,X,2065,X,1620,X
Business,"Total Establishments","Arts, entertainment, and recreation",189,X,215,X,240,X,157,X
Business,"Total Establishments","Accommodation and food services",1266,X,1641,X,1834,X,1227,X
Business,"Total Establishments","Other services (except public administration)",1465,X,1974,X,1674,X,1654,X
Business,"Total Establishments","Industries not classified",10,X,13,X,14,X,27,X

"Source: 2017 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
