Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
People,Ancestry,"French (except Basque)",11430,"(+/- 1806 )",6266,"(+/- 2497 )",4967,"(+/- 1006 )",10049,"(+/- 1675 )",8236,"(+/- 1727 )",13594,"(+/- 2093 )",10359,"(+/- 1849 )",11789,"(+/- 2412 )",7781,"(+/- 1327 )",13028,"(+/- 2849 )",11975,"(+/- 2333 )",11026,"(+/- 1557 )",13552,"(+/- 2449 )",12604,"(+/- 1904 )",13186,"(+/- 1742 )",13198,"(+/- 1940 )",13660,"(+/- 1734 )",10422,"(+/- 2280 )"
People,Ancestry,"French Canadian",2033,"(+/- 753 )",289,"(+/- 272 )",788,"(+/- 495 )",2172,"(+/- 894 )",1813,"(+/- 758 )",2299,"(+/- 850 )",1265,"(+/- 583 )",1889,"(+/- 661 )",1255,"(+/- 625 )",1616,"(+/- 711 )",1742,"(+/- 943 )",1773,"(+/- 671 )",1059,"(+/- 445 )",1820,"(+/- 767 )",1765,"(+/- 605 )",1731,"(+/- 683 )",2081,"(+/- 1047 )",1292,"(+/- 559 )"
People,Ancestry,German,166703,"(+/- 8376 )",58425,"(+/- 5530 )",42877,"(+/- 3756 )",143357,"(+/- 7098 )",86328,"(+/- 6292 )",140850,"(+/- 7431 )",166088,"(+/- 6740 )",123492,"(+/- 6926 )",207420,"(+/- 7084 )",196781,"(+/- 9179 )",232721,"(+/- 8220 )",197911,"(+/- 7678 )",213862,"(+/- 8904 )",166687,"(+/- 7823 )",194341,"(+/- 7685 )",193950,"(+/- 6861 )",200672,"(+/- 7731 )",140209,"(+/- 6605 )"
People,Ancestry,Greek,3594,"(+/- 1660 )",1912,"(+/- 1591 )",1870,"(+/- 799 )",3046,"(+/- 710 )",6580,"(+/- 3239 )",5941,"(+/- 1573 )",5606,"(+/- 1788 )",3365,"(+/- 1210 )",3936,"(+/- 997 )",3097,"(+/- 1044 )",3438,"(+/- 975 )",1565,"(+/- 729 )",1863,"(+/- 854 )",2769,"(+/- 1333 )",1740,"(+/- 539 )",2904,"(+/- 1065 )",4906,"(+/- 1012 )",5127,"(+/- 1753 )"
People,Ancestry,Hungarian,8674,"(+/- 1699 )",1833,"(+/- 1074 )",2611,"(+/- 715 )",5535,"(+/- 1395 )",4145,"(+/- 1425 )",4962,"(+/- 1691 )",11977,"(+/- 1819 )",3866,"(+/- 1037 )",4689,"(+/- 1019 )",4467,"(+/- 1298 )",2630,"(+/- 933 )",2700,"(+/- 851 )",6774,"(+/- 1705 )",13416,"(+/- 1975 )",6664,"(+/- 1261 )",9049,"(+/- 1887 )",13294,"(+/- 2847 )",13416,"(+/- 2371 )"
People,Ancestry,Irish,165305,"(+/- 7403 )",93882,"(+/- 8458 )",59322,"(+/- 5075 )",151307,"(+/- 7350 )",154736,"(+/- 7026 )",127776,"(+/- 6514 )",88604,"(+/- 6026 )",135964,"(+/- 8070 )",85334,"(+/- 4872 )",84693,"(+/- 6129 )",76142,"(+/- 6042 )",89347,"(+/- 5318 )",83653,"(+/- 5549 )",110698,"(+/- 6787 )",94294,"(+/- 4831 )",114454,"(+/- 5405 )",129793,"(+/- 7197 )",107465,"(+/- 5224 )"
People,Ancestry,Italian,104957,"(+/- 6766 )",45633,"(+/- 5563 )",40779,"(+/- 4685 )",103727,"(+/- 5933 )",107197,"(+/- 6478 )",88916,"(+/- 5141 )",85758,"(+/- 6451 )",114836,"(+/- 5609 )",59021,"(+/- 3909 )",51262,"(+/- 4559 )",47223,"(+/- 5300 )",46440,"(+/- 3706 )",43393,"(+/- 4258 )",116634,"(+/- 6471 )",61432,"(+/- 3982 )",89528,"(+/- 5884 )",119963,"(+/- 7043 )",96147,"(+/- 5338 )"
People,Ancestry,Lithuanian,4756,"(+/- 1470 )",2632,"(+/- 928 )",1349,"(+/- 477 )",5762,"(+/- 2021 )",2902,"(+/- 1083 )",2962,"(+/- 994 )",2264,"(+/- 740 )",9498,"(+/- 1400 )",10282,"(+/- 1646 )",2136,"(+/- 974 )",1882,"(+/- 676 )",2753,"(+/- 824 )",639,"(+/- 391 )",2574,"(+/- 921 )",1494,"(+/- 538 )",842,"(+/- 350 )",3378,"(+/- 925 )",4168,"(+/- 1035 )"
People,Ancestry,Norwegian,4155,"(+/- 1197 )",584,"(+/- 583 )",2004,"(+/- 651 )",2855,"(+/- 1105 )",1606,"(+/- 867 )",2219,"(+/- 787 )",3579,"(+/- 1118 )",2131,"(+/- 765 )",2052,"(+/- 877 )",2969,"(+/- 890 )",3290,"(+/- 1028 )",2005,"(+/- 563 )",1929,"(+/- 802 )",1928,"(+/- 727 )",1579,"(+/- 601 )",2052,"(+/- 846 )",3254,"(+/- 1065 )",2255,"(+/- 742 )"
People,Ancestry,Polish,48637,"(+/- 3802 )",28788,"(+/- 4218 )",19764,"(+/- 2831 )",49362,"(+/- 5467 )",24922,"(+/- 2777 )",39638,"(+/- 4296 )",31765,"(+/- 2709 )",100652,"(+/- 5336 )",51868,"(+/- 4391 )",26334,"(+/- 3739 )",18930,"(+/- 2716 )",30776,"(+/- 2646 )",30144,"(+/- 3755 )",62089,"(+/- 4889 )",42245,"(+/- 3591 )",60687,"(+/- 4784 )",62335,"(+/- 4387 )",53381,"(+/- 4012 )"
People,Ancestry,Portuguese,1604,"(+/- 1041 )",2074,"(+/- 1376 )",1217,"(+/- 586 )",1855,"(+/- 913 )",1257,"(+/- 1033 )",1970,"(+/- 1041 )",2309,"(+/- 684 )",989,"(+/- 593 )",475,"(+/- 313 )",907,"(+/- 668 )",1746,"(+/- 1664 )",638,"(+/- 419 )",464,"(+/- 273 )",418,"(+/- 371 )",504,"(+/- 360 )",871,"(+/- 408 )",880,"(+/- 492 )",432,"(+/- 327 )"
People,Ancestry,Russian,15418,"(+/- 2089 )",10233,"(+/- 2547 )",7362,"(+/- 1487 )",17850,"(+/- 3034 )",9630,"(+/- 2456 )",6525,"(+/- 1494 )",6459,"(+/- 1463 )",18712,"(+/- 2622 )",6162,"(+/- 1340 )",5516,"(+/- 1602 )",4681,"(+/- 1563 )",4917,"(+/- 1479 )",3591,"(+/- 1007 )",11550,"(+/- 2119 )",4497,"(+/- 1189 )",6903,"(+/- 1420 )",8231,"(+/- 2146 )",11352,"(+/- 2189 )"
People,Ancestry,Scotch-Irish,6434,"(+/- 1391 )",1379,"(+/- 653 )",2602,"(+/- 894 )",6228,"(+/- 1718 )",4788,"(+/- 1415 )",7069,"(+/- 1440 )",2962,"(+/- 1156 )",3012,"(+/- 983 )",4442,"(+/- 1267 )",11004,"(+/- 1946 )",8148,"(+/- 1715 )",8150,"(+/- 1243 )",10114,"(+/- 1757 )",16326,"(+/- 2397 )",11801,"(+/- 1661 )",16570,"(+/- 2038 )",15359,"(+/- 2504 )",9082,"(+/- 1560 )"
People,Ancestry,Scottish,10627,"(+/- 1801 )",2737,"(+/- 1051 )",3826,"(+/- 851 )",10846,"(+/- 2140 )",7503,"(+/- 1466 )",14541,"(+/- 2159 )",8668,"(+/- 1787 )",7528,"(+/- 1244 )",7388,"(+/- 1884 )",10429,"(+/- 2061 )",9510,"(+/- 1845 )",12170,"(+/- 1779 )",11623,"(+/- 2157 )",14694,"(+/- 2005 )",14086,"(+/- 1909 )",14715,"(+/- 2444 )",13064,"(+/- 2064 )",9970,"(+/- 1615 )"
People,Ancestry,Slovak,3007,"(+/- 841 )",473,"(+/- 320 )",958,"(+/- 387 )",5183,"(+/- 1202 )",1587,"(+/- 696 )",4232,"(+/- 1197 )",13286,"(+/- 1988 )",19514,"(+/- 2508 )",11297,"(+/- 1767 )",5543,"(+/- 1677 )",1837,"(+/- 608 )",3877,"(+/- 1004 )",8119,"(+/- 1572 )",31755,"(+/- 4038 )",15071,"(+/- 2051 )",12726,"(+/- 1823 )",18117,"(+/- 2125 )",20565,"(+/- 2632 )"
People,Ancestry,"Subsaharan African",4609,"(+/- 1463 )",14201,"(+/- 4349 )",15277,"(+/- 4354 )",6402,"(+/- 2234 )",31782,"(+/- 6856 )",5345,"(+/- 2061 )",4674,"(+/- 1900 )",3201,"(+/- 1452 )",1434,"(+/- 614 )",8685,"(+/- 2272 )",6107,"(+/- 2388 )",1969,"(+/- 779 )",3390,"(+/- 1394 )",1591,"(+/- 759 )",930,"(+/- 336 )",4667,"(+/- 1537 )",4193,"(+/- 1299 )",11521,"(+/- 3441 )"
People,Ancestry,Swedish,5521,"(+/- 1253 )",1255,"(+/- 503 )",2657,"(+/- 982 )",6547,"(+/- 2112 )",4084,"(+/- 1333 )",4834,"(+/- 1248 )",6125,"(+/- 1838 )",4006,"(+/- 1435 )",3851,"(+/- 1198 )",3660,"(+/- 1047 )",4627,"(+/- 1289 )",5575,"(+/- 997 )",4750,"(+/- 1205 )",4823,"(+/- 1131 )",15266,"(+/- 1849 )",9234,"(+/- 1698 )",5159,"(+/- 1160 )",5503,"(+/- 1040 )"
People,Ancestry,Swiss,3214,"(+/- 884 )",243,"(+/- 236 )",1091,"(+/- 536 )",2626,"(+/- 838 )",1494,"(+/- 731 )",3542,"(+/- 1088 )",2155,"(+/- 748 )",1032,"(+/- 418 )",5668,"(+/- 1747 )",4979,"(+/- 1293 )",18771,"(+/- 3156 )",5747,"(+/- 1108 )",6923,"(+/- 1992 )",1277,"(+/- 443 )",2362,"(+/- 721 )",2321,"(+/- 961 )",2197,"(+/- 785 )",2182,"(+/- 697 )"
People,Ancestry,Ukrainian,15338,"(+/- 3283 )",11900,"(+/- 2753 )",4497,"(+/- 1285 )",9637,"(+/- 1474 )",4061,"(+/- 1136 )",5178,"(+/- 1151 )",8309,"(+/- 1779 )",6684,"(+/- 1638 )",7584,"(+/- 1568 )",3392,"(+/- 1053 )",4116,"(+/- 1861 )",3310,"(+/- 1075 )",2293,"(+/- 817 )",5222,"(+/- 1867 )",4801,"(+/- 1089 )",3306,"(+/- 879 )",9454,"(+/- 1991 )",6445,"(+/- 1809 )"
People,Ancestry,Welsh,7848,"(+/- 1633 )",3091,"(+/- 1900 )",2366,"(+/- 583 )",7561,"(+/- 1623 )",6872,"(+/- 1939 )",9826,"(+/- 1705 )",10386,"(+/- 1621 )",22929,"(+/- 2939 )",10051,"(+/- 1341 )",8434,"(+/- 1569 )",5889,"(+/- 1352 )",11226,"(+/- 1741 )",8022,"(+/- 1488 )",5937,"(+/- 1164 )",7161,"(+/- 1116 )",8592,"(+/- 1413 )",7061,"(+/- 1511 )",6835,"(+/- 1433 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",4048,"(+/- 1486 )",14187,"(+/- 4970 )",16072,"(+/- 4707 )",6880,"(+/- 2535 )",8966,"(+/- 2722 )",1805,"(+/- 672 )",10476,"(+/- 3658 )",7215,"(+/- 2988 )",1067,"(+/- 572 )",2102,"(+/- 927 )",975,"(+/- 788 )",604,"(+/- 324 )",2685,"(+/- 1384 )",764,"(+/- 580 )",918,"(+/- 459 )",814,"(+/- 542 )",624,"(+/- 334 )",1498,"(+/- 637 )"
People,"Veteran Status","Civilian population 18 years and over",568663,"(+/- 3977 )",549248,"(+/- 12250 )",598286,"(+/- 11793 )",570419,"(+/- 4844 )",558342,"(+/- 6790 )",561515,"(+/- 3886 )",578030,"(+/- 4134 )",556498,"(+/- 4699 )",563839,"(+/- 4917 )",571389,"(+/- 5587 )",569298,"(+/- 4680 )",562238,"(+/- 3476 )",553705,"(+/- 3525 )",554459,"(+/- 2697 )",554033,"(+/- 4208 )",546969,"(+/- 2441 )",572300,"(+/- 6616 )",564133,"(+/- 6265 )"
People,"Veteran Status","Civilian veterans",36317,"(+/- 2302 )",31271,"(+/- 3263 )",27182,"(+/- 3102 )",35004,"(+/- 2325 )",30635,"(+/- 2368 )",34828,"(+/- 2614 )",37850,"(+/- 2526 )",45990,"(+/- 2617 )",49085,"(+/- 3285 )",47579,"(+/- 3313 )",41680,"(+/- 3035 )",47401,"(+/- 2091 )",51053,"(+/- 2615 )",47713,"(+/- 2729 )",49572,"(+/- 1901 )",49680,"(+/- 2709 )",44066,"(+/- 2391 )",39003,"(+/- 2259 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",707059,"(+/- 5099 )",721233,"(+/- 18388 )",729164,"(+/- 15923 )",715068,"(+/- 6266 )",709344,"(+/- 9434 )",728329,"(+/- 5342 )",722717,"(+/- 5197 )",683080,"(+/- 6437 )",683406,"(+/- 7447 )",719614,"(+/- 7156 )",730814,"(+/- 6343 )",687214,"(+/- 4868 )",677302,"(+/- 6023 )",673538,"(+/- 3924 )",657603,"(+/- 5976 )",671982,"(+/- 4276 )",712330,"(+/- 7829 )",674514,"(+/- 7598 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",77160,"(+/- 4566 )",135525,"(+/- 9188 )",109827,"(+/- 6872 )",75029,"(+/- 3465 )",86270,"(+/- 6075 )",77363,"(+/- 4126 )",95991,"(+/- 5616 )",111646,"(+/- 5807 )",99106,"(+/- 5081 )",93681,"(+/- 4834 )",91492,"(+/- 5087 )",95082,"(+/- 4338 )",108020,"(+/- 4914 )",107390,"(+/- 3791 )",110249,"(+/- 3679 )",114244,"(+/- 4619 )",90613,"(+/- 4501 )",95887,"(+/- 3983 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",144093,"(+/- 2481 )",177946,"(+/- 10039 )",137208,"(+/- 8050 )",156079,"(+/- 2950 )",158976,"(+/- 4923 )",172369,"(+/- 2781 )",152592,"(+/- 2201 )",139979,"(+/- 2790 )",137769,"(+/- 3682 )",162079,"(+/- 3884 )",167745,"(+/- 4102 )",138399,"(+/- 2321 )",138025,"(+/- 2972 )",129337,"(+/- 1627 )",125633,"(+/- 2805 )",137916,"(+/- 1924 )",144431,"(+/- 4838 )",118521,"(+/- 4735 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",5865,"(+/- 1449 )",12247,"(+/- 2596 )",5301,"(+/- 1487 )",4783,"(+/- 1140 )",7694,"(+/- 1697 )",7387,"(+/- 1203 )",10621,"(+/- 2420 )",10216,"(+/- 2553 )",7030,"(+/- 1371 )",9739,"(+/- 2115 )",8211,"(+/- 1578 )",7166,"(+/- 1370 )",7000,"(+/- 1209 )",6451,"(+/- 1145 )",7569,"(+/- 1352 )",10838,"(+/- 1696 )",6022,"(+/- 1349 )",7767,"(+/- 1150 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",434807,"(+/- 3959 )",448572,"(+/- 11932 )",493425,"(+/- 11533 )",434418,"(+/- 4823 )",439612,"(+/- 6191 )",441057,"(+/- 4254 )",443834,"(+/- 3848 )",411876,"(+/- 4257 )",411437,"(+/- 5369 )",435157,"(+/- 5566 )",432649,"(+/- 4665 )",418805,"(+/- 3723 )",400181,"(+/- 4454 )",401358,"(+/- 2984 )",395762,"(+/- 4398 )",404699,"(+/- 3023 )",431384,"(+/- 5735 )",432136,"(+/- 5787 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",35287,"(+/- 2849 )",82081,"(+/- 6898 )",65530,"(+/- 5489 )",33695,"(+/- 2551 )",45027,"(+/- 4705 )",37735,"(+/- 3227 )",46755,"(+/- 4317 )",56160,"(+/- 4035 )",46535,"(+/- 3583 )",43613,"(+/- 3453 )",43209,"(+/- 3911 )",43880,"(+/- 2880 )",55053,"(+/- 3504 )",52151,"(+/- 2959 )",53445,"(+/- 2530 )",55471,"(+/- 3586 )",43149,"(+/- 3236 )",46381,"(+/- 3200 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",128159,"(+/- 1966 )",94715,"(+/- 4008 )",98531,"(+/- 3403 )",124571,"(+/- 2427 )",110756,"(+/- 2913 )",114903,"(+/- 1957 )",126291,"(+/- 2141 )",131225,"(+/- 2221 )",134200,"(+/- 2809 )",122378,"(+/- 2997 )",130420,"(+/- 2943 )",130010,"(+/- 1945 )",139096,"(+/- 2292 )",142843,"(+/- 1895 )",136208,"(+/- 2440 )",129367,"(+/- 1724 )",136515,"(+/- 3428 )",123857,"(+/- 3488 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",36008,"(+/- 2692 )",41197,"(+/- 3773 )",38996,"(+/- 2683 )",36551,"(+/- 2301 )",33549,"(+/- 2244 )",32241,"(+/- 1845 )",38615,"(+/- 2396 )",45270,"(+/- 2626 )",45541,"(+/- 2923 )",40329,"(+/- 2487 )",40072,"(+/- 2844 )",44036,"(+/- 2173 )",45967,"(+/- 2576 )",48788,"(+/- 2646 )",49235,"(+/- 2340 )",47935,"(+/- 2537 )",41442,"(+/- 2360 )",41739,"(+/- 2903 )"
People,"Residence 1 Year Ago","Population 1 year and over",706953,"(+/- 4848 )",717478,"(+/- 18192 )",727270,"(+/- 15973 )",720150,"(+/- 6330 )",710885,"(+/- 9542 )",727685,"(+/- 5145 )",724207,"(+/- 5264 )",689254,"(+/- 6742 )",696166,"(+/- 7123 )",727798,"(+/- 7024 )",729013,"(+/- 6825 )",694007,"(+/- 4664 )",686647,"(+/- 5487 )",678245,"(+/- 3716 )",674670,"(+/- 6390 )",678565,"(+/- 3520 )",709387,"(+/- 7852 )",676319,"(+/- 7593 )"
People,"Residence 1 Year Ago","Same house",648171,"(+/- 7009 )",641727,"(+/- 18937 )",595601,"(+/- 15118 )",642602,"(+/- 7615 )",620670,"(+/- 11171 )",623840,"(+/- 7938 )",634745,"(+/- 8551 )",606199,"(+/- 8366 )",614882,"(+/- 7533 )",620655,"(+/- 10850 )",652394,"(+/- 9598 )",595705,"(+/- 7429 )",616789,"(+/- 6924 )",611331,"(+/- 6566 )",605790,"(+/- 7698 )",587286,"(+/- 6605 )",627122,"(+/- 10013 )",573551,"(+/- 9208 )"
People,"Residence 1 Year Ago","Different house in the U.S.",56351,"(+/- 4813 )",69575,"(+/- 8177 )",124788,"(+/- 6667 )",74880,"(+/- 5767 )",86736,"(+/- 6902 )",99345,"(+/- 7174 )",83916,"(+/- 7382 )",79223,"(+/- 6276 )",78985,"(+/- 5285 )",100276,"(+/- 7914 )",74778,"(+/- 7298 )",94611,"(+/- 5356 )",69171,"(+/- 5122 )",66178,"(+/- 5523 )",67676,"(+/- 4775 )",89280,"(+/- 6024 )",80625,"(+/- 6815 )",96980,"(+/- 6143 )"
People,"Residence 1 Year Ago","Same county",27653,"(+/- 3855 )",52223,"(+/- 7598 )",78440,"(+/- 6120 )",40985,"(+/- 4404 )",45704,"(+/- 5365 )",57623,"(+/- 6215 )",42333,"(+/- 5692 )",42723,"(+/- 4249 )",45028,"(+/- 3946 )",53173,"(+/- 6511 )",51280,"(+/- 6530 )",53897,"(+/- 3972 )",37887,"(+/- 4738 )",34791,"(+/- 3302 )",38323,"(+/- 3873 )",57726,"(+/- 4781 )",52460,"(+/- 5332 )",65830,"(+/- 5328 )"
People,"Residence 1 Year Ago","Different county",28698,"(+/- 4151 )",17352,"(+/- 3142 )",46348,"(+/- 5254 )",33895,"(+/- 3414 )",41032,"(+/- 4784 )",41722,"(+/- 4774 )",41583,"(+/- 4900 )",36500,"(+/- 4674 )",33957,"(+/- 3962 )",47103,"(+/- 4805 )",23498,"(+/- 3370 )",40714,"(+/- 3716 )",31284,"(+/- 3506 )",31387,"(+/- 4045 )",29353,"(+/- 2933 )",31554,"(+/- 3369 )",28165,"(+/- 3899 )",31150,"(+/- 3161 )"
People,"Residence 1 Year Ago","Same state",16068,"(+/- 2285 )",6862,"(+/- 1828 )",20122,"(+/- 3343 )",21858,"(+/- 2448 )",26599,"(+/- 3741 )",26115,"(+/- 3743 )",20413,"(+/- 3151 )",14090,"(+/- 2815 )",27438,"(+/- 3540 )",30490,"(+/- 4125 )",12607,"(+/- 2700 )",24943,"(+/- 2532 )",21065,"(+/- 3046 )",21210,"(+/- 3171 )",22388,"(+/- 2496 )",19724,"(+/- 2743 )",14502,"(+/- 2629 )",15281,"(+/- 2708 )"
People,"Residence 1 Year Ago","Different state",12630,"(+/- 3187 )",10490,"(+/- 2642 )",26226,"(+/- 3584 )",12037,"(+/- 2378 )",14433,"(+/- 2406 )",15607,"(+/- 3033 )",21170,"(+/- 4157 )",22410,"(+/- 4145 )",6519,"(+/- 1536 )",16613,"(+/- 3292 )",10891,"(+/- 2307 )",15771,"(+/- 2886 )",10219,"(+/- 2011 )",10177,"(+/- 2080 )",6965,"(+/- 1370 )",11830,"(+/- 2248 )",13663,"(+/- 2788 )",15869,"(+/- 1951 )"
People,"Residence 1 Year Ago",Abroad,2431,"(+/- 1283 )",6176,"(+/- 2324 )",6881,"(+/- 1736 )",2668,"(+/- 1076 )",3479,"(+/- 993 )",4500,"(+/- 1301 )",5546,"(+/- 2410 )",3832,"(+/- 1739 )",2299,"(+/- 1171 )",6867,"(+/- 2170 )",1841,"(+/- 758 )",3691,"(+/- 1744 )",687,"(+/- 448 )",736,"(+/- 299 )",1204,"(+/- 533 )",1999,"(+/- 1085 )",1640,"(+/- 811 )",5788,"(+/- 1522 )"
Workers,"Employment Status","Population 16 years and over",587784,"(+/- 4361 )",568861,"(+/- 13101 )",610612,"(+/- 12188 )",588530,"(+/- 5026 )",575502,"(+/- 7338 )",582133,"(+/- 4020 )",596268,"(+/- 4582 )",574378,"(+/- 4911 )",581706,"(+/- 4935 )",591345,"(+/- 5984 )",588853,"(+/- 5278 )",581106,"(+/- 3535 )",572363,"(+/- 3602 )",570604,"(+/- 2843 )",569064,"(+/- 4483 )",565124,"(+/- 2593 )",589431,"(+/- 6600 )",577134,"(+/- 6169 )"
Workers,"Employment Status","In labor force",400184,"(+/- 6134 )",332535,"(+/- 10141 )",386711,"(+/- 10809 )",401777,"(+/- 5626 )",370037,"(+/- 7829 )",396717,"(+/- 5786 )",375928,"(+/- 6754 )",344838,"(+/- 6059 )",356861,"(+/- 6718 )",386662,"(+/- 6959 )",387194,"(+/- 6064 )",332750,"(+/- 5136 )",343764,"(+/- 5542 )",341879,"(+/- 4874 )",326521,"(+/- 5472 )",339180,"(+/- 4737 )",387421,"(+/- 6320 )",365299,"(+/- 5976 )"
Workers,"Employment Status","Civilian labor force",399820,"(+/- 6205 )",332428,"(+/- 10157 )",386301,"(+/- 10811 )",401435,"(+/- 5617 )",369973,"(+/- 7821 )",396353,"(+/- 5812 )",375823,"(+/- 6746 )",344540,"(+/- 6068 )",356388,"(+/- 6727 )",385487,"(+/- 7004 )",387049,"(+/- 6087 )",332527,"(+/- 5132 )",343518,"(+/- 5489 )",341722,"(+/- 4888 )",326171,"(+/- 5457 )",338744,"(+/- 4746 )",387142,"(+/- 6376 )",364758,"(+/- 5979 )"
Workers,"Employment Status",Employed,384101,"(+/- 6285 )",307071,"(+/- 9403 )",353039,"(+/- 10089 )",384946,"(+/- 5740 )",349004,"(+/- 7466 )",377749,"(+/- 6425 )",354127,"(+/- 6453 )",328201,"(+/- 6291 )",340566,"(+/- 6680 )",368622,"(+/- 6754 )",372936,"(+/- 6335 )",318737,"(+/- 5423 )",328757,"(+/- 5289 )",327146,"(+/- 5152 )",312341,"(+/- 5585 )",322173,"(+/- 4871 )",371093,"(+/- 6459 )",348336,"(+/- 6081 )"
Workers,"Employment Status",Unemployed,15719,"(+/- 1592 )",25357,"(+/- 3254 )",33262,"(+/- 3646 )",16489,"(+/- 2091 )",20969,"(+/- 2493 )",18604,"(+/- 2287 )",21696,"(+/- 2871 )",16339,"(+/- 2171 )",15822,"(+/- 2321 )",16865,"(+/- 2676 )",14113,"(+/- 2590 )",13790,"(+/- 1557 )",14761,"(+/- 2142 )",14576,"(+/- 1800 )",13830,"(+/- 1432 )",16571,"(+/- 2142 )",16049,"(+/- 2038 )",16422,"(+/- 1955 )"
Workers,"Employment Status","Armed Forces",364,"(+/- 301 )",107,"(+/- 125 )",410,"(+/- 313 )",342,"(+/- 224 )",64,"(+/- 92 )",364,"(+/- 273 )",105,"(+/- 103 )",298,"(+/- 214 )",473,"(+/- 369 )",1175,"(+/- 410 )",145,"(+/- 125 )",223,"(+/- 183 )",246,"(+/- 234 )",157,"(+/- 132 )",350,"(+/- 243 )",436,"(+/- 266 )",279,"(+/- 192 )",541,"(+/- 471 )"
Workers,"Employment Status","Not in labor force",187600,"(+/- 5548 )",236326,"(+/- 9789 )",223901,"(+/- 10414 )",186753,"(+/- 4517 )",205465,"(+/- 7207 )",185416,"(+/- 5272 )",220340,"(+/- 5977 )",229540,"(+/- 5491 )",224845,"(+/- 5297 )",204683,"(+/- 6173 )",201659,"(+/- 5530 )",248356,"(+/- 5075 )",228599,"(+/- 4415 )",228725,"(+/- 4749 )",242543,"(+/- 4880 )",225944,"(+/- 4663 )",202010,"(+/- 5210 )",211835,"(+/- 5589 )"
Workers,"Employment Status","Civilian labor force",399820,"(+/- 6205 )",332428,"(+/- 10157 )",386301,"(+/- 10811 )",401435,"(+/- 5617 )",369973,"(+/- 7821 )",396353,"(+/- 5812 )",375823,"(+/- 6746 )",344540,"(+/- 6068 )",356388,"(+/- 6727 )",385487,"(+/- 7004 )",387049,"(+/- 6087 )",332527,"(+/- 5132 )",343518,"(+/- 5489 )",341722,"(+/- 4888 )",326171,"(+/- 5457 )",338744,"(+/- 4746 )",387142,"(+/- 6376 )",364758,"(+/- 5979 )"
Workers,"Employment Status","Unemployment Rate",3.9,"(+/- 0.4 )",7.6,"(+/- 0.9 )",8.6,"(+/- 0.9 )",4.1,"(+/- 0.5 )",5.7,"(+/- 0.6 )",4.7,"(+/- 0.6 )",5.8,"(+/- 0.7 )",4.7,"(+/- 0.6 )",4.4,"(+/- 0.6 )",4.4,"(+/- 0.7 )",3.6,"(+/- 0.7 )",4.1,"(+/- 0.5 )",4.3,"(+/- 0.6 )",4.3,"(+/- 0.5 )",4.2,"(+/- 0.4 )",4.9,"(+/- 0.6 )",4.1,"(+/- 0.5 )",4.5,"(+/- 0.5 )"
Workers,"Commuting to Work","Workers 16 years and over",378478,"(+/- 6078 )",299572,"(+/- 9160 )",346562,"(+/- 10214 )",378043,"(+/- 5572 )",340763,"(+/- 7114 )",371738,"(+/- 6414 )",348969,"(+/- 6280 )",322006,"(+/- 6429 )",335413,"(+/- 6863 )",364401,"(+/- 6648 )",365734,"(+/- 6468 )",312388,"(+/- 5327 )",321630,"(+/- 5268 )",320852,"(+/- 4952 )",306491,"(+/- 5597 )",316578,"(+/- 4992 )",366161,"(+/- 6597 )",340224,"(+/- 6064 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",313067,"(+/- 6375 )",180211,"(+/- 7809 )",143216,"(+/- 7326 )",302142,"(+/- 6445 )",230231,"(+/- 6483 )",292091,"(+/- 6489 )",277767,"(+/- 5988 )",254658,"(+/- 6451 )",278278,"(+/- 6722 )",295981,"(+/- 6311 )",281538,"(+/- 7236 )",246081,"(+/- 5105 )",260910,"(+/- 5202 )",267141,"(+/- 5138 )",251160,"(+/- 5750 )",253781,"(+/- 5616 )",284394,"(+/- 6985 )",224596,"(+/- 6186 )"
