Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",16282,"(+/- 3093 )",14914,"(+/- 2913 )",21094,"(+/- 3643 )",33208,"(+/- 5432 )",21449,"(+/- 3970 )",27221,"(+/- 4856 )",73460,"(+/- 8624 )",27920,"(+/- 4703 )",104201,"(+/- 12981 )",89197,"(+/- 11851 )",20078,"(+/- 3314 )",30862,"(+/- 5108 )",22747,"(+/- 4471 )",73131,"(+/- 7405 )",39735,"(+/- 6380 )",45309,"(+/- 6450 )",21443,"(+/- 5662 )",56346,"(+/- 7800 )",51425,"(+/- 7471 )",107041,"(+/- 10581 )",107785,"(+/- 9826 )",100418,"(+/- 8009 )",173079,"(+/- 10728 )",175546,"(+/- 12919 )",173210,"(+/- 12145 )",201948,"(+/- 15266 )",228514,"(+/- 13780 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",731010,"(+/- 1187 )",684104,"(+/- 7470 )",678599,"(+/- 8997 )",746575,"(+/- 13115 )",673971,"(+/- 15564 )",676909,"(+/- 8056 )",574592,"(+/- 9377 )",680662,"(+/- 2472 )",516100,"(+/- 14360 )",600712,"(+/- 12868 )",700452,"(+/- 12329 )",685374,"(+/- 7674 )",657435,"(+/- 7481 )",533367,"(+/- 10638 )",623410,"(+/- 18046 )",694925,"(+/- 10931 )",658984,"(+/- 12195 )",652470,"(+/- 9710 )",663088,"(+/- 10341 )",600059,"(+/- 14641 )",587026,"(+/- 11842 )",587411,"(+/- 12445 )",456783,"(+/- 11786 )",453120,"(+/- 12075 )",190027,"(+/- 10360 )",221481,"(+/- 9198 )",208227,"(+/- 8945 )"
People,"Place of Birth","Total population",784532,"(+/- 1160 )",733749,"(+/- 7486 )",758275,"(+/- 8925 )",819177,"(+/- 12926 )",738862,"(+/- 15538 )",781896,"(+/- 8360 )",786041,"(+/- 13741 )",768139,"(+/- 3024 )",902812,"(+/- 20446 )",839504,"(+/- 18537 )",789849,"(+/- 13261 )",792410,"(+/- 7591 )",735935,"(+/- 7767 )",782973,"(+/- 14164 )",808723,"(+/- 20744 )",852096,"(+/- 13146 )",789236,"(+/- 13581 )",780772,"(+/- 10481 )",836359,"(+/- 13306 )",809153,"(+/- 13616 )",785042,"(+/- 11791 )",753363,"(+/- 10621 )",756447,"(+/- 8875 )",784469,"(+/- 19182 )",775326,"(+/- 15148 )",790373,"(+/- 16539 )",763812,"(+/- 16464 )"
People,"Place of Birth",Native,739231,"(+/- 4477 )",696460,"(+/- 8454 )",696741,"(+/- 9807 )",725340,"(+/- 13918 )",680069,"(+/- 14631 )",718048,"(+/- 10412 )",656234,"(+/- 14162 )",702420,"(+/- 6375 )",755397,"(+/- 19951 )",633733,"(+/- 17348 )",736317,"(+/- 13959 )",706500,"(+/- 9024 )",649079,"(+/- 9501 )",612105,"(+/- 13943 )",697015,"(+/- 19797 )",733512,"(+/- 13606 )",708035,"(+/- 12962 )",659459,"(+/- 11176 )",682529,"(+/- 13184 )",521767,"(+/- 15889 )",563467,"(+/- 13797 )",545526,"(+/- 12513 )",473139,"(+/- 12627 )",439499,"(+/- 15199 )",343774,"(+/- 13237 )",402644,"(+/- 12276 )",345854,"(+/- 10790 )"
People,"Place of Birth","Born in United States",721556,"(+/- 5407 )",684565,"(+/- 8081 )",675599,"(+/- 10146 )",707472,"(+/- 13271 )",655824,"(+/- 15448 )",684216,"(+/- 9849 )",593409,"(+/- 11716 )",675258,"(+/- 7085 )",616168,"(+/- 18712 )",569527,"(+/- 14745 )",711385,"(+/- 13704 )",678925,"(+/- 8714 )",630154,"(+/- 9346 )",573728,"(+/- 13311 )",658499,"(+/- 19220 )",710886,"(+/- 12269 )",688182,"(+/- 13271 )",637787,"(+/- 11267 )",661758,"(+/- 13104 )",498191,"(+/- 15317 )",545072,"(+/- 13696 )",522182,"(+/- 12851 )",443221,"(+/- 12661 )",415285,"(+/- 13842 )",323258,"(+/- 11869 )",378290,"(+/- 12208 )",323298,"(+/- 11183 )"
People,"Place of Birth","State of residence",322361,"(+/- 8961 )",385700,"(+/- 8887 )",375186,"(+/- 10724 )",334107,"(+/- 11305 )",438070,"(+/- 13179 )",277872,"(+/- 9087 )",271594,"(+/- 9631 )",255182,"(+/- 8286 )",262818,"(+/- 11874 )",305966,"(+/- 12889 )",237967,"(+/- 11091 )",248875,"(+/- 8075 )",253172,"(+/- 7810 )",301012,"(+/- 12580 )",341946,"(+/- 15246 )",263255,"(+/- 9920 )",268023,"(+/- 11960 )",250619,"(+/- 11629 )",191179,"(+/- 8112 )",350889,"(+/- 13961 )",215377,"(+/- 10907 )",213563,"(+/- 10397 )",251131,"(+/- 10521 )",322693,"(+/- 13966 )",209763,"(+/- 8894 )",273622,"(+/- 11741 )",217097,"(+/- 10596 )"
People,"Place of Birth","Different state",399195,"(+/- 9485 )",298865,"(+/- 9223 )",300413,"(+/- 10289 )",373365,"(+/- 11418 )",217754,"(+/- 8649 )",406344,"(+/- 8372 )",321815,"(+/- 9748 )",420076,"(+/- 9079 )",353350,"(+/- 14449 )",263561,"(+/- 13085 )",473418,"(+/- 10836 )",430050,"(+/- 9227 )",376982,"(+/- 9451 )",272716,"(+/- 10556 )",316553,"(+/- 12302 )",447631,"(+/- 9441 )",420159,"(+/- 8353 )",387168,"(+/- 12260 )",470579,"(+/- 11011 )",147302,"(+/- 8936 )",329695,"(+/- 8998 )",308619,"(+/- 9679 )",192090,"(+/- 9468 )",92592,"(+/- 6086 )",113495,"(+/- 7448 )",104668,"(+/- 5750 )",106201,"(+/- 5727 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",17675,"(+/- 2143 )",11895,"(+/- 2009 )",21142,"(+/- 4049 )",17868,"(+/- 3894 )",24245,"(+/- 5211 )",33832,"(+/- 3928 )",62825,"(+/- 7560 )",27162,"(+/- 4182 )",139229,"(+/- 11027 )",64206,"(+/- 7661 )",24932,"(+/- 4345 )",27575,"(+/- 3545 )",18925,"(+/- 3267 )",38377,"(+/- 4128 )",38516,"(+/- 4971 )",22626,"(+/- 4096 )",19853,"(+/- 3777 )",21672,"(+/- 3677 )",20771,"(+/- 3621 )",23576,"(+/- 3505 )",18395,"(+/- 3065 )",23344,"(+/- 4029 )",29918,"(+/- 4080 )",24214,"(+/- 4120 )",20516,"(+/- 3664 )",24354,"(+/- 4059 )",22556,"(+/- 4100 )"
People,"Place of Birth","Foreign born",45301,"(+/- 4293 )",37289,"(+/- 4287 )",61534,"(+/- 5410 )",93837,"(+/- 9033 )",58793,"(+/- 6209 )",63848,"(+/- 5417 )",129807,"(+/- 9332 )",65719,"(+/- 5643 )",147415,"(+/- 11711 )",205771,"(+/- 15992 )",53532,"(+/- 4821 )",85910,"(+/- 6305 )",86856,"(+/- 6616 )",170868,"(+/- 11091 )",111708,"(+/- 8029 )",118584,"(+/- 7183 )",81201,"(+/- 6192 )",121313,"(+/- 8035 )",153830,"(+/- 9915 )",287386,"(+/- 11157 )",221575,"(+/- 10765 )",207837,"(+/- 9963 )",283308,"(+/- 11651 )",344970,"(+/- 13792 )",431552,"(+/- 11743 )",387729,"(+/- 14102 )",417958,"(+/- 13787 )"
People,Ancestry,"Total population",784532,"(+/- 1160 )",733749,"(+/- 7486 )",758275,"(+/- 8925 )",819177,"(+/- 12926 )",738862,"(+/- 15538 )",781896,"(+/- 8360 )",786041,"(+/- 13741 )",768139,"(+/- 3024 )",902812,"(+/- 20446 )",839504,"(+/- 18537 )",789849,"(+/- 13261 )",792410,"(+/- 7591 )",735935,"(+/- 7767 )",782973,"(+/- 14164 )",808723,"(+/- 20744 )",852096,"(+/- 13146 )",789236,"(+/- 13581 )",780772,"(+/- 10481 )",836359,"(+/- 13306 )",809153,"(+/- 13616 )",785042,"(+/- 11791 )",753363,"(+/- 10621 )",756447,"(+/- 8875 )",784469,"(+/- 19182 )",775326,"(+/- 15148 )",790373,"(+/- 16539 )",763812,"(+/- 16464 )"
People,Ancestry,American,61925,"(+/- 6524 )",86843,"(+/- 7206 )",39171,"(+/- 5008 )",73207,"(+/- 6381 )",31809,"(+/- 4480 )",49996,"(+/- 5618 )",72667,"(+/- 7146 )",62446,"(+/- 8845 )",72737,"(+/- 8795 )",80229,"(+/- 11753 )",91935,"(+/- 8443 )",71461,"(+/- 8233 )",53346,"(+/- 5502 )",48934,"(+/- 6965 )",94165,"(+/- 11198 )",77560,"(+/- 7477 )",105870,"(+/- 12068 )",62398,"(+/- 8909 )",107344,"(+/- 8850 )",64545,"(+/- 8835 )",41572,"(+/- 4956 )",47073,"(+/- 5689 )",78379,"(+/- 11078 )",53815,"(+/- 7377 )",52493,"(+/- 7083 )",27495,"(+/- 4414 )",35120,"(+/- 4684 )"
People,Ancestry,Arab,3324,"(+/- 2000 )",3551,"(+/- 1832 )",4308,"(+/- 1595 )",9852,"(+/- 3326 )",6236,"(+/- 2938 )",2250,"(+/- 1196 )",5338,"(+/- 1841 )",1590,"(+/- 731 )",9860,"(+/- 4524 )",6281,"(+/- 2272 )",975,"(+/- 649 )",9808,"(+/- 2502 )",5389,"(+/- 1848 )",10124,"(+/- 3876 )",7112,"(+/- 2848 )",5129,"(+/- 2160 )",968,"(+/- 557 )",3113,"(+/- 1289 )",2765,"(+/- 1248 )",2043,"(+/- 1059 )",5266,"(+/- 2220 )",6159,"(+/- 2124 )",9958,"(+/- 3138 )",2557,"(+/- 1106 )",3319,"(+/- 1024 )",3515,"(+/- 1479 )",8510,"(+/- 3019 )"
People,Ancestry,Czech,2038,"(+/- 796 )",1571,"(+/- 830 )",1604,"(+/- 864 )",1977,"(+/- 888 )",841,"(+/- 659 )",2103,"(+/- 991 )",2645,"(+/- 987 )",2826,"(+/- 1702 )",860,"(+/- 490 )",969,"(+/- 578 )",2225,"(+/- 942 )",1749,"(+/- 530 )",2794,"(+/- 943 )",1377,"(+/- 614 )",1458,"(+/- 824 )",3766,"(+/- 1268 )",2522,"(+/- 839 )",1884,"(+/- 766 )",4318,"(+/- 1864 )",958,"(+/- 801 )",1798,"(+/- 685 )",3082,"(+/- 1002 )",2062,"(+/- 1244 )",644,"(+/- 564 )",82,"(+/- 103 )",777,"(+/- 537 )",516,"(+/- 365 )"
People,Ancestry,Danish,2799,"(+/- 1629 )",1164,"(+/- 579 )",693,"(+/- 431 )",1605,"(+/- 1257 )",713,"(+/- 573 )",2161,"(+/- 1252 )",1818,"(+/- 648 )",1443,"(+/- 479 )",841,"(+/- 756 )",1071,"(+/- 766 )",2435,"(+/- 1001 )",2972,"(+/- 1443 )",2886,"(+/- 1116 )",1282,"(+/- 633 )",1534,"(+/- 713 )",1585,"(+/- 546 )",1925,"(+/- 770 )",1180,"(+/- 503 )",4017,"(+/- 1842 )",444,"(+/- 338 )",1766,"(+/- 1156 )",1462,"(+/- 483 )",342,"(+/- 226 )",709,"(+/- 726 )",511,"(+/- 387 )",37,"(+/- 59 )",581,"(+/- 394 )"
People,Ancestry,Dutch,6460,"(+/- 1675 )",7439,"(+/- 1737 )",8356,"(+/- 2354 )",7137,"(+/- 1981 )",3453,"(+/- 1050 )",7223,"(+/- 1760 )",4783,"(+/- 1197 )",8045,"(+/- 1925 )",5911,"(+/- 1795 )",5093,"(+/- 2068 )",10707,"(+/- 2515 )",8074,"(+/- 1680 )",7473,"(+/- 1763 )",6650,"(+/- 1599 )",7722,"(+/- 2235 )",10816,"(+/- 2285 )",12183,"(+/- 2198 )",7558,"(+/- 1659 )",11334,"(+/- 2889 )",1825,"(+/- 731 )",5500,"(+/- 1239 )",4713,"(+/- 1285 )",2432,"(+/- 940 )",682,"(+/- 467 )",3655,"(+/- 1722 )",1922,"(+/- 888 )",2289,"(+/- 1001 )"
People,Ancestry,English,69412,"(+/- 5298 )",62676,"(+/- 5456 )",71348,"(+/- 6143 )",74900,"(+/- 6775 )",27693,"(+/- 3368 )",72099,"(+/- 5369 )",51286,"(+/- 4683 )",87648,"(+/- 8287 )",42297,"(+/- 4651 )",37463,"(+/- 5336 )",81201,"(+/- 6395 )",71803,"(+/- 5368 )",69856,"(+/- 4852 )",46374,"(+/- 4407 )",47054,"(+/- 4376 )",74003,"(+/- 5938 )",79590,"(+/- 7477 )",68261,"(+/- 6476 )",71458,"(+/- 5631 )",11960,"(+/- 2026 )",40916,"(+/- 4947 )",37594,"(+/- 3934 )",20887,"(+/- 3103 )",6065,"(+/- 1573 )",14772,"(+/- 2503 )",12208,"(+/- 2287 )",12213,"(+/- 2068 )"
People,Ancestry,"French (except Basque)",18936,"(+/- 3217 )",18574,"(+/- 3592 )",21508,"(+/- 3457 )",16149,"(+/- 3412 )",8379,"(+/- 2196 )",17032,"(+/- 2458 )",15032,"(+/- 2515 )",22998,"(+/- 3724 )",13491,"(+/- 2615 )",12630,"(+/- 2850 )",29282,"(+/- 3975 )",24835,"(+/- 3472 )",19466,"(+/- 2632 )",14746,"(+/- 2813 )",17097,"(+/- 4229 )",24047,"(+/- 3260 )",19120,"(+/- 2564 )",21611,"(+/- 3029 )",16741,"(+/- 2176 )",4480,"(+/- 1852 )",12714,"(+/- 2973 )",13488,"(+/- 2272 )",11190,"(+/- 2310 )",4047,"(+/- 1671 )",5401,"(+/- 1717 )",5779,"(+/- 1451 )",8581,"(+/- 1769 )"
People,Ancestry,"French Canadian",4348,"(+/- 1614 )",2962,"(+/- 825 )",4089,"(+/- 1215 )",4300,"(+/- 1196 )",2506,"(+/- 974 )",6534,"(+/- 1596 )",4270,"(+/- 1269 )",8522,"(+/- 2322 )",3091,"(+/- 1059 )",1999,"(+/- 709 )",9176,"(+/- 1821 )",11023,"(+/- 4337 )",5839,"(+/- 1325 )",4493,"(+/- 1257 )",4338,"(+/- 1775 )",7757,"(+/- 1490 )",7225,"(+/- 1701 )",6941,"(+/- 2128 )",7553,"(+/- 1941 )",1353,"(+/- 525 )",5450,"(+/- 1502 )",4231,"(+/- 1162 )",2914,"(+/- 903 )",397,"(+/- 315 )",1882,"(+/- 858 )",1226,"(+/- 666 )",1126,"(+/- 491 )"
People,Ancestry,German,79782,"(+/- 6048 )",71267,"(+/- 6072 )",88432,"(+/- 5973 )",90315,"(+/- 7089 )",39037,"(+/- 5285 )",78320,"(+/- 5965 )",71987,"(+/- 5486 )",103303,"(+/- 7149 )",51979,"(+/- 5196 )",47892,"(+/- 5049 )",112612,"(+/- 7535 )",115545,"(+/- 7062 )",102765,"(+/- 6991 )",65452,"(+/- 5601 )",74223,"(+/- 6837 )",109638,"(+/- 6715 )",106104,"(+/- 7780 )",99387,"(+/- 7213 )",115684,"(+/- 7420 )",22619,"(+/- 3840 )",56916,"(+/- 5120 )",62270,"(+/- 5463 )",36366,"(+/- 3587 )",9087,"(+/- 1798 )",19173,"(+/- 3734 )",13933,"(+/- 2091 )",20121,"(+/- 2942 )"
People,Ancestry,Greek,3286,"(+/- 1748 )",2985,"(+/- 1443 )",2643,"(+/- 1387 )",2170,"(+/- 715 )",1750,"(+/- 1079 )",3134,"(+/- 1318 )",3075,"(+/- 1271 )",2938,"(+/- 1544 )",1873,"(+/- 1162 )",2088,"(+/- 1066 )",3654,"(+/- 2448 )",11452,"(+/- 2445 )",5834,"(+/- 1442 )",5231,"(+/- 2361 )",3117,"(+/- 1421 )",3237,"(+/- 976 )",919,"(+/- 429 )",2027,"(+/- 710 )",5050,"(+/- 1652 )",1022,"(+/- 467 )",4532,"(+/- 1767 )",5351,"(+/- 1737 )",5132,"(+/- 2019 )",609,"(+/- 283 )",894,"(+/- 595 )",1635,"(+/- 994 )",1648,"(+/- 728 )"
People,Ancestry,Hungarian,2538,"(+/- 1146 )",2591,"(+/- 1069 )",2113,"(+/- 725 )",2983,"(+/- 992 )",1066,"(+/- 622 )",4957,"(+/- 1595 )",2566,"(+/- 816 )",3402,"(+/- 1204 )",1594,"(+/- 741 )",906,"(+/- 531 )",5020,"(+/- 1467 )",5439,"(+/- 1402 )",5582,"(+/- 1388 )",3048,"(+/- 810 )",2414,"(+/- 986 )",7588,"(+/- 2330 )",3609,"(+/- 1074 )",3975,"(+/- 1314 )",6429,"(+/- 1598 )",1080,"(+/- 468 )",5216,"(+/- 1313 )",5973,"(+/- 1691 )",4733,"(+/- 1379 )",983,"(+/- 654 )",1570,"(+/- 615 )",933,"(+/- 350 )",2661,"(+/- 1503 )"
People,Ancestry,Irish,76215,"(+/- 6927 )",70021,"(+/- 5987 )",81579,"(+/- 7122 )",86853,"(+/- 6826 )",42420,"(+/- 4275 )",82476,"(+/- 5389 )",65265,"(+/- 5221 )",100264,"(+/- 7796 )",46966,"(+/- 5602 )",42138,"(+/- 5157 )",98836,"(+/- 8270 )",110515,"(+/- 7874 )",95983,"(+/- 6612 )",59369,"(+/- 5176 )",65023,"(+/- 6085 )",99655,"(+/- 6517 )",90110,"(+/- 7084 )",93223,"(+/- 7728 )",93996,"(+/- 6653 )",18445,"(+/- 2945 )",60841,"(+/- 5841 )",71316,"(+/- 7570 )",32561,"(+/- 3719 )",7457,"(+/- 1613 )",22435,"(+/- 4721 )",14393,"(+/- 2268 )",16366,"(+/- 2265 )"
People,Ancestry,Italian,32820,"(+/- 5026 )",28759,"(+/- 4638 )",35092,"(+/- 4695 )",46977,"(+/- 5149 )",16586,"(+/- 3943 )",57564,"(+/- 5728 )",50384,"(+/- 4997 )",51181,"(+/- 5172 )",35619,"(+/- 4874 )",33009,"(+/- 5053 )",66192,"(+/- 5580 )",81480,"(+/- 6485 )",56644,"(+/- 4722 )",44496,"(+/- 3878 )",36841,"(+/- 5187 )",55831,"(+/- 4686 )",46388,"(+/- 5924 )",75677,"(+/- 7616 )",63920,"(+/- 5430 )",22149,"(+/- 4341 )",70615,"(+/- 6897 )",73561,"(+/- 6151 )",46465,"(+/- 4662 )",12994,"(+/- 2462 )",26363,"(+/- 5181 )",12664,"(+/- 1825 )",24986,"(+/- 3420 )"
People,Ancestry,Lithuanian,1524,"(+/- 839 )",1730,"(+/- 959 )",1520,"(+/- 789 )",1197,"(+/- 642 )",135,"(+/- 147 )",1583,"(+/- 548 )",2041,"(+/- 889 )",2868,"(+/- 1760 )",755,"(+/- 577 )",441,"(+/- 284 )",2271,"(+/- 1086 )",2222,"(+/- 722 )",2952,"(+/- 1193 )",2349,"(+/- 1158 )",1124,"(+/- 697 )",1868,"(+/- 859 )",1095,"(+/- 567 )",1513,"(+/- 747 )",2796,"(+/- 1005 )",1451,"(+/- 1120 )",2233,"(+/- 828 )",3192,"(+/- 1534 )",1507,"(+/- 594 )",284,"(+/- 238 )",269,"(+/- 239 )",259,"(+/- 218 )",557,"(+/- 446 )"
People,Ancestry,Norwegian,8537,"(+/- 2529 )",5493,"(+/- 1602 )",6489,"(+/- 1745 )",4492,"(+/- 1326 )",2062,"(+/- 748 )",6877,"(+/- 1819 )",5078,"(+/- 1366 )",7786,"(+/- 2249 )",1948,"(+/- 724 )",4520,"(+/- 2039 )",6639,"(+/- 1732 )",6279,"(+/- 1456 )",7232,"(+/- 1611 )",3695,"(+/- 1477 )",4640,"(+/- 1426 )",6889,"(+/- 1461 )",7072,"(+/- 1237 )",6780,"(+/- 2083 )",8718,"(+/- 1542 )",1163,"(+/- 1043 )",3856,"(+/- 1143 )",3988,"(+/- 970 )",906,"(+/- 372 )",1189,"(+/- 737 )",1847,"(+/- 1072 )",1407,"(+/- 502 )",1278,"(+/- 538 )"
People,Ancestry,Polish,10841,"(+/- 2156 )",12157,"(+/- 2911 )",13074,"(+/- 2450 )",18682,"(+/- 3002 )",6529,"(+/- 1811 )",21386,"(+/- 2444 )",19534,"(+/- 2566 )",22046,"(+/- 3576 )",14598,"(+/- 2982 )",11613,"(+/- 2329 )",24951,"(+/- 3698 )",30032,"(+/- 4459 )",25630,"(+/- 3545 )",18912,"(+/- 3433 )",15160,"(+/- 2648 )",23839,"(+/- 2681 )",22384,"(+/- 3188 )",29501,"(+/- 3905 )",26665,"(+/- 3452 )",8130,"(+/- 1833 )",35719,"(+/- 4479 )",31552,"(+/- 4347 )",17739,"(+/- 3041 )",4848,"(+/- 1480 )",5444,"(+/- 1683 )",5337,"(+/- 1130 )",8366,"(+/- 1875 )"
People,Ancestry,Portuguese,1034,"(+/- 517 )",1709,"(+/- 921 )",1977,"(+/- 854 )",1292,"(+/- 556 )",1556,"(+/- 740 )",5940,"(+/- 2559 )",3490,"(+/- 1116 )",3187,"(+/- 1219 )",6775,"(+/- 3333 )",4504,"(+/- 1914 )",2843,"(+/- 1133 )",3632,"(+/- 1245 )",3074,"(+/- 831 )",1039,"(+/- 583 )",4631,"(+/- 2498 )",3224,"(+/- 1098 )",2837,"(+/- 1103 )",2701,"(+/- 1150 )",4239,"(+/- 1409 )",853,"(+/- 504 )",4831,"(+/- 1907 )",6248,"(+/- 1861 )",4519,"(+/- 2120 )",1107,"(+/- 526 )",2347,"(+/- 1178 )",1115,"(+/- 473 )",3822,"(+/- 1495 )"
People,Ancestry,Russian,2592,"(+/- 966 )",4913,"(+/- 1827 )",4453,"(+/- 1563 )",7205,"(+/- 2345 )",1880,"(+/- 1088 )",5159,"(+/- 1916 )",7127,"(+/- 1777 )",5482,"(+/- 1778 )",5218,"(+/- 2111 )",6258,"(+/- 3035 )",4902,"(+/- 1526 )",6380,"(+/- 2236 )",6408,"(+/- 1523 )",3655,"(+/- 816 )",2614,"(+/- 1127 )",5837,"(+/- 1222 )",5891,"(+/- 2320 )",10923,"(+/- 2323 )",9098,"(+/- 2412 )",5581,"(+/- 1674 )",26666,"(+/- 3449 )",21755,"(+/- 4301 )",17282,"(+/- 3134 )",2946,"(+/- 959 )",2204,"(+/- 922 )",1271,"(+/- 480 )",8005,"(+/- 1496 )"
People,Ancestry,Scotch-Irish,15714,"(+/- 3592 )",12982,"(+/- 2528 )",6052,"(+/- 1550 )",9973,"(+/- 2000 )",5148,"(+/- 1447 )",6964,"(+/- 1610 )",6661,"(+/- 1370 )",10113,"(+/- 2139 )",3637,"(+/- 1430 )",3538,"(+/- 1234 )",7345,"(+/- 1667 )",8448,"(+/- 1745 )",8325,"(+/- 1768 )",5337,"(+/- 1372 )",7831,"(+/- 1866 )",9944,"(+/- 2274 )",8435,"(+/- 2595 )",6267,"(+/- 1900 )",7276,"(+/- 1360 )",825,"(+/- 494 )",3643,"(+/- 1215 )",5547,"(+/- 1553 )",2409,"(+/- 979 )",404,"(+/- 272 )",1033,"(+/- 801 )",1620,"(+/- 722 )",1153,"(+/- 719 )"
People,Ancestry,Scottish,21314,"(+/- 3586 )",15528,"(+/- 2889 )",13859,"(+/- 3273 )",16317,"(+/- 2961 )",9133,"(+/- 1785 )",13750,"(+/- 2153 )",14337,"(+/- 2303 )",16589,"(+/- 2919 )",8475,"(+/- 1957 )",9955,"(+/- 2322 )",17386,"(+/- 2837 )",15297,"(+/- 3050 )",14046,"(+/- 2376 )",9186,"(+/- 1995 )",8413,"(+/- 1952 )",19561,"(+/- 2728 )",16064,"(+/- 3144 )",13028,"(+/- 2237 )",17679,"(+/- 2650 )",4243,"(+/- 1763 )",6828,"(+/- 1186 )",10103,"(+/- 2899 )",5272,"(+/- 1557 )",2368,"(+/- 900 )",2923,"(+/- 994 )",3221,"(+/- 1124 )",3648,"(+/- 965 )"
People,Ancestry,Slovak,1270,"(+/- 958 )",1060,"(+/- 861 )",990,"(+/- 448 )",936,"(+/- 608 )",93,"(+/- 88 )",1984,"(+/- 1339 )",1154,"(+/- 587 )",1587,"(+/- 767 )",663,"(+/- 572 )",957,"(+/- 728 )",1200,"(+/- 792 )",1473,"(+/- 528 )",1417,"(+/- 598 )",787,"(+/- 419 )",904,"(+/- 589 )",2616,"(+/- 1102 )",2291,"(+/- 993 )",478,"(+/- 355 )",2666,"(+/- 1045 )",492,"(+/- 498 )",1521,"(+/- 824 )",843,"(+/- 553 )",579,"(+/- 419 )",143,"(+/- 181 )",288,"(+/- 384 )",450,"(+/- 330 )",121,"(+/- 135 )"
People,Ancestry,"Subsaharan African",3516,"(+/- 1530 )",2282,"(+/- 1039 )",11848,"(+/- 4696 )",4343,"(+/- 2607 )",15180,"(+/- 3975 )",2257,"(+/- 1004 )",6142,"(+/- 2527 )",3121,"(+/- 1509 )",9385,"(+/- 4339 )",7568,"(+/- 2520 )",2875,"(+/- 1283 )",5047,"(+/- 2330 )",3611,"(+/- 1647 )",9753,"(+/- 2644 )",5971,"(+/- 3290 )",2803,"(+/- 1102 )",1086,"(+/- 554 )",2647,"(+/- 1362 )",2599,"(+/- 1342 )",21934,"(+/- 4841 )",6731,"(+/- 2855 )",3983,"(+/- 2180 )",4858,"(+/- 2444 )",5299,"(+/- 1779 )",964,"(+/- 699 )",2430,"(+/- 1231 )",1525,"(+/- 834 )"
People,Ancestry,Swedish,6238,"(+/- 1665 )",2333,"(+/- 742 )",4682,"(+/- 1277 )",7776,"(+/- 1973 )",2157,"(+/- 917 )",5982,"(+/- 1909 )",6058,"(+/- 1678 )",9498,"(+/- 2414 )",3232,"(+/- 1139 )",3475,"(+/- 1217 )",7872,"(+/- 1552 )",8350,"(+/- 1641 )",8963,"(+/- 1651 )",5867,"(+/- 2277 )",5661,"(+/- 1388 )",9883,"(+/- 1865 )",8492,"(+/- 1822 )",7487,"(+/- 1802 )",9887,"(+/- 2023 )",1775,"(+/- 777 )",3993,"(+/- 1259 )",5668,"(+/- 1487 )",3164,"(+/- 1377 )",610,"(+/- 377 )",1258,"(+/- 550 )",1551,"(+/- 619 )",1915,"(+/- 804 )"
People,Ancestry,Swiss,1791,"(+/- 828 )",563,"(+/- 343 )",1468,"(+/- 880 )",2557,"(+/- 1009 )",236,"(+/- 164 )",2306,"(+/- 1124 )",1504,"(+/- 626 )",1833,"(+/- 857 )",2362,"(+/- 1656 )",869,"(+/- 503 )",1163,"(+/- 572 )",1446,"(+/- 489 )",1925,"(+/- 1208 )",713,"(+/- 471 )",831,"(+/- 529 )",2804,"(+/- 1110 )",2111,"(+/- 896 )",1734,"(+/- 1072 )",3118,"(+/- 1062 )",240,"(+/- 282 )",1000,"(+/- 467 )",1036,"(+/- 543 )",348,"(+/- 282 )",280,"(+/- 210 )",451,"(+/- 492 )",351,"(+/- 322 )",684,"(+/- 375 )"
People,Ancestry,Ukrainian,499,"(+/- 325 )",1395,"(+/- 884 )",1165,"(+/- 952 )",4071,"(+/- 1568 )",840,"(+/- 597 )",2344,"(+/- 703 )",2228,"(+/- 1170 )",2579,"(+/- 1129 )",2274,"(+/- 1384 )",1678,"(+/- 755 )",1572,"(+/- 610 )",2991,"(+/- 1299 )",3340,"(+/- 1995 )",1353,"(+/- 635 )",1589,"(+/- 778 )",2104,"(+/- 803 )",1265,"(+/- 679 )",4062,"(+/- 1436 )",4193,"(+/- 1780 )",1037,"(+/- 490 )",2886,"(+/- 1010 )",2919,"(+/- 1069 )",2931,"(+/- 1178 )",424,"(+/- 343 )",534,"(+/- 472 )",405,"(+/- 263 )",1914,"(+/- 836 )"
